"code_site";"code_station";"date_obs_elab";"resultat_obs_elab";"date_prod";"code_statut";"libelle_statut";"code_methode";"libelle_methode";"code_qualification";"libelle_qualification";"longitude";"latitude";"grandeur_hydro_elab";"date";"year";"month";"day"
"G0170420";"G017042010";"2000-01-16";10873;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-16;"2000";"01";"16"
"G0170420";"G017042010";"2000-01-17";10668;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-17;"2000";"01";"17"
"G0170420";"G017042010";"2000-01-18";10701;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-18;"2000";"01";"18"
"G0170420";"G017042010";"2000-01-19";10672;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-19;"2000";"01";"19"
"G0170420";"G017042010";"2000-01-20";10483;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-20;"2000";"01";"20"
"G0170420";"G017042010";"2000-01-21";10335;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-21;"2000";"01";"21"
"G0170420";"G017042010";"2000-01-22";10265;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-22;"2000";"01";"22"
"G0170420";"G017042010";"2000-01-23";10459;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-23;"2000";"01";"23"
"G0170420";"G017042010";"2000-01-24";10084;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-24;"2000";"01";"24"
"G0170420";"G017042010";"2000-01-25";9839;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-25;"2000";"01";"25"
"G0170420";"G017042010";"2000-01-26";9614;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-26;"2000";"01";"26"
"G0170420";"G017042010";"2000-01-27";9459;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-27;"2000";"01";"27"
"G0170420";"G017042010";"2000-01-28";9425;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-28;"2000";"01";"28"
"G0170420";"G017042010";"2000-01-29";9969;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-29;"2000";"01";"29"
"G0170420";"G017042010";"2000-01-30";10450;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-30;"2000";"01";"30"
"G0170420";"G017042010";"2000-01-31";10290;"2024-11-22T07:26:42Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-01-31;"2000";"01";"31"
"G0170420";"G017042010";"2000-02-01";10004;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-01;"2000";"02";"01"
"G0170420";"G017042010";"2000-02-02";10085;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-02;"2000";"02";"02"
"G0170420";"G017042010";"2000-02-03";10052;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-03;"2000";"02";"03"
"G0170420";"G017042010";"2000-02-04";9460;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-04;"2000";"02";"04"
"G0170420";"G017042010";"2000-02-05";9224;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-05;"2000";"02";"05"
"G0170420";"G017042010";"2000-02-06";9144;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-06;"2000";"02";"06"
"G0170420";"G017042010";"2000-02-07";9461;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-07;"2000";"02";"07"
"G0170420";"G017042010";"2000-02-08";10174;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-08;"2000";"02";"08"
"G0170420";"G017042010";"2000-02-09";10171;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-09;"2000";"02";"09"
"G0170420";"G017042010";"2000-02-10";10067;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-10;"2000";"02";"10"
"G0170420";"G017042010";"2000-02-11";9965;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-11;"2000";"02";"11"
"G0170420";"G017042010";"2000-02-12";9645;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-12;"2000";"02";"12"
"G0170420";"G017042010";"2000-02-13";10588;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-13;"2000";"02";"13"
"G0170420";"G017042010";"2000-02-14";10604;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-14;"2000";"02";"14"
"G0170420";"G017042010";"2000-02-15";10267;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-15;"2000";"02";"15"
"G0170420";"G017042010";"2000-02-16";10420;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-16;"2000";"02";"16"
"G0170420";"G017042010";"2000-02-17";10477;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-17;"2000";"02";"17"
"G0170420";"G017042010";"2000-02-18";10361;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-18;"2000";"02";"18"
"G0170420";"G017042010";"2000-02-19";10126;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-19;"2000";"02";"19"
"G0170420";"G017042010";"2000-02-20";9894;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-20;"2000";"02";"20"
"G0170420";"G017042010";"2000-02-21";9681;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-21;"2000";"02";"21"
"G0170420";"G017042010";"2000-02-22";9619;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-22;"2000";"02";"22"
"G0170420";"G017042010";"2000-02-23";9570;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-23;"2000";"02";"23"
"G0170420";"G017042010";"2000-02-24";9661;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-24;"2000";"02";"24"
"G0170420";"G017042010";"2000-02-25";9787;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-25;"2000";"02";"25"
"G0170420";"G017042010";"2000-02-26";9574;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-26;"2000";"02";"26"
"G0170420";"G017042010";"2000-02-27";9475;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-27;"2000";"02";"27"
"G0170420";"G017042010";"2000-02-28";9889;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-28;"2000";"02";"28"
"G0170420";"G017042010";"2000-02-29";10170;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-02-29;"2000";"02";"29"
"G0170420";"G017042010";"2000-03-01";10330;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-01;"2000";"03";"01"
"G0170420";"G017042010";"2000-03-02";10083;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-02;"2000";"03";"02"
"G0170420";"G017042010";"2000-03-03";10610;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-03;"2000";"03";"03"
"G0170420";"G017042010";"2000-03-04";11480;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-04;"2000";"03";"04"
"G0170420";"G017042010";"2000-03-05";10592;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-05;"2000";"03";"05"
"G0170420";"G017042010";"2000-03-06";10082;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-06;"2000";"03";"06"
"G0170420";"G017042010";"2000-03-07";9879;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-07;"2000";"03";"07"
"G0170420";"G017042010";"2000-03-08";9750;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-08;"2000";"03";"08"
"G0170420";"G017042010";"2000-03-09";9743;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-09;"2000";"03";"09"
"G0170420";"G017042010";"2000-03-10";9673;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-10;"2000";"03";"10"
"G0170420";"G017042010";"2000-03-11";9636;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-11;"2000";"03";"11"
"G0170420";"G017042010";"2000-03-12";9649;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-12;"2000";"03";"12"
"G0170420";"G017042010";"2000-03-13";9530;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-13;"2000";"03";"13"
"G0170420";"G017042010";"2000-03-14";9432;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-14;"2000";"03";"14"
"G0170420";"G017042010";"2000-03-15";9307;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-15;"2000";"03";"15"
"G0170420";"G017042010";"2000-03-16";9268;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-16;"2000";"03";"16"
"G0170420";"G017042010";"2000-03-17";9242;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-17;"2000";"03";"17"
"G0170420";"G017042010";"2000-03-18";9215;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-18;"2000";"03";"18"
"G0170420";"G017042010";"2000-03-19";9240;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-19;"2000";"03";"19"
"G0170420";"G017042010";"2000-03-20";9197;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-20;"2000";"03";"20"
"G0170420";"G017042010";"2000-03-21";9124;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-21;"2000";"03";"21"
"G0170420";"G017042010";"2000-03-22";8996;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-22;"2000";"03";"22"
"G0170420";"G017042010";"2000-03-23";8925;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-23;"2000";"03";"23"
"G0170420";"G017042010";"2000-03-24";9006;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-24;"2000";"03";"24"
"G0170420";"G017042010";"2000-03-25";9099;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-25;"2000";"03";"25"
"G0170420";"G017042010";"2000-03-26";9127;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-26;"2000";"03";"26"
"G0170420";"G017042010";"2000-03-27";9238;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-27;"2000";"03";"27"
"G0170420";"G017042010";"2000-03-28";9529;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-28;"2000";"03";"28"
"G0170420";"G017042010";"2000-03-29";9450;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-29;"2000";"03";"29"
"G0170420";"G017042010";"2000-03-30";9230;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-30;"2000";"03";"30"
"G0170420";"G017042010";"2000-03-31";9539;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-03-31;"2000";"03";"31"
"G0170420";"G017042010";"2000-04-01";9541;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-01;"2000";"04";"01"
"G0170420";"G017042010";"2000-04-02";9353;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-02;"2000";"04";"02"
"G0170420";"G017042010";"2000-04-03";9143;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-03;"2000";"04";"03"
"G0170420";"G017042010";"2000-04-04";9599;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-04;"2000";"04";"04"
"G0170420";"G017042010";"2000-04-05";9374;"2024-11-22T07:26:43Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-05;"2000";"04";"05"
"G0170420";"G017042010";"2000-04-06";9122;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-06;"2000";"04";"06"
"G0170420";"G017042010";"2000-04-07";8930;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-07;"2000";"04";"07"
"G0170420";"G017042010";"2000-04-08";8867;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-08;"2000";"04";"08"
"G0170420";"G017042010";"2000-04-09";8855;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-09;"2000";"04";"09"
"G0170420";"G017042010";"2000-04-10";8759;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-10;"2000";"04";"10"
"G0170420";"G017042010";"2000-04-11";8814;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-11;"2000";"04";"11"
"G0170420";"G017042010";"2000-04-12";9330;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-12;"2000";"04";"12"
"G0170420";"G017042010";"2000-04-13";11871;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-13;"2000";"04";"13"
"G0170420";"G017042010";"2000-04-14";10786;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-14;"2000";"04";"14"
"G0170420";"G017042010";"2000-04-15";10979;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-15;"2000";"04";"15"
"G0170420";"G017042010";"2000-04-16";10675;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-16;"2000";"04";"16"
"G0170420";"G017042010";"2000-04-17";10118;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-17;"2000";"04";"17"
"G0170420";"G017042010";"2000-04-18";9757;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-18;"2000";"04";"18"
"G0170420";"G017042010";"2000-04-19";9437;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-19;"2000";"04";"19"
"G0170420";"G017042010";"2000-04-20";9300;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-20;"2000";"04";"20"
"G0170420";"G017042010";"2000-04-21";11240;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-21;"2000";"04";"21"
"G0170420";"G017042010";"2000-04-22";10998;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-22;"2000";"04";"22"
"G0170420";"G017042010";"2000-04-23";11073;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-23;"2000";"04";"23"
"G0170420";"G017042010";"2000-04-24";11250;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-24;"2000";"04";"24"
"G0170420";"G017042010";"2000-04-25";10306;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-25;"2000";"04";"25"
"G0170420";"G017042010";"2000-04-26";11163;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-26;"2000";"04";"26"
"G0170420";"G017042010";"2000-04-27";10820;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-27;"2000";"04";"27"
"G0170420";"G017042010";"2000-04-28";10793;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-28;"2000";"04";"28"
"G0170420";"G017042010";"2000-04-29";10863;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-29;"2000";"04";"29"
"G0170420";"G017042010";"2000-04-30";10489;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-04-30;"2000";"04";"30"
"G0170420";"G017042010";"2000-05-01";10121;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-01;"2000";"05";"01"
"G0170420";"G017042010";"2000-05-02";9951;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-02;"2000";"05";"02"
"G0170420";"G017042010";"2000-05-03";9885;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-03;"2000";"05";"03"
"G0170420";"G017042010";"2000-05-04";9764;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-04;"2000";"05";"04"
"G0170420";"G017042010";"2000-05-05";9755;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-05;"2000";"05";"05"
"G0170420";"G017042010";"2000-05-06";9721;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-06;"2000";"05";"06"
"G0170420";"G017042010";"2000-05-07";9806;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-07;"2000";"05";"07"
"G0170420";"G017042010";"2000-05-08";9395;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-08;"2000";"05";"08"
"G0170420";"G017042010";"2000-05-09";9409;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-09;"2000";"05";"09"
"G0170420";"G017042010";"2000-05-10";11204;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-10;"2000";"05";"10"
"G0170420";"G017042010";"2000-05-11";10454;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-11;"2000";"05";"11"
"G0170420";"G017042010";"2000-05-12";10215;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-12;"2000";"05";"12"
"G0170420";"G017042010";"2000-05-13";9846;"2024-11-22T07:26:45Z";16;"Donnée validée";12;"Interpolation";20;"Bonne";1.447744409;50.046068813;"QmJ";2000-05-13;"2000";"05";"13"
