"annee"	"cap_lf"	"age_riv"	"nb"
2010	134	"2"	1
2010	138	"2"	1
2010	147	"2"	1
2010	149	"2"	1
2010	152	"2"	2
2010	153	"2"	3
2010	154	"2"	1
2010	155	"2"	1
2010	156	"2"	1
2010	157	"2"	1
2010	160	"2"	1
2010	161	"2"	1
2010	162	"2"	3
2010	164	"2"	2
2010	165	"2"	3
2010	166	"2"	1
2010	167	"2"	1
2010	170	"2"	3
2010	171	"2"	1
2010	172	"2"	4
2010	173	"2"	1
2010	179	"2"	1
2010	180	"2"	1
2010	184	"2"	1
2010	215	"2"	1
2010	237	"2"	1
2010	129		1
2010	131		1
2010	132		1
2010	133		1
2010	134		1
2010	135		1
2010	136		1
2010	137		4
2010	138		4
2010	140		5
2010	141		2
2010	142		7
2010	143		7
2010	144		13
2010	145		15
2010	146		17
2010	147		17
2010	148		33
2010	149		16
2010	150		28
2010	151		17
2010	152		40
2010	153		48
2010	154		23
2010	155		46
2010	156		43
2010	157		50
2010	158		56
2010	159		29
2010	160		52
2010	161		24
2010	162		49
2010	163		37
2010	164		34
2010	165		37
2010	166		21
2010	167		18
2010	168		30
2010	169		7
2010	170		10
2010	171		1
2010	172		5
2010	173		2
2010	174		2
2010	175		8
2010	176		1
2010	177		1
2010	178		3
2010	180		1
2010	183		1
2010	192		1
2011	153	.	1
2011	154	.	1
2011	140	"1"	1
2011	143	"1"	1
2011	145	"1"	1
2011	148	"1"	1
2011	149	"1"	1
2011	150	"1"	5
2011	152	"1"	8
2011	153	"1"	5
2011	154	"1"	1
2011	155	"1"	8
2011	156	"1"	7
2011	157	"1"	3
2011	158	"1"	5
2011	159	"1"	1
2011	160	"1"	6
2011	161	"1"	1
2011	162	"1"	9
2011	163	"1"	7
2011	164	"1"	1
2011	165	"1"	6
2011	166	"1"	4
2011	167	"1"	4
2011	168	"1"	1
2011	170	"1"	4
2011	171	"1"	2
2011	172	"1"	8
2011	173	"1"	11
2011	175	"1"	1
2011	176	"1"	1
2011	177	"1"	1
2011	178	"1"	2
2011	179	"1"	2
2011	180	"1"	1
2011	181	"1"	1
2011	182	"1"	3
2011	185	"1"	1
2011	186	"1"	1
2011	190	"1"	2
2011	192	"1"	2
2011	193	"1"	1
2011	177	"2"	1
2011	178	"2"	1
2011	186	"2"	1
2011	187	"2"	1
2011	190	"2"	1
2011	195	"2"	1
2011	204	"2"	1
2011	206	"2"	1
2011	215	"2"	1
2011	232	"2"	1
2011	103		1
2011	118		2
2011	123		1
2011	124		4
2011	125		5
2011	126		1
2011	127		4
2011	128		18
2011	129		4
2011	130		9
2011	131		3
2011	132		20
2011	133		14
2011	134		21
2011	135		36
2011	136		23
2011	137		22
2011	138		46
2011	139		17
2011	140		64
2011	141		30
2011	142		71
2011	143		66
2011	144		54
2011	145		121
2011	146		72
2011	147		68
2011	148		113
2011	149		42
2011	150		97
2011	151		33
2011	152		75
2011	153		84
2011	154		38
2011	155		60
2011	156		42
2011	157		43
2011	158		67
2011	159		7
2011	160		32
2011	161		17
2011	162		30
2011	163		17
2011	164		13
2011	165		26
2011	166		9
2011	167		8
2011	168		9
2011	169		2
2011	170		4
2011	171		2
2011	172		2
2011	173		2
2011	175		2
2011	176		1
2011	177		1
2011	178		2
2011	179		2
2011	182		2
2011	184		1
2011	185		1
2011	188		1
2011	189		1
2011	198		1
2011	207		1
2011	254		1
2012	165	.	1
2012	168	.	1
2012	172	.	1
2012	173	.	1
2012	185	.	1
2012	198	.	1
2012	153	"1"	1
2012	156	"1"	1
2012	157	"1"	1
2012	161	"1"	1
2012	162	"1"	1
2012	164	"1"	1
2012	165	"1"	2
2012	169	"1"	1
2012	170	"1"	1
2012	171	"1"	1
2012	172	"1"	5
2012	173	"1"	3
2012	174	"1"	2
2012	175	"1"	1
2012	176	"1"	1
2012	177	"1"	1
2012	178	"1"	1
2012	179	"1"	1
2012	180	"1"	2
2012	181	"1"	1
2012	182	"1"	2
2012	183	"1"	1
2012	161	"2"	1
2012	162	"2"	1
2012	164	"2"	1
2012	165	"2"	1
2012	170	"2"	1
2012	172	"2"	2
2012	175	"2"	1
2012	176	"2"	2
2012	177	"2"	3
2012	178	"2"	4
2012	180	"2"	4
2012	182	"2"	3
2012	185	"2"	1
2012	187	"2"	1
2012	190	"2"	1
2012	208	"2"	1
2012	209	"2"	1
2012	121		1
2012	124		1
2012	125		3
2012	126		2
2012	127		2
2012	128		2
2012	129		1
2012	130		3
2012	132		7
2012	133		8
2012	134		10
2012	135		24
2012	136		22
2012	137		18
2012	138		34
2012	139		13
2012	140		43
2012	141		23
2012	142		63
2012	143		66
2012	144		38
2012	145		116
2012	146		65
2012	147		62
2012	148		77
2012	149		37
2012	150		103
2012	151		53
2012	152		92
2012	153		77
2012	154		56
2012	155		112
2012	156		84
2012	157		50
2012	158		70
2012	159		24
2012	160		82
2012	161		40
2012	162		53
2012	163		41
2012	164		23
2012	165		55
2012	166		19
2012	167		15
2012	168		22
2012	169		4
2012	170		11
2012	172		9
2012	173		2
2012	174		5
2012	175		9
2012	176		3
2012	177		3
2012	178		2
2012	180		2
2012	182		1
2012	183		1
2012	186		1
2012	188		2
2012	193		1
2012	195		1
2012			1
2013	170	.	1
2013	175	.	1
2013	181	"2"	1
2013	190	"2"	1
2013	199	"2"	1
2013	201	"2"	1
2013	123		1
2013	125		2
2013	126		1
2013	127		1
2013	128		1
2013	129		2
2013	130		4
2013	131		1
2013	132		4
2013	133		4
2013	134		4
2013	135		12
2013	136		5
2013	137		9
2013	138		14
2013	139		6
2013	140		12
2013	141		9
2013	142		17
2013	143		16
2013	144		9
2013	145		25
2013	146		12
2013	147		22
2013	148		25
2013	149		10
2013	150		19
2013	151		21
2013	152		28
2013	153		26
2013	154		13
2013	155		22
2013	156		15
2013	157		9
2013	158		20
2013	159		10
2013	160		13
2013	161		8
2013	162		20
2013	163		10
2013	164		6
2013	165		10
2013	166		5
2013	167		2
2013	168		3
2013	169		1
2013	170		5
2013	171		2
2013	172		2
2013	173		4
2013	174		1
2013	175		1
2013	176		2
2013	178		2
2013	179		1
2013	181		2
2013	183		2
2013	187		3
2013	190		2
2013	191		2
2013	192		1
2013	193		1
2013	200		1
2013	202		1
2013	203		1
2013	212		1
2013	214		1
2013	215		1
2013	220		1
2013	222		1
2014	169	"1"	1
2014	199	"2"	1
2014	129		1
2014	130		1
2014	135		3
2014	136		4
2014	137		1
2014	138		1
2014	139		1
2014	140		7
2014	141		3
2014	142		5
2014	143		7
2014	144		5
2014	145		14
2014	146		11
2014	147		11
2014	148		14
2014	149		4
2014	150		16
2014	151		6
2014	152		18
2014	153		13
2014	154		10
2014	155		21
2014	156		10
2014	157		11
2014	158		15
2014	159		4
2014	160		17
2014	161		7
2014	162		21
2014	163		12
2014	164		6
2014	165		20
2014	166		11
2014	167		12
2014	168		18
2014	169		5
2014	170		17
2014	171		7
2014	172		9
2014	173		3
2014	174		3
2014	175		8
2014	176		3
2014	177		7
2014	178		2
2014	179		2
2014	180		2
2014	181		1
2014	182		2
2014	185		3
2014	189		1
2014	190		1
2014	196		1
2014	197		2
2014	198		1
2014	200		1
2014	202		1
2015	135	"1"	1
2015	144	"1"	1
2015	156	"1"	1
2015	163	"1"	1
2015	165	"1"	1
2015	197	"2"	1
2015	105		1
2015	120		1
2015	123		1
2015	124		1
2015	125		1
2015	126		1
2015	127		1
2015	128		7
2015	129		2
2015	130		3
2015	131		3
2015	132		4
2015	133		7
2015	134		9
2015	135		8
2015	136		4
2015	137		13
2015	138		19
2015	139		7
2015	140		24
2015	141		18
2015	142		21
2015	143		34
2015	144		30
2015	145		61
2015	146		28
2015	147		30
2015	148		90
2015	149		24
2015	150		102
2015	151		34
2015	152		63
2015	153		103
2015	154		52
2015	155		121
2015	156		51
2015	157		60
2015	158		125
2015	159		24
2015	160		103
2015	161		40
2015	162		69
2015	163		85
2015	164		31
2015	165		46
2015	166		30
2015	167		33
2015	168		63
2015	169		18
2015	170		43
2015	171		10
2015	172		21
2015	173		27
2015	174		6
2015	175		24
2015	176		12
2015	177		11
2015	178		21
2015	179		2
2015	180		9
2015	181		3
2015	182		5
2015	183		1
2015	184		1
2015	185		4
2015	186		2
2015	187		1
2015	188		5
2015	190		2
2015	191		2
2015	192		1
2015	193		1
2015	200		1
2015	205		2
2015	208		1
2015	232		1
2016	108		1
2016	113		1
2016	114		1
2016	117		3
2016	120		6
2016	121		2
2016	122		4
2016	123		5
2016	125		8
2016	126		12
2016	127		10
2016	128		17
2016	129		7
2016	130		33
2016	131		11
2016	132		42
2016	133		39
2016	134		34
2016	135		46
2016	136		45
2016	137		50
2016	138		112
2016	139		53
2016	140		87
2016	141		54
2016	142		116
2016	143		148
2016	144		85
2016	145		118
2016	146		88
2016	147		114
2016	148		201
2016	149		61
2016	150		119
2016	151		99
2016	152		138
2016	153		162
2016	154		112
2016	155		108
2016	156		78
2016	157		92
2016	158		156
2016	159		51
2016	160		82
2016	161		54
2016	162		88
2016	163		83
2016	164		39
2016	165		51
2016	166		29
2016	167		25
2016	168		49
2016	169		11
2016	170		24
2016	171		21
2016	172		13
2016	173		22
2016	174		10
2016	175		10
2016	176		5
2016	177		6
2016	178		11
2016	179		3
2016	180		5
2016	181		4
2016	182		6
2016	183		4
2016	185		3
2016	186		1
2016	188		3
2016	190		2
2016	191		1
2016	192		1
2016	193		1
2016	195		1
2016	196		1
2016	205		1
2016	208		1
2016	218		1
2017	147	.	1
2017	150	.	1
2017	182	.	1
2017	185	.	1
2017	204	.	1
2017	123	"1"	1
2017	135	"1"	1
2017	137	"1"	1
2017	139	"1"	1
2017	141	"1"	1
2017	143	"1"	1
2017	144	"1"	1
2017	146	"1"	1
2017	150	"1"	1
2017	152	"1"	2
2017	153	"1"	1
2017	157	"1"	1
2017	159	"1"	1
2017	161	"1"	4
2017	162	"1"	1
2017	164	"1"	1
2017	165	"1"	1
2017	166	"1"	2
2017	168	"1"	2
2017	170	"1"	1
2017	176	"1"	1
2017	177	"1"	1
2017	148	"2"	1
2017	153	"2"	1
2017	164	"2"	1
2017	168	"2"	1
2017	172	"2"	1
2017	173	"2"	1
2017	174	"2"	1
2017	175	"2"	1
2017	178	"2"	1
2017	179	"2"	1
2017	180	"2"	2
2017	181	"2"	1
2017	184	"2"	1
2017	188	"2"	1
2017	189	"2"	1
2017	190	"2"	1
2017	192	"2"	2
2017	193	"2"	2
2017	199	"2"	1
2017	205	"2"	1
2017	206	"2"	1
2017	208	"2"	1
2017	209	"2"	1
2017	211	"2"	1
2017	215	"2"	1
2017	103		1
2017	125		1
2017	126		1
2017	127		1
2017	128		2
2017	131		1
2017	132		2
2017	133		3
2017	135		1
2017	136		2
2017	138		3
2017	139		2
2017	140		2
2017	141		2
2017	142		3
2017	143		13
2017	144		3
2017	145		6
2017	146		4
2017	147		5
2017	148		12
2017	149		3
2017	150		5
2017	151		5
2017	152		12
2017	153		20
2017	154		11
2017	155		9
2017	156		5
2017	157		14
2017	158		8
2017	159		7
2017	160		9
2017	161		8
2017	162		14
2017	163		11
2017	164		6
2017	165		13
2017	166		6
2017	167		1
2017	168		8
2017	169		5
2017	170		6
2017	171		11
2017	172		10
2017	173		2
2017	174		4
2017	175		3
2017	176		3
2017	177		5
2017	178		7
2017	179		1
2017	180		5
2017	181		1
2017	182		2
2017	183		7
2017	184		2
2017	185		4
2017	186		4
2017	188		3
2017	189		4
2017	190		2
2017	191		1
2017	192		1
2017	194		2
2017	195		1
2017	196		2
2017	197		1
2017	198		3
2017	202		2
2017	204		1
2017	208		3
2017	212		1
2017	217		1
2017	222		1
2018	136	.	1
2018	139	.	1
2018	140	.	1
2018	141	.	1
2018	142	.	1
2018	143	.	1
2018	146	.	1
2018	148	.	1
2018	149	.	1
2018	154	.	1
2018	157	.	1
2018	159	.	1
2018	181	.	1
2018	128	"1"	1
2018	133	"1"	2
2018	134	"1"	1
2018	135	"1"	4
2018	138	"1"	1
2018	139	"1"	4
2018	140	"1"	7
2018	141	"1"	2
2018	142	"1"	4
2018	143	"1"	16
2018	144	"1"	7
2018	145	"1"	7
2018	146	"1"	6
2018	147	"1"	11
2018	148	"1"	8
2018	149	"1"	5
2018	150	"1"	7
2018	151	"1"	9
2018	152	"1"	11
2018	153	"1"	10
2018	154	"1"	3
2018	155	"1"	1
2018	157	"1"	3
2018	158	"1"	3
2018	159	"1"	3
2018	160	"1"	2
2018	161	"1"	1
2018	165	"1"	2
2018	169	"1"	4
2018	170	"1"	1
2018	171	"1"	1
2018	172	"1"	3
2018	174	"1"	1
2018	176	"1"	1
2018	177	"1"	1
2018	181	"1"	1
2018	149	"2"	1
2018	156	"2"	1
2018	158	"2"	1
2018	159	"2"	1
2018	224	"2"	1
2018	110		1
2018	113		1
2018	117		1
2018	118		1
2018	121		1
2018	129		1
2018	130		1
2018	131		1
2018	132		6
2018	133		2
2018	134		2
2018	135		3
2018	136		3
2018	137		7
2018	138		6
2018	139		4
2018	140		7
2018	141		6
2018	142		10
2018	143		10
2018	144		16
2018	145		8
2018	146		6
2018	147		10
2018	148		10
2018	149		11
2018	150		14
2018	151		4
2018	152		6
2018	153		4
2018	154		8
2018	155		4
2018	156		7
2018	157		5
2018	158		10
2018	159		6
2018	160		6
2018	161		3
2018	162		2
2018	163		2
2018	164		4
2018	165		3
2018	166		4
2018	167		2
2018	168		4
2018	171		1
2018	174		1
2018	176		1
2018	197		1
2018			145
2019	133	"1"	2
2019	135	"1"	2
2019	137	"1"	1
2019	141	"1"	1
2019	142	"1"	2
2019	143	"1"	1
2019	144	"1"	2
2019	145	"1"	6
2019	146	"1"	5
2019	147	"1"	3
2019	148	"1"	1
2019	149	"1"	3
2019	150	"1"	3
2019	151	"1"	2
2019	152	"1"	3
2019	153	"1"	8
2019	154	"1"	3
2019	155	"1"	2
2019	156	"1"	5
2019	157	"1"	4
2019	158	"1"	1
2019	159	"1"	1
2019	161	"1"	1
2019	168	"1"	1
2019	170	"1"	1
2019	171	"1"	1
2019	172	"1"	2
2019	173	"1"	2
2019	174	"1"	1
2019	176	"1"	1
2019	178	"1"	1
2019	180	"1"	1
2019	181	"1"	1
2019	192	"1"	1
2019	158	"2"	1
2019	181	"2"	1
2019	96		2
2019	108		1
2019	117		1
2019	118		1
2019	121		2
2019	123		2
2019	124		1
2019	127		1
2019	130		2
2019	131		4
2019	133		4
2019	134		2
2019	135		8
2019	136		14
2019	137		5
2019	138		12
2019	139		17
2019	140		16
2019	141		18
2019	142		18
2019	143		22
2019	144		77
2019	145		63
2019	146		64
2019	147		53
2019	148		47
2019	149		57
2019	150		46
2019	151		72
2019	152		66
2019	153		51
2019	154		69
2019	155		63
2019	156		38
2019	157		49
2019	158		40
2019	159		50
2019	160		33
2019	161		38
2019	162		42
2019	163		42
2019	164		29
2019	165		28
2019	166		16
2019	167		37
2019	168		24
2019	169		26
2019	170		32
2019	171		13
2019	172		18
2019	173		14
2019	174		21
2019	175		9
2019	176		10
2019	177		12
2019	178		9
2019	179		6
2019	180		6
2019	181		5
2019	182		10
2019	183		3
2019	184		2
2019	185		4
2019	186		1
2019	187		2
2019	188		4
2019	189		1
2019	190		4
2019	191		1
2019	192		1
2019	193		1
2019	194		1
2019	195		1
2019	197		1
2019	200		1
2019	201		1
2019	202		1
2019	208		1
2019	209		1
2019	214		1
2019			8
2020	118		1
2020	121		1
2020	130		1
2020	135		1
2020	136		1
2020	137		1
2020	140		1
2020	141		1
2020	144		1
2020	148		1
2020	165		1
2020	180		1
2021	133	"1"	1
2021	136	"1"	1
2021	125		1
2021	129		1
2021	131		1
2021	132		3
2021	133		2
2021	134		2
2021	135		5
2021	136		5
2021	137		4
2021	138		3
2021	139		6
2021	140		4
2021	141		6
2021	142		6
2021	143		37
2021	144		15
2021	145		8
2021	146		13
2021	147		16
2021	148		15
2021	149		14
2021	150		11
2021	151		11
2021	152		17
2021	153		18
2021	154		13
2021	155		18
2021	156		10
2021	157		8
2021	158		11
2021	159		13
2021	160		5
2021	161		8
2021	162		4
2021	163		5
2021	164		7
2021	165		6
2021	166		2
2021	167		5
2021	168		3
2021	169		1
2021	170		7
2021	171		4
2021	172		1
2021	173		1
2021	174		2
2021	175		4
2021	176		3
2021	178		2
2021	179		1
2021	180		1
2021	181		2
2021	182		2
2021	183		3
2021	184		1
2021	185		1
2021	187		1
2021	189		1
2021	191		1
2021	192		1
2021	193		1
2021	195		1
2021	203		1
2022	131	"1"	1
2022	134	"1"	1
2022	135	"1"	1
2022	137	"1"	1
2022	138	"1"	2
2022	140	"1"	2
2022	141	"1"	1
2022	142	"1"	2
2022	143	"1"	1
2022	144	"1"	3
2022	145	"1"	1
2022	146	"1"	6
2022	147	"1"	3
2022	148	"1"	5
2022	149	"1"	6
2022	150	"1"	6
2022	151	"1"	2
2022	152	"1"	4
2022	153	"1"	8
2022	154	"1"	6
2022	155	"1"	1
2022	156	"1"	5
2022	157	"1"	3
2022	158	"1"	2
2022	159	"1"	3
2022	160	"1"	4
2022	161	"1"	5
2022	162	"1"	3
2022	163	"1"	2
2022	164	"1"	1
2022	165	"1"	1
2022	166	"1"	1
2022	167	"1"	1
2022	168	"1"	1
2022	160	"2"	1
2022	168	"2"	1
2022	170	"2"	1
2022	124		1
2022	130		1
2022	133		3
2022	136		2
2022	137		1
2022	138		3
2022	139		2
2022	141		2
2022	142		3
2022	143		10
2022	144		25
2022	145		9
2022	146		11
2022	147		6
2022	148		5
2022	149		8
2022	150		7
2022	151		15
2022	152		17
2022	153		14
2022	154		11
2022	155		12
2022	156		10
2022	157		8
2022	158		11
2022	159		9
2022	160		7
2022	161		7
2022	162		3
2022	163		2
2022	164		1
2022	165		6
2022	166		4
2022	167		4
2022	168		2
2022	169		4
2022	170		2
2022	171		3
2022	173		3
2022	174		1
2022	175		2
2022	177		2
2022	180		1
2022	181		1
2022	182		1
2022	186		1
2022	191		1
2022	195		1
2023	148	.	1
2023	118	"1"	1
2023	129	"1"	1
2023	131	"1"	1
2023	132	"1"	1
2023	134	"1"	2
2023	135	"1"	3
2023	136	"1"	3
2023	137	"1"	1
2023	138	"1"	2
2023	139	"1"	2
2023	140	"1"	1
2023	141	"1"	4
2023	142	"1"	2
2023	143	"1"	2
2023	144	"1"	11
2023	145	"1"	3
2023	146	"1"	2
2023	147	"1"	3
2023	148	"1"	5
2023	149	"1"	7
2023	150	"1"	2
2023	151	"1"	2
2023	152	"1"	3
2023	153	"1"	5
2023	154	"1"	7
2023	155	"1"	5
2023	156	"1"	4
2023	157	"1"	4
2023	158	"1"	3
2023	159	"1"	4
2023	160	"1"	1
2023	161	"1"	2
2023	162	"1"	2
2023	164	"1"	1
2023	165	"1"	1
2023	166	"1"	2
2023	167	"1"	1
2023	168	"1"	2
2023	169	"1"	1
2023	172	"1"	1
2023	174	"1"	1
2023	175	"1"	2
2023	176	"1"	1
2023	178	"1"	1
2023	209	"2"	1
2023	106		1
2023	120		2
2023	123		3
2023	126		1
2023	129		1
2023	130		2
2023	131		1
2023	132		2
2023	133		2
2023	134		4
2023	135		7
2023	136		2
2023	137		7
2023	138		4
2023	139		3
2023	140		9
2023	141		11
2023	142		18
2023	143		30
2023	144		30
2023	145		29
2023	146		24
2023	147		23
2023	148		25
2023	149		17
2023	150		19
2023	151		23
2023	152		30
2023	153		21
2023	154		11
2023	155		9
2023	156		16
2023	157		17
2023	158		17
2023	159		12
2023	160		11
2023	161		12
2023	162		7
2023	163		4
2023	164		10
2023	165		4
2023	166		5
2023	167		4
2023	168		3
2023	169		4
2023	170		2
2023	171		3
2023	172		6
2023	173		2
2023	174		5
2023	175		1
2023	176		2
2023	177		1
2023	178		4
2023	179		2
2023	180		1
2023	181		1
2023	182		1
2023	184		1
2023	185		1
2023	188		1
2023	194		1
