"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.578","0.078","0.436","0.523","0.573","0.627","0.742","1.011","180"
"mup_rem","0.804","0.011","0.782","0.797","0.804","0.811","0.824","1.001","7200"
"int_width","-0.759","0.103","-0.963","-0.828","-0.759","-0.689","-0.56","1.001","5800"
"width_coef","0.773","0.079","0.619","0.72","0.773","0.826","0.931","1.001","10000"
"rate_lcpu","0.665","0.193","0.392","0.533","0.63","0.757","1.12","1.001","10000"
"sigma_dOir","0.733","0.022","0.69","0.717","0.732","0.747","0.778","1.001","10000"
"mu_ydOir[1]","2.3","0.202","1.9","2.164","2.302","2.436","2.696","1.001","4700"
"mu_ydOir[2]","2.374","0.239","1.898","2.217","2.376","2.536","2.841","1.002","1300"
"mu_ydOir[3]","2.16","0.28","1.611","1.968","2.16","2.355","2.7","1.001","5100"
"mu_ydOir[4]","0.844","0.383","0.092","0.584","0.839","1.103","1.604","1.001","10000"
"sigma_yOir","1.13","0.159","0.859","1.016","1.116","1.228","1.48","1.001","10000"
"year_dOir[1]","-1.181","0.531","-2.247","-1.537","-1.178","-0.819","-0.151","1.001","4700"
"year_dOir[2]","0.079","0.455","-0.809","-0.227","0.075","0.385","0.972","1.001","4500"
"year_dOir[3]","0.277","0.448","-0.594","-0.027","0.277","0.576","1.154","1.001","6400"
"year_dOir[4]","-0.088","1.078","-2.294","-0.802","-0.046","0.685","1.89","1.001","10000"
"year_dOir[5]","-0.354","0.452","-1.237","-0.654","-0.352","-0.048","0.533","1.001","2800"
"year_dOir[6]","-1.694","0.483","-2.661","-2.015","-1.686","-1.373","-0.746","1.001","10000"
"year_dOir[7]","-0.52","0.467","-1.438","-0.827","-0.514","-0.207","0.402","1.001","10000"
"year_dOir[8]","-0.93","0.428","-1.767","-1.218","-0.93","-0.642","-0.091","1.001","3400"
"year_dOir[9]","-0.133","0.452","-1.022","-0.437","-0.127","0.167","0.742","1.001","10000"
"year_dOir[10]","-1.499","0.393","-2.285","-1.76","-1.498","-1.234","-0.726","1.001","8000"
"year_dOir[11]","0.211","0.355","-0.473","-0.031","0.211","0.443","0.903","1.001","4000"
"year_dOir[12]","-3.768","0.511","-4.794","-4.104","-3.755","-3.417","-2.795","1.001","8900"
"year_dOir[13]","0.379","0.349","-0.302","0.146","0.385","0.613","1.064","1.001","10000"
"year_dOir[14]","0.367","0.351","-0.322","0.129","0.364","0.607","1.055","1.001","10000"
"year_dOir[15]","1.011","0.359","0.296","0.772","1.009","1.251","1.718","1.001","10000"
"year_dOir[16]","-1.02","0.36","-1.733","-1.264","-1.015","-0.78","-0.323","1.001","9200"
"year_dOir[17]","0.311","0.352","-0.373","0.074","0.311","0.55","1.008","1.001","10000"
"year_dOir[18]","-1.686","0.377","-2.432","-1.937","-1.686","-1.429","-0.943","1.001","10000"
"year_dOir[19]","0.337","0.348","-0.357","0.109","0.341","0.569","1.016","1.001","10000"
"year_dOir[20]","0.258","0.344","-0.418","0.024","0.261","0.491","0.924","1.001","10000"
"year_dOir[21]","0.649","0.338","-0.008","0.422","0.646","0.876","1.316","1.001","7800"
"year_dOir[22]","0.842","0.343","0.171","0.613","0.843","1.068","1.527","1.001","10000"
"year_dOir[23]","0.732","0.372","0.008","0.476","0.733","0.979","1.453","1.001","5000"
"year_dOir[24]","1.099","0.375","0.357","0.844","1.103","1.352","1.831","1.001","10000"
"year_dOir[25]","1.037","0.367","0.324","0.789","1.037","1.29","1.75","1.001","10000"
"year_dOir[26]","1.02","0.37","0.291","0.769","1.018","1.274","1.747","1.001","9100"
"year_dOir[27]","1.202","0.371","0.466","0.953","1.204","1.455","1.912","1.001","10000"
"year_dOir[28]","1.277","0.367","0.551","1.028","1.278","1.529","1.987","1.001","10000"
"year_dOir[29]","1.014","0.374","0.284","0.763","1.018","1.266","1.75","1.001","10000"
"year_dOir[30]","0.166","0.372","-0.562","-0.084","0.167","0.419","0.895","1.001","7600"
"year_dOir[31]","0.267","0.378","-0.474","0.011","0.268","0.525","1.019","1.001","10000"
"year_dOir[32]","0.531","0.376","-0.198","0.273","0.528","0.786","1.269","1.001","10000"
"year_dOir[33]","0.536","0.382","-0.22","0.279","0.534","0.793","1.274","1.001","10000"
"year_dOir[34]","0.341","0.378","-0.412","0.085","0.342","0.598","1.079","1.001","10000"
"year_dOir[35]","-0.534","0.389","-1.296","-0.792","-0.528","-0.273","0.212","1.001","10000"
"year_dOir[36]","0.492","0.374","-0.25","0.241","0.492","0.741","1.233","1.001","3200"
"year_dOir[37]","-0.386","0.386","-1.147","-0.647","-0.381","-0.132","0.373","1.001","10000"
"year_dOir[38]","-0.744","0.407","-1.542","-1.017","-0.747","-0.466","0.056","1.001","10000"
"sigma_gryrOir","0.871","0.053","0.772","0.834","0.869","0.905","0.978","1.001","5700"
"test[1]","0.333","0.471","0","0","0","1","1","1.001","7100"
"test[2]","0.741","0.438","0","0","1","1","1","1.001","10000"
"test[3]","1","0","1","1","1","1","1","1","1"
"test[4]","0.794","0.404","0","1","1","1","1","1.001","10000"
"test[5]","1","0","1","1","1","1","1","1","1"
"test[6]","1","0","1","1","1","1","1","1","1"
"k_cpuOir[1]","1.547","0.081","1.393","1.492","1.545","1.601","1.708","1.001","3200"
"k_cpuOir[2]","0.988","0.046","0.901","0.957","0.987","1.019","1.081","1.002","1900"
"k_cpuOir[3]","1.248","0.055","1.143","1.211","1.246","1.285","1.359","1.002","2000"
"k_cpuOir[4]","1.258","0.056","1.152","1.22","1.256","1.295","1.37","1.002","2000"
"k_cpuOir[5]","0.795","0.047","0.708","0.763","0.794","0.826","0.89","1.001","2600"
"k_cpuOir[6]","1.542","0.08","1.389","1.487","1.54","1.595","1.701","1.001","3200"
"k_cpuOir[7]","1.449","0.071","1.313","1.4","1.447","1.495","1.591","1.001","2700"
"k_cpuOir[8]","1.74","0.104","1.544","1.67","1.738","1.809","1.951","1.001","4600"
"k_cpuOir[9]","1.212","0.053","1.11","1.176","1.209","1.247","1.319","1.002","1900"
"k_cpuOir[10]","0.811","0.046","0.724","0.779","0.81","0.842","0.905","1.002","2500"
"k_cpuOir[11]","0.604","0.048","0.514","0.571","0.602","0.636","0.705","1.001","4100"
"k_cpuOir[12]","0.823","0.046","0.736","0.791","0.822","0.854","0.917","1.002","2400"
"k_inter","0.933","0.12","0.721","0.85","0.924","1.009","1.196","1.002","1400"
"coef_PC","0.126","0.02","0.091","0.112","0.125","0.139","0.17","1.001","10000"
"dRR_Oir[1,1]","1.468","0.718","0.443","0.935","1.354","1.864","3.219","1.001","6400"
"dRR_Oir[1,2]","9.994","2.071","6.431","8.54","9.805","11.26","14.53","1.001","8200"
"dRR_Oir[1,3]","7.962","1.732","4.956","6.756","7.827","9.045","11.7","1.001","10000"
"dRR_Oir[1,5]","11.753","2.146","7.989","10.247","11.61","13.062","16.37","1.001","10000"
"dRR_Oir[1,6]","3.435","1.163","1.563","2.6","3.292","4.126","6.097","1.001","10000"
"dRR_Oir[1,7]","9.359","2.06","5.831","7.942","9.181","10.61","13.87","1.001","10000"
"dRR_Oir[1,8]","2.504","0.849","1.131","1.888","2.403","3.02","4.404","1.001","10000"
"dRR_Oir[1,9]","7.884","1.879","4.761","6.563","7.693","8.981","12.19","1.001","10000"
"dRR_Oir[1,10]","15.676","2.296","11.49","14.08","15.56","17.11","20.56","1.001","10000"
"dRR_Oir[1,11]","33.937","3.321","27.87","31.65","33.8","36.072","40.81","1.001","10000"
"dRR_Oir[1,12]","0.791","0.492","0.163","0.428","0.688","1.033","2.022","1.002","1900"
"dRR_Oir[1,13]","12.238","1.929","8.753","10.87","12.16","13.49","16.23","1.001","10000"
"dRR_Oir[1,14]","12.827","2.041","9.173","11.41","12.7","14.13","17.17","1.001","10000"
"dRR_Oir[1,15]","39.729","3.941","32.57","36.97","39.59","42.35","47.83","1.002","1600"
"dRR_Oir[1,16]","9.756","1.762","6.608","8.525","9.646","10.89","13.54","1.001","10000"
"dRR_Oir[1,17]","13.267","2.061","9.572","11.82","13.15","14.59","17.59","1.001","10000"
"dRR_Oir[1,18]","12.174","1.997","8.619","10.79","12.08","13.41","16.47","1.001","10000"
"dRR_Oir[1,19]","17.786","2.387","13.41","16.13","17.67","19.33","22.8","1.001","10000"
"dRR_Oir[1,20]","7.729","1.867","4.55","6.399","7.544","8.875","11.83","1.001","10000"
