"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.562","0.073","0.43","0.51","0.558","0.61","0.717","1.001","20000"
"mup_rem","0.804","0.01","0.783","0.797","0.804","0.811","0.824","1.001","20000"
"int_width","-0.762","0.105","-0.968","-0.831","-0.761","-0.692","-0.558","1.001","20000"
"width_coef","0.776","0.081","0.616","0.722","0.775","0.831","0.935","1.001","20000"
"rate_lcpu","0.619","0.187","0.356","0.491","0.587","0.707","1.07","1.001","20000"
"sigma_dOir","0.72","0.022","0.678","0.705","0.72","0.735","0.766","1.001","9200"
"mu_ydOir[1]","2.304","0.205","1.897","2.167","2.305","2.443","2.709","1.001","20000"
"mu_ydOir[2]","2.406","0.247","1.923","2.241","2.408","2.571","2.89","1.001","18000"
"mu_ydOir[3]","2.209","0.286","1.647","2.015","2.211","2.402","2.768","1.001","20000"
"mu_ydOir[4]","0.857","0.383","0.106","0.597","0.856","1.118","1.608","1.001","20000"
"sigma_yOir","1.137","0.161","0.863","1.025","1.122","1.235","1.493","1.001","20000"
"year_dOir[1]","-1.187","0.538","-2.261","-1.547","-1.184","-0.824","-0.134","1.001","15000"
"year_dOir[2]","0.062","0.453","-0.819","-0.241","0.064","0.368","0.956","1.001","20000"
"year_dOir[3]","0.263","0.456","-0.624","-0.047","0.261","0.57","1.165","1.001","20000"
"year_dOir[4]","-0.068","1.075","-2.281","-0.774","-0.032","0.683","1.911","1.001","20000"
"year_dOir[5]","-0.363","0.457","-1.263","-0.669","-0.363","-0.055","0.526","1.002","2200"
"year_dOir[6]","-1.696","0.49","-2.666","-2.029","-1.693","-1.362","-0.762","1.001","20000"
"year_dOir[7]","-0.533","0.47","-1.45","-0.849","-0.534","-0.216","0.398","1.001","20000"
"year_dOir[8]","-0.939","0.432","-1.804","-1.224","-0.935","-0.647","-0.107","1.001","8700"
"year_dOir[9]","-0.149","0.45","-1.027","-0.454","-0.15","0.15","0.743","1.001","20000"
"year_dOir[10]","-1.513","0.395","-2.294","-1.778","-1.511","-1.246","-0.747","1.001","20000"
"year_dOir[11]","0.2","0.36","-0.505","-0.044","0.2","0.443","0.908","1.001","6500"
"year_dOir[12]","-3.786","0.507","-4.804","-4.118","-3.772","-3.437","-2.824","1.001","20000"
"year_dOir[13]","0.365","0.354","-0.32","0.128","0.361","0.6","1.06","1.001","15000"
"year_dOir[14]","0.351","0.35","-0.336","0.117","0.35","0.591","1.037","1.001","20000"
"year_dOir[15]","0.993","0.356","0.296","0.752","0.99","1.231","1.695","1.001","20000"
"year_dOir[16]","-1.026","0.363","-1.742","-1.265","-1.029","-0.782","-0.316","1.001","20000"
"year_dOir[17]","0.294","0.353","-0.396","0.058","0.29","0.528","0.982","1.001","20000"
"year_dOir[18]","-1.693","0.381","-2.441","-1.948","-1.692","-1.438","-0.949","1.001","20000"
"year_dOir[19]","0.322","0.35","-0.368","0.086","0.32","0.559","1.006","1.001","3100"
"year_dOir[20]","0.241","0.346","-0.433","0.007","0.242","0.474","0.919","1.001","20000"
"year_dOir[21]","0.626","0.342","-0.043","0.398","0.625","0.854","1.302","1.001","12000"
"year_dOir[22]","0.829","0.35","0.146","0.59","0.83","1.066","1.522","1.001","20000"
"year_dOir[23]","0.718","0.377","-0.023","0.465","0.721","0.971","1.46","1.001","20000"
"year_dOir[24]","1.09","0.371","0.366","0.841","1.087","1.344","1.819","1.001","15000"
"year_dOir[25]","1.029","0.374","0.301","0.777","1.029","1.283","1.748","1.001","20000"
"year_dOir[26]","1.009","0.372","0.28","0.76","1.007","1.258","1.748","1.001","12000"
"year_dOir[27]","1.186","0.371","0.457","0.936","1.184","1.44","1.912","1.001","20000"
"year_dOir[28]","1.268","0.367","0.54","1.02","1.27","1.521","1.984","1.001","11000"
"year_dOir[29]","0.999","0.369","0.274","0.748","0.995","1.245","1.725","1.001","7400"
"year_dOir[30]","0.157","0.379","-0.599","-0.095","0.157","0.412","0.905","1.001","20000"
"year_dOir[31]","0.253","0.379","-0.488","-0.002","0.252","0.509","1.001","1.001","20000"
"year_dOir[32]","0.52","0.376","-0.212","0.272","0.516","0.772","1.255","1.001","17000"
"year_dOir[33]","0.482","0.376","-0.25","0.229","0.481","0.732","1.225","1.001","20000"
"year_dOir[34]","0.276","0.378","-0.466","0.024","0.273","0.526","1.022","1.001","20000"
"year_dOir[35]","-0.629","0.391","-1.402","-0.891","-0.629","-0.367","0.143","1.001","20000"
"year_dOir[36]","0.433","0.373","-0.304","0.183","0.433","0.683","1.164","1.001","11000"
"year_dOir[37]","-0.474","0.388","-1.228","-0.732","-0.475","-0.218","0.292","1.001","20000"
"sigma_gryrOir","0.875","0.053","0.775","0.839","0.873","0.91","0.985","1.001","20000"
"test[1]","0.281","0.449","0","0","0","1","1","1.001","20000"
"test[2]","0.664","0.472","0","0","1","1","1","1.001","20000"
"test[3]","1","0","1","1","1","1","1","1","1"
"test[4]","0.772","0.419","0","1","1","1","1","1.001","20000"
"test[5]","1","0.007","1","1","1","1","1","1.291","20000"
"test[6]","1","0.019","1","1","1","1","1","1.186","5600"
"k_cpuOir[1]","1.55","0.083","1.394","1.492","1.548","1.604","1.717","1.001","20000"
"k_cpuOir[2]","0.988","0.047","0.899","0.956","0.987","1.018","1.083","1.001","20000"
"k_cpuOir[3]","1.249","0.056","1.143","1.211","1.248","1.286","1.363","1.001","20000"
"k_cpuOir[4]","1.259","0.057","1.152","1.221","1.258","1.296","1.374","1.001","20000"
"k_cpuOir[5]","0.795","0.047","0.706","0.763","0.794","0.826","0.891","1.001","20000"
"k_cpuOir[6]","1.544","0.082","1.39","1.487","1.543","1.598","1.71","1.001","20000"
