"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.554","0.076","0.417","0.501","0.549","0.602","0.714","1.001","12000"
"mup_rem","0.805","0.01","0.784","0.798","0.805","0.812","0.824","1.001","29000"
"int_width","-0.764","0.106","-0.974","-0.836","-0.764","-0.692","-0.558","1.001","21000"
"width_coef","0.783","0.082","0.623","0.728","0.783","0.838","0.944","1.001","15000"
"rate_lcpu","0.606","0.184","0.349","0.48","0.574","0.695","1.058","1.001","29000"
"sigma_dOir","0.717","0.023","0.674","0.702","0.717","0.732","0.764","1.001","6700"
"mu_ydOir[1]","2.297","0.217","1.872","2.153","2.298","2.441","2.726","1.001","29000"
"mu_ydOir[2]","2.415","0.258","1.912","2.24","2.414","2.586","2.927","1.001","29000"
"mu_ydOir[3]","2.224","0.3","1.641","2.021","2.223","2.427","2.815","1.001","29000"
"mu_ydOir[4]","0.854","0.393","0.079","0.591","0.856","1.12","1.613","1.001","29000"
"sigma_yOir","1.174","0.172","0.883","1.053","1.159","1.278","1.552","1.001","29000"
"year_dOir[1]","-1.199","0.545","-2.263","-1.567","-1.199","-0.83","-0.127","1.001","29000"
"year_dOir[2]","0.063","0.464","-0.833","-0.254","0.059","0.373","0.987","1.001","29000"
"year_dOir[3]","0.266","0.461","-0.626","-0.047","0.26","0.578","1.174","1.001","29000"
"year_dOir[4]","-0.079","1.108","-2.362","-0.821","-0.046","0.713","1.945","1.001","29000"
"year_dOir[5]","-0.361","0.465","-1.278","-0.671","-0.361","-0.046","0.545","1.001","29000"
"year_dOir[6]","-1.708","0.5","-2.704","-2.044","-1.702","-1.37","-0.737","1.001","13000"
"year_dOir[7]","-0.534","0.474","-1.465","-0.853","-0.535","-0.215","0.399","1.001","29000"
"year_dOir[8]","-0.955","0.44","-1.825","-1.251","-0.948","-0.656","-0.105","1.001","29000"
"year_dOir[9]","-0.146","0.461","-1.054","-0.459","-0.148","0.165","0.751","1.001","29000"
"year_dOir[10]","-1.515","0.405","-2.305","-1.788","-1.517","-1.243","-0.717","1.001","16000"
"year_dOir[11]","0.204","0.368","-0.517","-0.043","0.202","0.453","0.919","1.001","13000"
"year_dOir[12]","-3.816","0.523","-4.877","-4.158","-3.803","-3.464","-2.817","1.001","29000"
"year_dOir[13]","0.36","0.363","-0.354","0.115","0.36","0.607","1.073","1.001","29000"
"year_dOir[14]","0.35","0.358","-0.352","0.11","0.349","0.59","1.051","1.001","29000"
"year_dOir[15]","0.99","0.363","0.284","0.746","0.989","1.236","1.703","1.001","29000"
"year_dOir[16]","-1.032","0.366","-1.756","-1.277","-1.032","-0.785","-0.317","1.001","29000"
"year_dOir[17]","0.288","0.362","-0.425","0.048","0.289","0.531","0.985","1.001","29000"
"year_dOir[18]","-1.697","0.392","-2.474","-1.957","-1.694","-1.432","-0.945","1.001","8100"
"year_dOir[19]","0.324","0.359","-0.381","0.083","0.323","0.566","1.034","1.001","29000"
"year_dOir[20]","0.238","0.358","-0.458","-0.001","0.237","0.477","0.942","1.001","29000"
"year_dOir[21]","0.626","0.348","-0.055","0.391","0.629","0.859","1.314","1.001","29000"
"year_dOir[22]","0.826","0.356","0.122","0.585","0.826","1.066","1.526","1.001","29000"
"year_dOir[23]","0.719","0.385","-0.032","0.463","0.72","0.973","1.477","1.001","21000"
"year_dOir[24]","1.094","0.383","0.346","0.836","1.098","1.352","1.852","1.001","29000"
"year_dOir[25]","1.026","0.382","0.28","0.764","1.025","1.287","1.774","1.001","29000"
"year_dOir[26]","1.013","0.385","0.261","0.754","1.016","1.273","1.769","1.001","29000"
"year_dOir[27]","1.196","0.38","0.45","0.935","1.196","1.457","1.939","1.001","29000"
"year_dOir[28]","1.267","0.379","0.512","1.012","1.267","1.526","2.006","1.001","29000"
"year_dOir[29]","0.994","0.384","0.24","0.731","0.992","1.252","1.756","1.001","29000"
"year_dOir[30]","0.157","0.388","-0.603","-0.105","0.154","0.419","0.92","1.001","29000"
"year_dOir[31]","0.254","0.388","-0.503","-0.007","0.255","0.514","1.019","1.001","29000"
"year_dOir[32]","0.518","0.385","-0.238","0.26","0.517","0.775","1.271","1.001","29000"
"year_dOir[33]","0.486","0.385","-0.271","0.228","0.485","0.744","1.239","1.001","29000"
"year_dOir[34]","0.273","0.388","-0.489","0.012","0.274","0.537","1.04","1.001","29000"
"year_dOir[35]","-0.638","0.396","-1.421","-0.903","-0.632","-0.37","0.129","1.001","29000"
"sigma_gryrOir","0.888","0.055","0.784","0.85","0.886","0.924","1.002","1.001","29000"
"test[1]","0.256","0.436","0","0","0","1","1","1.001","7900"
"test[2]","0.626","0.484","0","0","1","1","1","1.001","29000"
"test[3]","1","0","1","1","1","1","1","1","1"
"test[4]","0.761","0.427","0","1","1","1","1","1.001","7000"
"test[5]","1","0.006","1","1","1","1","1","1.291","29000"
"test[6]","1","0.018","1","1","1","1","1","1.006","29000"
"k_cpuOir[1]","1.562","0.084","1.405","1.505","1.56","1.617","1.734","1.001","23000"
"k_cpuOir[2]","0.992","0.047","0.902","0.96","0.991","1.023","1.088","1.001","29000"
"k_cpuOir[3]","1.257","0.057","1.15","1.218","1.256","1.294","1.373","1.001","29000"
"k_cpuOir[4]","1.267","0.057","1.159","1.228","1.265","1.304","1.384","1.001","29000"
"k_cpuOir[5]","0.796","0.048","0.706","0.763","0.796","0.828","0.893","1.001","29000"
"k_cpuOir[6]","1.557","0.083","1.401","1.5","1.554","1.611","1.727","1.001","23000"
"k_cpuOir[7]","1.462","0.073","1.324","1.412","1.46","1.509","1.612","1.001","29000"
"k_cpuOir[8]","1.76","0.108","1.558","1.686","1.756","1.831","1.981","1.001","18000"
"k_cpuOir[9]","1.22","0.054","1.116","1.183","1.218","1.256","1.331","1.001","29000"
"k_cpuOir[10]","0.813","0.048","0.722","0.779","0.812","0.844","0.909","1.001","29000"
"k_cpuOir[11]","0.603","0.05","0.51","0.568","0.601","0.635","0.705","1.001","28000"
"k_cpuOir[12]","0.824","0.048","0.734","0.791","0.824","0.855","0.921","1.001","29000"
"coef_PC","0.129","0.021","0.093","0.114","0.127","0.141","0.173","1.001","29000"
"dRR_Oir[1,1]","1.45","0.699","0.43","0.942","1.334","1.833","3.145","1.001","29000"
"dRR_Oir[1,2]","9.929","2.015","6.409","8.52","9.778","11.18","14.34","1.001","29000"
"dRR_Oir[1,3]","7.961","1.735","4.932","6.728","7.843","9.046","11.73","1.001","27000"
"dRR_Oir[1,5]","11.789","2.147","7.979","10.27","11.66","13.15","16.32","1.001","14000"
"dRR_Oir[1,6]","3.425","1.167","1.572","2.576","3.284","4.114","6.07","1.001","27000"
"dRR_Oir[1,7]","9.328","2.053","5.807","7.88","9.143","10.59","13.88","1.001","29000"
"dRR_Oir[1,8]","2.489","0.85","1.121","1.874","2.392","2.995","4.424","1.001","29000"
"dRR_Oir[1,9]","7.833","1.869","4.675","6.527","7.654","8.962","11.98","1.001","29000"
"dRR_Oir[1,10]","15.673","2.291","11.56","14.07","15.56","17.157","20.479","1.001","29000"
"dRR_Oir[1,11]","33.943","3.335","27.81","31.61","33.83","36.13","40.73","1.001","29000"
"dRR_Oir[1,12]","0.778","0.48","0.162","0.43","0.676","1.01","1.978","1.001","28000"
"dRR_Oir[1,13]","12.239","1.937","8.738","10.89","12.14","13.47","16.31","1.001","23000"
"dRR_Oir[1,14]","12.885","2.034","9.216","11.45","12.78","14.19","17.19","1.001","28000"
"dRR_Oir[1,15]","39.731","3.906","32.591","37.02","39.57","42.29","47.77","1.001","29000"
"dRR_Oir[1,16]","9.743","1.76","6.626","8.493","9.643","10.87","13.49","1.001","29000"
"dRR_Oir[1,17]","13.268","2.049","9.562","11.82","13.18","14.6","17.59","1.001","12000"
"dRR_Oir[1,18]","12.153","1.986","8.572","10.75","12.05","13.44","16.309","1.001","8800"
"dRR_Oir[1,19]","17.79","2.388","13.44","16.13","17.67","19.34","22.76","1.001","29000"
"dRR_Oir[1,20]","7.568","1.787","4.537","6.311","7.424","8.645","11.52","1.001","29000"
"dRR_Oir[1,21]","6.335","1.416","3.868","5.337","6.231","7.212","9.417","1.001","29000"
"dRR_Oir[1,22]","13.953","2.211","9.999","12.39","13.82","15.37","18.64","1.001","29000"
"dRR_Oir[2,2]","6.463","4.858","1.104","3.105","5.195","8.408","19.059","1.001","29000"
"dRR_Oir[2,3]","11.706","6.914","2.842","6.738","10.22","15.02","28.989","1.001","29000"
"dRR_Oir[2,5]","5.615","4.124","0.989","2.755","4.543","7.277","16.33","1.001","11000"
"dRR_Oir[2,6]","2.547","2.244","0.34","1.066","1.883","3.292","8.592","1.001","29000"
"dRR_Oir[2,7]","5.702","4.477","0.907","2.637","4.5","7.399","17.49","1.001","29000"
"dRR_Oir[2,8]","2.869","2.556","0.376","1.199","2.125","3.687","9.676","1.001","4900"
"dRR_Oir[2,9]","5.826","4.535","0.933","2.735","4.604","7.499","17.809","1.001","29000"
"dRR_Oir[2,10]","7.401","5.034","1.498","3.847","6.141","9.581","20.279","1.001","29000"
"dRR_Oir[2,11]","14.924","8.038","4.224","9.193","13.29","18.83","35.17","1.001","29000"
"dRR_Oir[2,12]","0.568","0.656","0.052","0.19","0.365","0.697","2.318","1.001","28000"
"dRR_Oir[2,13]","9.089","5.886","1.971","4.916","7.714","11.687","24.339","1.001","29000"
"dRR_Oir[2,14]","18.495","9.287","5.686","11.81","16.77","23.31","41.259","1.001","29000"
"dRR_Oir[2,15]","19.789","10.791","5.506","12.04","17.53","25.087","46.736","1.001","29000"
"dRR_Oir[2,16]","6.181","4.44","1.165","3.139","5.043","7.928","17.75","1.001","29000"
"dRR_Oir[2,17]","10.984","6.746","2.588","6.183","9.458","14.07","28.295","1.001","29000"
"dRR_Oir[2,18]","6.482","4.531","1.254","3.323","5.317","8.341","18.649","1.001","29000"
"dRR_Oir[2,19]","6.392","4.585","1.225","3.216","5.22","8.28","18.27","1.001","29000"
"dRR_Oir[2,20]","43.528","20.162","15.65","29.3","39.725","53.64","92.989","1.001","29000"
"dRR_Oir[2,21]","8.985","6.078","1.842","4.709","7.435","11.6","24.74","1.001","29000"
"dRR_Oir[2,22]","26.534","11.885","9.368","17.92","24.43","33.02","55.019","1.001","28000"
"dRR_Oir[3,8]","3.769","3.9","0.421","1.373","2.572","4.728","14.37","1.001","29000"
"dRR_Oir[3,10]","8.315","7.605","1.097","3.405","6.04","10.607","29.009","1.001","29000"
"dRR_Oir[3,11]","79.393","14.499","53.891","69.21","78.4","88.41","110.6","1.001","29000"
"dRR_Oir[3,12]","0.484","0.491","0.05","0.179","0.339","0.616","1.785","1.001","29000"
"dRR_Oir[3,13]","5.747","2.568","2.017","3.875","5.312","7.171","11.95","1.001","15000"
"dRR_Oir[3,14]","23.789","6.941","12.59","18.77","23","27.897","39.62","1.001","7600"
"dRR_Oir[3,15]","71.268","14.789","45.782","60.84","70","80.39","103.987","1.001","29000"
"dRR_Oir[3,16]","15.646","5.366","7.224","11.81","14.94","18.75","28.119","1.001","21000"
"dRR_Oir[3,17]","14.94","5.086","6.917","11.3","14.28","17.91","26.6","1.001","26000"
"dRR_Oir[3,18]","24.704","7.09","13.19","19.61","23.9","28.89","40.969","1.001","29000"
"dRR_Oir[3,19]","4.323","2.318","1.208","2.644","3.851","5.505","10.12","1.001","29000"
"dRR_Oir[3,20]","10.951","4.992","3.925","7.401","10.07","13.49","23.067","1.001","29000"
"dRR_Oir[3,21]","6.635","3.199","2.145","4.34","6.053","8.3","14.429","1.001","29000"
"dRR_Oir[3,22]","56.857","12.919","35.4","47.722","55.58","64.62","85.799","1.001","12000"
"dRR_Oir[4,10]","15.505","3.577","9.682","13.01","15.09","17.57","23.589","1.001","29000"
"dRR_Oir[4,11]","34.805","6.441","24.47","30.37","34.05","38.35","49.46","1.001","29000"
"dRR_Oir[4,13]","11.143","2.948","6.461","9.059","10.78","12.82","17.8","1.001","29000"
"dRR_Oir[4,14]","5.684","1.946","2.65","4.289","5.426","6.779","10.17","1.001","29000"
"dRR_Oir[4,16]","7.665","2.308","4.015","6.025","7.395","8.973","13","1.001","29000"
"dRR_Oir[4,17]","12.703","3.241","7.518","10.44","12.31","14.54","20.129","1.001","29000"
"dRR_Oir[4,18]","10.495","2.762","6.051","8.555","10.17","12.08","16.79","1.001","29000"
"dRR_Oir[4,19]","7.228","2.258","3.691","5.636","6.935","8.485","12.47","1.001","29000"
"dRR_Oir[4,20]","14.883","3.56","9.227","12.41","14.45","16.88","22.96","1.001","9000"
"dRR_Oir[4,21]","7.423","2.321","3.818","5.797","7.112","8.73","12.829","1.001","6000"
"dRR_Oir[4,22]","16.875","3.947","10.64","14.12","16.39","19.05","25.979","1.001","29000"
"dRR_Oir[5,1]","1.834","0.78","0.661","1.268","1.715","2.279","3.653","1.001","5400"
"dRR_Oir[5,2]","21.956","2.86","16.72","19.97","21.83","23.84","27.87","1.001","29000"
"dRR_Oir[5,3]","21.281","2.825","16.12","19.3","21.16","23.1","27.22","1.001","29000"
"dRR_Oir[5,5]","16.223","2.469","11.74","14.48","16.1","17.83","21.35","1.002","2700"
"dRR_Oir[5,6]","0.607","0.399","0.116","0.318","0.514","0.794","1.622","1.001","22000"
"dRR_Oir[5,7]","1.405","0.684","0.426","0.906","1.285","1.776","3.049","1.001","12000"
"dRR_Oir[5,8]","3.354","0.969","1.754","2.654","3.255","3.944","5.528","1.001","29000"
"dRR_Oir[5,9]","11.298","1.949","7.799","9.932","11.19","12.54","15.47","1.001","29000"
"dRR_Oir[5,10]","7.319","1.52","4.666","6.233","7.216","8.289","10.56","1.001","29000"
"dRR_Oir[5,11]","33.107","3.339","26.94","30.8","32.98","35.277","40.03","1.001","19000"
"dRR_Oir[5,12]","0.626","0.386","0.138","0.346","0.539","0.813","1.589","1.001","29000"
"dRR_Oir[5,13]","6.033","1.408","3.596","5.043","5.933","6.907","9.121","1.001","29000"
"dRR_Oir[5,14]","11.133","1.889","7.74","9.822","11.02","12.35","15.13","1.001","12000"
"dRR_Oir[5,15]","17.774","2.447","13.33","16.07","17.64","19.35","22.88","1.001","4800"
"dRR_Oir[5,16]","15.59","2.458","11.191","13.89","15.42","17.14","20.849","1.001","29000"
"dRR_Oir[5,17]","20.005","2.931","14.81","17.95","19.82","21.83","26.369","1.001","29000"
"dRR_Oir[5,18]","28.244","3.015","22.64","26.16","28.11","30.19","34.56","1.001","29000"
"dRR_Oir[5,19]","20.616","2.613","15.84","18.82","20.49","22.3","26.09","1.001","5700"
