"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.542803905","0.0816242321863733","0.4029","0.4864","0.5369","0.5906","0.727114993969029","1.00889456239475","1100"
"mup_rem","0.80154121","0.0107000917909201","0.7793","0.7946","0.8018","0.8088","0.8217","1.0018498214134","1700"
"int_width","-0.78143877","0.108700968090953","-0.9956","-0.8545","-0.7808","-0.7081","-0.5708975","1.00096084506882","20000"
"width_coef","0.798512415","0.0833369305564316","0.6353","0.7433","0.7988","0.8548","0.9614","1.00094845733734","20000"
"rate_lcpu","0.592066565","0.180379188692006","0.33579749963699","0.466","0.5611","0.6805","1.02502498811739","1.00094849645961","20000"
"sigma_dOir","0.71647777","0.023804735182269","0.6706","0.7004","0.7162","0.7322","0.7644","1.00118174268376","6400"
"mu_ydOir[1]","2.30031255","0.227479363471805","1.851","2.148","2.3","2.453","2.748","1.01010180945161","170"
"mu_ydOir[2]","2.3953193","0.274395150070895","1.854","2.211","2.395","2.58","2.929","1.00689762343061","250"
"mu_ydOir[3]","2.149326495","0.315613577654756","1.52797499202045","1.938","2.149","2.361","2.77","1.00799696297234","210"
"mu_ydOir[4]","0.845283507309","0.400636252079338","0.05927925","0.575575","0.84065","1.112","1.637","1.00531994028534","340"
"sigma_yOir","1.226395145","0.185551247891812","0.9187","1.096","1.209","1.336","1.642","1.00098401309521","20000"
"year_dOir[1]","-1.223968936767","0.553223135858707","-2.311025","-1.59225","-1.222","-0.85095","-0.150392500000001","1.00299339339537","740"
"year_dOir[2]","0.0776537464135","0.471896837638083","-0.8378025","-0.23675","0.07489","0.398","1.012025","1.00242175813782","1000"
"year_dOir[3]","0.2622617118485","0.476702856094736","-0.6768075","-0.0568775","0.26315","0.582625","1.190025","1.0011123475314","9200"
"year_dOir[4]","-0.093945750831","1.14816365738203","-2.487","-0.843425","-0.04955","0.7375","1.96","1.0011176578057","8900"
"year_dOir[5]","-0.356707741373","0.47443328827831","-1.287","-0.675525","-0.3581","-0.0356125","0.564112499999999","1.00279809291947","810"
"year_dOir[6]","-1.7267047856","0.509041191977935","-2.729","-2.065","-1.724","-1.382","-0.7185","1.00301665006512","730"
"year_dOir[7]","-0.5528433735085","0.48999176252783","-1.525","-0.8851","-0.5484","-0.2163","0.384939999999997","1.00506649742461","370"
"year_dOir[8]","-0.96160547548","0.450775004994292","-1.856","-1.263","-0.9573","-0.6564","-0.0790002500000009","1.00590100601506","300"
"year_dOir[9]","-0.1402911191103","0.470911277207139","-1.073","-0.459525","-0.1358","0.1782","0.777809999999999","1.00214971470018","1300"
"year_dOir[10]","-1.519994621","0.413706436696572","-2.336025","-1.79425","-1.518","-1.237","-0.7253975","1.00578497213332","310"
"year_dOir[11]","0.2089232183052","0.373856851199447","-0.514915","-0.0463","0.2089","0.459525","0.950307499999999","1.00550191233108","330"
"year_dOir[12]","-3.86044185","0.529890107092836","-4.923025","-4.218","-3.849","-3.491","-2.862","1.0028924343496","770"
"year_dOir[13]","0.3695464284755","0.371795757744301","-0.37441","0.120775","0.3712","0.621825","1.093","1.00557767889965","330"
"year_dOir[14]","0.358633090867","0.368909204342595","-0.3699075","0.108","0.3579","0.6082","1.084","1.00497140338868","370"
"year_dOir[15]","1.00212132735","0.374326040419454","0.261","0.750075","1.004","1.251","1.742025","1.00548072627555","330"
"year_dOir[16]","-1.0290144109","0.378269089332226","-1.766","-1.284","-1.027","-0.77305","-0.296190000000001","1.00633811505012","280"
"year_dOir[17]","0.30110064465","0.368383971222515","-0.403915","0.05369","0.3013","0.5529","1.019","1.0045775024473","410"
"year_dOir[18]","-1.7017335485","0.398448238034331","-2.480025","-1.97","-1.7","-1.431","-0.9287975","1.00263792084233","890"
"year_dOir[19]","0.3311279094865","0.368088247723215","-0.3920025","0.0816675","0.33165","0.5817","1.048","1.00286189501901","790"
"year_dOir[20]","0.245629483192","0.360841246147829","-0.4655025","0.00116525","0.24545","0.492","0.9447025","1.0043985451244","440"
"year_dOir[21]","0.63598335544","0.356253262859812","-0.06285775","0.3968","0.6372","0.874125","1.335","1.00450596576403","420"
"year_dOir[22]","0.83914099275","0.365489721324545","0.1205975","0.5903","0.83985","1.086","1.559025","1.00590523945011","300"
"year_dOir[23]","0.723086769555","0.39415659996069","-0.048063","0.455275","0.72245","0.988325","1.497","1.00373184854631","540"
"year_dOir[24]","1.0995303474","0.391026289872487","0.32549","0.833875","1.098","1.366","1.868","1.00236083829118","1100"
"year_dOir[25]","1.03974471509","0.38563046386206","0.2839975","0.776675","1.036","1.301","1.797025","1.00546494889386","330"
"year_dOir[26]","1.028110826615","0.39303915610113","0.2647725","0.7622","1.03","1.291","1.808","1.00364711374936","560"
"year_dOir[27]","1.1935470518","0.390046160971064","0.424695","0.9283","1.196","1.459","1.968","1.00373333600371","540"
"year_dOir[28]","1.27514623408","0.385846933813746","0.509285","1.015","1.276","1.54","2.022","1.0045047599017","420"
"year_dOir[29]","1.002010021395","0.385205970392533","0.2374825","0.7454","1.003","1.263","1.761","1.0045448541262","420"
