"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.5758847","0.0754669480429833","0.4388","0.5234","0.572049997814876","0.6247","0.734102499833995","1.00191539501786","3300"
"mup_rem","0.80091047","0.0110254513924837","0.7785","0.7937","0.801149998439743","0.8085","0.8218","1.00103317029089","18000"
"int_width","-0.784077065","0.107602140278507","-0.9977","-0.8563","-0.7833","-0.710875","-0.5743","1.00095839710882","20000"
"width_coef","0.79632424","0.0827740410908899","0.636097499808383","0.7405","0.7959","0.8515","0.9607","1.00097201376356","20000"
"rate_lcpu","0.599346145","0.1840096910993","0.338594998559688","0.4752","0.5668","0.688824998639053","1.04202498831112","1.00095109588125","20000"
"sigma_dOir","0.73715088","0.023935033559976","0.69139749982371","0.7209","0.7367","0.7531","0.784902499844738","1.0010201691524","20000"
"mu_ydOir[1]","2.32778025","0.232936282114903","1.869","2.172","2.326","2.484","2.784","1.0012197541812","5500"
"mu_ydOir[2]","2.38836625","0.274494453807715","1.85","2.205","2.387","2.57124996354386","2.929","1.0014703446327","2900"
"mu_ydOir[3]","2.17465175","0.314984160522409","1.553","1.965","2.174","2.386","2.799","1.00124051935537","5100"
"mu_ydOir[4]","0.863307002715","0.400750275801033","0.07174175","0.5927","0.86465","1.132","1.647","1.00100563558451","20000"
"sigma_yOir","1.21549485","0.182111513391227","0.9131","1.087","1.196","1.325","1.623","1.00096353832413","20000"
"year_dOir[1]","-1.240902355695","0.549974127749678","-2.348","-1.603","-1.239","-0.8691","-0.177287500000001","1.00142312238125","3200"
"year_dOir[2]","0.0534596695785","0.469921375231609","-0.855225","-0.2638","0.05399","0.36505","0.9847025","1.00105128516279","15000"
"year_dOir[3]","0.251839452482","0.474909995895034","-0.6876025","-0.0646825","0.2544","0.570825","1.184025","1.00097068940099","20000"
"year_dOir[4]","-0.101600598548","1.12832521220599","-2.450075","-0.8441","-0.063235","0.705225","1.925","1.0010380505077","17000"
"year_dOir[5]","-0.38387455967","0.470671213192874","-1.314025","-0.70145","-0.3849","-0.06592","0.536107499999999","1.00108905272751","11000"
"year_dOir[6]","-1.744745344","0.509224725369819","-2.744025","-2.087","-1.74","-1.397","-0.7536","1.00098406655477","20000"
"year_dOir[7]","-0.561103215699","0.480959679130367","-1.515025","-0.885725","-0.55765","-0.2314","0.378029999999997","1.00096423178455","20000"
"year_dOir[8]","-0.97011605339","0.447736138704873","-1.862","-1.271","-0.96655","-0.6686","-0.0963537500000006","1.0009490327724","20000"
"year_dOir[9]","-0.1646692714855","0.466789642702256","-1.074","-0.4797","-0.16425","0.1469","0.749205","1.00097077479382","20000"
"year_dOir[10]","-1.54402966885","0.414862862622585","-2.357","-1.826","-1.54","-1.263","-0.740885000000001","1.00102500602515","20000"
"year_dOir[11]","0.1842541411575","0.380433557529926","-0.56","-0.07513","0.18465","0.438875","0.9322","1.0011334052331","8100"
"year_dOir[12]","-3.87109555","0.529400531040828","-4.941025","-4.22","-3.861","-3.505","-2.853","1.00101651213936","20000"
"year_dOir[13]","0.3588624689315","0.370891194840737","-0.3705125","0.1105","0.35975","0.6039","1.092025","1.0009603020673","20000"
"year_dOir[14]","0.34612626861052","0.370081127673219","-0.377215","0.098325","0.3455","0.595625","1.076","1.00108277875968","11000"
"year_dOir[15]","0.98768478162","0.37400622796756","0.253185","0.735675","0.9887","1.238","1.73","1.00145696915122","3000"
"year_dOir[16]","-1.050718531183","0.381733954314976","-1.81105","-1.306","-1.045","-0.7931","-0.307795","1.00100882338284","20000"
"year_dOir[17]","0.28270386331755","0.373364212333801","-0.4500025","0.03014","0.2829","0.534","1.01","1.00112431588902","8500"
"year_dOir[18]","-1.73412367","0.39961871770565","-2.529","-2.001","-1.728","-1.464","-0.9693","1.00101064395182","20000"
"year_dOir[19]","0.3168982326297","0.368588306843674","-0.404325","0.07131","0.31635","0.566","1.033025","1.00104569609258","15000"
"year_dOir[20]","0.2316022202475","0.365833617689001","-0.47674","-0.0157925","0.2292","0.477225","0.958127499999997","1.0009820336026","20000"
"year_dOir[21]","0.62168964651215","0.364181208824964","-0.085392","0.376575","0.6227","0.8702","1.328","1.00104377693776","16000"
"year_dOir[22]","0.820711043685","0.367030729260753","0.10019475","0.5728","0.82","1.069","1.539025","1.00109487332549","10000"
"year_dOir[23]","0.704250488925","0.394629533577156","-0.06310525","0.433975","0.7068","0.968825","1.479025","1.00103868578059","17000"
"year_dOir[24]","1.087707032785","0.391604178991788","0.3219975","0.8223","1.089","1.353","1.860025","1.0011016430586","9800"
"year_dOir[25]","1.015935802524","0.390181976064441","0.2485925","0.7497","1.0165","1.279","1.777","1.00099097627263","20000"
"year_dOir[26]","1.005389513533","0.395352340100211","0.217485","0.741575","1.0065","1.272","1.778","1.00106990793638","12000"
"year_dOir[27]","1.1870278807975","0.388697104190931","0.4282","0.925225","1.186","1.453","1.946025","1.00117749761532","6600"
"year_dOir[28]","1.266503664435","0.391137455223017","0.4925775","1.003","1.268","1.53325","2.025","1.00095513656823","20000"
"year_dOir[29]","0.989164685575","0.389840366102059","0.2203975","0.726675","0.9831","1.252","1.757","1.00096411346559","20000"
"year_dOir[30]","0.143070691763","0.401737755089195","-0.6401075","-0.126125","0.1455","0.411125","0.937839999999996","1.00130285284821","4200"
"year_dOir[31]","0.2352816911798","0.39564722540771","-0.5380025","-0.03124","0.2368","0.500825","1.007","1.00100976934354","20000"
"year_dOir[32]","0.5079891461695","0.393106795181518","-0.2663075","0.241875","0.5066","0.77285","1.274","1.00095489328374","20000"
