"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"sd_prem","0.55","0.073","0.419","0.498","0.546","0.597","0.706","1.001","2400"
"mup_rem","0.804","0.01","0.783","0.797","0.804","0.811","0.824","1.001","5100"
"int_width","-0.759","0.103","-0.967","-0.826","-0.757","-0.691","-0.56","1.001","5100"
"width_coef","0.777","0.08","0.622","0.723","0.776","0.83","0.936","1.001","4500"
"rate_lcpu","0.61","0.187","0.351","0.482","0.579","0.696","1.058","1.001","5100"
"sigma_dOir","0.709","0.022","0.667","0.694","0.708","0.723","0.752","1.001","5100"
"mu_ydOir[1]","2.311","0.209","1.894","2.175","2.311","2.451","2.72","1.001","5100"
"mu_ydOir[2]","2.452","0.248","1.979","2.284","2.454","2.617","2.93","1.001","5100"
"mu_ydOir[3]","2.263","0.292","1.69","2.063","2.265","2.459","2.835","1.001","3200"
"mu_ydOir[4]","0.876","0.39","0.108","0.612","0.882","1.143","1.639","1.001","5100"
"sigma_yOir","1.148","0.164","0.865","1.034","1.132","1.248","1.514","1.001","5100"
"year_dOir[1]","-1.199","0.54","-2.239","-1.553","-1.205","-0.838","-0.12","1.001","5100"
"year_dOir[2]","0.042","0.459","-0.85","-0.27","0.039","0.352","0.948","1.001","5100"
"year_dOir[3]","0.252","0.457","-0.645","-0.056","0.261","0.555","1.156","1.001","2400"
"year_dOir[4]","-0.078","1.097","-2.383","-0.807","-0.025","0.707","1.882","1.001","5100"
"year_dOir[5]","-0.365","0.466","-1.272","-0.677","-0.367","-0.055","0.559","1.001","5100"
"year_dOir[6]","-1.71","0.492","-2.676","-2.038","-1.701","-1.375","-0.754","1.001","5100"
"year_dOir[7]","-0.539","0.464","-1.443","-0.844","-0.54","-0.223","0.364","1.001","5100"
"year_dOir[8]","-0.968","0.438","-1.834","-1.266","-0.967","-0.667","-0.134","1.001","5100"
"year_dOir[9]","-0.155","0.444","-1.009","-0.455","-0.156","0.146","0.722","1.001","3200"
"year_dOir[10]","-1.529","0.395","-2.316","-1.791","-1.53","-1.265","-0.753","1.001","2900"
"year_dOir[11]","0.196","0.357","-0.49","-0.038","0.19","0.432","0.915","1.001","5100"
"year_dOir[12]","-3.803","0.512","-4.835","-4.142","-3.793","-3.448","-2.844","1.001","5100"
"year_dOir[13]","0.344","0.356","-0.345","0.101","0.345","0.578","1.036","1.001","2700"
"year_dOir[14]","0.338","0.349","-0.339","0.106","0.338","0.566","1.032","1.001","5100"
"year_dOir[15]","0.973","0.357","0.27","0.733","0.976","1.21","1.676","1.001","5100"
"year_dOir[16]","-1.038","0.367","-1.751","-1.287","-1.04","-0.788","-0.327","1.001","5100"
"year_dOir[17]","0.284","0.352","-0.413","0.051","0.282","0.522","0.987","1.001","5100"
"year_dOir[18]","-1.707","0.376","-2.462","-1.952","-1.703","-1.455","-0.978","1.001","5100"
"year_dOir[19]","0.306","0.349","-0.385","0.071","0.303","0.544","0.997","1.001","4000"
"year_dOir[20]","0.218","0.353","-0.465","-0.013","0.213","0.467","0.908","1.001","5100"
"year_dOir[21]","0.611","0.347","-0.067","0.381","0.607","0.845","1.302","1.001","5100"
"year_dOir[22]","0.81","0.348","0.12","0.579","0.813","1.045","1.493","1.001","5100"
"year_dOir[23]","0.704","0.376","-0.003","0.439","0.696","0.961","1.446","1.001","5100"
"year_dOir[24]","1.067","0.373","0.324","0.819","1.069","1.315","1.799","1.001","5100"
"year_dOir[25]","1.005","0.375","0.287","0.758","0.998","1.257","1.756","1.001","5100"
"year_dOir[26]","0.999","0.375","0.278","0.741","0.996","1.249","1.743","1.001","5100"
"year_dOir[27]","1.175","0.376","0.448","0.925","1.179","1.432","1.917","1.001","5100"
"year_dOir[28]","1.249","0.371","0.527","0.994","1.247","1.502","1.967","1.001","5100"
"year_dOir[29]","0.982","0.371","0.246","0.731","0.981","1.232","1.728","1.001","5100"
"year_dOir[30]","0.15","0.38","-0.591","-0.109","0.147","0.409","0.894","1.001","5100"
"year_dOir[31]","0.243","0.383","-0.517","-0.012","0.248","0.5","0.992","1.002","1400"
"year_dOir[32]","0.503","0.375","-0.232","0.24","0.502","0.766","1.224","1.001","5100"
"year_dOir[33]","0.469","0.383","-0.286","0.207","0.475","0.725","1.246","1.001","4100"
"year_dOir[34]","0.267","0.38","-0.478","0.007","0.273","0.514","1.008","1.001","5100"
"year_dOir[35]","-0.646","0.389","-1.417","-0.906","-0.644","-0.379","0.115","1.002","1800"
"year_dOir[36]","0.413","0.382","-0.354","0.156","0.422","0.67","1.157","1.002","1900"
"sigma_gryrOir","0.878","0.054","0.776","0.841","0.875","0.913","0.991","1.001","5100"
"test[1]","0.203","0.402","0","0","0","0","1","1.001","5100"
"test[2]","0.58","0.494","0","0","1","1","1","1.001","5100"
"test[3]","1","0","1","1","1","1","1","1","1"
"test[4]","0.759","0.428","0","1","1","1","1","1.001","5100"
"test[5]","1","0","1","1","1","1","1","1","1"
"test[6]","1","0","1","1","1","1","1","1","1"
"k_cpuOir[1]","1.557","0.082","1.401","1.503","1.555","1.611","1.727","1.002","1400"
"k_cpuOir[2]","0.992","0.046","0.904","0.96","0.991","1.023","1.085","1.001","3900"
"k_cpuOir[3]","1.255","0.055","1.148","1.217","1.254","1.292","1.368","1.002","1700"
"k_cpuOir[4]","1.265","0.056","1.156","1.227","1.264","1.302","1.38","1.002","1600"
"k_cpuOir[5]","0.798","0.047","0.709","0.767","0.796","0.827","0.893","1.001","5100"
"k_cpuOir[6]","1.552","0.082","1.397","1.497","1.549","1.605","1.72","1.002","1400"
