"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pi_Eu00[1]","0.3172785343","0.231590240281849","0.04762","0.1369","0.2461","0.4446","0.895802499863958","1.00119138629442","7400"
"pi_Eu00[2]","0.604467264","0.234763193360518","0.1632","0.4195","0.615","0.8016","0.9803","1.00098873368724","1e+05"
"pi_Eu01[1]","0.3024256358","0.215991543157624","0.0544597499776185","0.1395","0.236349994711233","0.4069","0.8714","1.00111289594273","12000"
"pi_Eu01[2]","0.409126430416","0.266203341218397","0.03691","0.1837","0.3608","0.609624998462253","0.951","1.00099134724456","1e+05"
"logit_int_Eu[1]","0.708601048797","0.22477844896124","0.283","0.557775","0.7023","0.8515","1.17","1.00101102872568","67000"
"logit_int_Eu[2]","0.07811552530212","0.273107735399548","-0.4279","-0.1063","0.075755","0.2562","0.631502499999999","1.01525084108492","120"
"logit_flow_Eu[1]","-0.56004645423694","0.334800248248545","-1.237","-0.7758","-0.5558","-0.34","0.0955714999999997","1.0009886089163","1e+05"
"logit_flow_Eu[2]","-0.874975461158","0.283503898724464","-1.453","-1.055","-0.8686","-0.6943","-0.325997500000001","1.00274612013997","19000"
"lflow_fall_Eu[1]","0.36769342968007","0.344179375360066","-0.3157","0.1458","0.3675","0.591","1.046","1.00113312293871","10000"
"lflow_fall_Eu[2]","0.44933193042644","0.271996340646414","-0.07979025","0.2707","0.4525","0.624225","0.992704999999999","1.00211886551471","11000"
"sigmapi_Eu[1]","0.887496653","0.223466552028925","0.5154","0.7308","0.8651","1.018","1.393","1.0010043848072","94000"
"sigmapi_Eu[2]","0.34547406313","0.257572611633494","0.00858292498721743","0.1411","0.3023","0.4994","0.948304999485992","1.09052718525747","49"
"epsilon_Eu[1,1]","-0.1746692118669","0.708941367924055","-1.521","-0.651","-0.1946","0.2835","1.282","1.00102070114382","47000"
"epsilon_Eu[1,2]","-0.0098775513486","0.934074849543083","-1.838","-0.638925","-0.016875","0.616825","1.84","1.00107863244283","17000"
"epsilon_Eu[2,1]","0.9744068478328","0.590874246553734","-0.1248025","0.5711","0.952","1.353","2.206","1.00099507138066","1e+05"
"epsilon_Eu[2,2]","0.5477091419242","0.959334421634004","-1.406","-0.080085","0.5684","1.195","2.382","1.00167362162276","2200"
"epsilon_Eu[3,1]","0.1118626661331","0.550889658530983","-0.9269","-0.2595","0.09408","0.463825","1.256","1.00100711663799","81000"
"epsilon_Eu[3,2]","0.0974596282023","0.915792564593409","-1.7","-0.5135","0.09474","0.7083","1.904","1.00102160648837","45000"
"epsilon_Eu[4,1]","0.09881430554506","0.697349843837914","-1.255","-0.3676","0.09117","0.5596","1.493","1.0010531394095","23000"
"epsilon_Eu[4,2]","0.01107203750315","0.933139673138282","-1.815","-0.6169","0.005235","0.634425","1.849","1.00100200247365","1e+05"
"epsilon_Eu[5,1]","-0.0024215863206","0.740972056233486","-1.396","-0.507125","-0.028425","0.472225","1.54","1.00100686994139","82000"
"epsilon_Eu[5,2]","0.2364262931719","0.935337258395705","-1.612","-0.3894","0.2375","0.864925","2.068","1.00117417153489","8100"
"epsilon_Eu[6,1]","0.54617142046502","0.79575650853054","-0.9330025","-0.001178","0.51845","1.06325","2.185","1.00152228580408","2800"
"epsilon_Eu[6,2]","0.2335942067524","0.94509890481459","-1.639","-0.3923","0.23725","0.8697","2.07902499999999","1.00119617526351","7200"
"epsilon_Eu[7,1]","-0.04695911288464","0.783302759551763","-1.517","-0.581225","-0.06764","0.4621","1.564","1.00146894234258","3100"
"epsilon_Eu[7,2]","0.22259588706037","0.956743630637549","-1.651","-0.4213","0.2234","0.8685","2.095","1.00100022080122","1e+05"
"epsilon_Eu[8,1]","0.2708684485976","0.635952731853229","-0.9378025","-0.157","0.2552","0.681125","1.578","1.00099672825708","1e+05"
"epsilon_Eu[8,2]","0.20359513262613","0.960942737809817","-1.679","-0.4385","0.197","0.8461","2.103","1.00130702681251","4700"
"epsilon_Eu[9,1]","0.8908894471887","0.802404720109271","-0.6348025","0.3455","0.8715","1.419","2.511","1.00098930501557","1e+05"
"epsilon_Eu[9,2]","0.1482358432299","0.970386415781572","-1.761","-0.50445","0.1487","0.804325","2.04502499999999","1.00098940555507","1e+05"
"epsilon_Eu[10,1]","-0.258390249473935","0.964800639707904","-2.028","-0.937525","-0.2975","0.3822","1.734","1.00099020736755","1e+05"
"epsilon_Eu[10,2]","-0.20214347318035","1.00316001280439","-2.136","-0.8904","-0.21165","0.470125","1.785","1.00099063689217","1e+05"
"epsilon_Eu[11,1]","0.2568324418902","0.76708395979398","-1.214","-0.262325","0.2393","0.7577","1.812","1.00112461333744","11000"
"epsilon_Eu[11,2]","-0.0579089500743","0.935333097424876","-1.878","-0.686","-0.06138","0.563","1.806","1.00100199875023","1e+05"
"epsilon_Eu[12,1]","-1.689261503478","0.614965957374965","-2.949","-2.088","-1.672","-1.268","-0.5379","1.0010577193166","22000"
"epsilon_Eu[12,2]","-0.2599642416694","0.980219083701968","-2.150025","-0.9279","-0.26625","0.3974","1.686","1.00099286420054","1e+05"
"epsilon_Eu[13,1]","-1.0711484182983","0.758796268290657","-2.525025","-1.583","-1.088","-0.5746","0.464802499999999","1.00105005610765","24000"
"epsilon_Eu[13,2]","-0.40671871257578","0.985304404718086","-2.29","-1.077","-0.4264","0.2513","1.57002499999999","1.00131988003772","4500"
"epsilon_Eu[14,1]","0.107594057762568","0.915779841301816","-1.618","-0.524025","0.082715","0.7106","1.973","1.00104535178722","26000"
"epsilon_Eu[14,2]","0.06716521928665","0.97626331728506","-1.828","-0.595925","0.06302","0.7212","1.988","1.00100149594846","1e+05"
"epsilon_Eu[15,1]","-0.20414353157182","0.692686671350761","-1.547","-0.6691","-0.2104","0.255925","1.173","1.00109299856836","14000"
"epsilon_Eu[15,2]","-0.18907835507229","0.973861540538934","-2.076","-0.8484","-0.1991","0.4624","1.744","1.00102985906504","36000"
"epsilon_Eu[16,1]","-0.6313951347683","0.831282052617791","-2.173","-1.199","-0.6707","-0.098925","1.1","1.00111197113049","12000"
"epsilon_Eu[16,2]","-0.719378284738712","0.956648451425617","-2.497","-1.372","-0.7643","-0.1064","1.271","1.00320582017219","680"
"epsilon_Eu[17,1]","-0.2228149230948","1.02351458811014","-2.176","-0.9338","-0.2336","0.4702","1.807","1.00104462301413","27000"
"epsilon_Eu[17,2]","0.0538175605099","0.978013429534779","-1.854025","-0.6032","0.05144","0.7126","1.983","1.00098880828999","1e+05"
"epsilon_Eu[18,1]","-0.3445775646693","1.00373505781096","-2.224","-1.045","-0.3744","0.3217","1.71","1.00098849542127","1e+05"
"epsilon_Eu[18,2]","-0.11294617795584","0.987540454522885","-2.033","-0.7819","-0.1196","0.5529","1.835","1.00120422713289","7000"
"epsilon_Eu[19,1]","-0.412469811879039","0.560246761597357","-1.535","-0.781","-0.4039","-0.038335","0.6738","1.0011588870106","8800"
"epsilon_Eu[19,2]","0.00202326315272","0.907279542917645","-1.779","-0.6051","-0.002348","0.6035","1.795","1.0010211251452","46000"
"epsilon_Eu[20,1]","-0.3230705941094","0.894144785966557","-1.941","-0.944025","-0.3786","0.2491","1.567","1.0010557159647","22000"
"epsilon_Eu[20,2]","0.01997652652542","0.947789530460272","-1.816","-0.619725","0.010765","0.653125","1.906","1.00100318831536","1e+05"
"epsilon_Eu[21,1]","-0.4336951445706","0.575584189799241","-1.56","-0.8167","-0.4368","-0.05517","0.713502499999999","1.00109949489788","14000"
"epsilon_Eu[21,2]","-0.04351934748714","0.943358224006958","-1.874025","-0.6854","-0.05477","0.5883","1.829","1.00098991546364","1e+05"
"epsilon_Eu[22,1]","-0.430797387451","0.43362180878482","-1.295","-0.715625","-0.4282","-0.1425","0.417202499999999","1.00104699576185","26000"
"epsilon_Eu[22,2]","-0.2412567139619","0.910792550702797","-1.977","-0.8607","-0.2623","0.3587","1.615","1.00130093940912","4800"
"epsilon_Eu[23,1]","0.0243082829284","0.559407026893475","-1.041","-0.3527","0.012315","0.384825","1.172","1.00098969236171","1e+05"
"epsilon_Eu[23,2]","-0.41835795845358","0.896634488975808","-2.103","-1.023","-0.4513","0.1505","1.44002499999999","1.00188141857182","1700"
"epsilon_Eu[24,1]","-0.92201588680017","0.6156230231326","-2.117","-1.32825","-0.9265","-0.5218","0.311","1.00102892318847","37000"
"epsilon_Eu[24,2]","-0.06574166164533","0.97618047717579","-1.956","-0.723425","-0.07824","0.5861","1.876","1.00104322942717","27000"
"epsilon_Eu[25,1]","-0.0701141119596","0.632157854052882","-1.308","-0.4936","-0.076545","0.344","1.196","1.0009933517955","1e+05"
"epsilon_Eu[25,2]","-0.5123447897529","1.00733657691068","-2.431","-1.206","-0.5284","0.1597","1.505","1.00240947040217","1100"
"epsilon_Eu[26,1]","0.9283338655076","0.67970276400608","-0.3365","0.463275","0.90085","1.367","2.339","1.00117749949082","7900"
"epsilon_Eu[26,2]","0.552846845188478","0.96259659754735","-1.382","-0.08191","0.5663","1.199","2.41","1.00243931720564","1000"
"epsilon_Eu[27,1]","0.3824827947266","0.610052318430275","-0.752805","-0.031185","0.3574","0.7721","1.655","1.00117697710918","8000"
"epsilon_Eu[27,2]","-0.1054743434279","0.887647039447512","-1.826","-0.6983","-0.1216","0.4733","1.685","1.00100851326609","75000"
"epsilon_Eu[28,1]","1.5232040934635","0.724149682184199","0.1583875","1.025","1.503","1.997","3.006","1.00112075225038","11000"
"epsilon_Eu[28,2]","0.1165994072537","0.962877619017713","-1.767","-0.5331","0.10695","0.757825","2.029","1.00104703507769","26000"
"epsilon_Eu[29,1]","0.2670213639456","0.673410835175044","-1.001","-0.1907","0.24555","0.7015","1.65","1.00099324719351","1e+05"
"epsilon_Eu[29,2]","0.1593099056273","0.950488537884066","-1.704","-0.4782","0.1564","0.7956","2.034","1.00163793379499","2300"
"epsilon_Eu[30,1]","-0.1277387264948","0.694018895402595","-1.47","-0.592425","-0.1365","0.3269","1.268","1.00105369050281","23000"
