"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pi_Eu00[1]","0.276","0.216","0.042","0.115","0.206","0.375","0.858","1.001","40000"
"pi_Eu00[2]","0.585","0.239","0.146","0.393","0.592","0.786","0.977","1.001","40000"
"pi_Eu01[1]","0.28","0.208","0.051","0.127","0.214","0.372","0.849","1.001","40000"
"pi_Eu01[2]","0.388","0.265","0.031","0.163","0.331","0.58","0.946","1.001","34000"
"logit_int_Eu[1]","0.814","0.222","0.395","0.665","0.808","0.956","1.269","1.001","40000"
"logit_int_Eu[2]","0.264","0.283","-0.26","0.07","0.252","0.442","0.856","1.001","27000"
"logit_flow_Eu[1]","-0.626","0.332","-1.288","-0.842","-0.625","-0.41","0.031","1.001","31000"
"logit_flow_Eu[2]","-0.751","0.312","-1.381","-0.953","-0.748","-0.541","-0.152","1.001","40000"
"lflow_fall_Eu[1]","0.508","0.34","-0.161","0.285","0.509","0.731","1.184","1.001","40000"
"lflow_fall_Eu[2]","0.405","0.304","-0.19","0.21","0.403","0.602","1.009","1.001","40000"
"sigmapi_Eu[1]","0.933","0.219","0.553","0.778","0.915","1.067","1.417","1.001","12000"
"sigmapi_Eu[2]","0.642","0.251","0.218","0.464","0.62","0.794","1.199","1.001","40000"
"epsilon_Eu[1,1]","-0.235","0.704","-1.56","-0.71","-0.259","0.218","1.226","1.001","40000"
"epsilon_Eu[1,2]","-0.015","0.863","-1.678","-0.594","-0.028","0.56","1.699","1.001","9700"
"epsilon_Eu[2,1]","0.978","0.569","-0.074","0.588","0.955","1.346","2.145","1.001","31000"
"epsilon_Eu[2,2]","0.805","0.845","-0.859","0.244","0.798","1.365","2.485","1.001","22000"
"epsilon_Eu[3,1]","0.081","0.529","-0.912","-0.272","0.061","0.414","1.186","1.001","40000"
"epsilon_Eu[3,2]","0.148","0.82","-1.429","-0.406","0.128","0.69","1.8","1.001","40000"
"epsilon_Eu[4,1]","-0.172","0.7","-1.532","-0.642","-0.173","0.288","1.22","1.001","40000"
"epsilon_Eu[4,2]","-0.02","0.866","-1.699","-0.607","-0.028","0.551","1.723","1.001","40000"
"epsilon_Eu[5,1]","-0.226","0.718","-1.552","-0.717","-0.258","0.229","1.286","1.001","35000"
"epsilon_Eu[5,2]","0.098","0.861","-1.57","-0.478","0.077","0.655","1.841","1.001","40000"
"epsilon_Eu[6,1]","0.574","0.784","-0.871","0.033","0.537","1.08","2.21","1.001","40000"
"epsilon_Eu[6,2]","0.291","0.87","-1.381","-0.29","0.274","0.862","2.04","1.001","40000"
"epsilon_Eu[7,1]","-0.372","0.786","-1.837","-0.912","-0.408","0.136","1.254","1.001","40000"
"epsilon_Eu[7,2]","0.207","0.9","-1.502","-0.408","0.185","0.807","2.011","1.001","40000"
"epsilon_Eu[8,1]","0.126","0.629","-1.063","-0.298","0.108","0.53","1.416","1.001","40000"
"epsilon_Eu[8,2]","0.214","0.905","-1.524","-0.398","0.198","0.812","2.039","1.001","40000"
"epsilon_Eu[9,1]","0.704","0.826","-0.866","0.137","0.687","1.247","2.374","1.001","40000"
"epsilon_Eu[9,2]","0.176","0.931","-1.608","-0.45","0.159","0.797","2.025","1.001","27000"
"epsilon_Eu[10,1]","-0.334","0.982","-2.12","-1.03","-0.381","0.315","1.692","1.001","40000"
"epsilon_Eu[10,2]","-0.291","0.982","-2.12","-0.978","-0.324","0.36","1.7","1.001","40000"
"epsilon_Eu[11,1]","0.112","0.764","-1.338","-0.407","0.092","0.613","1.661","1.001","11000"
"epsilon_Eu[11,2]","-0.228","0.865","-1.899","-0.806","-0.237","0.344","1.509","1.001","40000"
"epsilon_Eu[12,1]","-1.564","0.584","-2.758","-1.943","-1.548","-1.165","-0.467","1.001","29000"
"epsilon_Eu[12,2]","-0.417","0.951","-2.234","-1.062","-0.433","0.208","1.487","1.001","4300"
"epsilon_Eu[13,1]","-1.06","0.742","-2.49","-1.559","-1.072","-0.573","0.44","1.001","40000"
"epsilon_Eu[13,2]","-0.535","0.881","-2.196","-1.142","-0.557","0.04","1.248","1.001","40000"
"epsilon_Eu[14,1]","0.084","0.914","-1.631","-0.548","0.061","0.687","1.928","1.001","40000"
