"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pi_Eu00[1]","0.277","0.217","0.043","0.115","0.206","0.376","0.863","1.001","7500"
"pi_Eu00[2]","0.591","0.239","0.148","0.402","0.597","0.794","0.977","1.001","9100"
"pi_Eu01[1]","0.285","0.211","0.051","0.128","0.219","0.38","0.857","1.001","20000"
"pi_Eu01[2]","0.383","0.267","0.03","0.157","0.324","0.572","0.947","1.001","20000"
"logit_int_Eu[1]","0.811","0.225","0.385","0.66","0.805","0.955","1.27","1.001","15000"
"logit_int_Eu[2]","0.254","0.294","-0.285","0.056","0.238","0.438","0.872","1.001","20000"
"logit_flow_Eu[1]","-0.623","0.33","-1.278","-0.84","-0.623","-0.409","0.036","1.001","20000"
"logit_flow_Eu[2]","-0.713","0.32","-1.355","-0.918","-0.711","-0.505","-0.09","1.001","12000"
"lflow_fall_Eu[1]","0.47","0.339","-0.201","0.248","0.471","0.697","1.136","1.001","20000"
"lflow_fall_Eu[2]","0.359","0.308","-0.25","0.157","0.357","0.561","0.969","1.001","20000"
"sigmapi_Eu[1]","0.937","0.226","0.551","0.778","0.92","1.073","1.434","1.001","19000"
"sigmapi_Eu[2]","0.648","0.265","0.21","0.46","0.622","0.805","1.249","1.001","11000"
"epsilon_Eu[1,1]","-0.247","0.706","-1.596","-0.722","-0.267","0.21","1.182","1.001","20000"
"epsilon_Eu[1,2]","-0.038","0.855","-1.673","-0.616","-0.054","0.538","1.687","1.001","20000"
"epsilon_Eu[2,1]","0.948","0.575","-0.127","0.549","0.927","1.323","2.15","1.001","20000"
"epsilon_Eu[2,2]","0.709","0.846","-0.929","0.146","0.706","1.256","2.426","1.001","20000"
"epsilon_Eu[3,1]","0.023","0.532","-0.988","-0.332","0.006","0.363","1.117","1.001","16000"
"epsilon_Eu[3,2]","0.088","0.825","-1.498","-0.464","0.071","0.62","1.756","1.001","20000"
"epsilon_Eu[4,1]","-0.105","0.701","-1.459","-0.576","-0.117","0.358","1.285","1.001","20000"
"epsilon_Eu[4,2]","0.053","0.872","-1.631","-0.532","0.049","0.631","1.799","1.001","20000"
"epsilon_Eu[5,1]","-0.066","0.721","-1.398","-0.567","-0.089","0.396","1.436","1.002","1800"
"epsilon_Eu[5,2]","0.273","0.865","-1.392","-0.312","0.261","0.836","2.012","1.001","20000"
"epsilon_Eu[6,1]","0.573","0.784","-0.864","0.024","0.535","1.081","2.212","1.001","8300"
"epsilon_Eu[6,2]","0.301","0.884","-1.409","-0.285","0.288","0.876","2.078","1.001","3800"
"epsilon_Eu[7,1]","-0.137","0.784","-1.591","-0.677","-0.165","0.369","1.472","1.001","20000"
"epsilon_Eu[7,2]","0.357","0.887","-1.36","-0.241","0.345","0.948","2.128","1.001","20000"
"epsilon_Eu[8,1]","0.198","0.633","-0.992","-0.234","0.18","0.611","1.501","1.001","19000"
"epsilon_Eu[8,2]","0.331","0.903","-1.415","-0.28","0.324","0.935","2.124","1.001","20000"
"epsilon_Eu[9,1]","0.756","0.818","-0.802","0.192","0.741","1.293","2.415","1.001","10000"
"epsilon_Eu[9,2]","0.289","0.927","-1.503","-0.338","0.28","0.909","2.134","1.001","6500"
"epsilon_Eu[10,1]","-0.325","0.992","-2.104","-1.034","-0.378","0.327","1.75","1.001","20000"
"epsilon_Eu[10,2]","-0.28","0.973","-2.117","-0.963","-0.312","0.368","1.677","1.001","15000"
"epsilon_Eu[11,1]","0.118","0.77","-1.332","-0.408","0.095","0.621","1.689","1.001","14000"
"epsilon_Eu[11,2]","-0.2","0.865","-1.889","-0.779","-0.217","0.371","1.54","1.001","20000"
"epsilon_Eu[12,1]","-1.656","0.588","-2.865","-2.038","-1.641","-1.248","-0.569","1.001","20000"
"epsilon_Eu[12,2]","-0.476","0.957","-2.305","-1.131","-0.493","0.155","1.454","1.001","20000"
"epsilon_Eu[13,1]","-1.151","0.746","-2.599","-1.648","-1.159","-0.666","0.36","1.001","20000"
"epsilon_Eu[13,2]","-0.579","0.888","-2.258","-1.178","-0.605","-0.001","1.226","1.001","20000"
"epsilon_Eu[14,1]","-0.03","0.934","-1.766","-0.684","-0.06","0.585","1.881","1.001","20000"
"epsilon_Eu[14,2]","0.131","0.939","-1.682","-0.519","0.124","0.762","1.986","1.001","9000"
"epsilon_Eu[15,1]","-0.443","0.689","-1.806","-0.902","-0.442","0.014","0.925","1.001","20000"
"epsilon_Eu[15,2]","-0.269","0.914","-2.011","-0.89","-0.286","0.338","1.549","1.001","10000"
"epsilon_Eu[16,1]","-0.778","0.833","-2.296","-1.35","-0.825","-0.25","0.978","1.001","20000"
"epsilon_Eu[16,2]","-1.086","0.776","-2.582","-1.601","-1.1","-0.595","0.503","1.001","20000"
"epsilon_Eu[17,1]","-0.245","1.042","-2.238","-0.975","-0.247","0.462","1.808","1.001","20000"
"epsilon_Eu[17,2]","0.074","0.96","-1.773","-0.57","0.056","0.715","1.994","1.001","20000"
"epsilon_Eu[18,1]","-0.334","1.012","-2.211","-1.041","-0.364","0.341","1.723","1.001","20000"
"epsilon_Eu[18,2]","-0.214","0.977","-2.083","-0.885","-0.229","0.447","1.725","1.001","20000"
"epsilon_Eu[19,1]","-0.517","0.548","-1.604","-0.881","-0.509","-0.151","0.544","1.001","4100"
"epsilon_Eu[19,2]","-0.122","0.798","-1.658","-0.656","-0.132","0.398","1.468","1.001","20000"
"epsilon_Eu[20,1]","-0.507","0.89","-2.09","-1.126","-0.572","0.051","1.408","1.001","20000"
"epsilon_Eu[20,2]","0.025","0.891","-1.672","-0.575","-0.002","0.612","1.815","1.001","3600"
"epsilon_Eu[21,1]","-0.429","0.56","-1.521","-0.796","-0.436","-0.064","0.694","1.001","4100"
"epsilon_Eu[21,2]","-0.085","0.883","-1.779","-0.685","-0.105","0.503","1.679","1.001","20000"
"epsilon_Eu[22,1]","-0.47","0.425","-1.331","-0.745","-0.462","-0.183","0.345","1.001","20000"
"epsilon_Eu[22,2]","-0.335","0.791","-1.823","-0.865","-0.357","0.171","1.296","1.001","17000"
"epsilon_Eu[23,1]","-0.04","0.547","-1.089","-0.408","-0.054","0.312","1.07","1.001","20000"
"epsilon_Eu[23,2]","-0.558","0.723","-1.946","-1.038","-0.572","-0.096","0.943","1.001","20000"
"epsilon_Eu[24,1]","-1.058","0.599","-2.229","-1.45","-1.061","-0.671","0.154","1.001","11000"
"epsilon_Eu[24,2]","-0.064","0.944","-1.868","-0.71","-0.082","0.564","1.862","1.001","20000"
"epsilon_Eu[25,1]","-0.189","0.618","-1.38","-0.601","-0.201","0.22","1.052","1.001","14000"
"epsilon_Eu[25,2]","-0.845","0.932","-2.59","-1.48","-0.881","-0.241","1.063","1.001","17000"
"epsilon_Eu[26,1]","0.852","0.673","-0.41","0.394","0.825","1.284","2.248","1.001","20000"
"epsilon_Eu[26,2]","0.816","0.839","-0.794","0.252","0.8","1.372","2.512","1.001","20000"
"epsilon_Eu[27,1]","0.251","0.591","-0.846","-0.15","0.231","0.629","1.461","1.001","20000"
"epsilon_Eu[27,2]","-0.207","0.757","-1.645","-0.72","-0.228","0.279","1.336","1.001","20000"
"epsilon_Eu[28,1]","1.488","0.724","0.125","0.994","1.467","1.963","2.967","1.001","20000"
"epsilon_Eu[28,2]","0.233","0.912","-1.539","-0.381","0.222","0.836","2.06","1.001","6300"
"epsilon_Eu[29,1]","0.109","0.678","-1.164","-0.347","0.082","0.551","1.501","1.001","20000"
"epsilon_Eu[29,2]","0.279","0.897","-1.455","-0.327","0.265","0.878","2.069","1.001","20000"
"epsilon_Eu[30,1]","-0.31","0.686","-1.641","-0.769","-0.317","0.144","1.068","1.001","14000"
"epsilon_Eu[30,2]","-0.146","0.808","-1.716","-0.688","-0.152","0.386","1.468","1.001","12000"
"epsilon_Eu[31,1]","1.378","0.733","-0.006","0.874","1.36","1.861","2.868","1.001","13000"
"epsilon_Eu[31,2]","0.194","0.778","-1.296","-0.334","0.178","0.699","1.767","1.001","4000"
"epsilon_Eu[32,1]","0.134","0.558","-0.927","-0.239","0.112","0.49","1.279","1.001","20000"
"epsilon_Eu[32,2]","0.881","0.838","-0.749","0.322","0.879","1.431","2.55","1.001","20000"
"epsilon_Eu[33,1]","-0.272","0.519","-1.304","-0.612","-0.275","0.07","0.751","1.001","13000"
"epsilon_Eu[33,2]","0.217","0.887","-1.481","-0.382","0.194","0.798","2.031","1.001","9200"
"epsilon_Eu[34,1]","0.649","0.724","-0.735","0.168","0.626","1.12","2.123","1.001","4200"
"epsilon_Eu[34,2]","0.034","0.858","-1.599","-0.55","0.011","0.59","1.781","1.001","17000"
"epsilon_Eu[35,1]","0.769","0.751","-0.623","0.254","0.74","1.253","2.333","1.001","20000"
"epsilon_Eu[35,2]","0.308","0.812","-1.255","-0.235","0.279","0.831","1.959","1.001","8700"
"epsilon_Eu[36,1]","-0.16","0.752","-1.519","-0.671","-0.208","0.307","1.459","1.001","20000"
"epsilon_Eu[36,2]","-0.365","0.915","-2.044","-1.004","-0.397","0.225","1.527","1.001","20000"
"epsilon_Eu[37,1]","0.728","0.703","-0.557","0.24","0.691","1.173","2.215","1.001","20000"
"epsilon_Eu[37,2]","0.542","0.858","-1.128","-0.026","0.527","1.109","2.271","1.001","20000"
"epsilon_Eu[38,1]","0.47","0.755","-0.936","-0.042","0.442","0.957","2.042","1.001","20000"
"epsilon_Eu[38,2]","-0.318","0.89","-1.983","-0.937","-0.346","0.268","1.522","1.001","20000"
"mupi_B[1]","0.078","0.012","0.056","0.07","0.078","0.086","0.105","1.001","8600"
"mupi_B[2]","0.059","0.012","0.038","0.051","0.058","0.066","0.084","1.001","20000"
"sigmapi_B[1]","0.857","0.147","0.61","0.754","0.841","0.943","1.184","1.001","20000"
"sigmapi_B[2]","0.725","0.21","0.34","0.581","0.714","0.856","1.174","1.001","20000"
"pi_Eu[1,1]","0.693","0.124","0.43","0.611","0.704","0.785","0.9","1.001","20000"
"pi_Eu[1,2]","0.609","0.131","0.349","0.52","0.611","0.701","0.862","1.001","20000"
"pi_Eu[2,1]","0.766","0.079","0.598","0.715","0.772","0.823","0.902","1.001","20000"
"pi_Eu[2,2]","0.571","0.148","0.314","0.46","0.558","0.671","0.879","1.001","20000"
"pi_Eu[3,1]","0.685","0.092","0.494","0.623","0.689","0.751","0.851","1.001","20000"
"pi_Eu[3,2]","0.538","0.132","0.297","0.445","0.532","0.625","0.811","1.001","20000"
"pi_Eu[4,1]","0.731","0.103","0.511","0.665","0.74","0.807","0.905","1.001","19000"
"pi_Eu[4,2]","0.623","0.139","0.347","0.526","0.625","0.724","0.88","1.001","18000"
"pi_Eu[5,1]","0.547","0.148","0.276","0.437","0.542","0.652","0.838","1.001","3000"
"pi_Eu[5,2]","0.405","0.15","0.174","0.294","0.382","0.493","0.755","1.001","20000"
"pi_Eu[6,1]","0.692","0.142","0.403","0.593","0.699","0.799","0.937","1.001","16000"
"pi_Eu[6,2]","0.488","0.155","0.229","0.374","0.472","0.587","0.831","1.001","3700"
"pi_Eu[7,1]","0.699","0.138","0.403","0.605","0.711","0.804","0.925","1.001","20000"
"pi_Eu[7,2]","0.659","0.139","0.388","0.56","0.658","0.758","0.922","1.001","20000"
"pi_Eu[8,1]","0.728","0.098","0.522","0.664","0.735","0.8","0.895","1.001","20000"
"pi_Eu[8,2]","0.659","0.14","0.386","0.561","0.66","0.76","0.922","1.001","20000"
"pi_Eu[9,1]","0.891","0.072","0.709","0.854","0.906","0.945","0.986","1.001","20000"
"pi_Eu[9,2]","0.784","0.117","0.517","0.711","0.798","0.872","0.964","1.001","20000"
"pi_Eu[10,1]","0.683","0.181","0.291","0.558","0.71","0.826","0.953","1.001","20000"
"pi_Eu[10,2]","0.617","0.154","0.296","0.515","0.624","0.726","0.901","1.001","20000"
"pi_Eu[11,1]","0.569","0.157","0.269","0.455","0.569","0.684","0.864","1.001","20000"
"pi_Eu[11,2]","0.323","0.133","0.115","0.226","0.306","0.402","0.634","1.001","20000"
"pi_Eu[12,1]","0.223","0.073","0.107","0.17","0.214","0.267","0.389","1.001","20000"
"pi_Eu[12,2]","0.272","0.151","0.059","0.162","0.244","0.353","0.646","1.001","20000"
"pi_Eu[13,1]","0.542","0.156","0.25","0.426","0.541","0.657","0.836","1.001","20000"
"pi_Eu[13,2]","0.622","0.14","0.333","0.527","0.63","0.725","0.87","1.001","20000"
"pi_Eu[14,1]","0.738","0.16","0.378","0.635","0.766","0.863","0.967","1.001","20000"
"pi_Eu[14,2]","0.706","0.141","0.41","0.613","0.716","0.811","0.946","1.001","9100"
"pi_Eu[15,1]","0.775","0.086","0.585","0.721","0.784","0.838","0.917","1.001","20000"
"pi_Eu[15,2]","0.723","0.134","0.42","0.639","0.74","0.825","0.933","1.001","5000"
"pi_Eu[16,1]","0.449","0.175","0.15","0.316","0.439","0.573","0.807","1.001","20000"
"pi_Eu[16,2]","0.281","0.102","0.115","0.205","0.27","0.347","0.509","1.001","20000"
"pi_Eu[17,1]","0.664","0.22","0.176","0.517","0.706","0.844","0.966","1.001","20000"
"pi_Eu[17,2]","0.555","0.18","0.212","0.425","0.553","0.687","0.895","1.001","20000"
"pi_Eu[18,1]","0.49","0.229","0.105","0.303","0.483","0.671","0.911","1.001","20000"
"pi_Eu[18,2]","0.303","0.168","0.059","0.178","0.274","0.402","0.708","1.001","20000"
"pi_Eu[19,1]","0.527","0.088","0.355","0.464","0.527","0.588","0.7","1.001","7500"
"pi_Eu[19,2]","0.413","0.118","0.203","0.327","0.406","0.491","0.661","1.001","20000"
"pi_Eu[20,1]","0.494","0.186","0.173","0.351","0.482","0.628","0.866","1.001","13000"
"pi_Eu[20,2]","0.474","0.15","0.217","0.366","0.46","0.568","0.808","1.002","2400"
"pi_Eu[21,1]","0.552","0.104","0.35","0.481","0.552","0.624","0.754","1.001","9400"
"pi_Eu[21,2]","0.618","0.136","0.344","0.526","0.62","0.714","0.874","1.001","4500"
"pi_Eu[22,1]","0.614","0.058","0.498","0.574","0.615","0.654","0.725","1.001","20000"
"pi_Eu[22,2]","0.615","0.114","0.382","0.538","0.619","0.696","0.828","1.001","20000"
"pi_Eu[23,1]","0.679","0.09","0.494","0.62","0.684","0.744","0.842","1.001","20000"
"pi_Eu[23,2]","0.558","0.1","0.361","0.489","0.559","0.628","0.749","1.001","20000"
"pi_Eu[24,1]","0.435","0.125","0.212","0.344","0.43","0.52","0.69","1.001","20000"
"pi_Eu[24,2]","0.627","0.146","0.33","0.529","0.63","0.729","0.903","1.001","17000"
"pi_Eu[25,1]","0.598","0.113","0.375","0.52","0.6","0.678","0.812","1.001","20000"
"pi_Eu[25,2]","0.367","0.149","0.109","0.255","0.36","0.467","0.679","1.001","20000"
"pi_Eu[26,1]","0.815","0.088","0.62","0.761","0.826","0.881","0.953","1.001","20000"
"pi_Eu[26,2]","0.678","0.129","0.438","0.584","0.675","0.772","0.923","1.001","20000"
"pi_Eu[27,1]","0.762","0.088","0.572","0.705","0.77","0.827","0.909","1.001","20000"
"pi_Eu[27,2]","0.539","0.114","0.318","0.46","0.538","0.617","0.765","1.001","20000"
"pi_Eu[28,1]","0.89","0.065","0.735","0.853","0.902","0.939","0.982","1.001","20000"
"pi_Eu[28,2]","0.684","0.138","0.405","0.589","0.688","0.786","0.934","1.001","7400"
"pi_Eu[29,1]","0.735","0.107","0.503","0.665","0.744","0.814","0.914","1.001","20000"
"pi_Eu[29,2]","0.659","0.137","0.39","0.562","0.66","0.758","0.917","1.001","13000"
"pi_Eu[30,1]","0.688","0.112","0.457","0.613","0.695","0.771","0.884","1.001","20000"
"pi_Eu[30,2]","0.566","0.121","0.335","0.481","0.566","0.65","0.803","1.001","20000"
"pi_Eu[31,1]","0.819","0.098","0.596","0.76","0.833","0.894","0.967","1.001","20000"
"pi_Eu[31,2]","0.517","0.123","0.294","0.429","0.509","0.597","0.775","1.001","3200"
"pi_Eu[32,1]","0.686","0.098","0.482","0.621","0.69","0.756","0.861","1.001","20000"
"pi_Eu[32,2]","0.657","0.133","0.41","0.56","0.653","0.753","0.917","1.001","20000"
"pi_Eu[33,1]","0.503","0.083","0.344","0.446","0.502","0.559","0.67","1.001","20000"
"pi_Eu[33,2]","0.522","0.147","0.262","0.417","0.51","0.618","0.838","1.001","8800"
"pi_Eu[34,1]","0.879","0.064","0.726","0.843","0.89","0.928","0.973","1.001","5900"
