"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pi_Eu00[1]","0.524","0.249","0.111","0.319","0.508","0.728","0.97","1.001","20000"
"pi_Eu00[2]","0.64","0.226","0.196","0.467","0.658","0.831","0.984","1.001","11000"
"pi_Eu01[1]","0.275","0.202","0.051","0.127","0.211","0.362","0.846","1.001","5000"
"pi_Eu01[2]","0.477","0.271","0.053","0.246","0.451","0.699","0.965","1.001","20000"
"logit_int_Eu[1]","1.097","0.218","0.692","0.948","1.089","1.236","1.554","1.001","20000"
"logit_int_Eu[2]","0.891","0.295","0.373","0.684","0.87","1.075","1.533","1.001","20000"
"logit_flow_Eu[1]","-0.609","0.318","-1.234","-0.819","-0.608","-0.398","0.015","1.001","3500"
"logit_flow_Eu[2]","-0.591","0.359","-1.305","-0.824","-0.591","-0.353","0.116","1.001","20000"
"lflow_fall_Eu[1]","0.462","0.318","-0.175","0.256","0.462","0.671","1.081","1.001","20000"
"lflow_fall_Eu[2]","0.264","0.349","-0.435","0.039","0.267","0.497","0.939","1.001","12000"
"sigmapi_Eu[1]","0.915","0.214","0.549","0.765","0.897","1.047","1.387","1.001","13000"
"sigmapi_Eu[2]","0.801","0.289","0.305","0.598","0.774","0.977","1.435","1.001","20000"
"epsilon_Eu[1,1]","-0.281","0.705","-1.612","-0.759","-0.305","0.181","1.167","1.001","12000"
"epsilon_Eu[1,2]","0.095","0.816","-1.45","-0.453","0.07","0.625","1.754","1.001","20000"
"epsilon_Eu[2,1]","0.835","0.576","-0.214","0.438","0.81","1.206","2.048","1.001","20000"
"epsilon_Eu[2,2]","0.788","0.835","-0.808","0.22","0.77","1.344","2.469","1.001","4500"
"epsilon_Eu[3,1]","-0.036","0.536","-1.049","-0.398","-0.051","0.301","1.095","1.001","7400"
"epsilon_Eu[3,2]","0.147","0.793","-1.338","-0.391","0.12","0.666","1.77","1.001","20000"
"epsilon_Eu[4,1]","-0.109","0.7","-1.455","-0.583","-0.118","0.355","1.278","1.001","9100"
"epsilon_Eu[4,2]","0.109","0.833","-1.508","-0.442","0.093","0.659","1.795","1.001","20000"
"epsilon_Eu[5,1]","0.077","0.752","-1.316","-0.434","0.053","0.562","1.631","1.001","10000"
"epsilon_Eu[5,2]","0.327","0.871","-1.367","-0.259","0.315","0.891","2.082","1.001","20000"
"epsilon_Eu[6,1]","0.726","0.795","-0.742","0.18","0.699","1.241","2.374","1.001","20000"
"epsilon_Eu[6,2]","0.261","0.882","-1.431","-0.338","0.239","0.836","2.058","1.001","20000"
"epsilon_Eu[7,1]","-0.193","0.787","-1.654","-0.731","-0.225","0.318","1.432","1.001","9400"
"epsilon_Eu[7,2]","0.402","0.879","-1.287","-0.19","0.381","0.983","2.168","1.001","20000"
"epsilon_Eu[8,1]","0.038","0.637","-1.171","-0.398","0.017","0.455","1.342","1.001","20000"
"epsilon_Eu[8,2]","0.432","0.893","-1.26","-0.175","0.409","1.02","2.238","1.001","16000"
"epsilon_Eu[9,1]","0.706","0.822","-0.846","0.145","0.689","1.245","2.387","1.001","20000"
"epsilon_Eu[9,2]","0.347","0.906","-1.414","-0.266","0.334","0.947","2.161","1.001","14000"
"epsilon_Eu[10,1]","0.128","0.926","-1.626","-0.51","0.102","0.742","2.004","1.001","20000"
"epsilon_Eu[10,2]","0.028","0.95","-1.773","-0.625","0.009","0.657","1.948","1.001","16000"
"epsilon_Eu[11,1]","0.326","0.75","-1.083","-0.184","0.31","0.819","1.851","1.001","20000"
"epsilon_Eu[11,2]","-0.374","0.859","-2.012","-0.958","-0.394","0.185","1.361","1.001","20000"
"epsilon_Eu[12,1]","-1.653","0.581","-2.833","-2.033","-1.641","-1.256","-0.558","1.001","6500"
"epsilon_Eu[12,2]","-0.402","0.986","-2.26","-1.079","-0.426","0.246","1.586","1.001","20000"
"epsilon_Eu[13,1]","-0.991","0.745","-2.416","-1.495","-1.015","-0.502","0.518","1.001","20000"
"epsilon_Eu[13,2]","-0.546","0.829","-2.115","-1.113","-0.574","-0.003","1.158","1.001","17000"
"epsilon_Eu[14,1]","0.279","0.889","-1.428","-0.328","0.265","0.866","2.072","1.001","9100"
"epsilon_Eu[14,2]","0.219","0.923","-1.558","-0.414","0.211","0.833","2.053","1.001","20000"
"epsilon_Eu[15,1]","-0.475","0.68","-1.797","-0.932","-0.482","-0.019","0.862","1.001","10000"
"epsilon_Eu[15,2]","-0.292","0.886","-1.984","-0.89","-0.31","0.296","1.499","1.001","8200"
"epsilon_Eu[16,1]","-0.334","0.811","-1.865","-0.897","-0.352","0.193","1.325","1.001","20000"
"epsilon_Eu[16,2]","-1.247","0.743","-2.704","-1.737","-1.254","-0.778","0.264","1.001","20000"
"epsilon_Eu[17,1]","-0.012","0.969","-1.88","-0.675","-0.021","0.639","1.904","1.001","20000"
"epsilon_Eu[17,2]","0.157","0.93","-1.612","-0.481","0.137","0.779","2.048","1.001","12000"
"epsilon_Eu[18,1]","-0.322","1.027","-2.25","-1.039","-0.351","0.368","1.758","1.001","6000"
"epsilon_Eu[18,2]","-0.075","0.972","-1.956","-0.735","-0.077","0.578","1.859","1.001","2800"
"epsilon_Eu[19,1]","-0.666","0.535","-1.751","-1.017","-0.655","-0.31","0.367","1.001","20000"
"epsilon_Eu[19,2]","-0.432","0.751","-1.869","-0.931","-0.445","0.058","1.084","1.001","20000"
"epsilon_Eu[20,1]","-0.681","0.938","-2.368","-1.335","-0.745","-0.091","1.314","1.001","9800"
"epsilon_Eu[20,2]","-0.192","0.94","-1.926","-0.858","-0.229","0.431","1.743","1.001","10000"
"epsilon_Eu[21,1]","-0.673","0.557","-1.752","-1.045","-0.679","-0.307","0.442","1.001","6400"
"epsilon_Eu[21,2]","-0.212","0.864","-1.846","-0.801","-0.236","0.354","1.538","1.001","17000"
"epsilon_Eu[22,1]","-0.734","0.423","-1.602","-1.008","-0.724","-0.448","0.072","1.001","20000"
"epsilon_Eu[22,2]","-0.61","0.747","-2.013","-1.114","-0.64","-0.133","0.945","1.001","20000"
"epsilon_Eu[23,1]","-0.124","0.544","-1.154","-0.483","-0.138","0.231","0.981","1.001","20000"
"epsilon_Eu[23,2]","-0.907","0.662","-2.188","-1.344","-0.918","-0.483","0.426","1.001","20000"
"epsilon_Eu[24,1]","-1.068","0.605","-2.253","-1.468","-1.074","-0.674","0.144","1.001","20000"
"epsilon_Eu[24,2]","0.012","0.951","-1.797","-0.64","-0.007","0.647","1.92","1.001","17000"
"epsilon_Eu[25,1]","-0.193","0.616","-1.381","-0.601","-0.199","0.206","1.049","1.001","20000"
"epsilon_Eu[25,2]","-0.616","0.904","-2.312","-1.223","-0.648","-0.033","1.256","1.001","13000"
"epsilon_Eu[26,1]","0.854","0.674","-0.366","0.389","0.82","1.288","2.269","1.001","20000"
"epsilon_Eu[26,2]","0.887","0.804","-0.638","0.343","0.87","1.412","2.519","1.001","17000"
"epsilon_Eu[27,1]","0.207","0.597","-0.897","-0.201","0.184","0.589","1.455","1.001","20000"
"epsilon_Eu[27,2]","-0.346","0.703","-1.667","-0.812","-0.37","0.096","1.124","1.001","20000"
"epsilon_Eu[28,1]","1.423","0.728","0.052","0.926","1.397","1.899","2.907","1.001","20000"
"epsilon_Eu[28,2]","0.405","0.898","-1.323","-0.205","0.385","1","2.199","1.001","6100"
"epsilon_Eu[29,1]","0.139","0.673","-1.13","-0.318","0.123","0.571","1.522","1.001","9800"
"epsilon_Eu[29,2]","0.464","0.881","-1.214","-0.125","0.449","1.048","2.271","1.001","9800"
"epsilon_Eu[30,1]","-0.25","0.687","-1.579","-0.714","-0.261","0.2","1.128","1.001","20000"
"epsilon_Eu[30,2]","-0.271","0.754","-1.731","-0.774","-0.27","0.214","1.251","1.001","20000"
"epsilon_Eu[31,1]","1.387","0.73","0.008","0.889","1.363","1.873","2.883","1.001","20000"
"epsilon_Eu[31,2]","0.119","0.73","-1.291","-0.367","0.098","0.593","1.602","1.001","20000"
"epsilon_Eu[32,1]","0.112","0.563","-0.952","-0.273","0.094","0.471","1.275","1.001","20000"
"epsilon_Eu[32,2]","0.88","0.803","-0.646","0.338","0.86","1.404","2.52","1.001","11000"
"epsilon_Eu[33,1]","-0.403","0.522","-1.428","-0.752","-0.403","-0.06","0.622","1.001","6000"
"epsilon_Eu[33,2]","0.363","0.861","-1.267","-0.216","0.336","0.93","2.128","1.001","20000"
"epsilon_Eu[34,1]","0.599","0.73","-0.786","0.105","0.579","1.086","2.085","1.001","20000"
"epsilon_Eu[34,2]","-0.099","0.817","-1.656","-0.65","-0.128","0.437","1.556","1.001","20000"
"epsilon_Eu[35,1]","0.832","0.757","-0.576","0.31","0.799","1.323","2.377","1.001","12000"
"epsilon_Eu[35,2]","0.27","0.804","-1.238","-0.277","0.244","0.783","1.931","1.001","16000"
"epsilon_Eu[36,1]","-0.148","0.782","-1.538","-0.693","-0.199","0.338","1.532","1.001","20000"
"epsilon_Eu[36,2]","-0.27","0.919","-1.946","-0.911","-0.318","0.329","1.62","1.001","17000"
"epsilon_Eu[37,1]","0.745","0.734","-0.566","0.238","0.699","1.21","2.298","1.001","20000"
"epsilon_Eu[37,2]","0.628","0.849","-0.993","0.049","0.611","1.185","2.348","1.001","4900"
"epsilon_Eu[38,1]","0.625","0.768","-0.797","0.088","0.59","1.128","2.229","1.001","20000"
"epsilon_Eu[38,2]","-0.09","0.901","-1.76","-0.715","-0.131","0.505","1.77","1.001","20000"
"epsilon_Eu[39,1]","-0.097","0.895","-1.747","-0.722","-0.138","0.478","1.746","1.001","20000"
"epsilon_Eu[39,2]","0.207","0.86","-1.406","-0.388","0.173","0.77","1.971","1.001","6000"
"epsilon_Eu[40,1]","-0.07","0.931","-1.802","-0.718","-0.092","0.55","1.807","1.001","20000"
"epsilon_Eu[40,2]","-0.294","0.935","-2.033","-0.937","-0.33","0.32","1.628","1.001","8300"
"epsilon_Eu[41,1]","-0.549","0.939","-2.255","-1.207","-0.598","0.067","1.425","1.001","20000"
"epsilon_Eu[41,2]","-0.238","1.007","-2.152","-0.934","-0.258","0.441","1.781","1.001","20000"
"mupi_B[1]","0.17","0.024","0.127","0.153","0.168","0.185","0.223","1.001","20000"
"mupi_B[2]","0.143","0.025","0.098","0.125","0.141","0.158","0.198","1.001","20000"
"sigmapi_B[1]","0.774","0.14","0.538","0.674","0.761","0.859","1.084","1.001","6300"
