"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_B","0.3","0.026","0.249","0.282","0.3","0.317","0.35","1.001","5500"
"sigmap_B","0.572","0.1","0.411","0.501","0.56","0.629","0.803","1.001","20000"
"logit_int_Eu","-2.58","0.085","-2.749","-2.635","-2.579","-2.524","-2.413","1.001","20000"
"logit_flow_Eu","-0.09","0.089","-0.266","-0.148","-0.09","-0.031","0.086","1.001","20000"
"sigmap_Eu","0.392","0.074","0.272","0.339","0.383","0.435","0.564","1.001","20000"
"p_B[1]","0.32","0.104","0.153","0.243","0.308","0.382","0.558","1.001","20000"
"p_B[2]","0.321","0.104","0.155","0.246","0.308","0.383","0.563","1.004","560"
"p_B[3]","0.289","0.104","0.125","0.214","0.277","0.349","0.526","1.002","1700"
"p_B[4]","0.351","0.107","0.172","0.274","0.34","0.416","0.585","1.004","530"
"p_B[5]","0.373","0.036","0.305","0.348","0.372","0.397","0.445","1.001","20000"
"p_B[6]","0.258","0.102","0.101","0.183","0.246","0.318","0.492","1.001","7600"
"p_B[7]","0.257","0.101","0.103","0.183","0.244","0.317","0.491","1.001","19000"
"p_B[8]","0.323","0.033","0.261","0.301","0.323","0.344","0.389","1.001","20000"
"p_B[9]","0.38","0.033","0.317","0.358","0.38","0.402","0.446","1.001","20000"
"p_B[10]","0.269","0.112","0.088","0.187","0.256","0.337","0.519","1.001","9900"
"p_B[11]","0.266","0.114","0.083","0.183","0.252","0.335","0.522","1.001","7400"
"p_B[12]","0.412","0.02","0.372","0.398","0.412","0.425","0.452","1.001","20000"
"p_B[13]","0.468","0.037","0.396","0.443","0.467","0.493","0.542","1.001","20000"
"p_B[14]","0.267","0.111","0.091","0.186","0.254","0.334","0.517","1.001","20000"
"p_B[15]","0.163","0.028","0.113","0.144","0.162","0.181","0.223","1.001","20000"
"p_B[16]","0.271","0.113","0.089","0.188","0.258","0.34","0.521","1.001","17000"
"p_B[17]","0.261","0.026","0.213","0.243","0.26","0.278","0.314","1.001","20000"
"p_B[18]","0.563","0.022","0.52","0.548","0.563","0.578","0.605","1.001","20000"
"p_B[19]","0.398","0.024","0.352","0.382","0.398","0.414","0.445","1.001","20000"
"p_B[20]","0.386","0.034","0.322","0.363","0.385","0.408","0.454","1.001","8900"
