"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_B","0.305655825","0.0258741136333843","0.2553","0.2885","0.3056","0.3225","0.357","1.00218279035818","1200"
"sigmap_B","0.564828945","0.099776312925476","0.404494998794416","0.4941","0.5532","0.6222","0.7968","1.00116062767524","8000"
"logit_int_Eu","-2.5344627","0.0763084483081138","-2.687025","-2.584","-2.534","-2.484","-2.386","1.0010281946322","27000"
"logit_flow_Eu","-0.075734263274175","0.0803940592699812","-0.2354","-0.1279","-0.07542","-0.0239675","0.0841310000000001","1.0009768023932","40000"
"sigmap_Eu","0.3367816875","0.0633485222344142","0.2348","0.2923","0.3294","0.3735","0.481702499747025","1.00097629102087","40000"
"p_B[1]","0.32234965375","0.101541889216516","0.1573","0.2486","0.3106","0.384624997562772","0.553","1.00142155875201","3400"
"p_B[2]","0.320336429","0.105467616930783","0.152","0.2432","0.3066","0.3844","0.558612494548728","1.01176452902943","230"
"p_B[3]","0.2936055525","0.103413573099315","0.1297","0.2186","0.2803","0.3545","0.531004999082149","1.00107295880201","15000"
"p_B[4]","0.3502906875","0.102528062449346","0.1785","0.277","0.3385","0.4127","0.5842","1.00168403398762","10000"
"p_B[5]","0.373497915","0.0354384015392959","0.30609749960176","0.3491","0.3731","0.3972","0.4443","1.0009738634703","40000"
"p_B[6]","0.25602409075","0.100309629594536","0.102497498810211","0.1822","0.2421","0.3132","0.493502499753073","1.00412947319614","480"
"p_B[7]","0.2614044605","0.102628095318157","0.1049","0.1864","0.2469","0.3208","0.5013","1.00417948779229","470"
"p_B[8]","0.3215664325","0.0321783826765848","0.2606","0.2993","0.3209","0.3427","0.3868","1.00099568797359","40000"
"p_B[9]","0.379973125","0.0325427883495132","0.3174","0.3578","0.3794","0.4019","0.4448","1.00115196758124","8400"
"p_B[10]","0.276729584","0.11343048266534","0.0934592498826121","0.1938","0.2643","0.346","0.5322","1.0012574499604","5300"
"p_B[11]","0.2723645745","0.113207247614306","0.0874879991079325","0.1895","0.2596","0.3418","0.5271","1.00104596871387","21000"
"p_B[12]","0.41157258","0.020216539537106","0.3724","0.3978","0.4114","0.4251","0.4518","1.00098751570714","40000"
"p_B[13]","0.4665623475","0.0372388418096311","0.3941","0.4414","0.4663","0.4915","0.540002499774333","1.00098751992613","40000"
"p_B[14]","0.27367296975","0.112644237342898","0.0924392498813166","0.1911","0.2607","0.3427","0.526104999073602","1.00106471194797","16000"
"p_B[15]","0.1642024695","0.0274458985536137","0.1152","0.1449","0.1627","0.1815","0.2227","1.00098847327107","40000"
"p_B[16]","0.27721663075","0.112805778770211","0.0950674987171614","0.1944","0.2638","0.347","0.531502499770725","1.00146131937651","3100"
"p_B[17]","0.26130136","0.0256107156551571","0.2128","0.2435","0.2607","0.2782","0.313402499611202","1.00106656729956","16000"
"p_B[18]","0.5633098375","0.021394409958983","0.5211","0.5489","0.5634","0.5778","0.605","1.00097494032957","40000"
"p_B[19]","0.3986317125","0.0234724682124919","0.3533","0.3826","0.3983","0.4144","0.4449","1.00111852177854","10000"
"p_B[20]","0.387083255","0.0334382145824181","0.3226","0.3643","0.3867","0.4094","0.4536","1.00103157013585","26000"
"p_B[21]","0.40128782","0.0262664739133157","0.3514","0.3832","0.4009","0.4189","0.4543","1.00097952218819","40000"
"p_B[22]","0.3223299425","0.0184469208926301","0.287","0.3096","0.3221","0.334624997198635","0.3592","1.00098636067965","40000"
"p_B[23]","0.27671007","0.0379099900590696","0.2063","0.2505","0.2754","0.3014","0.354702499656464","1.00117737390689","7400"
