"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_B","-0.911","0.198","-1.299","-1.043","-0.912","-0.782","-0.518","1.001","8900"
"logit_flow_B","-0.152","0.185","-0.526","-0.274","-0.151","-0.028","0.209","1.001","20000"
"sigmap_B","0.88","0.155","0.626","0.769","0.865","0.972","1.232","1.001","5900"
"exp_d_p_B","2.082","0.882","0.389","1.442","2.133","2.734","3.679","1.007","870"
"logit_int_Eu","-2.496","0.101","-2.688","-2.563","-2.497","-2.431","-2.294","1.001","9100"
"logit_flow_Eu","-0.119","0.091","-0.3","-0.179","-0.118","-0.058","0.06","1.001","16000"
"sigmap_Eu","0.383","0.07","0.269","0.334","0.376","0.424","0.543","1.001","9600"
"exp_d_p_Eu","1.639","0.741","0.354","1.101","1.602","2.123","3.209","1.001","6400"
"p_B[1]","0.352","0.145","0.139","0.244","0.326","0.437","0.696","1.022","75"
"p_B[2]","0.341","0.144","0.131","0.233","0.315","0.424","0.684","1.005","340"
"p_B[3]","0.315","0.147","0.111","0.203","0.287","0.402","0.665","1.022","78"
"p_B[4]","0.401","0.143","0.176","0.292","0.382","0.494","0.724","1.004","1200"
"p_B[5]","0.378","0.037","0.307","0.353","0.378","0.402","0.45","1.001","20000"
"p_B[6]","0.292","0.143","0.089","0.186","0.266","0.37","0.641","1.007","410"
"p_B[7]","0.278","0.169","0.045","0.148","0.246","0.377","0.68","1.001","20000"
"p_B[8]","0.31","0.171","0.061","0.178","0.283","0.416","0.703","1.001","20000"
"p_B[9]","0.346","0.181","0.071","0.204","0.32","0.464","0.747","1.001","20000"
"p_B[10]","0.344","0.182","0.07","0.202","0.318","0.462","0.751","1.001","20000"
"p_B[11]","0.267","0.147","0.075","0.158","0.235","0.342","0.643","1.003","780"
"p_B[12]","0.396","0.055","0.296","0.356","0.393","0.431","0.512","1.001","11000"
"p_B[13]","0.422","0.042","0.343","0.393","0.421","0.45","0.508","1.001","3000"
"p_B[14]","0.121","0.107","0.016","0.047","0.087","0.159","0.414","1.001","20000"
"p_B[15]","0.034","0.011","0.017","0.026","0.032","0.04","0.059","1.001","6800"
"p_B[16]","0.437","0.024","0.392","0.421","0.437","0.453","0.484","1.001","20000"
"p_B[17]","0.479","0.038","0.404","0.453","0.479","0.505","0.553","1.001","3100"
"p_B[18]","0.068","0.023","0.033","0.051","0.065","0.081","0.121","1.001","5400"
"p_B[19]","0.206","0.049","0.125","0.171","0.202","0.237","0.314","1.001","20000"
"p_B[20]","0.253","0.172","0.032","0.121","0.213","0.349","0.675","1.001","20000"
"p_B[21]","0.128","0.112","0.018","0.05","0.093","0.167","0.434","1.001","20000"
"p_B[22]","0.259","0.026","0.209","0.241","0.258","0.276","0.311","1.001","13000"
"p_B[23]","0.568","0.022","0.525","0.553","0.568","0.582","0.61","1.001","9400"
"p_B[24]","0.399","0.024","0.353","0.383","0.399","0.415","0.446","1.001","20000"
"p_B[25]","0.392","0.034","0.325","0.368","0.391","0.415","0.46","1.001","20000"
"p_B[26]","0.403","0.027","0.352","0.385","0.403","0.421","0.457","1.001","20000"
"p_B[27]","0.323","0.019","0.287","0.31","0.323","0.336","0.36","1.001","17000"
"p_B[28]","0.292","0.042","0.214","0.263","0.29","0.319","0.379","1.001","20000"
"p_B[29]","0.386","0.042","0.305","0.356","0.385","0.414","0.471","1.001","20000"
"p_B[30]","0.284","0.017","0.252","0.273","0.284","0.296","0.318","1.001","12000"
"p_B[31]","0.302","0.018","0.267","0.29","0.302","0.314","0.338","1.001","20000"
"p_B[32]","0.27","0.04","0.196","0.243","0.269","0.296","0.353","1.001","9300"
"p_B[33]","0.153","0.025","0.107","0.135","0.152","0.169","0.207","1.001","20000"
"p_B[34]","0.26","0.021","0.22","0.246","0.259","0.274","0.301","1.001","11000"
"p_B[35]","0.449","0.021","0.408","0.435","0.449","0.462","0.489","1.001","20000"
"p_B[36]","0.296","0.035","0.231","0.272","0.295","0.319","0.367","1.001","19000"
"p_B[37]","0.22","0.071","0.112","0.168","0.211","0.263","0.38","1.001","20000"
"p_B[38]","0.444","0.117","0.258","0.356","0.434","0.519","0.699","1.002","3600"
"p_B[39]","0.294","0.169","0.054","0.162","0.263","0.396","0.691","1.001","20000"
"p_B[40]","0.411","0.138","0.189","0.309","0.395","0.498","0.721","1.001","3600"
"p_B[41]","0.272","0.097","0.128","0.2","0.259","0.329","0.497","1.001","20000"
"p_B[42]","0.338","0.111","0.169","0.254","0.325","0.405","0.591","1.002","5900"
"p_B[43]","0.242","0.084","0.116","0.18","0.23","0.291","0.436","1.002","4500"
"p_Btot[1]","0.334","0.137","0.133","0.232","0.309","0.415","0.658","1.022","75"
"p_Btot[2]","0.341","0.144","0.131","0.233","0.315","0.424","0.684","1.005","340"
"p_Btot[3]","0.299","0.139","0.105","0.192","0.272","0.381","0.625","1.022","78"
"p_Btot[4]","0.38","0.135","0.167","0.278","0.363","0.467","0.681","1.004","1200"
"p_Btot[5]","0.378","0.037","0.307","0.353","0.378","0.402","0.45","1.001","20000"
"p_Btot[6]","0.149","0.074","0.049","0.095","0.134","0.185","0.337","1.009","280"
"p_Btot[7]","0.059","0.062","0.005","0.021","0.039","0.072","0.236","1.001","6200"
"p_Btot[8]","0","0","0","0","0","0","0","1","1"
"p_Btot[9]","0","0","0","0","0","0","0","1","1"
"p_Btot[10]","0","0","0","0","0","0","0","1","1"
"p_Btot[11]","0.24","0.131","0.068","0.142","0.211","0.307","0.574","1.003","720"
"p_Btot[12]","0.316","0.033","0.254","0.294","0.316","0.338","0.383","1.001","20000"
"p_Btot[13]","0.379","0.033","0.316","0.356","0.378","0.401","0.447","1.001","6300"
"p_Btot[14]","0.121","0.107","0.016","0.047","0.087","0.159","0.414","1.001","20000"
"p_Btot[15]","0.03","0.01","0.015","0.023","0.029","0.036","0.053","1.001","4800"
"p_Btot[16]","0.415","0.02","0.375","0.401","0.415","0.429","0.455","1.001","20000"
"p_Btot[17]","0.479","0.038","0.404","0.453","0.479","0.505","0.553","1.001","3100"
"p_Btot[18]","0.068","0.023","0.033","0.051","0.065","0.081","0.121","1.001","5400"
"p_Btot[19]","0.146","0.027","0.098","0.127","0.144","0.163","0.202","1.001","20000"
"p_Btot[20]","0.011","0.028","0","0","0.002","0.007","0.087","1.002","4200"
"p_Btot[21]","0.128","0.112","0.018","0.05","0.093","0.167","0.434","1.001","20000"
"p_Btot[22]","0.259","0.026","0.209","0.241","0.258","0.276","0.311","1.001","13000"
"p_Btot[23]","0.568","0.022","0.525","0.553","0.568","0.582","0.61","1.001","9400"
"p_Btot[24]","0.399","0.024","0.353","0.383","0.399","0.415","0.446","1.001","20000"
"p_Btot[25]","0.392","0.034","0.325","0.368","0.391","0.415","0.46","1.001","20000"
"p_Btot[26]","0.403","0.027","0.352","0.385","0.403","0.421","0.457","1.001","20000"
"p_Btot[27]","0.323","0.019","0.287","0.31","0.323","0.336","0.36","1.001","17000"
"p_Btot[28]","0.277","0.039","0.204","0.25","0.275","0.302","0.358","1.001","20000"
"p_Btot[29]","0.386","0.042","0.305","0.356","0.385","0.414","0.471","1.001","20000"
"p_Btot[30]","0.284","0.017","0.252","0.273","0.284","0.296","0.318","1.001","12000"
"p_Btot[31]","0.302","0.018","0.267","0.29","0.302","0.314","0.338","1.001","20000"
"p_Btot[32]","0.27","0.04","0.196","0.243","0.269","0.296","0.353","1.001","9300"
"p_Btot[33]","0.153","0.025","0.107","0.135","0.152","0.169","0.207","1.001","20000"
"p_Btot[34]","0.26","0.021","0.22","0.246","0.259","0.274","0.301","1.001","11000"
"p_Btot[35]","0.449","0.021","0.408","0.435","0.449","0.462","0.489","1.001","20000"
"p_Btot[36]","0.281","0.032","0.22","0.258","0.28","0.302","0.346","1.001","9000"
"p_Btot[37]","0.109","0.018","0.077","0.096","0.108","0.12","0.147","1.001","4600"
"p_Btot[38]","0.237","0.024","0.192","0.221","0.237","0.253","0.286","1.001","20000"
"p_Btot[39]","0","0","0","0","0","0","0","1","1"
"p_Btot[40]","0.19","0.043","0.114","0.159","0.187","0.217","0.282","1.001","20000"
"p_Btot[41]","0.124","0.024","0.081","0.107","0.123","0.139","0.177","1.002","1400"
"p_Btot[42]","0.154","0.019","0.118","0.14","0.153","0.166","0.194","1.001","20000"
"p_Btot[43]","0.12","0.026","0.074","0.101","0.118","0.136","0.175","1.001","20000"
"epsilon_B[1]","0.324","0.756","-1.034","-0.199","0.279","0.802","1.947","1.018","91"
"epsilon_B[2]","0.316","0.753","-1.035","-0.213","0.272","0.794","1.936","1.006","270"
"epsilon_B[3]","0.02","0.812","-1.451","-0.553","-0.034","0.552","1.71","1.018","90"
"epsilon_B[4]","0.545","0.721","-0.773","0.052","0.504","1.009","2.048","1.001","3200"
"epsilon_B[5]","0.456","0.29","-0.103","0.26","0.451","0.65","1.034","1.001","8300"
"epsilon_B[6]","-0.045","0.8","-1.533","-0.587","-0.069","0.454","1.627","1.005","470"
"epsilon_B[7]","-0.015","1.006","-1.992","-0.692","-0.011","0.668","1.94","1.001","20000"
"epsilon_B[8]","-0.007","1.001","-1.982","-0.679","-0.009","0.671","1.96","1.001","19000"
"epsilon_B[9]","0.005","1.002","-1.947","-0.675","0.009","0.681","1.974","1.001","20000"
"epsilon_B[10]","0.001","1.008","-1.974","-0.675","-0.012","0.684","2.001","1.001","20000"
"epsilon_B[11]","-0.507","0.868","-2.064","-1.101","-0.578","0.042","1.349","1.002","1200"
"epsilon_B[12]","0.434","0.306","-0.147","0.224","0.427","0.632","1.062","1.001","20000"
"epsilon_B[13]","0.922","0.408","0.134","0.646","0.915","1.196","1.722","1.001","20000"
"epsilon_B[14]","-1.318","0.976","-3.067","-2","-1.384","-0.695","0.771","1.001","20000"
"epsilon_B[15]","-3.291","0.66","-4.614","-3.726","-3.279","-2.841","-2.03","1.001","20000"
"epsilon_B[16]","0.41","0.455","-0.475","0.101","0.403","0.717","1.311","1.001","20000"
"epsilon_B[17]","0.696","0.406","-0.087","0.418","0.69","0.961","1.521","1.001","5100"
"epsilon_B[18]","-1.956","0.509","-3.036","-2.281","-1.934","-1.606","-1.011","1.001","14000"
"epsilon_B[19]","-0.376","0.401","-1.193","-0.639","-0.369","-0.105","0.39","1.001","20000"
"epsilon_B[20]","-0.009","0.994","-1.953","-0.672","-0.01","0.665","1.944","1.001","20000"
"epsilon_B[21]","-1.228","0.965","-2.925","-1.905","-1.291","-0.621","0.844","1.001","14000"
"epsilon_B[22]","-0.114","0.292","-0.7","-0.304","-0.11","0.083","0.448","1.001","20000"
"epsilon_B[23]","1.223","0.353","0.539","0.985","1.218","1.453","1.941","1.001","16000"
"epsilon_B[24]","0.398","0.31","-0.202","0.189","0.4","0.605","1.009","1.001","20000"
"epsilon_B[25]","0.367","0.325","-0.26","0.148","0.366","0.583","1.023","1.001","10000"
"epsilon_B[26]","0.507","0.273","-0.019","0.321","0.504","0.693","1.047","1.001","12000"
"epsilon_B[27]","0.368","0.348","-0.318","0.135","0.367","0.603","1.052","1.001","9800"
"epsilon_B[28]","0.006","0.303","-0.603","-0.19","0.007","0.211","0.596","1.001","11000"
"epsilon_B[29]","0.544","0.317","-0.065","0.328","0.538","0.755","1.177","1.001","15000"
"epsilon_B[30]","-0.184","0.28","-0.738","-0.371","-0.181","0.008","0.363","1.001","16000"
"epsilon_B[31]","0.092","0.246","-0.392","-0.075","0.091","0.26","0.575","1.001","8000"
"epsilon_B[32]","-0.003","0.356","-0.714","-0.24","-0.001","0.239","0.688","1.001","3100"
