"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_B","0.304","0.026","0.252","0.286","0.304","0.321","0.355","1.001","12000"
"sigmap_B","0.571","0.103","0.408","0.499","0.558","0.629","0.807","1.001","1e+05"
"logit_int_Eu","-2.538","0.076","-2.69","-2.587","-2.538","-2.488","-2.39","1.001","1e+05"
"logit_flow_Eu","-0.076","0.078","-0.23","-0.127","-0.076","-0.025","0.079","1.001","17000"
"sigmap_Eu","0.337","0.064","0.234","0.292","0.329","0.373","0.482","1.001","1e+05"
"p_B[1]","0.323","0.105","0.155","0.246","0.309","0.386","0.563","1.001","1e+05"
"p_B[2]","0.321","0.103","0.154","0.246","0.308","0.384","0.557","1.001","6300"
"p_B[3]","0.293","0.104","0.127","0.217","0.28","0.356","0.532","1.001","3900"
"p_B[4]","0.348","0.106","0.172","0.272","0.336","0.413","0.586","1.002","990"
"p_B[5]","0.374","0.036","0.306","0.349","0.373","0.397","0.445","1.001","76000"
"p_B[6]","0.261","0.105","0.099","0.184","0.247","0.323","0.502","1.001","12000"
"p_B[7]","0.262","0.104","0.101","0.185","0.247","0.323","0.502","1.001","5200"
"p_B[8]","0.322","0.032","0.26","0.299","0.321","0.343","0.387","1.001","62000"
"p_B[9]","0.38","0.033","0.318","0.358","0.379","0.402","0.445","1.001","1e+05"
"p_B[10]","0.274","0.114","0.09","0.191","0.261","0.344","0.53","1.001","1e+05"
"p_B[11]","0.269","0.114","0.086","0.187","0.257","0.338","0.526","1.001","1e+05"
"p_B[12]","0.412","0.02","0.372","0.398","0.412","0.425","0.452","1.001","24000"
"p_B[13]","0.467","0.037","0.395","0.442","0.466","0.492","0.54","1.001","1e+05"
"p_B[14]","0.271","0.113","0.091","0.188","0.258","0.34","0.526","1.001","1e+05"
"p_B[15]","0.164","0.028","0.114","0.144","0.162","0.182","0.222","1.001","16000"
"p_B[16]","0.276","0.114","0.091","0.192","0.263","0.345","0.533","1.001","26000"
"p_B[17]","0.261","0.026","0.213","0.243","0.26","0.278","0.313","1.001","1e+05"
"p_B[18]","0.563","0.022","0.521","0.549","0.564","0.578","0.605","1.001","1e+05"
"p_B[19]","0.398","0.024","0.352","0.382","0.398","0.414","0.445","1.001","1e+05"
"p_B[20]","0.388","0.033","0.323","0.365","0.387","0.41","0.454","1.001","1e+05"
"p_B[21]","0.401","0.026","0.35","0.384","0.401","0.419","0.454","1.001","63000"
"p_B[22]","0.322","0.018","0.287","0.31","0.322","0.335","0.359","1.001","50000"
"p_B[23]","0.277","0.038","0.207","0.25","0.275","0.301","0.354","1.001","1e+05"
"p_B[24]","0.386","0.041","0.308","0.358","0.385","0.413","0.467","1.001","1e+05"
"p_B[25]","0.284","0.017","0.251","0.272","0.283","0.295","0.318","1.001","54000"
"p_B[26]","0.301","0.018","0.267","0.289","0.301","0.313","0.337","1.001","1e+05"
"p_B[27]","0.278","0.038","0.207","0.252","0.277","0.304","0.356","1.001","66000"
"p_B[28]","0.164","0.025","0.118","0.146","0.163","0.18","0.217","1.001","1e+05"
"p_B[29]","0.262","0.02","0.223","0.248","0.261","0.275","0.302","1.001","1e+05"
"p_B[30]","0.446","0.02","0.407","0.433","0.446","0.46","0.486","1.001","62000"
"p_B[31]","0.277","0.031","0.219","0.256","0.276","0.298","0.341","1.001","1e+05"
"p_B[32]","0.129","0.02","0.093","0.115","0.128","0.142","0.171","1.001","1e+05"
"p_B[33]","0.252","0.024","0.206","0.235","0.252","0.268","0.3","1.001","1e+05"
"p_B[34]","0.271","0.114","0.086","0.188","0.259","0.341","0.527","1.001","21000"
"p_B[35]","0.316","0.12","0.117","0.229","0.304","0.39","0.582","1.001","1e+05"
"p_B95","0.195","0.198","0.022","0.063","0.12","0.248","0.799","1.001","6800"
"p_B96","0.099","0.07","0.03","0.057","0.081","0.119","0.278","1.001","1e+05"
"p_B99","0.246","0.148","0.075","0.144","0.208","0.303","0.657","1.001","39000"
"p_B02","0.222","0.206","0.028","0.077","0.146","0.29","0.823","1.001","3500"
"p_B20","0.086","0.136","0.006","0.019","0.037","0.086","0.539","1.001","4700"
