"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_p_srem","0.51667422","0.0336996542820032","0.4524","0.4936","0.5164","0.539","0.583802499791262","1.00261080017029","900"
"sd_logit_p_srem","1.089917785","0.0900001202736765","0.914997499866794","1.03","1.09","1.149","1.268","1.00381119333517","530"
"epsilon_p","0.5586025","0.0565921061639696","0.438597499722086","0.523574998209312","0.5618","0.5968","0.6619","1.00346054670795","910"
"beta_dj[2]","0.206256225","0.0167980855169042","0.1753","0.1947","0.2057","0.217","0.241","1.00104196903787","16000"
"alpha_dj[2]","0.683138185","0.162116071064625","0.409","0.568","0.6681","0.783","1.038","1.00100306414936","20000"
"alpha_dj[3]","0.818389075","0.17898560013978","0.508397499760246","0.692074998645313","0.8049","0.929724998991673","1.204","1.00157912294895","2400"
"alpha_dj[4]","1.65105446","0.280872448646586","1.152","1.454","1.634","1.831","2.249","1.00115490544688","7300"
"alpha_dj[5]","0.75546032","0.173478239925023","0.4618","0.63247499851765","0.738849998308182","0.862","1.137","1.00111713210274","8900"
"alpha_dj[6]","0.87647779","0.188519634949132","0.5474","0.745","0.8627","0.9944","1.285","1.00094850754335","20000"
"alpha_dj[7]","0.4127624445","0.116403783443363","0.22019749944636","0.33027499716117","0.401","0.4816","0.6758","1.00099128451429","20000"
"alpha_dj[8]","0.97963372","0.182598765591176","0.65909749981507","0.8496","0.9665","1.093","1.377","1.00101972627617","20000"
"alpha_dj[9]","0.738329265","0.190536126676382","0.422","0.6032","0.7187","0.8533","1.15902498949044","1.0009642764184","20000"
"alpha_dj[10]","0.616006095","0.1424654431414","0.378489994844497","0.515074998179759","0.6014","0.7022","0.936709997918808","1.00119881685563","6000"
"alpha_dj[11]","0.558034385","0.120085899652443","0.352497499654191","0.473","0.549349997724584","0.6315","0.8188","1.00098813942534","20000"
"alpha_dj[12]","0.554822445","0.122384390625093","0.348594998601021","0.4674","0.5441","0.6313","0.822207498666247","1.00097337314283","20000"
"alpha_dj[13]","0.980758105","0.202517408694537","0.634894999232003","0.8404","0.963549998702714","1.104","1.426","1.00174521247165","1900"
"alpha_dj[14]","1.14609615","0.213794430636315","0.7785","0.9966","1.13","1.276","1.62","1.00153079172725","2600"
"alpha_dj[15]","0.95738746","0.19250098174593","0.626897499805571","0.821774998859131","0.9424","1.075","1.37702499115346","1.00133198914937","3900"
"alpha_dj[16]","1.512122935","0.27600294104893","1.036","1.319","1.492","1.68","2.11502499423938","1.00112949852696","8300"
"alpha_dj[17]","1.716487825","0.276018646690646","1.234","1.521","1.697","1.89024995041213","2.311","1.00134686871179","3800"
"alpha_dj[18]","1.73136814","0.306893885890221","1.19697498981269","1.514","1.707","1.923","2.397","1.00329817081446","640"
"alpha_dj[19]","2.292099","0.374641350769086","1.635","2.027","2.265","2.52524996287986","3.103","1.00169215951615","2000"
"alpha_dj[20]","1.08844057","0.186759075047722","0.757297499839052","0.9571","1.076","1.206","1.495","1.00098340066436","20000"
"alpha_dj[21]","0.590455525","0.11717115646553","0.3832","0.5087","0.5824","0.6645","0.840704999420216","1.00097141963892","20000"
"alpha_dj[22]","1.372875355","0.228087998609921","0.974997499874992","1.214","1.358","1.516","1.86","1.00138314994971","3500"
"alpha_dj[23]","0.381866165","0.100516589297135","0.2172","0.3103","0.3714","0.440624997872501","0.608902499799865","1.00207678236178","1300"
"alpha_dj[24]","0.471509515","0.131370228007738","0.2609","0.3781","0.4564","0.5463","0.772","1.00104598268281","15000"
"alpha_dj[25]","0.68900425","0.161792563115897","0.4186","0.5733","0.6729","0.7853","1.049","1.00137672397832","3500"
"alpha_dj[26]","0.45733706","0.12534893876447","0.25419749952043","0.3683","0.4431","0.5297","0.745404999346104","1.00099425872573","20000"
"alpha_dj[27]","1.07621681","0.232115057431478","0.677594999280409","0.913274998973437","1.057","1.21624992293992","1.58502499231392","1.00094890433863","20000"
"alpha_dj[28]","0.667573025","0.158374071028588","0.402394998788122","0.55447499830911","0.652","0.7635","1.019","1.00111452486307","9000"
"alpha_dj[29]","1.740637245","0.32866675427411","1.167","1.509","1.717","1.947","2.44702499502075","1.00145310894578","3000"
"alpha_dj[30]","0.69785185","0.165350419287752","0.4227","0.5799","0.681549998165945","0.7971","1.069","1.00095271645887","20000"
"alpha_dj[31]","0.975445175","0.204989609948233","0.629697499806435","0.829","0.956049998692537","1.1","1.429","1.00259102534824","920"
"alpha_dj[32]","1.17313722","0.241260318350806","0.759897499839603","1.004","1.154","1.319","1.697","1.00246954143446","990"
"alpha_dj[33]","1.49645815","0.297106909612288","0.99009499950756","1.287","1.471","1.679","2.15","1.00452804728305","420"
"alpha_dj[34]","1.011808865","0.214066653805597","0.6494","0.8584","0.994449998743024","1.141","1.4880249918131","1.00099345983657","20000"
"alpha_dj[35]","0.818785","0.185108010620232","0.509","0.690174998641583","0.8014","0.9265","1.236","1.00270209211343","860"
"gamma_dj[8,4]","0.850804005","0.15570921967088","0.560097499782379","0.7455","0.8444","0.9491","1.179","1.00096069074548","20000"
"gamma_dj[8,5]","0.5674700525","0.22609788225344","0.222","0.407","0.5359","0.692424998646128","1.096","1.00156774132021","2400"
"gamma_dj[9,4]","0.905783915","0.184304227472367","0.574197499787724","0.7821","0.895","1.014","1.30402499065847","1.00096425943359","20000"
"gamma_dj[9,5]","0.312540116","0.158919721930248","0.0905287496633179","0.1991","0.2812","0.393824997619702","0.7098","1.00102811981031","19000"
"gamma_dj[10,4]","0.811292145","0.169220376345721","0.491497499752001","0.697774998656379","0.8089","0.92","1.15402498944493","1.00094852236402","20000"
"gamma_dj[10,5]","1.273847495","0.453577345276561","0.574494999151241","0.954","1.21","1.52424993850779","2.33402499477975","1.00099063982867","20000"
"gamma_dj[11,4]","0.861520895","0.1692520045936","0.54778499198491","0.7475","0.8539","0.9667","1.223","1.00095549246403","20000"
"gamma_dj[11,5]","1.018025015","0.389455910701159","0.4256","0.739674998732494","0.963949998703252","1.232","1.932","1.00095541792397","20000"
"gamma_dj[12,4]","0.80562735","0.16636338901284","0.4918","0.6911","0.803549998444403","0.9137","1.142","1.0010787726535","12000"
"gamma_dj[12,5]","0.923104345","0.344713241559657","0.388097499685917","0.674874998610785","0.8745","1.117","1.73502499297817","1.0009488849421","20000"
"gamma_dj[13,4]","0.936053415","0.173803857184978","0.628197499805973","0.8188","0.9237","1.039","1.315","1.0010276632825","19000"
"gamma_dj[13,5]","1.092777855","0.416157404821034","0.466989995822055","0.79767499882466","1.033","1.315","2.081","1.00096918215404","20000"
"gamma_dj[14,4]","0.909323125","0.162913839711956","0.615697499802033","0.7983","0.899249998609953","1.009","1.259","1.00096917129743","20000"
"gamma_dj[14,5]","0.95720692","0.302611156713896","0.469592497663253","0.741349994941205","0.922149998644472","1.133","1.64502499259415","1.00168913118139","2000"
"gamma_dj[15,4]","1.00821475","0.186720987598604","0.696794999300241","0.8823","0.9895","1.112","1.43802499152856","1.00109359466392","10000"
