"mean"	"sd"	"q0.025"	"q0.05"	"q0.25"	"q0.5"	"q0.75"	"q0.95"	"q0.975"
NA	NA	NA	NA	NA	NA	NA	NA	NA
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0.00626258112333795	0.00427196483847732	0.00133093885129179	0.00135599658671125	0.0027637132225052	0.00529679078566911	0.00877224189705864	0.0146063357502679	0.0165569693952313
0	0	0	0	0	0	0	0	0
0.00456569089205411	0.002718463189386	0.00144602384225469	0.00146046805805355	0.00245329293929294	0.00397455928335712	0.0059932485898825	0.00979012991586348	0.0114423838827496
0.00420851591558782	0.00244446176329474	0.00144236431259829	0.00146024313847391	0.00226535979432052	0.00367136712488001	0.00550751825717456	0.0089007313004893	0.0104010605500076
0.00132739498644187	0.000537160256343365	0.000862533170332735	0.0008671925669466	0.000887752690580471	0.00114967697780632	0.00159061511926831	0.00239028205184459	0.00272715750146914
0	0	0	0	0	0	0	0	0
0.00156043845055574	0.000496453866660539	0.00112243256759862	0.00113096986946313	0.00122618018848948	0.00138857462301784	0.00172242570629151	0.00259412926087458	0.00296395412228262
0	0	0	0	0	0	0	0	0
0.00749110602633142	0.00352228873238353	0.00208010263041406	0.00256473870791908	0.00481159881932486	0.00705206888824925	0.00969300177666321	0.0140006402256347	0.0154494314766987
0.00188846350952049	0.000999659585017355	0.000915112001050004	0.000918468163604703	0.00105387115391487	0.00162484570571918	0.00240590937482409	0.00383621326027242	0.00447569266683309
0.000905951628937183	0.000438515211960652	0.000587812618597264	0.000588260144204989	0.000589997423675206	0.000703174568387498	0.00109776650008627	0.00180369019076745	0.00210833530264718
0.00303544347645635	0.00189583972669201	0.001	0.001	0.00145442407695386	0.00260420662745744	0.00406648705462152	0.00668130472034876	0.00780856985609291
0.00171152738211126	0.000896897947617026	0.001	0.001	0.001	0.001371092177831	0.00214106210912241	0.00351770836898189	0.00411134081201185
0.0013211494011199	0.000871245414778843	0.000264805681557865	0.000265930837102919	0.0006458589025295	0.00115637308041894	0.00180581171958668	0.00296729172234407	0.00346741711507944
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
