"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu_p_srem","0.516408155352653","0.0338640597075359","0.4502","0.4936","0.5164","0.5392","0.5831","1.00534337114078","350"
"sd_logit_p_srem","1.08906627365357","0.0905130382832718","0.909","1.03","1.09","1.15","1.266","1.0021089880743","1300"
"epsilon_p","0.559154888183141","0.0567893288357935","0.4407","0.5229","0.561749997774811","0.5985","0.6625","1.00578638445126","310"
"beta_dj[2]","0.207357884080985","0.0168044754565361","0.176","0.1958","0.2067","0.2183","0.2419","1.00104089706023","27000"
"alpha_dj[2]","0.684968760089983","0.161840608904681","0.4089","0.5707","0.6713","0.7849","1.039","1.00107092991733","18000"
"alpha_dj[3]","0.824239800185259","0.18022019451439","0.5121","0.6972","0.8102","0.936","1.216","1.00099335213735","76000"
"alpha_dj[4]","1.66038662299854","0.285632667276393","1.153","1.461","1.642","1.841","2.27","1.00124838186735","5700"
"alpha_dj[5]","0.762413351859203","0.176138652032652","0.4613","0.6381","0.7471","0.8698","1.152","1.00098706381421","76000"
"alpha_dj[6]","0.88391030038375","0.191516810697702","0.5477","0.7492","0.8705","1.004","1.298","1.00100399542394","76000"
"alpha_dj[7]","0.410874835649067","0.115470550243272","0.2185","0.3289","0.3996","0.48","0.6676","1.0011162795893","11000"
"alpha_dj[8]","0.991367590313617","0.187380166442684","0.6638","0.8603","0.9771","1.107","1.398","1.00112446732106","11000"
"alpha_dj[9]","0.746779872965462","0.195830850278291","0.423022497939118","0.6076","0.7279","0.8632","1.184","1.0010068342117","70000"
"alpha_dj[10]","0.621089556702395","0.144229267505354","0.3804","0.5191","0.606549997939164","0.707774998675364","0.945377499077713","1.00098576008252","76000"
"alpha_dj[11]","0.56405333068678","0.122495303188496","0.354922497543732","0.4768","0.5536","0.6393","0.8321","1.00101183875795","56000"
"alpha_dj[12]","0.561357529442901","0.125485721844183","0.3483","0.4725","0.5499","0.6376","0.8398","1.00099368958189","76000"
"alpha_dj[13]","0.981978075956067","0.201621817152044","0.6352","0.8399","0.9655","1.10574991519035","1.42377493874737","1.00111453868751","12000"
"alpha_dj[14]","1.1535111737462","0.215685039731358","0.780822498883441","1.002","1.135","1.287","1.626","1.00100495429165","76000"
"alpha_dj[15]","0.962794863040889","0.196735037820596","0.6256","0.8247","0.9457","1.082","1.394","1.00177586758137","1900"
"alpha_dj[16]","1.51731367606193","0.281915086125217","1.031","1.319","1.495","1.692","2.136","1.00111275585002","12000"
"alpha_dj[17]","1.73122790525341","0.283182090503667","1.232","1.532","1.711","1.909","2.342","1.00098836008139","76000"
"alpha_dj[18]","1.72519755326188","0.316905023583769","1.183","1.501","1.698","1.919","2.425","1.00122851372253","6200"
"alpha_dj[19]","2.30369553526532","0.383712584241502","1.634","2.035","2.276","2.541","3.129","1.00228545173055","1200"
"alpha_dj[20]","1.09235673547704","0.191834135870609","0.756422498847426","0.9574","1.078","1.213","1.508","1.00098537724169","76000"
"alpha_dj[21]","0.592440525340744","0.117283437849424","0.388","0.5094","0.5833","0.6662","0.846677498970194","1.00115023374543","9100"
"alpha_dj[22]","1.36716926161175","0.231620153131836","0.959722499091569","1.204","1.351","1.513","1.869","1.00123843128561","5900"
"alpha_dj[23]","0.381193551673945","0.103695361828699","0.2113","0.3068","0.3698","0.4428","0.614777498581719","1.00103755950369","29000"
"alpha_dj[24]","0.473144188169909","0.131053390413446","0.2606","0.3798","0.4583","0.5498","0.77327749887244","1.00127317909344","5200"
"alpha_dj[25]","0.695404560010586","0.166261239106796","0.4198","0.5779","0.6782","0.7948","1.065","1.0014319799071","3400"
"alpha_dj[26]","0.455599301310044","0.128027056347259","0.2501","0.3649","0.4403","0.529074998227928","0.7472","1.00113175140686","10000"
"alpha_dj[27]","1.06689137620749","0.230511493703972","0.6735","0.9043","1.047","1.207","1.574","1.00105003563708","23000"
"alpha_dj[28]","0.666492665078735","0.160572388861821","0.4006","0.5526","0.6495","0.7616","1.029","1.00103082543504","33000"
"alpha_dj[29]","1.72487450443298","0.335698624879504","1.147","1.489","1.697","1.93","2.462","1.00139654556202","3700"
"alpha_dj[30]","0.702744550747651","0.170985572244944","0.4207","0.5803","0.6851","0.8046","1.088","1.00100542999865","74000"
"alpha_dj[31]","0.974136098981077","0.20894479213536","0.617722498588649","0.8278","0.9548","1.102","1.432","1.00100686680369","69000"
"alpha_dj[32]","1.17482560672224","0.247415004755263","0.7536","0.9996","1.153","1.325","1.721","1.00118609215307","7500"
"alpha_dj[33]","1.4734709712849","0.302315063847086","0.9569","1.26","1.447","1.657","2.137","1.0009983274727","76000"
"alpha_dj[34]","1.02025950509461","0.2185918327447","0.647","0.866","1.001","1.155","1.502","1.00125600428032","5500"
"gamma_dj[8,4]","0.847245298398836","0.159461234901413","0.5513","0.7391","0.8421","0.9471","1.17977492607521","1.00113314393025","10000"
"gamma_dj[8,5]","0.563738040889242","0.227556780360901","0.217322495988782","0.4015","0.532","0.6883","1.101","1.00108478034828","15000"
"gamma_dj[9,4]","0.907778814344317","0.190598734057611","0.5688","0.7814","0.8963","1.017","1.326","1.0009856274736","76000"
"gamma_dj[9,5]","0.311041374751886","0.1568336330893","0.0910189984675999","0.198","0.282149995569732","0.3931","0.6948","1.00099253122569","76000"
"gamma_dj[10,4]","0.809365581579992","0.172485172013921","0.4802","0.6922","0.807","0.9213","1.159","1.00174269795889","2000"
"gamma_dj[10,5]","1.27156490803229","0.456068470986393","0.5673","0.9481","1.208","1.526","2.326","1.00101516702313","50000"
"gamma_dj[11,4]","0.860275087997883","0.172699455338812","0.54","0.7441","0.8553","0.9675","1.222","1.00109101139023","14000"
"gamma_dj[11,5]","1.00806877067619","0.382140320028024","0.424522497946399","0.7373","0.9534","1.218","1.907","1.00101051092697","59000"
"gamma_dj[12,4]","0.803754664549424","0.171021026614935","0.4777","0.6884","0.8017","0.9143","1.151","1.00114482274872","9400"
"gamma_dj[12,5]","0.924221482731243","0.351942259737075","0.385744990960772","0.6733","0.8746","1.118","1.75277495024703","1.00107393499202","17000"
"gamma_dj[13,4]","0.941349171628953","0.18073020000351","0.6223","0.8206","0.9269","1.046","1.344","1.00118180358204","7600"
"gamma_dj[13,5]","1.08807375545852","0.414086165431985","0.461622498111431","0.792024998816375","1.026","1.313","2.069","1.0009908443519","76000"
"gamma_dj[14,4]","0.910280496228662","0.169615306011238","0.6048","0.7953","0.9004","1.013","1.278","1.00104706401902","24000"
"gamma_dj[14,5]","0.953837895990472","0.299677540088728","0.469122498141622","0.741","0.9187","1.129","1.643","1.00101192529651","56000"
"gamma_dj[15,4]","1.01385491597195","0.190967549281124","0.6934","0.8829","0.9939","1.122","1.447","1.00206272030549","1400"
"gamma_dj[15,5]","0.807912073706497","0.277771936196004","0.3663","0.61","0.7737","0.9694","1.442","1.00125977623774","5500"
"gamma_dj[16,4]","0.910808724361519","0.162497569585479","0.6206","0.8002","0.9005","1.009","1.263","1.00099828692639","76000"
"gamma_dj[16,5]","0.69352392192669","0.231259358456989","0.326222497327661","0.5299","0.6646","0.8259","1.22677492890825","1.00104237016517","26000"
"gamma_dj[17,4]","0.865744234484584","0.145305975015732","0.6017","0.7656","0.8592","0.9568","1.174","1.00099539541911","76000"
"gamma_dj[17,5]","0.787430983194389","0.241937300417916","0.398422497811884","0.6171","0.7594","0.9257","1.341","1.00113562394958","10000"
"gamma_dj[18,4]","1.05124348286357","0.186267206448321","0.743122498826799","0.9217","1.03","1.158","1.476","1.00114969907878","9100"
"gamma_dj[18,5]","0.88091708085219","0.259158884521609","0.4588","0.6963","0.8524","1.032","1.469","1.00129511374986","4800"
"gamma_dj[19,4]","1.07914489347625","0.182912091867016","0.778","0.9517","1.058","1.185","1.501","1.00220911996542","1200"
"gamma_dj[19,5]","0.202223393542411","0.0959600798074319","0.0673667488353908","0.1339","0.1849","0.2517","0.4361","1.00114930857109","9200"
"gamma_dj[20,4]","0.91991941775837","0.159044445003052","0.639222498636117","0.8115","0.9097","1.016","1.267","1.00106571525844","19000"
"gamma_dj[20,5]","0.999280181288871","0.286228694015686","0.5302","0.7952","0.9682","1.17","1.642","1.00125603892528","5500"
"gamma_dj[21,4]","0.946464140531957","0.180073606255012","0.6252","0.826","0.933849998661455","1.053","1.343","1.00100053913781","76000"
"gamma_dj[21,5]","1.24271829561995","0.412865537161662","0.5781","0.9489","1.195","1.48274993675867","2.182","1.00098741146283","76000"
"gamma_dj[22,4]","1.07474484054519","0.181819404493378","0.7789","0.9477","1.054","1.178","1.496","1.00179354814434","1900"
"gamma_dj[22,5]","0.450994960434035","0.14524570397691","0.2166","0.3469","0.4342","0.5365","0.781077498883701","1.00101604184369","49000"
"gamma_dj[23,4]","0.933308901680561","0.19526344272417","0.5901","0.8047","0.9179","1.043","1.372","1.00101249859305","55000"
"gamma_dj[23,5]","0.732582199682414","0.339964708734422","0.239422496358983","0.4889","0.6768","0.913574998973774","1.543","1.00098907998595","76000"
"gamma_dj[24,4]","0.833727895990472","0.182226908124389","0.4907","0.7105","0.8303","0.9486","1.212","1.00130177391546","4700"
"gamma_dj[24,5]","1.00397785629218","0.442862382794152","0.3557","0.6909","0.9314","1.235","2.059","1.00100521882138","75000"
"gamma_dj[25,4]","0.854170353314808","0.175192316039095","0.5304","0.7365","0.8478","0.9626","1.225","1.00122323673137","6300"
"gamma_dj[25,5]","1.87439074897446","0.696619526753656","0.82884499579271","1.38","1.769","2.252","3.5427749753875","1.00137155246071","3900"
"gamma_dj[26,4]","0.856517735874024","0.185826273811522","0.5102","0.7335","0.8505","0.9698","1.251","1.00102712237448","36000"
"gamma_dj[26,5]","0.622228051210798","0.291065995248173","0.1997","0.4128","0.5751","0.7786","1.324","1.00119100940979","7300"
"gamma_dj[27,4]","1.09696648670107","0.220714010912744","0.7539","0.9442","1.066","1.215","1.622","1.00139504942094","3700"
"gamma_dj[27,5]","0.421479810903798","0.195228483072229","0.1344","0.2808","0.3903","0.5284","0.8884","1.00099946153843","76000"
"gamma_dj[28,4]","0.839071225353976","0.173633730672677","0.512","0.7218","0.834","0.9482","1.202","1.00115374865345","8900"
"gamma_dj[28,5]","1.83467878258568","0.681852296465084","0.814222498929241","1.347","1.732","2.204","3.4537749747532","1.00106026756349","20000"
"gamma_dj[29,4]","1.21576903533148","0.248187752936629","0.840722498962991","1.04","1.176","1.35","1.81377495192064","1.00415561145798","470"
"gamma_dj[29,5]","2.05195254201403","0.656689347398028","1.03","1.584","1.965","2.423","3.582","1.00104840339925","24000"
"gamma_dj[30,4]","0.828851893608575","0.173470902069671","0.5042","0.7114","0.8246","0.9383","1.19","1.0012370938364","6000"
