"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mup_recap[4]","0.206","0.038","0.14","0.179","0.204","0.23","0.288","1.001","4000"
"sigmap_recap[1]","1.226","0.189","0.91","1.092","1.209","1.339","1.645","1.001","10000"
"sigmap_recap[2]","0.658","0.138","0.416","0.562","0.647","0.743","0.958","1.001","6900"
"sigmap_recap[3]","1.132","0.383","0.496","0.86","1.095","1.355","1.999","1.001","10000"
"sigmap_recap[4]","1.019","0.226","0.635","0.858","1.003","1.16","1.509","1.001","10000"
"pi_MC[1,1]","0.614","0.089","0.438","0.554","0.616","0.677","0.782","1.001","3500"
"pi_MC[1,2]","0.774","0.136","0.462","0.688","0.796","0.88","0.968","1.001","10000"
"pi_MC[2,1]","0.866","0.065","0.717","0.827","0.876","0.915","0.965","1.001","5300"
"pi_MC[2,2]","0.879","0.079","0.686","0.836","0.895","0.939","0.984","1.002","3400"
"pi_MC[3,1]","0.832","0.1","0.598","0.774","0.849","0.908","0.973","1.001","6800"
"pi_MC[3,2]","0.693","0.122","0.441","0.612","0.7","0.784","0.905","1.001","10000"
"pi_MC[4,1]","0.104","0.04","0.045","0.075","0.097","0.124","0.197","1.002","1900"
"pi_MC[4,2]","0.097","0.084","0.008","0.038","0.073","0.13","0.327","1.001","6000"
"pi_MC[5,1]","0.954","0.04","0.848","0.937","0.965","0.983","0.997","1.001","4400"
"pi_MC[5,2]","0.878","0.086","0.664","0.832","0.897","0.944","0.988","1.001","10000"
"pi_MC[6,1]","0.978","0.02","0.925","0.969","0.984","0.992","0.999","1.001","10000"
"pi_MC[6,2]","0.921","0.065","0.754","0.891","0.939","0.969","0.994","1.002","2400"
"pi_MC[7,1]","0.547","0.282","0.106","0.289","0.538","0.812","0.985","1.001","10000"
"pi_MC[7,2]","0.622","0.229","0.186","0.442","0.638","0.818","0.974","1.001","4700"
"pi_MC[8,1]","0.907","0.061","0.758","0.875","0.919","0.952","0.987","1.001","3500"
"pi_MC[8,2]","0.468","0.242","0.087","0.267","0.441","0.656","0.933","1.001","10000"
"pi_MC[9,1]","0.657","0.144","0.364","0.558","0.664","0.765","0.907","1.001","8300"
"pi_MC[9,2]","0.304","0.156","0.079","0.187","0.276","0.397","0.674","1.001","6100"
"pi_MC[10,1]","0.786","0.102","0.561","0.722","0.8","0.863","0.947","1.001","10000"
"pi_MC[10,2]","0.546","0.177","0.223","0.412","0.544","0.677","0.883","1.001","10000"
"pi_MC[11,1]","0.602","0.14","0.323","0.503","0.607","0.704","0.856","1.002","1300"
"pi_MC[11,2]","0.249","0.151","0.052","0.136","0.214","0.329","0.633","1.002","2500"
"pi_MC[12,1]","0.763","0.058","0.639","0.726","0.767","0.805","0.867","1.001","10000"
"pi_MC[12,2]","0.62","0.237","0.162","0.432","0.639","0.825","0.977","1.001","10000"
"pi_MC[13,1]","0.275","0.046","0.189","0.243","0.273","0.304","0.369","1.001","3200"
"pi_MC[13,2]","0.446","0.248","0.086","0.238","0.402","0.637","0.943","1.001","10000"
"pi_MC[14,1]","0.874","0.07","0.701","0.836","0.886","0.926","0.974","1.001","10000"
"pi_MC[14,2]","0.285","0.242","0.028","0.101","0.2","0.408","0.909","1.001","5000"
"pi_MC[15,1]","0.221","0.057","0.122","0.181","0.217","0.257","0.347","1.001","10000"
"pi_MC[15,2]","0.118","0.083","0.017","0.058","0.097","0.158","0.331","1.001","7100"
"pi_MC[16,1]","0.67","0.072","0.522","0.622","0.673","0.721","0.803","1.001","10000"
"pi_MC[16,2]","0.58","0.164","0.273","0.459","0.58","0.702","0.891","1.001","10000"
"pi_MC[17,1]","0.229","0.056","0.132","0.19","0.225","0.264","0.35","1.001","8200"
"pi_MC[17,2]","0.12","0.079","0.026","0.064","0.101","0.153","0.326","1.001","10000"
"pi_MC[18,1]","0.846","0.057","0.719","0.811","0.853","0.889","0.939","1.001","10000"
"pi_MC[18,2]","0.59","0.212","0.199","0.425","0.591","0.765","0.949","1.001","4200"
"pi_MC[19,1]","0.33","0.057","0.227","0.289","0.328","0.368","0.448","1.001","3000"
"pi_MC[19,2]","0.448","0.137","0.212","0.347","0.437","0.541","0.738","1.001","10000"
"pi_MC[20,1]","0.888","0.033","0.816","0.868","0.891","0.912","0.945","1.001","10000"
"pi_MC[20,2]","0.757","0.114","0.502","0.682","0.769","0.843","0.938","1.001","10000"
"pi_MC[21,1]","0.653","0.047","0.559","0.623","0.654","0.686","0.742","1.002","1900"
"pi_MC[21,2]","0.471","0.092","0.301","0.406","0.469","0.532","0.657","1.001","3500"
"pi_MC[22,1]","0.584","0.064","0.455","0.541","0.584","0.628","0.706","1.001","10000"
"pi_MC[22,2]","0.324","0.146","0.105","0.212","0.303","0.413","0.666","1.001","7200"
"pi_MC[23,1]","0.585","0.061","0.466","0.543","0.585","0.627","0.704","1.001","10000"
"pi_MC[23,2]","0.516","0.116","0.296","0.435","0.514","0.597","0.746","1.001","10000"
"pi_MC[24,1]","0.915","0.03","0.847","0.897","0.918","0.937","0.965","1.001","10000"
"pi_MC[24,2]","0.383","0.134","0.16","0.284","0.372","0.471","0.672","1.001","10000"
"pi_MC[25,1]","0.313","0.078","0.177","0.256","0.307","0.364","0.482","1.001","2600"
"pi_MC[25,2]","0.239","0.119","0.066","0.15","0.218","0.308","0.521","1.001","3700"
"pi_MC[26,1]","0.109","0.04","0.046","0.079","0.103","0.131","0.202","1.001","10000"
"pi_MC[26,2]","0.312","0.12","0.123","0.222","0.298","0.386","0.583","1.001","10000"
"pi_MC[27,1]","0.14","0.023","0.097","0.124","0.139","0.155","0.189","1.002","1300"
"pi_MC[27,2]","0.183","0.105","0.043","0.105","0.162","0.238","0.441","1.001","10000"
"pi_MC[28,1]","0.405","0.059","0.295","0.364","0.403","0.444","0.525","1.001","10000"
"pi_MC[28,2]","0.32","0.089","0.168","0.255","0.313","0.377","0.51","1.001","5800"
"pi_MC[29,1]","0.116","0.034","0.06","0.091","0.112","0.136","0.193","1.001","10000"
"pi_MC[29,2]","0.195","0.078","0.077","0.139","0.184","0.238","0.379","1.001","10000"
"pi_MC[30,1]","0.214","0.04","0.142","0.185","0.212","0.24","0.3","1.001","10000"
"pi_MC[30,2]","0.287","0.093","0.136","0.221","0.278","0.344","0.495","1.001","10000"
"pi_MC[31,1]","0.074","0.023","0.037","0.057","0.071","0.087","0.126","1.001","10000"
"pi_MC[31,2]","0.099","0.051","0.028","0.062","0.089","0.126","0.223","1.001","10000"
"pi_MC[32,1]","0.145","0.048","0.069","0.11","0.139","0.173","0.253","1.001","3300"
"pi_MC[32,2]","0.249","0.085","0.11","0.188","0.24","0.302","0.44","1.001","5500"
"pi_MC[33,1]","0.349","0.042","0.268","0.32","0.348","0.377","0.435","1.001","10000"
"pi_MC[33,2]","0.522","0.144","0.256","0.419","0.518","0.624","0.801","1.001","3000"
"pi_MC[34,1]","0.063","0.023","0.028","0.047","0.06","0.076","0.117","1.001","4200"
"pi_MC[34,2]","0.073","0.048","0.014","0.039","0.062","0.094","0.197","1.001","10000"
"pi_MC[35,1]","0.038","0.017","0.013","0.025","0.035","0.047","0.078","1.001","8000"
"pi_MC[35,2]","0.216","0.098","0.073","0.143","0.199","0.27","0.449","1.001","10000"
"pi_MC[36,1]","0.378","0.058","0.27","0.337","0.377","0.417","0.497","1.001","8200"
"pi_MC[36,2]","0.434","0.151","0.183","0.32","0.421","0.533","0.759","1.002","1900"
"pi_MC[37,1]","0.611","0.075","0.464","0.56","0.613","0.664","0.756","1.001","10000"
"pi_MC[37,2]","0.468","0.155","0.198","0.353","0.458","0.574","0.785","1.001","10000"
"pi_MC[38,1]","0.576","0.076","0.426","0.525","0.576","0.629","0.723","1.001","10000"
"pi_MC[38,2]","0.623","0.132","0.356","0.533","0.628","0.721","0.862","1.001","10000"
"pi_MC[39,1]","0.463","0.139","0.208","0.363","0.458","0.558","0.745","1.001","2500"
"pi_MC[39,2]","0.622","0.216","0.198","0.457","0.64","0.799","0.964","1.001","8100"
"pi_MC[40,1]","0.508","0.205","0.146","0.351","0.5","0.665","0.893","1.001","10000"
"pi_MC[40,2]","0.507","0.217","0.139","0.333","0.497","0.673","0.927","1.001","10000"
"pi_MC[41,1]","0.559","0.151","0.271","0.45","0.559","0.669","0.845","1.001","5300"
"pi_MC[41,2]","0.589","0.212","0.186","0.428","0.599","0.758","0.948","1.001","5700"
"p_MC90[1]","0.353","0.237","0.078","0.169","0.275","0.482","0.931","1.001","10000"
"p_MC90[2]","0.531","0.232","0.145","0.344","0.512","0.715","0.966","1.001","10000"
"epsilon_MC[1,1]","-0.53","0.427","-1.371","-0.819","-0.524","-0.244","0.301","1.001","10000"
"epsilon_MC[1,2]","0.212","0.687","-1.103","-0.249","0.19","0.663","1.6","1.001","8900"
"epsilon_MC[2,1]","0.211","0.514","-0.762","-0.135","0.207","0.542","1.268","1.001","10000"
"epsilon_MC[2,2]","0.606","0.691","-0.71","0.145","0.595","1.06","1.983","1.001","3100"
"epsilon_MC[3,1]","1.216","0.488","0.353","0.87","1.186","1.525","2.254","1.001","10000"
"epsilon_MC[3,2]","1.175","0.497","0.273","0.826","1.151","1.488","2.229","1.001","10000"
"epsilon_MC[4,1]","-1.249","0.317","-1.891","-1.457","-1.24","-1.035","-0.649","1.001","10000"
"epsilon_MC[4,2]","-1.528","0.687","-2.939","-1.972","-1.505","-1.067","-0.228","1.001","5300"
"epsilon_MC[5,1]","1.681","0.576","0.674","1.277","1.638","2.031","2.942","1.001","10000"
"epsilon_MC[5,2]","1.507","0.646","0.345","1.054","1.474","1.914","2.88","1.001","9700"
"epsilon_MC[6,1]","1.656","0.616","0.517","1.229","1.627","2.055","2.934","1.001","10000"
"epsilon_MC[6,2]","1.284","0.707","-0.027","0.793","1.256","1.741","2.722","1.002","2100"
"epsilon_MC[7,1]","-0.308","0.924","-1.808","-1","-0.422","0.298","1.7","1.001","10000"
"epsilon_MC[7,2]","0.045","0.873","-1.523","-0.566","-0.004","0.6","1.894","1.001","2900"
"epsilon_MC[8,1]","1.189","0.485","0.328","0.857","1.153","1.493","2.229","1.002","1700"
"epsilon_MC[8,2]","-0.144","0.868","-1.685","-0.745","-0.208","0.4","1.719","1.001","10000"
"epsilon_MC[9,1]","0.715","0.451","-0.1","0.403","0.697","1","1.677","1.001","10000"
"epsilon_MC[9,2]","0.006","0.593","-1.138","-0.392","-0.004","0.388","1.214","1.001","10000"
"epsilon_MC[10,1]","0.996","0.422","0.227","0.704","0.978","1.263","1.893","1.001","10000"
"epsilon_MC[10,2]","0.674","0.597","-0.409","0.266","0.647","1.049","1.923","1.001","10000"
