"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"Plambda[18,4]";0.107596889;0.0339485682134027;0.0542694999101496;0.0833274998874876;0.1028;0.1269;0.186604997389302
"Plambda[19,1]";0.4940774;0.0419302927748569;0.409897499702624;0.4664;0.4939;0.5226;0.576704999154866
"Plambda[19,2]";0.39696306;0.0396459208663456;0.3204;0.3699;0.3965;0.4235;0.4771
"Plambda[19,3]";0.007440446921;0.0051048085108545;0.000909744935060922;0.00358774997386699;0.0062814999801003;0.01019;0.0202004997588205
"Plambda[19,4]";0.101519312;0.0232642315259607;0.0623594999218084;0.08483;0.0995949998744917;0.1161;0.153202499204813
"Plambda[20,1]";0.46403451;0.0360818502027169;0.392397499689359;0.44;0.4642;0.4885;0.534
"Plambda[20,2]";0.25912812;0.0290892200228496;0.2043;0.2391;0.2581;0.2787;0.318602499617546
"Plambda[20,3]";0.05414142;0.0182156991607018;0.0244397499501195;0.04126;0.0521549997603298;0.06454;0.0944909997936864
"Plambda[20,4]";0.22269604;0.0365288464912458;0.1594;0.1974;0.22;0.2454;0.3011
"Plambda[21,1]";0.50021478;0.0316216304181589;0.436997499721068;0.4787;0.501249997506234;0.521824998203535;0.5599
"Plambda[21,2]";0.41687268;0.0325009874778645;0.3555;0.394674997624427;0.4167499970006;0.438124997860363;0.4811
"Plambda[21,3]";0.01996653111;0.0132587098799142;0.00354564932459756;0.01062;0.0169449992623193;0.02584;0.0533819985402186
"Plambda[21,4]";0.0629461306;0.0262719609510323;0.0253597499519296;0.04447;0.05808;0.07621;0.127202499042359
"Plambda[22,1]";0.55780033;0.0458287653386424;0.4667;0.5271;0.5581;0.589524998409827;0.645002499811066
"Plambda[22,2]";0.23442571;0.0359342299330873;0.1683;0.209574995525949;0.2327;0.2576;0.310102499607065
"Plambda[22,3]";0.0093984461129;0.00882183738573146;0.000236689991752547;0.0028254998672488;0.00679149953986599;0.01337;0.0327604998512502
"Plambda[22,4]";0.198375295;0.0413874661455418;0.1283;0.1688;0.1941;0.2235;0.2918
"Plambda[23,1]";0.51015517;0.0445942950878982;0.41939499883726;0.4813;0.511;0.5414;0.5956
"Plambda[23,2]";0.34327443;0.0385847188304881;0.2724;0.3166;0.3419;0.3683;0.422802499711788
"Plambda[23,3]";0.01979842593;0.0139936465093982;0.00268794998185495;0.009464;0.01653;0.02658;0.0549714992024104
"Plambda[23,4]";0.126771834;0.0375585864797689;0.0669094999271266;0.0995549996232986;0.1225;0.1485;0.214502499431992
"Plambda[24,1]";0.58221008;0.0391071987963005;0.504487493956661;0.5562;0.5835;0.6086;0.656902499814488
"Plambda[24,2]";0.30437502;0.0325431750114149;0.240797499493736;0.2822;0.3043;0.3254;0.3707
"Plambda[24,3]";0.025838561135;0.0187748157383504;0.00295952350730782;0.01226;0.02142;0.034242499726244;0.0738527480050872
"Plambda[24,4]";0.087577059;0.0330025228643517;0.0383374968157361;0.0640174998535481;0.08245;0.106124991168851;0.163202499253518
"Plambda[25,1]";0.42176014;0.0652188743182304;0.295397499587332;0.3759;0.4218;0.4672;0.548102499777668
"Plambda[25,2]";0.37159041;0.0594202850553538;0.261997499534711;0.330674997164604;0.3692;0.411024997719302;0.4925
"Plambda[25,3]";0.02708101009;0.0193245297345472;0.003605;0.01286;0.0223949994418397;0.03662;0.0761909997441493
"Plambda[25,4]";0.179568878;0.0551821837621672;0.0903087496624974;0.1398;0.1735;0.2123;0.3048
"Plambda[26,1]";0.58055634;0.0686977645639944;0.439197499722465;0.5361;0.5829;0.6257;0.7157
"Plambda[26,2]";0.267321431;0.0591645225145499;0.1544;0.2264;0.2659;0.3059;0.387302499685375
"Plambda[26,3]";0.036244291467;0.0247127915157968;0.00656452432854709;0.0189374995048633;0.0303049995875268;0.04675;0.101802498803573
"Plambda[26,4]";0.115877959;0.048392518468754;0.0432;0.0806174998837053;0.1089;0.1428;0.2302
"Plambda[27,1]";0.55417017;0.0435529826234741;0.4716;0.524674998213066;0.5551;0.5837;0.639602499809471
"Plambda[27,2]";0.31693187;0.0386340159706715;0.244494998005061;0.290474996772157;0.3147;0.342;0.398502499694216
"Plambda[27,3]";0.01506336085;0.00782525569994292;0.00406589995201023;0.0093762499100024;0.01362;0.01946;0.0336802499638209
"Plambda[27,4]";0.113834291;0.0276096380104562;0.0688597499822994;0.09437;0.1108;0.1299;0.175704997227462
"Plambda[28,1]";0.41817923;0.0458284487003229;0.326997499627219;0.3887;0.4183;0.4482;0.508304999041169
"Plambda[28,2]";0.37143939;0.0445823388565662;0.2845;0.3416;0.3709;0.4012249976636;0.457002499733353
"Plambda[28,3]";0.0594273924;0.0295765534944673;0.01784;0.03748;0.05382;0.0750324998750597;0.1286
"Plambda[28,4]";0.150953752;0.0449570140297767;0.0780897499843917;0.119;0.1459;0.1777;0.252202499516879
"Plambda[29,1]";0.54033309;0.062926010443464;0.41509749970635;0.4973;0.541749997692663;0.5829;0.660702499815555
"Plambda[29,2]";0.221912316;0.0479811142149521;0.137194996443379;0.1872;0.2196;0.2529;0.327102499627482
"Plambda[29,3]";0.0486284689;0.0227841676821544;0.0162997499251998;0.03218;0.0448849997215105;0.06055;0.1047
"Plambda[29,4]";0.189126323;0.052175905002558;0.1029;0.1522;0.184;0.220524995749424;0.304802499600234
"Plambda[30,1]";0.57434201;0.0513253769551852;0.47208749354162;0.5402;0.5743;0.6079;0.675902499819702
"Plambda[30,2]";0.24590709;0.0405604636050019;0.172497499293208;0.2164;0.2446;0.2726;0.32850249962907
"Plambda[30,3]";0.02907592208;0.0210967779838057;0.00459679983012948;0.0146;0.02401;0.03828;0.0793904999386045
"Plambda[30,4]";0.150675606;0.04450525198556;0.0757887495978099;0.1189;0.1464;0.178124994737827;0.2492
"Plambda[31,1]";0.57037361;0.0618952859530532;0.446397499726942;0.5281;0.5726;0.6149;0.684504999287938
"Plambda[31,2]";0.2629042;0.0532964481133419;0.1725;0.224674995826687;0.258549995165345;0.2973;0.3802024996795
"Plambda[31,3]";0.0326048603;0.0191573198331004;0.00825262466733635;0.0187574995001111;0.02843;0.0418124997758026;0.0807602499849102
"Plambda[31,4]";0.134117193;0.0366645448608835;0.0726692498490198;0.1079;0.1308;0.1563;0.214902499433049
"Plambda[32,1]";0.48136461;0.0673682052310695;0.347397499649113;0.4345;0.4817;0.5284;0.615502499802011
"Plambda[32,2]";0.32163554;0.0623834944111493;0.210397499420565;0.2766;0.3181;0.3636;0.452202499730523
"Plambda[32,3]";0.01988142323;0.0141270186579708;0.00255682476602817;0.00964774835703959;0.01644;0.02686;0.0554704999121355
"Plambda[32,4]";0.177118818;0.0491044621970717;0.09529;0.1414;0.1718;0.208424995502698;0.285404998292659
"Plambda[33,1]";0.56930112;0.054625561433653;0.4574;0.5331;0.5713;0.6072;0.669402499817952
"Plambda[33,2]";0.27369993;0.0383726713584788;0.2006;0.247474996211228;0.272149995406945;0.2993;0.35
"Plambda[33,3]";0.04131349625567;0.0380562204868163;0.00116197498950567;0.0135774993093498;0.0305649995910355;0.05874;0.1430124787421
"Plambda[33,4]";0.1156860037;0.0591851870798839;0.0264194998153887;0.07222;0.1071;0.1508;0.251804998064951
"Plambda0[1]";0.53788541;0.0984920457622835;0.340197499641685;0.472074998013947;0.5397;0.6057;0.71960249983065
"Plambda0[2]";0.291509281;0.0881905616106892;0.13409499636108;0.228074995888909;0.2865;0.3491;0.4811
"Plambda0[3]";0.0337011239;0.0182970704680864;0.009801;0.02063;0.02984;0.04223;0.0807309997585328
"Plambda0[4]";0.136903772;0.0521305095923208;0.058078248970968;0.098547499904865;0.1296;0.1658;0.2594
"mup_recap[1]";0.186802387;0.035255011068113;0.1248;0.162;0.185;0.2089;0.2631
"mup_recap[2]";0.30427261;0.0298661938609772;0.2474;0.284;0.3032;0.3234;0.3666
"mup_recap[3]";0.111661549;0.0380041921920861;0.0536897499772975;0.0862124990212001;0.1064;0.1301;0.199702499389911
"mup_recap[4]";0.191750778;0.0359928008469193;0.127897499046616;0.1667;0.189;0.21482499563666;0.266602499542967
"sigmap_recap[1]";1.26523598;0.213332414628796;0.918197499867258;1.112;1.242;1.392;1.745
"sigmap_recap[2]";0.6310071;0.143748222495922;0.382692497132372;0.529074998227928;0.6188;0.717924998694214;0.943912496773161
"sigmap_recap[3]";1.226417133;0.483755641421153;0.380797499679895;0.898949995828157;1.16949989311671;1.49524993731543;2.315
"sigmap_recap[4]";0.89704342;0.234336087551398;0.499892497804944;0.7344;0.876949998574605;1.035;1.42302499143931
"pi_MC[1,1]";0.62507162;0.0937261913259557;0.4279;0.5652;0.6206;0.6898;0.8058
"pi_MC[1,2]";0.79136185;0.124411339248924;0.50667497591601;0.7147;0.8105;0.887924998944207;0.9726
"pi_MC[2,1]";0.86278092;0.0660419840125873;0.6977;0.826849959172563;0.8721;0.9129;0.9636
"pi_MC[2,2]";0.88525324;0.0753420462284864;0.7027;0.843;0.9019;0.942824999005683;0.9852
"pi_MC[3,1]";0.82913098;0.098436738209789;0.6145;0.7672;0.8409;0.9046;0.9757
"pi_MC[3,2]";0.63768282;0.121721210198341;0.3977;0.5471;0.6426;0.7295;0.8479
"pi_MC[4,1]";0.106319913;0.045578308668977;0.04033;0.07322;0.0987649998734369;0.1313;0.21431996369163
"pi_MC[4,2]";0.10066121204;0.0823827677766632;0.008948;0.04071;0.07917;0.1364;0.306312490063321
"pi_MC[5,1]";0.95492919;0.0382129346135713;0.8504;0.938;0.9649;0.9834;0.9973
"pi_MC[5,2]";0.86119355;0.0866453159292223;0.6571;0.8077;0.8752;0.9298;0.9821
"pi_MC[6,1]";0.97750088;0.0225706425831491;0.9151;0.9701;0.9837;0.993;0.9988
"pi_MC[6,2]";0.91974631;0.0627648440685468;0.772;0.8899;0.9366;0.9672;0.9932
"pi_MC[7,1]";0.576933001;0.291940840277968;0.1041;0.3061;0.596949997906022;0.8567;0.9908
"pi_MC[7,2]";0.644366496;0.215098549879161;0.218184979855826;0.4819;0.6633;0.825224998863992;0.9712
"pi_MC[8,1]";0.90155927;0.0623643295564636;0.7505;0.8674;0.9144;0.949;0.9853
"pi_MC[8,2]";0.44408745;0.228688225380845;0.08777;0.2561;0.4216;0.6094;0.9064
"pi_MC[9,1]";0.62906323;0.150188497913314;0.3361;0.5273;0.636249950884085;0.7378;0.8999
"pi_MC[9,2]";0.245257937;0.132890771869678;0.05777;0.1475;0.2163;0.3206;0.555022482231804
"pi_MC[10,1]";0.75891264;0.116965098254357;0.4909;0.6869;0.773749998384491;0.848349995580002;0.938309997922356
"pi_MC[10,2]";0.47558345;0.168826253715149;0.1848;0.3434;0.4627;0.59117498572999;0.8248
"pi_MC[11,1]";0.5635853;0.149336875304268;0.285782479070952;0.4536;0.5621;0.6735;0.847519990802175
"pi_MC[11,2]";0.228435276;0.145553251923749;0.04924;0.1224;0.190849941053174;0.293624920224068;0.6068
