"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"logit_int_MC[1]";0.28731829121004;0.339509153547697;-0.367505;0.0608575;0.2797;0.5084;0.977005
"logit_int_MC[2]";-0.309936682147;0.335000397330776;-0.971;-0.5304;-0.3118;-0.091285;0.350605
"logit_flow_MC[1]";-0.88992077436754;0.346142425978095;-1.585;-1.114;-0.8866;-0.6633;-0.210187499999999
"logit_flow_MC[2]";-1.04768143501;0.332116672720322;-1.728;-1.259;-1.039;-0.8268;-0.4204
"sigmap_eff[1]";1.757313712;0.286787781182201;1.292;1.556;1.72549992755723;1.922;2.414
"sigmap_eff[2]";1.261585958;0.316989688859242;0.725197499831928;1.039;1.231;1.451;1.964
"shape_lambda";3.74244543;1.03245613632976;2.071;3.005;3.626;4.35;6.08402499799701
"rate_lambda";0.0174084593;0.00514320512800367;0.009084;0.01375;0.01682;0.0204;0.0290002499579837
"s[1]";13.97086984;3.01341336803647;8.927;11.85;13.64;15.77;20.73
"s[2]";7.79214422;1.67845578936632;5;6.604;7.625;8.807;11.54
"s[3]";1.133168686;0.280297292880044;0.675894999278599;0.9363;1.102;1.293;1.774
"s[4]";3.21706526;0.782102758578201;1.961;2.661;3.125;3.673;5.003
"Plambda[1,1]";0.541808084;0.0402612727077839;0.4644;0.5142;0.5419;0.5688;0.6224
"Plambda[1,2]";0.229812772;0.0280456283299445;0.1769;0.2104;0.229;0.2486;0.287102499575594
"Plambda[1,3]";0.0611397772;0.0157766336437702;0.0344097499645747;0.04996;0.0597;0.07083;0.0963402499873504
"Plambda[1,4]";0.1672390988;0.0288834147240378;0.115;0.1468;0.1658;0.1859;0.22730249946397
"Plambda[2,1]";0.487205584;0.039579864852384;0.406;0.4612;0.4884;0.5143;0.562002499783166
"Plambda[2,2]";0.242814998;0.0271950085903616;0.1912;0.2242;0.2422;0.2611;0.297
"Plambda[2,3]";0.1396970952;0.0309322482184812;0.08793;0.1173;0.1368;0.1588;0.207702499413402
"Plambda[2,4]";0.1302820858;0.0278466773667568;0.08321;0.1104;0.1278;0.1475;0.1913
"Plambda[3,1]";0.680025802;0.0599626434843317;0.5541;0.6417;0.6826;0.722;0.789
"Plambda[3,2]";0.1796504586;0.0378909390930997;0.1118;0.153;0.1774;0.204;0.2605
"Plambda[3,3]";0.0429676663288;0.0332626871397132;0.004694;0.01926;0.03458;0.05751;0.1298
"Plambda[3,4]";0.09735607976;0.0487046699299751;0.0272094998207512;0.06155;0.08908;0.1239;0.2144
"Plambda[4,1]";0.508964216;0.0696874290002189;0.3719;0.4619;0.509149997544928;0.5553;0.6462
"Plambda[4,2]";0.1635441366;0.0450160123111969;0.0865697499859207;0.1313;0.1601;0.1915;0.2614
"Plambda[4,3]";0.053965595;0.0174293012877982;0.025849749952841;0.04138;0.05196;0.0643;0.09353
"Plambda[4,4]";0.27352589;0.0566794232949525;0.1712;0.2333;0.2706;0.3099;0.393
"Plambda[5,1]";0.620389604;0.0345683479752333;0.5508;0.5975;0.6208;0.644;0.6868
"Plambda[5,2]";0.1757913;0.026034375736253;0.1278;0.1577;0.1747;0.1928;0.2296
"Plambda[5,3]";0.0896830074;0.0201452184490035;0.05438;0.07533;0.08821;0.1026;0.1328
"Plambda[5,4]";0.1141360034;0.0227948034788305;0.0735897499834371;0.09826;0.1126;0.1286;0.1629
"Plambda[6,1]";0.597542274;0.0409340511535299;0.511597499761746;0.5715;0.5994;0.6253;0.6734
"Plambda[6,2]";0.294771582;0.0320151313161439;0.2333;0.2731;0.2941;0.3158;0.3592
"Plambda[6,3]";0.037522541772;0.022910245874889;0.00860694999433513;0.02129;0.03272;0.04817;0.0946107498840878
"Plambda[6,4]";0.0701635248;0.0327191118828937;0.0246697499505847;0.0468;0.06406;0.0868424998920501;0.1513
"Plambda[7,1]";0.546594188;0.0847516358816533;0.3768;0.4893;0.5484;0.6057;0.7068
"Plambda[7,2]";0.361464726;0.0770318145233117;0.2225;0.3073;0.3567;0.4119;0.5217
"Plambda[7,3]";0.032935018348;0.026108415697916;0.003477;0.01429;0.02601;0.04429;0.09961
"Plambda[7,4]";0.05900630018;0.0352788736434981;0.01259;0.0336874997216793;0.05167;0.0762424998770425;0.1471
"Plambda[8,1]";0.541113636;0.064161592865666;0.4139;0.4979;0.5417;0.585024998397596;0.663702499816389
"Plambda[8,2]";0.2639992598;0.0513830077771618;0.1691;0.228;0.2623;0.298;0.3692
"Plambda[8,3]";0.0496313038692;0.0350148138504432;0.0059727998692971;0.02407;0.04193;0.06658;0.1359
"Plambda[8,4]";0.1452558994;0.0558270008958001;0.0570297499786272;0.1048;0.138;0.178;0.2738
"Plambda[9,1]";0.48638789;0.0685499637337501;0.353;0.44;0.4863;0.5334;0.620902499803733
"Plambda[9,2]";0.2950799308;0.058795787090835;0.186;0.254;0.2934;0.3337;0.4146
"Plambda[9,3]";0.0959732425;0.0447017069440965;0.0301897499596219;0.06349;0.0888249998592738;0.1202;0.2026
"Plambda[9,4]";0.12255908456;0.0481931506639799;0.0473494998970146;0.0877;0.116;0.1508;0.233802499478868
"Plambda[10,1]";0.654842322;0.0536276686197074;0.54;0.6209;0.658;0.6922;0.752002499837947
"Plambda[10,2]";0.2182962748;0.0375793340430858;0.1498;0.1918;0.2167;0.2428;0.2962
"Plambda[10,3]";0.0289074126476;0.0222552411690588;0.00326192496635379;0.01319;0.02337;0.0385024997565304;0.0866712496485845
"Plambda[10,4]";0.09795390008;0.0473258026748195;0.0299997499593661;0.06354;0.08983;0.1237;0.2111
"Plambda[11,1]";0.458839254;0.0661194021693357;0.329;0.4144;0.4591;0.5036;0.5873
"Plambda[11,2]";0.42821635;0.0656465607194786;0.3043;0.3831;0.4264;0.4716;0.561502499782973
"Plambda[11,3]";0.0174488514316548;0.0177360773759202;0.0004022;0.00504174998140404;0.0121649989724619;0.02394;0.0650902499812778
"Plambda[11,4]";0.09549562324;0.0439111091142509;0.030639749960215;0.0636674998527429;0.08859;0.1197;0.201
"Plambda[12,1]";0.555489148;0.0448425497994878;0.4641;0.5264;0.5571;0.586;0.6407
