"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC[1]","0.164562526453008","0.324526257921057","-0.467925","-0.0509225","0.1572","0.3758","0.822125","1.00099850021683","42000"
"logit_int_MC[2]","-0.409133000926918","0.325179633444708","-1.052","-0.6231","-0.4101","-0.1947","0.2308625","1.00159853703246","2400"
"logit_flow_MC[1]","-0.940371058398699","0.334591150888241","-1.605","-1.159","-0.9408","-0.718675","-0.2849375","1.00098511020061","42000"
"logit_flow_MC[2]","-1.08046087660704","0.321595811686083","-1.732","-1.287","-1.073","-0.8664","-0.4653","1.00101465056073","37000"
"sigmap_eff[1]","1.75478440788215","0.274997054648558","1.3","1.561","1.726","1.918","2.37662495068817","1.00119388886153","6800"
"sigmap_eff[2]","1.28409602066195","0.29611420285033","0.779337498496351","1.075","1.257","1.462","1.941","1.00105258090109","19000"
"shape_lambda","3.9036041228238","1.01839360094877","2.238","3.179","3.793","4.51224997922476","6.19762498109104","1.00100092006055","42000"
"rate_lambda","0.0177438190166443","0.004963594832048","0.00958437498777328","0.01423","0.01719","0.0207","0.02891","1.00097458675873","42000"
"s[1]","14.6184242395255","3.12532299543646","9.40437498753926","12.39","14.3","16.49","21.5462494560698","1.00097786972245","42000"
"s[2]","7.96938054811555","1.70794028794899","5.119","6.753","7.802","8.995","11.78","1.00099196656569","42000"
"s[3]","1.12751168452267","0.275880157234673","0.6774","0.9317","1.096","1.289","1.754","1.00115443879867","8300"
"s[4]","3.43647271379376","0.819227720355598","2.12537494486699","2.854","3.338","3.91","5.327","1.00108230693747","14000"
"Plambda[1,1]","0.541723084465276","0.0392364124671491","0.4646","0.5153","0.5416","0.5683","0.6192","1.00098772142281","42000"
"Plambda[1,2]","0.229443796632868","0.027628406277837","0.1777","0.2101","0.2288","0.2478","0.2857","1.00097474451575","42000"
"Plambda[1,3]","0.0611051076143103","0.0155849135451446","0.03469","0.05005","0.05969","0.07063","0.0955187488957742","1.00097491699318","42000"
"Plambda[1,4]","0.16772865147312","0.0282263684779326","0.1164","0.1481","0.1663","0.1858","0.226662494829488","1.00098031780053","42000"
"Plambda[2,1]","0.494138052420126","0.03805229320395","0.415437497179292","0.4696","0.4953","0.5203","0.5649","1.00098007245213","42000"
"Plambda[2,2]","0.246749222785537","0.0271733726055011","0.1948","0.2284","0.2464","0.2649","0.301","1.00098377243589","42000"
"Plambda[2,3]","0.13264152429692","0.0286459978317925","0.08511","0.1124","0.1295","0.1497","0.1975","1.00098359214235","42000"
"Plambda[2,4]","0.126471132102544","0.0267568395129168","0.08148","0.1075","0.1239","0.1425","0.1863","1.00099799406992","42000"
"Plambda[3,1]","0.676112600440023","0.0587043051328389","0.5533","0.6381","0.679049998159193","0.7172","0.783","1.0012402498943","5700"
"Plambda[3,2]","0.178868092835278","0.0378009402997811","0.1114","0.1523","0.1769","0.2032","0.2588","1.00098567092283","42000"
"Plambda[3,3]","0.0437725923904725","0.0316593403361749","0.0050621247916718","0.02051","0.03634","0.05914","0.1236","1.00110096436087","12000"
"Plambda[3,4]","0.101246736966711","0.0483699697348878","0.0300337496098356","0.06606","0.0934649998662601","0.1282","0.2145","1.00127659969822","5000"
"Plambda[4,1]","0.511701618997513","0.0703800934497619","0.3735","0.4637","0.5122","0.5599","0.6482","1.00098903016323","42000"
"Plambda[4,2]","0.16262476922709","0.0452233810653518","0.08554","0.1302","0.1586","0.1906","0.261362495515999","1.00115910091699","8100"
"Plambda[4,3]","0.0536152141046489","0.0174212388152026","0.0256337495428687","0.0411174997719764","0.05143","0.0639924998535061","0.09314","1.00097466038778","42000"
"Plambda[4,4]","0.27205867610484","0.056591094509776","0.170437493124985","0.2319","0.268849995350567","0.3086","0.3913","1.00105671954734","18000"
"Plambda[5,1]","0.619893320738473","0.0342695375443425","0.5517","0.5968","0.6206","0.6433","0.6853","1.00099424834327","42000"
"Plambda[5,2]","0.175916188779415","0.0260545332304367","0.1279","0.1578","0.1749","0.1928","0.2297","1.00097475579879","42000"
"Plambda[5,3]","0.0895118313564186","0.0200618215690176","0.0545637497852349","0.0752374998753891","0.08809","0.1021","0.1327","1.00097845250728","42000"
"Plambda[5,4]","0.114678722737708","0.0226690603309438","0.07436","0.09872","0.1132","0.1291","0.1637","1.00102902855704","28000"
"Plambda[6,1]","0.597199361488425","0.0398379302327746","0.5131","0.5718","0.5989","0.6247","0.6708","1.00109374110825","13000"
