annee;taille;NA;1;2;3
2022;150;9;4;4;0
2022;151;13;8;5;0
2022;152;12;5;0;0
2022;153;3;5;2;0
2022;154;5;4;4;0
2022;155;9;3;1;0
2022;156;5;2;4;0
2022;157;1;2;4;0
2022;158;7;2;4;0
2022;159;0;1;3;0
2022;160;1;2;2;0
2022;161;2;0;4;0
2022;162;0;0;2;0
2022;163;0;0;3;0
2022;164;2;0;2;0
2022;165;3;1;2;0
2022;166;2;0;5;0
2022;167;2;0;8;0
2022;168;1;0;2;0
2022;169;0;0;5;0
2022;170;0;0;6;0
2022;171;0;0;6;0
2022;172;1;1;2;0
2022;173;1;0;3;0
2022;174;0;0;7;0
2022;175;4;0;2;0
2022;176;0;0;2;0
2022;177;0;0;2;0
2022;178;0;0;4;0
2022;179;1;0;2;0
2022;180;0;0;2;0
2022;181;0;0;2;0
2022;182;0;0;1;0
2022;183;0;1;0;0
2022;184;0;0;0;0
2022;185;0;0;0;0
2022;186;0;0;1;0
2022;187;0;0;1;0
2022;188;0;0;0;0
2022;189;0;0;0;0
2022;190;0;0;0;0
2022;191;0;0;0;0
2022;192;0;0;0;0
2022;193;0;0;0;0
2022;194;0;0;0;0
2022;195;0;0;1;0
2022;196;0;0;0;0
2022;197;0;0;0;0
2022;198;0;0;0;0
2022;199;0;0;0;0
2022;200;0;0;0;0
2022;201;0;0;0;0
2022;202;0;0;0;0
2022;203;0;0;0;0
2022;204;0;0;1;0
2022;205;0;0;0;0
2023;92;0;0;0;0
2023;93;0;0;0;0
2023;94;0;0;0;0
2023;95;0;0;0;0
2023;96;0;0;0;0
2023;97;0;0;0;0
2023;98;0;0;0;0
2023;99;0;0;0;0
2023;100;0;0;0;0
2023;101;0;0;0;0
2023;102;0;0;0;0
2023;103;0;0;0;0
2023;104;0;0;0;0
2023;105;0;0;0;0
2023;106;0;0;0;0
2023;107;0;1;0;0
2023;108;0;0;0;0
2023;109;0;0;0;0
2023;110;0;1;0;0
2023;111;0;5;0;0
2023;112;1;0;0;0
2023;113;1;3;0;0
2023;114;2;3;0;0
2023;115;1;4;0;0
2023;116;3;6;0;0
2023;117;0;4;1;0
2023;118;3;4;0;0
2023;119;3;6;0;0
2023;120;11;8;0;0
2023;121;9;6;0;0
2023;122;6;3;0;0
2023;123;7;6;1;0
2023;124;10;4;0;0
2023;125;12;5;0;0
2023;126;14;7;0;0
2023;127;15;6;0;0
2023;128;16;6;0;0
2023;129;11;6;1;0
2023;130;30;6;1;0
2023;131;29;10;0;0
2023;132;23;4;0;0
2023;133;31;3;0;0
2023;134;26;3;0;0
2023;135;29;5;0;0
2023;136;32;5;0;0
2023;137;22;9;0;0
2023;138;20;11;1;0
2023;139;23;1;0;0
2023;140;14;3;0;0
2023;141;32;8;0;0
2023;142;18;5;0;0
2023;143;21;7;0;0
2023;144;16;9;0;0
2023;145;10;11;0;0
2023;146;4;7;1;0
2023;147;5;4;0;0
2023;148;3;1;1;0
2023;149;0;1;0;0
2023;150;0;2;0;0
2023;151;0;3;2;0
2023;152;1;1;1;0
2023;153;0;1;4;0
2023;154;0;1;1;0
2023;155;0;0;3;0
2023;156;0;1;0;0
2023;157;0;0;4;0
2023;158;0;0;0;0
2023;159;0;1;1;0
2023;160;0;0;1;0
2023;161;0;0;0;0
2023;162;0;0;1;0
2023;163;1;0;3;0
2023;164;0;0;0;0
2023;165;0;0;0;0
2023;166;0;0;0;0
2023;167;0;0;0;0
2023;168;0;0;1;0
2023;169;0;0;2;0
2023;170;0;0;1;0
2023;171;0;0;0;0
2023;172;0;0;1;0
2023;173;0;0;0;0
2023;174;0;0;1;0
2023;175;0;0;0;0
2023;176;0;0;0;0
2023;177;0;0;1;0
2023;178;0;0;0;0
2023;179;0;0;0;0
2023;180;0;0;0;0
2023;181;0;0;0;0
2023;182;0;0;0;0
2023;183;0;0;0;0
2023;184;0;0;0;0
2023;185;0;0;0;0
2023;186;0;0;0;0
2023;187;0;0;0;0
2023;188;0;0;0;0
2023;189;0;0;0;0
2023;190;0;0;0;0
2023;191;0;0;0;0
2023;192;0;0;0;0
2023;193;0;0;0;0
2023;194;0;0;0;0
2023;195;0;0;0;0
2023;196;0;0;0;0
2023;197;0;0;0;0
2023;198;0;0;0;0
2023;199;0;0;0;0
2023;200;0;0;0;0
2023;201;0;0;0;0
2023;202;0;0;0;0
2023;203;0;0;0;0
2023;204;0;0;0;0
2023;205;0;0;0;0
2024;92;0;0;0;0
2024;93;0;0;0;0
2024;94;0;0;0;0
2024;95;0;0;0;0
2024;96;0;0;0;0
2024;97;0;0;0;0
2024;98;0;0;0;0
2024;99;0;0;0;0
2024;100;0;0;0;0
2024;101;0;0;0;0
2024;102;0;0;0;0
2024;103;0;0;0;0
2024;104;0;0;0;0
2024;105;0;0;0;0
2024;106;0;0;0;0
2024;107;0;0;0;0
2024;108;0;0;0;0
2024;109;0;0;0;0
2024;110;0;0;0;0
2024;111;0;0;0;0
2024;112;0;0;0;0
2024;113;1;0;0;0
2024;114;0;1;0;0
2024;115;0;0;0;0
2024;116;0;4;0;0
2024;117;0;0;0;0
2024;118;0;4;0;0
2024;119;0;3;0;0
2024;120;2;2;0;0
2024;121;0;1;0;0
2024;122;0;1;0;0
2024;123;0;5;0;0
2024;124;0;3;0;0
2024;125;0;2;0;0
2024;126;1;6;0;0
2024;127;0;2;0;0
2024;128;3;3;0;0
2024;129;0;5;0;0
2024;130;6;9;0;0
2024;131;8;3;0;0
2024;132;9;5;0;0
2024;133;9;8;0;0
2024;134;16;8;0;0
2024;135;8;13;0;0
2024;136;15;3;0;0
2024;137;12;11;0;0
2024;138;9;6;0;0
2024;139;6;10;0;0
2024;140;10;7;0;0
2024;141;21;10;1;0
2024;142;13;9;0;0
2024;143;19;5;1;0
2024;144;19;10;0;0
2024;145;20;17;1;0
2024;146;10;7;1;0
2024;147;11;3;0;0
2024;148;7;8;1;0
2024;149;5;2;2;0
2024;150;3;9;1;0
2024;151;3;4;2;0
2024;152;2;4;0;0
2024;153;2;6;0;0
2024;154;1;3;2;0
2024;155;0;3;0;0
2024;156;0;2;2;0
2024;157;0;3;1;0
2024;158;0;1;2;0
2024;159;2;0;2;0
2024;160;0;1;2;0
2024;161;2;0;1;0
2024;162;0;1;2;0
2024;163;0;0;0;0
2024;164;0;0;1;0
2024;165;1;1;1;0
2024;166;0;1;2;0
2024;167;2;0;3;0
2024;168;0;0;0;0
2024;169;0;0;0;0
2024;170;0;0;1;0
2024;171;1;0;2;0
2024;172;0;0;0;0
2024;173;0;0;0;0
2024;174;0;0;1;0
2024;175;1;0;0;0
2024;176;0;0;1;0
2024;177;1;0;0;0
2024;178;0;0;0;0
2024;179;0;0;0;0
2024;180;0;0;0;0
2024;181;0;0;0;0
2024;182;0;0;0;0
2024;183;0;0;0;0
2024;184;0;0;0;0
2024;185;0;0;0;0
2024;186;0;0;0;0
2024;187;0;0;0;0
2024;188;0;0;0;0
2024;189;0;0;0;0
2024;190;0;0;0;0
2024;191;0;0;0;0
2024;192;0;0;0;0
2024;193;0;0;0;0
2024;194;0;0;0;0
2024;195;0;0;0;0
2024;196;0;0;0;0
2024;197;0;0;0;0
2024;198;0;0;0;0
2024;199;0;0;0;0
2024;200;0;0;0;0
2024;201;0;0;0;0
2024;202;0;0;0;0
2024;203;0;0;0;0
2024;204;0;0;0;0
2024;205;0;0;0;0
2025;92;0;0;0;0
2025;93;0;0;0;0
2025;94;0;0;0;0
2025;95;0;0;0;0
2025;96;0;0;0;0
2025;97;0;0;0;0
2025;98;0;0;0;0
2025;99;0;0;0;0
2025;100;0;0;0;0
2025;101;0;0;0;0
2025;102;0;0;0;0
2025;103;0;0;0;0
2025;104;0;0;0;0
2025;105;0;0;0;0
2025;106;0;0;0;0
2025;107;0;0;0;0
2025;108;0;0;0;0
2025;109;0;0;0;0
2025;110;0;0;0;0
2025;111;0;0;0;0
2025;112;1;0;0;0
2025;113;0;0;0;0
2025;114;0;0;0;0
2025;115;0;0;0;0
2025;116;0;0;0;0
2025;117;0;0;0;0
2025;118;0;0;0;0
2025;119;0;0;0;0
2025;120;1;0;0;0
2025;121;0;0;0;0
2025;122;0;0;0;0
2025;123;1;0;0;0
2025;124;0;0;0;0
2025;125;0;0;0;0
2025;126;0;0;0;0
2025;127;0;0;0;0
2025;128;0;0;0;0
2025;129;0;0;0;0
2025;130;0;0;0;0
2025;131;0;0;0;0
2025;132;1;0;0;0
2025;133;0;0;0;0
2025;134;0;0;0;0
2025;135;0;0;0;0
2025;136;0;0;0;0
2025;137;0;0;0;0
2025;138;0;0;0;0
2025;139;0;0;0;0
2025;140;0;0;0;0
2025;141;0;0;0;0
2025;142;0;0;0;0
2025;143;0;0;0;0
2025;144;0;0;0;0
2025;145;0;0;0;0
2025;146;0;0;0;0
2025;147;0;0;0;0
2025;148;0;0;0;0
2025;149;0;0;0;0
2025;150;0;0;0;0
2025;151;0;0;0;0
2025;152;1;0;0;0
2025;153;0;0;0;0
2025;154;0;0;0;0
2025;155;0;0;0;0
2025;156;0;0;0;0
2025;157;0;0;0;0
2025;158;0;0;0;0
2025;159;0;0;0;0
2025;160;0;0;0;0
2025;161;0;0;0;0
2025;162;1;0;0;0
2025;163;0;0;0;0
2025;164;0;0;0;0
2025;165;0;0;0;0
2025;166;0;0;0;0
2025;167;0;0;0;0
2025;168;0;0;0;0
2025;169;0;0;0;0
2025;170;0;0;0;0
2025;171;0;0;0;0
2025;172;0;0;0;0
2025;173;0;0;0;0
2025;174;0;0;0;0
2025;175;0;0;0;0
2025;176;0;0;0;0
2025;177;0;0;0;0
2025;178;0;0;0;0
2025;179;0;0;0;0
2025;180;0;0;0;0
2025;181;0;0;0;0
2025;182;0;0;0;0
2025;183;0;0;0;0
2025;184;0;0;0;0
2025;185;0;0;0;0
2025;186;0;0;0;0
2025;187;0;0;0;0
2025;188;0;0;0;0
2025;189;0;0;0;0
2025;190;0;0;0;0
2025;191;0;0;0;0
2025;192;0;0;0;0
2025;193;0;0;0;0
2025;194;0;0;0;0
2025;195;0;0;0;0
2025;196;0;0;0;0
2025;197;0;0;0;0
2025;198;0;0;0;0
2025;199;0;0;0;0
2025;200;0;0;0;0
2025;201;0;0;0;0
2025;202;0;0;0;0
2025;203;0;0;0;0
2025;204;0;0;0;0
2025;205;0;0;0;0
