"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
191700	181800	419400	275400	243000	606600	715500	725400	735300	1275000	1013000	671400	627300	328500	349200	490500	405000	585000	999900	415800	292500	308700	216900	182700	297000	207900	359100	298800	318600	423900	432000	335700	250200	254700	219600	335700	419400	198000
173700	248400	621000	276300	265500	541800	820800	720000	820800	1310000	1192000	683100	592200	333900	327600	455400	432900	530100	1051000	423000	381600	303300	247500	169200	365400	206100	318600	306900	198900	403200	431100	450000	205200	217800	252000	288000	349200	212400
224100	220500	640800	301500	223200	630900	813600	537300	929700	1334000	876600	692100	634500	351000	349200	437400	403200	558000	1076000	432900	283500	342000	269100	194400	352800	189900	352800	327600	266400	426600	436500	343800	216000	229500	241200	255600	363600	178200
198000	186300	685800	342900	234900	438300	733500	583200	761400	1350000	956700	722700	604800	331200	339300	471600	450900	524700	1022000	444600	303300	334800	262800	159300	289800	223200	429300	325800	221400	453600	438300	433800	269100	264600	265500	269100	377100	178200
273600	189000	489600	261900	297900	785700	804600	749700	774900	1516000	962100	720000	613800	335700	337500	436500	397800	554400	1098000	378000	261900	272700	248400	191700	375300	191700	377100	304200	209700	539100	349200	317700	284400	311400	272700	262800	387000	223200
199800	296100	532800	328500	335700	570600	787500	690300	684900	1382000	1090000	848700	621000	351000	347400	438300	405900	582300	1086000	479700	246600	301500	233100	186300	397800	219600	355500	305100	248400	505800	391500	348300	271800	310500	285300	289800	504900	196200
380700	180900	548100	281700	239400	521100	792900	627300	742500	1337000	1058000	650700	608400	322200	391500	441000	425700	564300	1082000	398700	250200	287100	211500	216900	335700	201600	354600	345600	234900	448200	425700	427500	263700	270900	281700	239400	355500	178200
225000	162000	517500	458100	211500	671400	671400	662400	756900	1447000	1099000	749700	622800	324000	342000	477000	427500	516600	1073000	423000	328500	378000	240300	214200	285300	215100	387900	318600	230400	391500	437400	315900	197100	275400	223200	255600	361800	179100
342900	166500	611100	391500	184500	531900	687600	621900	728100	1235000	958500	715500	615600	319500	367200	448200	495000	494100	1154000	424800	236700	279000	218700	186300	327600	211500	401400	319500	204300	402300	361800	301500	225900	234000	227700	274500	345600	162900
189900	204300	596700	277200	180000	638100	794700	580500	840600	1291000	988200	695700	620100	338400	344700	459000	414000	528300	1013000	414000	290700	291600	239400	199800	310500	204300	368100	315000	187200	456300	396900	321300	241200	225900	215100	279000	372600	141300
315900	239400	461700	325800	264600	620100	819900	694800	710100	1373000	1022000	696600	635400	333900	360000	443700	399600	603900	1116000	392400	260100	269100	300600	196200	344700	215100	373500	329400	315000	413100	400500	314100	254700	270000	211500	254700	346500	200700
242100	269100	602100	298800	198000	765000	758700	623700	834300	1553000	1145000	723600	688500	334800	362700	461700	496800	475200	1033000	398700	250200	284400	214200	158400	300600	189000	348300	314100	267300	524700	387900	286200	234900	204300	271800	304200	385200	182700
316800	214200	565200	308700	223200	562500	712800	593100	875700	1306000	934200	645300	630900	346500	349200	448200	466200	543600	1005000	374400	296100	250200	275400	158400	345600	202500	342900	319500	246600	431100	421200	326700	199800	222300	226800	298800	345600	224100
381600	180900	701100	360000	268200	859500	722700	590400	770400	1315000	1087000	742500	671400	315000	348300	523800	388800	557100	1072000	373500	268200	371700	298800	198000	356400	187200	376200	322200	192600	455400	387000	419400	210600	254700	244800	347400	393300	210600
159300	252900	578700	277200	270000	567000	707400	641700	720000	1421000	1025000	661500	637200	340200	372600	425700	385200	512100	1068000	422100	266400	306900	224100	209700	315000	213300	396000	306000	380700	398700	433800	401400	237600	274500	236700	334800	431100	169200
307800	207900	574200	348300	223200	589500	874800	621000	729000	1283000	997200	764100	622800	344700	377100	459000	387900	531000	1078000	379800	275400	270900	270000	184500	346500	206100	413100	315900	242100	422100	420300	301500	220500	227700	238500	324000	311400	163800
172800	293400	668700	257400	196200	631800	717300	678600	802800	1400000	945900	707400	652500	324000	353700	401400	347400	492300	983700	353700	260100	270900	256500	172800	306000	192600	352800	304200	197100	422100	365400	327600	237600	298800	209700	269100	425700	159300
241200	188100	552600	307800	271800	623700	771300	722700	916200	1324000	968400	640800	603900	331200	369000	441000	406800	512100	1035000	421200	296100	286200	216000	180000	300600	199800	345600	336600	235800	427500	423900	362700	222300	288900	253800	283500	366300	164700
277200	199800	552600	290700	228600	643500	742500	573300	719100	1481000	993600	699300	666000	316800	353700	432900	467100	510300	1090000	432000	312300	306000	273600	200700	323100	210600	344700	328500	248400	441900	370800	344700	255600	243900	248400	296100	321300	241200
203400	233100	619200	260100	222300	648900	827100	616500	735300	1355000	961200	715500	630000	326700	369900	432000	409500	491400	1010000	420300	281700	296100	218700	188100	336600	198900	354600	326700	270000	428400	348300	330300	208800	252900	229500	268200	347400	159300
232200	244800	621000	335700	162900	613800	796500	684000	747900	1282000	909900	745200	630000	342900	434700	511200	439200	504000	1025000	450900	255600	259200	332100	180000	289800	197100	377100	310500	200700	443700	440100	378900	231300	223200	240300	270000	445500	162000
320400	202500	499500	279000	254700	613800	729900	615600	769500	1337000	1025000	728100	622800	324000	336600	460800	424800	546300	1051000	408600	243900	289800	207000	186300	334800	196200	364500	329400	228600	452700	344700	345600	234900	196200	277200	300600	586800	199800
233100	199800	608400	274500	205200	623700	727200	580500	852300	1368000	951300	658800	606600	331200	360900	461700	375300	537300	1176000	382500	264600	314100	259200	172800	330300	194400	391500	312300	260100	448200	410400	317700	225900	212400	289800	371700	333000	170100
211500	252900	557100	281700	273600	723600	747000	728100	712800	1493000	1152000	786600	682200	330300	358200	460800	411300	484200	1073000	368100	261000	303300	255600	172800	331200	242100	328500	355500	226800	417600	337500	378900	323100	233100	205200	273600	468000	193500
261000	270000	545400	306000	251100	725400	772200	623700	954900	1408000	1094000	733500	626400	376200	356400	432000	363600	562500	1052000	411300	269100	288900	214200	175500	334800	222300	348300	355500	201600	473400	450900	351900	250200	288000	210600	342000	456300	171900
413100	340200	611100	272700	246600	738900	891000	688500	732600	1365000	1166000	720000	602100	333000	381600	411300	414900	557100	1121000	399600	261900	279000	262800	238500	358200	220500	390600	368100	251100	515700	373500	366300	207000	224100	181800	246600	369000	160200
216000	207900	554400	282600	217800	583200	752400	644400	801900	1303000	922500	701100	634500	328500	396000	450900	383400	507600	1051000	385200	236700	294300	280800	171000	290700	192600	353700	315900	233100	406800	372600	407700	197100	216900	297900	304200	345600	185400
201600	236700	535500	213300	239400	562500	701100	777600	772200	1419000	1043000	692100	626400	349200	382500	473400	479700	547200	1044000	437400	261900	332100	269100	200700	322200	178200	371700	339300	254700	502200	360000	325800	263700	236700	248400	326700	407700	238500
185400	270900	474300	236700	182700	495900	787500	588600	705600	1351000	1005000	680400	675000	325800	357300	445500	468000	514800	1082000	384300	295200	319500	228600	191700	315000	188100	375300	290700	180900	415800	412200	298800	241200	246600	198000	248400	548100	178200
285300	237600	465300	271800	243000	572400	842400	500400	821700	1375000	1031000	720000	641700	336600	341100	441900	442800	491400	1106000	370800	248400	270000	242100	196200	290700	178200	345600	320400	236700	425700	454500	285300	210600	239400	273600	264600	404100	231300
225000	213300	616500	254700	206100	675900	721800	603900	860400	1429000	945900	707400	616500	317700	363600	443700	406800	498600	1091000	418500	242100	280800	274500	177300	341100	211500	362700	324000	213300	368100	450000	346500	222300	230400	274500	251100	438300	204300
225900	275400	516600	260100	183600	608400	974700	664200	805500	1472000	1053000	667800	606600	344700	351000	466200	485100	538200	1046000	394200	306000	263700	220500	204300	344700	230400	361800	318600	212400	479700	331200	320400	259200	257400	304200	323100	426600	200700
299700	207900	582300	251100	263700	610200	870300	693000	745200	1414000	987300	745200	604800	354600	380700	468000	405000	508500	1068000	397800	274500	268200	274500	225900	350100	230400	378900	302400	272700	429300	394200	342000	215100	246600	197100	293400	513000	234000
267300	193500	450000	336600	249300	574200	697500	633600	819900	1292000	979200	673200	623700	335700	395100	424800	429300	542700	1043000	404100	286200	301500	208800	227700	317700	217800	369900	382500	238500	423900	348300	385200	217800	312300	256500	282600	326700	189000
242100	195300	540000	247500	239400	479700	857700	575100	878400	1366000	993600	595800	635400	319500	387000	420300	452700	512100	1057000	406800	239400	279000	243000	172800	269100	204300	368100	319500	180900	461700	434700	362700	209700	249300	218700	237600	343800	213300
257400	321300	585900	270900	189000	678600	992700	558000	725400	1298000	984600	683100	621000	335700	367200	418500	389700	549900	1035000	375300	261900	272700	226800	188100	334800	253800	346500	326700	269100	412200	385200	354600	225000	228600	237600	263700	343800	169200
351900	211500	616500	421200	242100	731700	676800	668700	815400	1472000	1009000	674100	624600	360900	394200	437400	441000	540900	1093000	385200	243900	276300	243900	190800	324000	182700	347400	351000	180900	418500	378900	299700	393300	205200	248400	265500	386100	188100
231300	246600	475200	393300	185400	521100	701100	727200	742500	1439000	936900	645300	630000	324000	357300	446400	426600	558900	992700	399600	256500	328500	279900	165600	339300	201600	358200	327600	212400	411300	442800	357300	222300	244800	299700	318600	367200	187200
276300	198000	529200	227700	197100	591300	792000	669600	851400	1317000	1022000	678600	651600	328500	360000	482400	501300	511200	1158000	446400	266400	315000	244800	207900	353700	217800	368100	351900	194400	406800	445500	431100	214200	249300	257400	342900	425700	172800
211500	268200	495900	270900	207000	533700	712800	650700	780300	1311000	954000	711000	696600	355500	353700	453600	471600	525600	1042000	368100	266400	319500	261000	159300	297900	224100	362700	299700	222300	427500	408600	387900	204300	235800	214200	275400	405900	192600
313200	245700	524700	341100	270900	567900	783000	615600	810000	1301000	945000	696600	639900	317700	345600	420300	447300	541800	1067000	492300	257400	324000	252000	208800	306900	197100	354600	333000	261000	469800	414000	337500	207000	231300	216900	275400	448200	194400
341100	189900	679500	389700	255600	694800	874800	722700	750600	1311000	1010000	753300	626400	351000	379800	459000	501300	518400	1044000	428400	277200	306000	243000	240300	294300	206100	398700	288000	231300	453600	315900	339300	269100	252000	198000	291600	398700	162000
167400	147600	709200	270000	242100	654300	920700	594900	747000	1237000	1184000	792900	633600	324000	348300	432900	423900	526500	1111000	365400	298800	270900	228600	178200	309600	209700	332100	297000	294300	404100	437400	315000	196200	210600	232200	279900	393300	165600
211500	289800	610200	306000	260100	828000	871200	593100	780300	1452000	872100	641700	650700	321300	378900	469800	405900	509400	1059000	375300	243900	288900	251100	190800	309600	234000	362700	356400	311400	447300	419400	357300	255600	216900	225900	263700	304200	210600
171900	214200	598500	262800	208800	498600	846000	636300	807300	1349000	986400	702000	679500	328500	334800	447300	466200	498600	1096000	398700	252900	303300	250200	171000	323100	194400	376200	299700	248400	492300	404100	305100	189900	224100	195300	293400	465300	181800
336600	212400	582300	289800	220500	516600	813600	656100	783900	1449000	1001000	673200	711900	343800	392400	491400	484200	542700	1045000	485100	277200	329400	225000	175500	351000	213300	387000	345600	191700	463500	355500	374400	214200	278100	259200	313200	506700	218700
231300	270000	548100	339300	290700	611100	903600	535500	761400	1331000	920700	701100	613800	337500	334800	425700	450000	506700	1094000	389700	265500	309600	278100	215100	306000	194400	359100	364500	288900	404100	375300	393300	222300	239400	262800	246600	463500	202500
333900	274500	468000	299700	288900	653400	699300	715500	738900	1461000	1119000	651600	642600	368100	396000	445500	422100	538200	1031000	369900	300600	289800	269100	175500	315000	257400	382500	324000	210600	452700	427500	371700	197100	217800	273600	292500	414000	205200
221400	156600	574200	279900	231300	642600	706500	643500	746100	1311000	927900	681300	603900	342900	402300	460800	426600	504000	1132000	387000	261900	324000	247500	228600	289800	234000	346500	332100	282600	441000	411300	254700	238500	219600	296100	256500	342900	173700
219600	296100	627300	280800	244800	611100	782100	645300	774900	1362000	965700	666000	635400	354600	351000	475200	432900	613800	999000	432900	285300	356400	339300	227700	310500	230400	372600	290700	227700	405000	422100	402300	222300	211500	237600	296100	446400	186300
283500	272700	482400	261900	216900	675900	858600	566100	696600	1274000	1031000	742500	611100	328500	339300	418500	401400	557100	1051000	367200	292500	356400	247500	181800	327600	188100	409500	300600	223200	439200	422100	402300	239400	255600	244800	268200	347400	180900
228600	299700	567000	265500	295200	513900	744300	613800	679500	1373000	990900	693000	621000	335700	342000	444600	374400	503100	992700	446400	275400	317700	249300	218700	326700	194400	390600	347400	243900	471600	312300	290700	182700	212400	246600	241200	437400	167400
259200	198900	564300	315000	216900	608400	758700	667800	720000	1349000	969300	664200	644400	316800	350100	450000	375300	548100	1075000	384300	252900	261000	243000	221400	322200	213300	343800	320400	328500	400500	393300	329400	207900	236700	212400	271800	351000	144900
198000	300600	594000	333900	238500	640800	748800	638100	814500	1291000	1101000	704700	649800	312300	372600	450900	465300	589500	1022000	461700	273600	310500	268200	152100	348300	210600	349200	286200	183600	440100	410400	403200	174600	271800	264600	251100	426600	236700
261000	270000	549000	354600	206100	572400	788400	745200	769500	1389000	924300	694800	657000	341100	356400	523800	476100	576000	1004000	395100	263700	289800	288000	201600	310500	207900	396000	307800	281700	391500	456300	357300	223200	315000	227700	283500	415800	193500
203400	254700	682200	353700	242100	564300	902700	609300	792900	1372000	948600	728100	648000	312300	376200	503100	403200	597600	1173000	425700	307800	319500	238500	217800	368100	228600	357300	339300	285300	483300	363600	319500	199800	212400	256500	285300	366300	135900
244800	201600	558000	266400	194400	567900	698400	776700	806400	1451000	1005000	666000	612900	310500	347400	432000	461700	522900	1120000	387000	236700	293400	258300	204300	342000	220500	352800	297900	245700	394200	426600	333900	232200	246600	255600	292500	354600	207000
260100	236700	535500	411300	335700	562500	756900	731700	710100	1336000	994500	783000	728100	347400	352800	475200	416700	558000	1025000	395100	269100	301500	211500	188100	318600	182700	351000	333000	244800	438300	417600	380700	245700	260100	214200	327600	367200	159300
214200	206100	564300	333900	205200	593100	716400	684900	709200	1390000	939600	700200	648000	333900	342000	514800	421200	519300	1078000	456300	266400	267300	276300	186300	315000	213300	385200	297900	313200	482400	359100	389700	222300	262800	258300	290700	397800	163800
240300	259200	520200	258300	243000	609300	864900	642600	753300	1283000	933300	691200	633600	339300	348300	405000	487800	617400	1050000	418500	286200	335700	257400	184500	304200	201600	379800	328500	314100	493200	353700	363600	233100	317700	303300	345600	344700	169200
278100	225000	530100	289800	297000	642600	713700	513000	916200	1345000	833400	694800	625500	312300	374400	440100	419400	527400	1085000	460800	250200	292500	227700	177300	355500	216000	366300	299700	207900	377100	489600	364500	267300	244800	243900	294300	394200	200700
227700	211500	636300	251100	232200	559800	760500	654300	769500	1301000	1011000	683100	630900	337500	365400	440100	385200	507600	1003000	402300	261900	281700	243900	213300	333900	254700	359100	319500	208800	404100	328500	357300	233100	222300	264600	268200	483300	171000
207000	233100	472500	353700	228600	597600	823500	591300	747000	1398000	972900	683100	660600	328500	333000	421200	482400	504900	1093000	375300	274500	291600	273600	216900	371700	220500	345600	293400	220500	420300	349200	410400	236700	220500	220500	250200	392400	165600
235800	262800	486000	311400	236700	653400	775800	702000	719100	1508000	946800	652500	637200	342900	339300	421200	409500	567900	1130000	405900	342000	337500	329400	193500	383400	220500	379800	316800	190800	427500	372600	368100	261000	242100	202500	303300	373500	196200
349200	343800	411300	336600	253800	634500	888300	630900	789300	1574000	924300	731700	620100	331200	343800	462600	469800	673200	1090000	398700	274500	297900	275400	179100	334800	237600	358200	312300	204300	444600	415800	366300	226800	225900	257400	347400	358200	218700
235800	198900	580500	286200	255600	767700	753300	616500	861300	1336000	1158000	708300	603900	307800	432000	449100	474300	550800	1032000	451800	254700	293400	239400	225900	335700	196200	396900	311400	283500	389700	353700	325800	185400	232200	240300	315000	348300	162000
277200	252000	708300	411300	219600	529200	905400	617400	684900	1458000	958500	684000	611100	315000	339300	477900	441000	506700	1046000	349200	245700	327600	258300	220500	332100	191700	435600	348300	167400	441900	405900	320400	330300	234000	233100	262800	478800	193500
257400	237600	547200	300600	198000	568800	714600	682200	715500	1359000	990900	708300	702900	342000	381600	477900	437400	521100	1050000	449100	291600	259200	254700	179100	312300	231300	359100	319500	283500	430200	402300	310500	225000	279900	238500	315000	446400	185400
271800	221400	534600	243900	322200	569700	841500	595800	746100	1428000	975600	783000	639900	342900	360900	483300	450900	495000	1099000	405900	250200	288000	235800	162900	314100	191700	362700	339300	237600	458100	432000	352800	254700	197100	254700	324900	400500	179100
307800	212400	531000	288900	203400	549000	846000	629100	832500	1387000	980100	703800	630900	321300	352800	486900	432000	549000	1017000	408600	277200	306900	238500	178200	338400	206100	367200	355500	214200	542700	434700	316800	219600	264600	264600	244800	361800	178200
273600	241200	449100	247500	237600	683100	696600	563400	785700	1304000	1172000	722700	623700	326700	361800	462600	395100	515700	1085000	476100	271800	358200	278100	202500	343800	189900	399600	309600	189900	432900	360000	357300	248400	212400	229500	277200	396900	229500
304200	210600	615600	364500	238500	639000	890100	657000	738000	1377000	917100	747000	618300	351900	407700	424800	425700	536400	1020000	458100	278100	298800	288900	207900	305100	197100	355500	342900	329400	499500	381600	332100	270900	268200	199800	318600	448200	185400
303300	309600	519300	254700	288900	535500	888300	570600	830700	1338000	1006000	729900	637200	321300	348300	458100	453600	607500	1050000	396900	281700	339300	252000	170100	316800	206100	371700	328500	256500	454500	410400	378900	250200	262800	260100	349200	459000	182700
271800	282600	580500	278100	268200	704700	747000	660600	801900	1224000	1016000	664200	613800	344700	358200	417600	443700	495000	1003000	358200	249300	277200	211500	218700	324900	207900	325800	310500	266400	419400	372600	324900	236700	206100	259200	363600	378000	164700
276300	223200	664200	286200	205200	614700	842400	553500	923400	1526000	975600	699300	635400	322200	380700	477000	406800	568800	1029000	375300	232200	268200	278100	180000	361800	198900	420300	305100	311400	435600	430200	284400	254700	229500	329400	270000	343800	157500
281700	182700	568800	306000	257400	509400	692100	634500	727200	1398000	1175000	684900	680400	341100	378000	439200	406800	528300	1056000	443700	263700	273600	276300	153900	306000	216000	380700	347400	203400	442800	414900	319500	214200	206100	232200	249300	390600	175500
264600	186300	594000	330300	236700	756900	835200	762300	783000	1238000	981000	729000	613800	319500	346500	414900	428400	525600	1022000	413100	234000	315000	209700	203400	297000	180900	381600	323100	213300	456300	313200	302400	252900	232200	215100	252900	338400	192600
263700	200700	533700	299700	207000	621900	787500	612000	778500	1336000	1217000	732600	731700	324000	393300	483300	523800	521100	1085000	370800	299700	279000	271800	199800	339300	240300	401400	306900	230400	407700	468000	412200	214200	222300	255600	242100	435600	209700
195300	246600	558900	312300	227700	538200	792900	633600	761400	1548000	970200	663300	632700	307800	395100	414000	422100	501300	1109000	370800	266400	295200	214200	200700	325800	199800	353700	324000	247500	421200	384300	357300	221400	213300	223200	315000	379800	199800
278100	321300	591300	314100	189900	589500	811800	630000	768600	1301000	975600	762300	617400	329400	389700	432000	425700	495900	1014000	497700	288000	285300	265500	162900	324900	199800	342000	320400	215100	400500	383400	265500	193500	270000	228600	276300	506700	189900
230400	156600	531000	428400	257400	642600	857700	648900	827100	1359000	1045000	755100	666000	324000	396000	467100	436500	531000	1040000	395100	271800	268200	282600	168300	301500	196200	402300	328500	277200	439200	394200	315900	192600	253800	250200	301500	404100	216000
252000	189900	598500	265500	180000	594000	762300	719100	731700	1442000	943200	666000	594900	348300	376200	432900	434700	570600	1071000	415800	276300	301500	216900	180000	305100	244800	387000	290700	165600	471600	367200	327600	209700	261900	234000	284400	470700	216000
248400	279000	562500	371700	222300	679500	812700	555300	650700	1320000	1005000	758700	630900	348300	352800	458100	405000	529200	1022000	351000	261900	324900	249300	191700	319500	203400	362700	309600	230400	434700	383400	299700	295200	221400	230400	263700	413100	202500
204300	198000	644400	223200	200700	635400	760500	607500	734400	1374000	1007000	703800	625500	312300	343800	454500	427500	514800	1044000	404100	256500	279900	202500	198900	323100	219600	350100	283500	270900	392400	397800	325800	258300	237600	258300	265500	445500	184500
198900	222300	648900	316800	351900	514800	814500	654300	665100	1376000	899100	750600	609300	316800	386100	428400	372600	521100	1068000	436500	245700	284400	297900	202500	315900	242100	351000	334800	235800	407700	387900	405900	261900	252000	259200	265500	442800	173700
237600	218700	465300	350100	236700	740700	759600	597600	950400	1331000	969300	823500	630000	367200	369000	404100	411300	518400	1077000	444600	270000	261900	323100	182700	303300	216000	374400	350100	165600	422100	434700	312300	266400	207900	237600	286200	374400	171900
164700	198000	451800	311400	205200	560700	747900	646200	747900	1333000	1010000	658800	634500	347400	353700	467100	402300	531900	1033000	402300	271800	318600	256500	201600	309600	208800	338400	299700	243000	403200	380700	295200	214200	215100	226800	260100	386100	154800
268200	321300	468000	258300	198000	613800	766800	626400	816300	1285000	951300	659700	623700	321300	352800	460800	450000	567900	1022000	425700	316800	278100	245700	191700	333000	223200	391500	313200	195300	392400	397800	321300	205200	247500	192600	243900	496800	213300
321300	330300	499500	261900	253800	676800	777600	702900	738000	1283000	955800	730800	641700	333900	376200	447300	405900	541800	1022000	427500	291600	275400	252900	174600	317700	199800	393300	286200	258300	423900	563400	358200	216900	261900	207000	300600	342900	164700
206100	318600	460800	268200	292500	641700	728100	640800	716400	1374000	1131000	753300	663300	327600	351000	444600	487800	526500	1109000	365400	260100	333900	268200	193500	352800	182700	384300	292500	223200	472500	486900	350100	192600	216900	273600	328500	347400	216000
231300	228600	612900	358200	237600	9e+05	927000	733500	801000	1449000	903600	701100	686700	338400	415800	421200	448200	550800	1159000	417600	281700	298800	252000	183600	314100	218700	367200	335700	220500	476100	394200	319500	221400	206100	340200	335700	304200	144900
228600	198900	632700	323100	198000	585900	753300	542700	767700	1246000	999000	707400	622800	315000	366300	427500	369900	527400	1130000	441900	259200	296100	325800	180000	329400	196200	334800	326700	174600	465300	383400	345600	209700	250200	218700	321300	483300	189900
189900	210600	554400	266400	196200	531900	783900	696600	783900	1337000	1164000	784800	673200	319500	358200	470700	414900	547200	1085000	408600	260100	348300	264600	196200	356400	239400	404100	302400	268200	388800	419400	295200	197100	242100	294300	267300	444600	172800
237600	247500	624600	296100	210600	586800	743400	594900	761400	1350000	957600	695700	634500	338400	357300	490500	433800	557100	1091000	401400	284400	308700	245700	189000	334800	239400	350100	323100	249300	535500	380700	349200	237600	234000	280800	324900	405000	175500
261900	245700	556200	324000	225000	657000	726300	536400	832500	1337000	1117000	686700	613800	310500	340200	444600	378900	500400	998100	405000	280800	278100	288000	213300	286200	225900	319500	297900	206100	401400	333900	394200	217800	230400	216900	282600	392400	159300
256500	189900	577800	286200	209700	495000	839700	652500	857700	1348000	897300	693900	612900	303300	343800	468000	427500	554400	1021000	411300	242100	315900	264600	231300	317700	206100	361800	333900	277200	406800	559800	324000	243900	270900	264600	329400	463500	207000
198000	230400	660600	353700	316800	586800	800100	765900	855900	1456000	1049000	671400	666900	333000	407700	479700	357300	551700	1117000	397800	295200	290700	263700	172800	326700	243900	357300	297900	235800	487800	416700	333900	230400	282600	282600	324900	308700	148500
274500	351000	677700	290700	204300	460800	845100	665100	729900	1337000	994500	701100	630000	321300	367200	440100	432900	564300	1084000	382500	248400	289800	224100	168300	343800	180000	376200	302400	263700	407700	345600	319500	275400	270000	252000	272700	433800	157500
226800	240300	395100	327600	178200	574200	761400	650700	691200	1309000	910800	717300	708300	369900	332100	446400	442800	556200	969300	416700	260100	279000	234900	182700	274500	194400	336600	322200	269100	459000	407700	355500	206100	223200	200700	240300	351900	164700
195300	263700	701100	384300	190800	597600	752400	644400	724500	1282000	994500	639000	621000	321300	355500	459000	372600	555300	1044000	382500	309600	315900	237600	189000	338400	200700	376200	359100	307800	452700	449100	355500	207900	283500	244800	262800	502200	225900
342900	243000	562500	235800	209700	612900	875700	779400	889200	1256000	1126000	798300	663300	341100	369000	475200	403200	590400	1091000	466200	250200	323100	240300	171000	325800	204300	394200	293400	189900	464400	341100	349200	315000	241200	244800	246600	389700	187200
206100	347400	472500	282600	213300	655200	679500	587700	755100	1416000	998100	659700	628200	324900	352800	460800	447300	537300	1085000	414000	285300	277200	230400	181800	328500	222300	376200	310500	217800	466200	428400	324900	219600	234900	289800	266400	390600	262800
243900	314100	634500	406800	182700	762300	982800	614700	744300	1285000	1024000	681300	668700	340200	365400	487800	415800	518400	1114000	413100	257400	279900	316800	226800	350100	198900	438300	295200	237600	457200	467100	338400	188100	296100	213300	347400	469800	190800
321300	259200	496800	260100	237600	611100	795600	639000	779400	1245000	1061000	760500	622800	328500	362700	446400	465300	530100	1095000	432900	263700	379800	265500	188100	329400	197100	346500	309600	212400	430200	384300	304200	210600	219600	251100	364500	405900	242100
264600	162000	405900	359100	170100	649800	730800	541800	751500	1369000	1028000	702000	628200	313200	374400	451800	382500	507600	1042000	417600	251100	279900	234900	177300	335700	236700	383400	347400	199800	449100	357300	270000	237600	266400	252900	269100	473400	164700
324900	289800	441900	240300	219600	555300	750600	653400	717300	1289000	1019000	714600	673200	347400	332100	443700	399600	512100	1051000	374400	328500	291600	221400	187200	323100	180000	364500	341100	324000	422100	432900	322200	225000	220500	220500	260100	363600	203400
237600	185400	531000	284400	198000	558000	752400	596700	757800	1399000	1101000	639000	628200	322200	358200	449100	384300	503100	1141000	465300	282600	302400	252000	186300	333000	206100	401400	342000	317700	404100	417600	315000	239400	291600	292500	249300	343800	162900
324900	217800	605700	285300	168300	493200	705600	601200	875700	1346000	986400	721800	617400	321300	360000	437400	494100	544500	1101000	425700	357300	308700	262800	215100	326700	232200	367200	324000	253800	432900	347400	270900	228600	277200	207900	270900	351900	150300
251100	214200	465300	231300	182700	511200	791100	599400	695700	1280000	918000	675000	673200	335700	343800	468900	381600	534600	1140000	387900	267300	309600	221400	173700	306000	246600	385200	309600	199800	387000	378900	309600	210600	220500	250200	307800	444600	175500
216900	249300	523800	323100	225000	525600	689400	675000	831600	1479000	993600	713700	664200	328500	355500	487800	440100	493200	1065000	394200	270000	303300	224100	188100	307800	214200	345600	366300	209700	433800	334800	312300	243000	231300	220500	324000	401400	179100
214200	276300	516600	271800	144000	622800	861300	658800	799200	1352000	1041000	726300	630900	340200	405900	430200	423000	537300	1026000	369900	286200	300600	240300	188100	333900	213300	358200	324000	269100	450000	364500	391500	257400	312300	244800	270000	369000	190800
227700	201600	520200	352800	320400	590400	732600	577800	855900	1333000	876600	734400	660600	328500	333000	427500	496800	512100	1079000	408600	246600	315000	318600	200700	296100	225000	350100	302400	209700	394200	353700	361800	226800	281700	232200	279000	373500	194400
282600	279900	738000	332100	255600	732600	872100	819000	759600	1356000	939600	667800	609300	360900	365400	452700	356400	513000	1050000	447300	288900	290700	259200	191700	327600	227700	346500	313200	272700	422100	399600	366300	205200	271800	195300	248400	499500	196200
229500	313200	501300	347400	258300	677700	837900	688500	833400	1283000	1049000	767700	638100	335700	351000	456300	380700	537300	1120000	521100	278100	327600	281700	188100	328500	215100	339300	316800	246600	451800	381600	327600	257400	230400	230400	264600	496800	158400
225900	225000	566100	369000	198000	628200	677700	640800	722700	1482000	980100	664200	631800	321300	359100	438300	423900	477000	1080000	449100	250200	294300	232200	223200	278100	250200	378000	321300	222300	446400	408600	327600	234000	221400	259200	291600	344700	201600
196200	305100	527400	266400	209700	563400	812700	601200	756000	1476000	966600	758700	679500	342000	407700	460800	427500	562500	1070000	446400	269100	309600	240300	212400	308700	198900	408600	316800	205200	388800	440100	300600	209700	270900	236700	300600	592200	147600
287100	263700	612000	307800	229500	569700	807300	665100	797400	1389000	1033000	694800	626400	349200	377100	430200	477900	560700	1080000	420300	285300	281700	269100	162000	292500	201600	386100	340200	223200	420300	426600	268200	277200	208800	234900	309600	361800	215100
311400	372600	656100	403200	175500	546300	754200	679500	729900	1411000	1024000	710100	592200	317700	378900	441000	476100	596700	1049000	418500	259200	315000	257400	163800	355500	211500	347400	319500	229500	403200	390600	268200	239400	249300	263700	272700	354600	220500
