"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
290700	234900	623700	286200	371700	531900	770400	809100	816300	1337000	1025000	673200	616500	357300	369000	467100	452700	522000	1058000	366300	278100	302400	275400	207900	333900	223200	350100	338400	281700	452700	432000	340200	227700	212400	246600	314100	450900	154800
271800	240300	510300	226800	247500	696600	825300	659700	761400	1292000	887400	663300	623700	324000	369000	485100	434700	517500	1080000	405000	283500	303300	263700	198900	317700	204300	353700	331200	234000	446400	470700	370800	220500	239400	225900	292500	338400	202500
228600	187200	694800	351900	217800	657900	799200	630000	779400	1362000	909000	738900	615600	326700	363600	434700	430200	513900	1087000	410400	280800	342900	258300	235800	383400	211500	339300	312300	243000	435600	478800	342900	279900	198900	278100	312300	352800	196200
201600	171900	491400	340200	192600	664200	732600	520200	812700	1374000	1054000	683100	648900	333000	369000	481500	405000	535500	1104000	493200	243900	256500	226800	197100	300600	223200	360000	329400	192600	450000	309600	299700	226800	291600	252000	320400	352800	219600
244800	369900	573300	362700	190800	562500	678600	586800	779400	1319000	1005000	686700	616500	344700	375300	430200	408600	592200	1116000	382500	292500	318600	262800	174600	328500	230400	399600	319500	171900	497700	405900	372600	201600	243000	198000	297900	375300	154800
217800	151200	442800	326700	276300	600300	877500	606600	729900	1296000	1076000	689400	606600	315000	341100	432000	415800	505800	958500	430200	266400	295200	252900	162900	309600	218700	380700	309600	220500	440100	358200	293400	217800	226800	234000	279900	364500	167400
249300	217800	474300	333000	229500	657000	810900	560700	942300	1259000	941400	757800	602100	336600	332100	434700	434700	567900	1077000	449100	277200	278100	274500	194400	333000	206100	360000	339300	180900	495000	457200	391500	211500	194400	215100	261900	414900	154800
210600	180000	508500	333900	216000	601200	779400	768600	700200	1294000	1077000	801000	638100	360000	424800	455400	511200	557100	1019000	384300	277200	317700	216900	175500	294300	234900	390600	335700	216900	419400	374400	364500	201600	218700	263700	332100	346500	242100
224100	176400	533700	383400	304200	561600	733500	651600	790200	1377000	906300	717300	616500	340200	360000	495900	396000	583200	1090000	389700	291600	343800	226800	161100	319500	223200	385200	310500	226800	405900	306900	341100	214200	240300	244800	306900	311400	147600
307800	197100	498600	295200	197100	734400	687600	673200	969300	1398000	990000	706500	641700	366300	378900	452700	436500	540000	1103000	410400	274500	323100	252900	200700	307800	222300	383400	302400	339300	411300	388800	351900	225000	233100	225900	233100	405000	205200
243900	225900	526500	204300	325800	559800	931500	667800	911700	1534000	969300	751500	613800	315000	372600	444600	366300	552600	1100000	416700	263700	295200	233100	206100	324000	220500	353700	322200	225900	414900	351000	371700	174600	314100	252000	284400	408600	157500
213300	191700	499500	247500	324000	540000	846900	703800	770400	1341000	978300	725400	615600	326700	382500	460800	395100	600300	1048000	430200	286200	302400	252900	185400	317700	214200	414900	380700	245700	504000	400500	350100	226800	263700	209700	379800	513900	247500
218700	221400	460800	252000	258300	676800	719100	674100	729900	1434000	887400	684900	608400	333000	346500	458100	420300	497700	1121000	385200	272700	318600	244800	161100	293400	194400	371700	286200	307800	471600	441900	296100	180900	279900	223200	256500	413100	209700
302400	205200	719100	390600	266400	666900	650700	649800	742500	1374000	981900	691200	630000	317700	367200	445500	414900	515700	1019000	402300	257400	298800	299700	261000	322200	207000	368100	312300	197100	447300	380700	346500	238500	290700	241200	281700	409500	175500
386100	242100	540900	211500	246600	876600	734400	615600	819000	1340000	1045000	783000	660600	378000	346500	504000	397800	538200	1111000	396000	241200	301500	254700	203400	297000	220500	386100	281700	258300	426600	489600	404100	286200	268200	218700	263700	401400	153000
197100	240300	540900	268200	285300	548100	698400	558000	779400	1439000	1109000	752400	616500	383400	345600	430200	398700	585000	1058000	428400	333900	304200	230400	175500	332100	207000	332100	306900	266400	436500	470700	485100	291600	197100	254700	307800	333900	173700
333000	265500	641700	396900	228600	703800	775800	792900	828000	1316000	1069000	775800	642600	355500	369000	539100	425700	570600	1027000	393300	254700	329400	266400	162000	280800	199800	391500	325800	220500	470700	371700	311400	216900	206100	236700	296100	409500	207900
194400	225000	535500	227700	318600	941400	671400	711000	759600	1380000	883800	652500	606600	319500	351000	454500	398700	540900	1039000	400500	262800	287100	266400	189900	333900	203400	395100	297900	216000	495900	487800	396900	285300	293400	267300	248400	375300	178200
270900	210600	568800	279000	268200	630900	921600	621900	808200	1387000	1047000	742500	627300	326700	351000	465300	458100	504900	1129000	391500	267300	283500	256500	203400	323100	207900	330300	290700	208800	408600	549000	315000	229500	230400	226800	310500	349200	169200
180900	231300	549900	395100	243900	623700	858600	741600	794700	1328000	1266000	874800	610200	360000	368100	458100	408600	537300	1025000	499500	290700	317700	276300	181800	315000	207900	346500	334800	238500	458100	376200	438300	203400	221400	268200	314100	423000	126900
223200	146700	492300	335700	294300	531000	788400	564300	759600	1351000	1008000	648000	592200	328500	333000	461700	404100	504900	1057000	369900	290700	278100	233100	190800	296100	192600	350100	309600	230400	452700	341100	288900	215100	235800	225000	380700	368100	162900
204300	222300	481500	267300	232200	717300	698400	615600	819900	1478000	1075000	725400	638100	340200	371700	409500	427500	545400	1120000	446400	316800	315900	235800	165600	351000	247500	364500	333900	180900	452700	342900	294300	241200	214200	259200	288900	315000	171900
349200	248400	644400	277200	285300	523800	783900	593100	750600	1543000	1112000	704700	622800	331200	366300	435600	370800	541800	1074000	432900	257400	295200	223200	186300	345600	207900	356400	340200	214200	433800	470700	342000	332100	207000	183600	263700	381600	193500
294300	323100	596700	279900	315000	675900	1031000	642600	773100	1331000	1026000	752400	649800	322200	375300	444600	468900	618300	1107000	458100	299700	303300	211500	180000	322200	216000	340200	300600	257400	430200	416700	382500	270000	239400	251100	243900	342000	180900
223200	171900	567000	304200	255600	667800	750600	637200	751500	1477000	1019000	771300	625500	360900	342000	479700	405900	565200	997200	370800	259200	356400	226800	198000	354600	193500	394200	326700	216000	450000	348300	437400	199800	196200	251100	225900	360000	201600
234900	178200	536400	286200	279000	754200	762300	535500	835200	1462000	1033000	639000	624600	303300	339300	425700	429300	516600	1028000	381600	315000	270900	318600	168300	332100	200700	323100	336600	243900	441900	387900	295200	236700	223200	198000	277200	417600	160200
224100	241200	464400	275400	203400	583200	769500	649800	681300	1342000	888300	686700	654300	316800	334800	420300	386100	550800	999900	427500	276300	337500	305100	187200	331200	191700	369000	295200	235800	404100	466200	268200	207900	236700	223200	258300	414000	194400
303300	246600	444600	344700	282600	581400	738000	665100	882900	1376000	1097000	724500	655200	351900	369900	440100	386100	522900	1085000	409500	321300	278100	239400	192600	289800	214200	374400	312300	351900	461700	398700	374400	188100	241200	256500	273600	499500	167400
291600	233100	522000	380700	199800	604800	729900	577800	842400	1394000	944100	704700	640800	351900	414000	405900	386100	538200	1036000	380700	291600	292500	235800	161100	336600	201600	369900	337500	266400	452700	417600	437400	233100	225000	245700	232200	459900	171000
306000	311400	708300	252900	186300	512100	819000	777600	761400	1339000	908100	738900	631800	353700	342000	467100	441000	521100	1127000	408600	279000	282600	239400	196200	324000	218700	363600	315000	237600	445500	360900	333000	222300	253800	235800	246600	481500	177300
270900	188100	429300	227700	225900	543600	702900	573300	773100	1492000	921600	680400	611100	322200	368100	445500	414000	531000	1067000	368100	294300	334800	243000	189900	328500	215100	332100	323100	248400	427500	378000	291600	249300	246600	266400	274500	529200	144900
294300	226800	657900	279900	296100	520200	738900	649800	840600	1454000	885600	646200	630000	350100	351900	479700	432000	525600	1094000	378000	303300	321300	263700	180000	287100	210600	343800	281700	241200	401400	415800	332100	178200	200700	230400	312300	318600	190800
209700	224100	514800	322200	210600	510300	745200	683100	712800	1292000	952200	668700	620100	316800	340200	486000	368100	507600	972000	379800	259200	310500	233100	182700	333900	217800	401400	306000	300600	433800	509400	318600	201600	296100	335700	292500	451800	152100
291600	189900	432000	307800	226800	544500	796500	597600	786600	1362000	959400	782100	606600	327600	366300	506700	396000	544500	1112000	406800	257400	345600	266400	205200	331200	225900	371700	309600	234000	442800	410400	371700	216000	227700	207900	279900	421200	172800
261000	249300	680400	318600	238500	813600	692100	710100	780300	1346000	938700	692100	649800	330300	421200	453600	405000	524700	1022000	405900	275400	284400	329400	180000	308700	199800	333000	302400	280800	439200	419400	331200	245700	219600	190800	283500	563400	180900
181800	162000	564300	273600	247500	511200	846000	647100	736200	1281000	930600	678600	590400	326700	409500	459000	386100	521100	1051000	379800	248400	322200	244800	219600	325800	218700	402300	338400	195300	450000	346500	369900	208800	300600	268200	354600	558000	171000
162900	198000	527400	286200	292500	559800	774900	698400	675000	1358000	1132000	671400	612900	386100	369900	450000	427500	504900	1070000	391500	263700	327600	252900	181800	270900	203400	421200	312300	207900	412200	425700	337500	213300	289800	264600	258300	342900	234000
266400	202500	580500	391500	225000	747900	853200	566100	838800	1223000	1033000	723600	637200	315000	346500	494100	439200	586800	1054000	463500	265500	308700	240300	177300	354600	194400	340200	304200	236700	396000	443700	395100	250200	222300	226800	302400	459900	195300
234900	178200	513900	311400	207900	574200	746100	651600	778500	1438000	1007000	639900	644400	316800	379800	497700	531900	557100	1018000	396900	236700	254700	273600	216900	312300	261000	342000	302400	198000	423000	435600	316800	178200	236700	207000	270900	429300	180000
319500	208800	723600	205200	178200	520200	651600	578700	779400	1301000	1082000	902700	594900	341100	360900	446400	397800	510300	1022000	393300	280800	288900	275400	202500	317700	210600	388800	320400	226800	429300	383400	297900	289800	242100	252900	291600	404100	203400
205200	220500	587700	307800	232200	591300	788400	594000	792900	1314000	969300	697500	684900	324000	415800	448200	410400	544500	992700	437400	288000	263700	216900	200700	325800	185400	381600	343800	214200	410400	343800	396000	226800	212400	272700	305100	317700	245700
235800	214200	533700	258300	226800	640800	684000	693000	773100	1292000	1080000	708300	623700	365400	348300	570600	471600	519300	993600	423000	281700	313200	221400	183600	319500	180000	370800	358200	245700	467100	322200	314100	261900	235800	321300	326700	401400	167400
288000	216900	492300	246600	316800	767700	761400	691200	703800	1313000	1026000	702000	621000	360000	343800	450000	405900	537300	1210000	418500	288000	304200	285300	185400	289800	211500	408600	360000	261000	423900	371700	372600	255600	268200	235800	313200	338400	153900
273600	298800	683100	387000	283500	650700	865800	693900	693900	1282000	1030000	783900	707400	319500	383400	479700	487800	563400	1098000	401400	261900	289800	266400	201600	311400	221400	457200	307800	271800	460800	371700	373500	251100	288900	256500	268200	375300	170100
291600	261900	512100	309600	328500	570600	841500	747900	740700	1392000	996300	738900	635400	324000	422100	435600	406800	561600	968400	351900	250200	296100	245700	189000	328500	206100	340200	298800	260100	425700	417600	297900	196200	231300	296100	288900	418500	147600
244800	312300	483300	394200	266400	586800	659700	638100	812700	1418000	974700	747000	627300	351900	382500	445500	412200	534600	1136000	368100	331200	312300	227700	239400	295200	271800	350100	326700	199800	407700	421200	297900	178200	200700	233100	281700	331200	230400
280800	129600	456300	237600	196200	449100	667800	557100	688500	1263000	1040000	666000	623700	361800	339300	434700	415800	531000	1056000	460800	289800	339300	302400	225000	285300	194400	349200	317700	250200	405900	425700	243000	208800	189900	281700	248400	437400	162900
221400	159300	561600	283500	193500	793800	794700	627300	781200	1313000	965700	725400	631800	350100	352800	436500	450000	573300	1030000	435600	290700	294300	251100	202500	338400	194400	387900	305100	215100	413100	350100	333000	227700	231300	246600	233100	394200	153000
270900	269100	638100	282600	250200	747000	735300	576900	692100	1476000	995400	676800	649800	335700	384300	471600	402300	473400	1158000	401400	245700	265500	277200	177300	322200	206100	342000	299700	316800	476100	363600	407700	221400	281700	223200	283500	445500	240300
241200	226800	481500	266400	322200	769500	855900	652500	850500	1345000	1125000	704700	666000	333900	371700	537300	442800	547200	1042000	435600	261000	299700	237600	185400	376200	218700	343800	345600	199800	437400	407700	337500	196200	255600	251100	243000	472500	211500
194400	198900	552600	332100	250200	693900	811800	594900	780300	1321000	917100	676800	675000	307800	398700	482400	384300	592200	1021000	382500	257400	280800	253800	177300	293400	227700	374400	320400	231300	407700	404100	297900	250200	219600	225900	259200	426600	209700
315900	211500	596700	287100	199800	637200	859500	747900	705600	1413000	996300	670500	672300	354600	328500	463500	413100	514800	1040000	403200	278100	332100	234900	191700	336600	204300	323100	270000	249300	402300	421200	356400	216900	221400	355500	369900	382500	257400
194400	236700	565200	283500	256500	666000	964800	689400	790200	1310000	1142000	783000	649800	316800	360000	518400	496800	561600	1017000	384300	236700	259200	267300	171000	367200	189900	349200	304200	234000	518400	342900	302400	219600	201600	244800	385200	411300	186300
333000	320400	578700	259200	227700	684000	864000	708300	727200	1395000	1100000	693900	720000	307800	370800	476100	417600	566100	1048000	392400	288000	321300	340200	170100	273600	246600	349200	325800	251100	510300	412200	400500	207900	242100	275400	323100	383400	141300
252900	229500	490500	394200	299700	615600	789300	618300	770400	1374000	1106000	716400	621000	316800	344700	445500	385200	560700	1046000	377100	287100	279000	265500	189000	378000	211500	370800	305100	234000	489600	506700	385200	294300	196200	216900	276300	335700	198000
351900	193500	563400	241200	191700	556200	781200	653400	865800	1318000	963900	734400	630000	307800	372600	470700	477900	519300	1094000	451800	261000	289800	295200	193500	339300	232200	355500	309600	260100	465300	435600	349200	235800	233100	281700	254700	346500	172800
248400	201600	597600	386100	241200	596700	805500	596700	748800	1314000	1001000	717300	680400	325800	369000	449100	411300	500400	1094000	389700	292500	299700	254700	183600	325800	192600	354600	347400	174600	395100	400500	351000	226800	230400	246600	273600	474300	226800
304200	340200	456300	275400	262800	613800	723600	630000	715500	1414000	1024000	687600	666000	331200	377100	460800	376200	581400	1112000	401400	261900	279900	246600	177300	347400	199800	342000	335700	216900	451800	453600	303300	261000	250200	196200	282600	405900	246600
224100	271800	527400	419400	277200	630900	815400	739800	754200	1274000	1063000	737100	620100	334800	388800	476100	425700	541800	1074000	387000	285300	271800	216900	192600	307800	199800	391500	338400	243900	477900	342000	342000	205200	245700	223200	333000	386100	211500
244800	257400	606600	378000	178200	604800	805500	672300	764100	1382000	1063000	712800	621900	324000	367200	450000	484200	508500	1034000	406800	283500	275400	218700	179100	322200	225900	378900	325800	307800	399600	333000	404100	189900	272700	243900	270900	335700	153000
222300	264600	590400	286200	295200	450000	774000	742500	704700	1245000	974700	811800	642600	316800	361800	437400	414900	535500	1021000	399600	285300	322200	247500	185400	319500	184500	333000	303300	271800	414000	332100	341100	213300	243000	200700	315000	454500	178200
205200	154800	535500	266400	225900	771300	792000	620100	759600	1373000	974700	730800	637200	351900	348300	460800	380700	539100	1100000	396900	232200	321300	263700	156600	358200	185400	353700	315000	192600	409500	460800	305100	223200	255600	229500	279900	368100	171900
162900	243000	502200	417600	190800	696600	764100	864900	703800	1361000	946800	758700	618300	315000	364500	433800	414000	486000	1074000	372600	264600	333900	240300	192600	336600	178200	364500	322200	207900	421200	327600	351000	278100	274500	202500	266400	401400	199800
206100	238500	541800	362700	288900	676800	794700	613800	708300	1295000	880200	683100	618300	349200	351900	454500	413100	511200	1067000	418500	256500	276300	256500	158400	357300	197100	368100	328500	258300	451800	430200	297000	252000	315900	283500	346500	382500	184500
227700	192600	563400	245700	238500	644400	697500	627300	797400	1305000	1025000	646200	612900	316800	354600	401400	421200	581400	1079000	446400	236700	327600	263700	196200	291600	213300	422100	358200	261000	470700	380700	300600	258300	224100	318600	265500	428400	179100
264600	176400	534600	266400	221400	598500	778500	657900	766800	1400000	895500	760500	666000	342000	392400	433800	372600	521100	1062000	442800	288000	336600	239400	231300	306000	219600	341100	306000	248400	388800	373500	366300	230400	266400	278100	296100	387900	201600
245700	186300	686700	327600	215100	593100	797400	575100	810900	1506000	1029000	698400	646200	319500	376200	459000	423000	541800	1008000	417600	312300	297900	256500	189000	355500	203400	348300	309600	273600	446400	318600	368100	287100	210600	219600	250200	506700	202500
225000	175500	474300	259200	238500	626400	797400	653400	714600	1523000	940500	671400	599400	330300	412200	450000	424800	508500	1068000	431100	273600	278100	275400	189900	333900	252900	357300	354600	231300	426600	364500	351000	199800	215100	339300	251100	390600	200700
379800	200700	716400	270000	224100	523800	772200	658800	699300	1405000	903600	716400	649800	333900	369900	450900	384300	528300	1130000	415800	291600	378000	253800	190800	307800	238500	369000	293400	197100	455400	437400	311400	225000	265500	236700	270900	412200	205200
215100	224100	671400	355500	369900	771300	692100	646200	728100	1297000	937800	741600	639900	331200	414000	458100	390600	511200	1007000	434700	304200	317700	239400	170100	334800	206100	355500	347400	202500	468000	417600	405900	213300	215100	183600	230400	328500	147600
241200	226800	639000	271800	294300	605700	720000	585000	821700	1312000	978300	750600	659700	333900	339300	457200	411300	521100	1076000	385200	259200	307800	299700	178200	298800	197100	356400	342900	292500	513000	410400	384300	235800	239400	296100	282600	431100	131400
333900	176400	484200	469800	291600	591300	849600	671400	729000	1399000	913500	741600	625500	338400	339300	428400	384300	532800	1070000	389700	266400	292500	285300	211500	291600	205200	337500	333900	197100	439200	378000	298800	243000	216900	282600	329400	346500	143100
320400	182700	455400	395100	187200	657000	810000	729000	710100	1323000	975600	684000	613800	342000	362700	458100	405900	521100	1099000	372600	268200	306000	280800	177300	332100	197100	413100	288900	200700	544500	376200	298800	230400	238500	234000	312300	322200	192600
285300	193500	581400	273600	235800	509400	717300	705600	735300	1373000	963900	687600	648900	312300	343800	458100	470700	552600	1073000	432000	309600	275400	249300	171900	316800	211500	332100	356400	226800	419400	369900	277200	216000	212400	225900	265500	374400	180000
199800	176400	568800	260100	216000	562500	656100	654300	812700	1413000	863100	661500	634500	324000	366300	415800	401400	528300	1044000	389700	260100	279000	214200	184500	319500	211500	337500	310500	216900	412200	377100	318600	249300	232200	256500	268200	315900	171000
407700	288900	567000	366300	234900	855000	880200	675000	738900	1377000	943200	764100	634500	329400	374400	450900	396900	522000	1011000	372600	261000	264600	239400	189900	348300	207900	346500	286200	190800	526500	366300	352800	260100	284400	280800	284400	479700	134100
237600	207900	507600	245700	225000	648900	909900	621000	822600	1362000	981900	766800	646200	338400	353700	459900	445500	576000	1106000	424800	255600	278100	249300	210600	315000	212400	384300	318600	279000	456300	372600	342900	197100	201600	270900	263700	469800	223200
194400	195300	484200	248400	221400	521100	738000	549000	737100	1454000	1083000	781200	625500	358200	360900	446400	479700	559800	1031000	385200	308700	306000	247500	171900	336600	178200	347400	293400	183600	424800	414000	411300	211500	201600	262800	297900	482400	289800
158400	253800	557100	223200	320400	788400	843300	640800	843300	1430000	1051000	730800	690300	376200	373500	459000	423000	557100	1097000	374400	275400	288000	208800	189900	292500	247500	349200	307800	239400	410400	409500	356400	225900	275400	365400	364500	436500	267300
287100	142200	459000	318600	241200	594900	725400	602100	936000	1345000	1033000	745200	639900	349200	372600	450900	465300	612000	1120000	441900	270000	329400	260100	165600	330300	197100	401400	306900	240300	435600	338400	396900	284400	283500	240300	314100	454500	169200
216000	221400	541800	375300	279000	602100	707400	599400	713700	1546000	902700	686700	659700	341100	359100	482400	359100	541800	1157000	408600	248400	312300	230400	217800	325800	204300	362700	341100	231300	460800	351000	359100	203400	261000	209700	364500	396900	182700
287100	194400	484200	309600	224100	695700	792900	651600	755100	1446000	981900	767700	630900	325800	342000	441900	390600	533700	1050000	384300	294300	278100	266400	187200	324000	252900	342000	349200	207900	402300	422100	338400	207000	230400	245700	296100	356400	188100
217800	225000	408600	251100	230400	575100	753300	648000	763200	1520000	911700	665100	634500	342900	343800	432900	432900	521100	1083000	392400	262800	297000	232200	184500	296100	197100	389700	324000	216000	420300	404100	360000	210600	234900	242100	321300	382500	167400
211500	244800	557100	324900	199800	625500	839700	526500	704700	1325000	1004000	673200	630000	316800	361800	477000	361800	551700	1052000	394200	270000	289800	240300	174600	298800	223200	389700	288900	323100	447300	568800	485100	234000	229500	218700	355500	414000	205200
250200	212400	650700	387000	233100	625500	820800	683100	788400	1358000	1061000	731700	692100	353700	412200	449100	418500	586800	1143000	428400	270000	305100	301500	193500	288900	196200	358200	299700	230400	553500	385200	333900	197100	225000	241200	258300	285300	165600
228600	218700	702000	343800	168300	650700	667800	776700	752400	1337000	974700	626400	647100	342900	344700	431100	424800	540000	1058000	437400	270900	320400	372600	178200	333900	197100	371700	302400	288900	485100	362700	300600	250200	209700	239400	302400	493200	229500
266400	179100	441900	270900	242100	621000	938700	634500	747900	1265000	1001000	757800	606600	333900	350100	428400	416700	505800	1098000	382500	274500	316800	277200	208800	326700	213300	403200	305100	178200	398700	412200	290700	267300	216900	229500	234900	357300	153000
315000	297000	674100	306000	171900	628200	839700	598500	789300	1314000	1051000	703800	662400	351000	355500	439200	406800	567900	1029000	385200	225000	281700	228600	178200	286200	194400	351900	337500	198900	476100	382500	342900	194400	212400	257400	251100	355500	171000
217800	153900	418500	235800	360000	673200	848700	546300	799200	1319000	929700	668700	661500	340200	378900	521100	401400	527400	1075000	424800	314100	309600	243000	208800	353700	227700	342900	316800	216000	423000	395100	303300	210600	235800	306900	288000	320400	189000
311400	181800	603900	297900	212400	614700	696600	519300	733500	1380000	936900	722700	615600	324000	365400	479700	501300	499500	1028000	410400	310500	272700	265500	197100	319500	222300	414900	359100	295200	549000	387900	373500	234900	228600	275400	335700	514800	185400
192600	221400	687600	291600	185400	702000	765900	674100	737100	1350000	900900	661500	650700	350100	396000	446400	420300	533700	1003000	437400	277200	264600	284400	156600	270900	201600	383400	328500	289800	432900	380700	303300	230400	230400	207000	243900	374400	173700
303300	212400	467100	255600	294300	574200	788400	543600	706500	1330000	1029000	648900	664200	344700	333000	408600	387000	576900	1094000	392400	322200	252000	251100	203400	300600	206100	367200	303300	250200	429300	397800	351900	185400	201600	196200	273600	327600	178200
288900	196200	548100	328500	216900	540000	765900	666000	859500	1508000	980100	693900	628200	315000	367200	423900	454500	521100	1090000	389700	252900	363600	270900	208800	303300	212400	377100	305100	263700	378000	370800	427500	274500	226800	305100	270900	439200	188100
363600	190800	479700	313200	196200	598500	751500	681300	801000	1481000	1040000	750600	660600	344700	416700	432900	399600	523800	1036000	401400	281700	332100	265500	172800	324000	239400	346500	297000	286200	397800	440100	500400	261000	309600	205200	338400	483300	189000
333000	259200	444600	296100	342900	634500	850500	558000	908100	1448000	968400	729900	624600	369900	349200	496800	394200	530100	1027000	434700	277200	315900	304200	219600	300600	201600	380700	356400	332100	465300	424800	373500	238500	262800	228600	297900	430200	330300
206100	239400	631800	254700	183600	508500	693900	612900	815400	1389000	858600	665100	666000	351900	354600	402300	436500	548100	1121000	406800	267300	300600	233100	168300	330300	192600	335700	312300	219600	422100	444600	276300	210600	252000	207000	255600	436500	164700
219600	211500	499500	264600	246600	549000	914400	651600	756900	1308000	861300	668700	599400	303300	348300	435600	372600	501300	1028000	389700	237600	261900	265500	162900	306000	207900	398700	310500	177300	441000	439200	313200	236700	215100	288000	270000	329400	204300
231300	210600	540000	260100	238500	638100	794700	650700	775800	1396000	1047000	687600	599400	312300	407700	510300	414900	551700	1013000	378000	278100	316800	297900	213300	302400	187200	332100	322200	324900	421200	418500	355500	207000	274500	181800	284400	480600	189000
307800	270000	594000	258300	247500	495000	765900	709200	845100	1332000	945900	742500	615600	350100	346500	430200	441000	531000	1114000	427500	278100	317700	239400	210600	315000	216000	363600	345600	205200	432000	369000	341100	270000	233100	213300	323100	359100	192600
245700	230400	554400	218700	242100	683100	775800	702900	738000	1403000	1142000	778500	625500	348300	323100	470700	418500	564300	1003000	414000	268200	336600	257400	180000	286200	199800	356400	348300	268200	445500	367200	360000	232200	226800	240300	258300	398700	189000
235800	215100	543600	251100	234000	646200	761400	616500	741600	1437000	973800	734400	604800	390600	384300	432000	407700	512100	1016000	413100	289800	283500	240300	161100	310500	188100	345600	301500	233100	405000	337500	313200	230400	222300	227700	269100	345600	217800
234000	196200	484200	279000	263700	720000	808200	623700	754200	1348000	864900	727200	611100	331200	349200	430200	417600	493200	1042000	377100	309600	282600	231300	211500	288900	237600	360000	300600	198900	428400	397800	290700	221400	194400	209700	252000	383400	217800
226800	247500	550800	330300	252000	572400	725400	710100	917100	1380000	980100	665100	619200	342900	375300	436500	432900	540900	987300	400500	282600	270900	277200	175500	332100	206100	345600	311400	271800	444600	374400	414000	308700	259200	293400	301500	406800	179100
275400	174600	592200	344700	247500	567900	800100	734400	766800	1327000	914400	759600	618300	333000	378000	432900	396000	503100	1105000	353700	245700	282600	270900	182700	315900	234900	348300	334800	241200	438300	369900	340200	281700	242100	228600	320400	367200	198000
171900	328500	493200	313200	180900	656100	756900	633600	707400	1285000	1048000	705600	662400	342900	349200	510300	408600	512100	1070000	439200	285300	342000	205200	189000	340200	210600	346500	302400	241200	443700	472500	360000	195300	234900	282600	291600	430200	216000
306000	174600	528300	250200	235800	681300	792900	649800	833400	1335000	936000	745200	623700	322200	396900	459900	459000	556200	1105000	358200	291600	337500	309600	218700	296100	211500	350100	317700	243900	422100	356400	359100	200700	265500	347400	252900	333900	157500
306000	355500	576000	280800	207900	707400	838800	556200	771300	1286000	946800	756000	620100	316800	350100	470700	459900	530100	1070000	379800	280800	301500	274500	198900	302400	185400	371700	342000	216900	432900	396900	314100	257400	227700	250200	308700	315900	187200
217800	196200	540900	268200	208800	588600	729000	578700	690300	1243000	1078000	644400	627300	329400	362700	446400	436500	477000	1083000	446400	317700	272700	276300	228600	317700	200700	349200	312300	227700	407700	409500	369000	259200	198900	258300	252900	490500	148500
239400	171900	642600	231300	244800	594900	726300	747000	765900	1337000	1005000	703800	645300	335700	442800	441900	423000	510300	1052000	387900	248400	266400	259200	222300	297000	207000	432900	312300	392400	409500	423000	285300	216000	237600	238500	291600	317700	171000
264600	223200	657900	358200	247500	513000	876600	587700	762300	1439000	903600	683100	617400	321300	382500	448200	381600	537300	1110000	423000	241200	298800	296100	168300	306900	215100	343800	326700	215100	412200	338400	347400	297000	276300	243900	288900	429300	190800
207900	189000	499500	294300	203400	679500	742500	519300	828900	1386000	1035000	669600	628200	342900	343800	428400	409500	557100	1161000	387000	279000	306000	242100	201600	336600	204300	387000	315000	220500	398700	343800	412200	182700	221400	204300	233100	375300	219600
313200	207000	553500	329400	385200	648000	728100	637200	769500	1441000	923400	687600	613800	351000	325800	466200	396900	515700	1157000	382500	261900	330300	270900	163800	299700	208800	397800	347400	290700	433800	393300	428400	197100	215100	219600	286200	500400	156600
221400	191700	573300	259200	180000	524700	948600	757800	1067000	1302000	1014000	666000	637200	344700	342000	415800	466200	566100	1033000	380700	248400	275400	280800	176400	336600	198000	369900	330300	228600	477900	431100	320400	218700	246600	207900	255600	413100	202500
220500	199800	530100	300600	262800	534600	787500	569700	914400	1418000	1130000	711900	651600	328500	352800	413100	444600	544500	1004000	385200	325800	273600	243900	186300	379800	242100	413100	305100	231300	379800	417600	351000	213300	243900	220500	323100	407700	224100
222300	255600	549900	228600	218700	612900	787500	637200	705600	1327000	966600	682200	621000	312300	353700	483300	423900	507600	1144000	385200	263700	293400	236700	191700	330300	216000	334800	286200	230400	405900	315000	349200	206100	252000	236700	255600	393300	239400
271800	272700	539100	245700	251100	628200	870300	729000	747000	1414000	1151000	823500	660600	328500	360000	459900	366300	504900	1152000	385200	241200	287100	273600	186300	304200	209700	367200	328500	217800	441000	425700	349200	258300	307800	265500	333900	365400	181800
262800	328500	631800	255600	224100	589500	811800	605700	809100	1432000	971100	690300	633600	347400	375300	430200	383400	528300	1120000	446400	287100	350100	296100	206100	292500	220500	342000	297900	264600	426600	398700	417600	220500	216900	283500	266400	479700	186300
249300	261900	506700	287100	235800	532800	752400	758700	806400	1326000	1009000	738900	657000	351000	377100	505800	450000	544500	1055000	429300	284400	308700	259200	189000	338400	227700	369000	380700	257400	438300	396000	348300	237600	220500	214200	253800	426600	147600
