"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mup_11_1","0.239","0.043","0.162","0.209","0.237","0.266","0.33","1.001","11000"
"sigmap_11_1","0.557","0.099","0.378","0.495","0.551","0.611","0.771","1.001","20000"
"mup_11_2","0.106","0.014","0.08","0.097","0.106","0.115","0.135","1.001","20000"
"sigmap_11_2","0.542","0.087","0.376","0.487","0.54","0.595","0.724","1.001","11000"
"mupi_U[1]","0.885","0.014","0.856","0.876","0.885","0.894","0.91","1.001","9000"
"mupi_U[2]","0.817","0.028","0.759","0.799","0.819","0.837","0.87","1.001","20000"
"sigmapi_U[1]","0.544","0.073","0.407","0.496","0.541","0.59","0.698","1.001","20000"
"sigmapi_U[2]","0.54","0.087","0.371","0.484","0.538","0.594","0.719","1.001","16000"
"sigmapi_Ol","0.622","0.124","0.438","0.541","0.602","0.678","0.924","1.001","8400"
"eps_Ol[29]","0.831","0.681","-0.462","0.37","0.81","1.272","2.222","1.001","20000"
"eps_Ol[30]","1.567","0.636","0.367","1.129","1.543","1.983","2.88","1.001","5600"
"eps_Ol[31]","-0.06","0.614","-1.229","-0.479","-0.074","0.343","1.18","1.001","20000"
"eps_Ol[32]","-0.005","0.628","-1.228","-0.433","-0.012","0.413","1.23","1.001","18000"
"eps_Ol[33]","-0.471","0.696","-1.795","-0.941","-0.486","-0.024","0.967","1.001","20000"
"eps_Ol[34]","0.052","0.724","-1.254","-0.442","0.01","0.509","1.581","1.001","20000"
"eps_Ol[35]","-0.637","0.695","-1.936","-1.105","-0.659","-0.191","0.793","1.001","20000"
"eps_Ol[36]","-0.273","0.61","-1.427","-0.684","-0.287","0.117","0.983","1.001","6300"
"eps_Ol[37]","-0.233","0.615","-1.438","-0.648","-0.233","0.178","0.988","1.001","5300"
"eps_Ol[38]","-2.025","0.804","-3.502","-2.571","-2.061","-1.527","-0.309","1.001","20000"
"eps_Ol[39]","0.539","0.687","-0.757","0.068","0.526","0.988","1.927","1.001","20000"
"mupi_EF","0.245","0.043","0.168","0.215","0.242","0.272","0.339","1.001","20000"
"sigmapi_EF","0.589","0.107","0.42","0.52","0.575","0.642","0.836","1.001","20000"
"mup_n12[1]","0.705","0.033","0.637","0.684","0.707","0.728","0.767","1.001","20000"
"mup_n12[2]","0.6","0.034","0.53","0.578","0.601","0.624","0.665","1.001","20000"
"mup_n12[3]","0.585","0.064","0.457","0.541","0.585","0.629","0.708","1.001","7800"
"mup_n12[4]","0.512","0.04","0.435","0.484","0.511","0.538","0.592","1.001","20000"
"sigmap_12[1]","0.618","0.098","0.462","0.55","0.605","0.67","0.848","1.001","20000"
"sigmap_12[2]","0.578","0.083","0.433","0.522","0.572","0.626","0.764","1.001","20000"
"sigmap_12[3]","0.648","0.173","0.435","0.544","0.612","0.704","1.104","1.001","6400"
"sigmap_12[4]","0.607","0.098","0.448","0.54","0.595","0.661","0.832","1.001","20000"
"mup_21","0.656","0.029","0.597","0.636","0.656","0.676","0.712","1.001","20000"
"sigmap_21","0.561","0.081","0.412","0.508","0.556","0.61","0.735","1.001","8200"
"p_11_1[1]","0.227","0.051","0.135","0.191","0.225","0.26","0.337","1.001","20000"
"p_11_1[2]","0.213","0.06","0.11","0.17","0.208","0.251","0.343","1.001","20000"
"p_11_1[3]","0.25","0.05","0.16","0.215","0.248","0.283","0.354","1.001","10000"
"p_11_1[4]","0.155","0.04","0.084","0.126","0.152","0.18","0.241","1.001","8800"
"p_11_1[5]","0.282","0.055","0.181","0.244","0.28","0.318","0.396","1.001","4500"
"p_11_1[6]","0.352","0.057","0.245","0.312","0.35","0.39","0.466","1.001","20000"
"p_11_1[7]","0.18","0.058","0.081","0.138","0.174","0.215","0.308","1.001","20000"
"p_11_1[8]","0.281","0.057","0.177","0.241","0.279","0.318","0.399","1.001","20000"
"p_11_2[9]","0.138","0.048","0.061","0.103","0.132","0.166","0.249","1.001","20000"
"p_11_2[10]","0.141","0.029","0.09","0.12","0.139","0.16","0.203","1.001","20000"
"p_11_2[11]","0.158","0.037","0.094","0.132","0.155","0.182","0.238","1.001","20000"
"p_11_2[12]","0.116","0.035","0.057","0.091","0.112","0.137","0.195","1.001","20000"
"p_11_2[13]","0.074","0.023","0.037","0.058","0.071","0.087","0.126","1.001","6300"
"p_11_2[14]","0.072","0.028","0.028","0.051","0.068","0.088","0.139","1.001","20000"
"p_11_2[15]","0.102","0.032","0.05","0.079","0.099","0.121","0.173","1.001","20000"
"p_11_2[16]","0.11","0.035","0.053","0.085","0.106","0.131","0.192","1.001","20000"
"p_11_2[17]","0.101","0.034","0.047","0.077","0.097","0.122","0.177","1.001","20000"
"p_11_2[18]","0.135","0.036","0.075","0.11","0.132","0.157","0.214","1.001","20000"
"p_11_2[19]","0.119","0.029","0.068","0.098","0.117","0.138","0.181","1.001","20000"
"p_11_2[20]","0.164","0.048","0.083","0.129","0.158","0.193","0.271","1.001","20000"
"p_11_2[21]","0.141","0.046","0.066","0.108","0.136","0.168","0.243","1.001","11000"
"p_11_2[22]","0.177","0.055","0.086","0.137","0.171","0.211","0.3","1.001","19000"
"p_11_2[23]","0.16","0.052","0.075","0.122","0.154","0.192","0.279","1.001","20000"
"p_11_2[24]","0.15","0.052","0.068","0.112","0.144","0.181","0.268","1.001","20000"
"p_11_2[25]","0.146","0.049","0.067","0.11","0.14","0.176","0.258","1.001","20000"
"p_11_2[26]","0.123","0.047","0.05","0.089","0.117","0.15","0.231","1.001","20000"
"p_11_2[27]","0.118","0.038","0.055","0.09","0.114","0.14","0.203","1.001","20000"
"p_11_2[28]","0.107","0.04","0.044","0.078","0.101","0.13","0.201","1.001","8100"
"p_11_2[29]","0.083","0.037","0.028","0.056","0.077","0.104","0.17","1.001","20000"
"p_11_2[30]","0.075","0.029","0.03","0.054","0.071","0.092","0.141","1.001","20000"
"p_11_2[31]","0.062","0.027","0.022","0.043","0.059","0.077","0.125","1.001","20000"
"p_11_2[32]","0.112","0.042","0.046","0.082","0.107","0.136","0.209","1.001","6200"
"p_11_2[33]","0.083","0.036","0.028","0.056","0.077","0.103","0.168","1.001","20000"
"p_11_2[34]","0.098","0.045","0.034","0.066","0.091","0.122","0.205","1.001","20000"
"p_11_2[35]","0.099","0.042","0.036","0.069","0.093","0.123","0.197","1.001","20000"
"p_11_2[36]","0.099","0.041","0.037","0.069","0.093","0.123","0.196","1.001","20000"
"p_11_2[37]","0.073","0.031","0.028","0.051","0.069","0.091","0.146","1.001","20000"
"p_11_2[38]","0.103","0.049","0.033","0.068","0.095","0.129","0.222","1.001","20000"
"p_11_2[39]","0.111","0.046","0.041","0.078","0.104","0.137","0.218","1.001","15000"
"pi_U[1,1]","0.898","0.036","0.813","0.876","0.903","0.924","0.955","1.001","8300"
"pi_U[1,2]","0.836","0.069","0.675","0.796","0.846","0.887","0.943","1.001","20000"
"pi_U[2,1]","0.9","0.045","0.793","0.876","0.908","0.932","0.966","1.001","20000"
"pi_U[2,2]","0.851","0.062","0.71","0.814","0.858","0.896","0.947","1.001","11000"
"pi_U[3,1]","0.876","0.037","0.794","0.854","0.88","0.903","0.938","1.001","20000"
"pi_U[3,2]","0.858","0.059","0.723","0.823","0.865","0.901","0.949","1.001","14000"
"pi_U[4,1]","0.881","0.036","0.801","0.86","0.885","0.907","0.94","1.001","7200"
"pi_U[4,2]","0.838","0.062","0.697","0.801","0.845","0.883","0.936","1.001","20000"
"pi_U[5,1]","0.805","0.053","0.689","0.772","0.81","0.843","0.895","1.001","20000"
"pi_U[5,2]","0.774","0.077","0.6","0.727","0.782","0.829","0.898","1.001","11000"
"pi_U[6,1]","0.914","0.032","0.841","0.895","0.918","0.937","0.964","1.001","17000"
"pi_U[6,2]","0.8","0.066","0.654","0.759","0.807","0.848","0.91","1.001","20000"
"pi_U[7,1]","0.876","0.034","0.801","0.855","0.879","0.9","0.933","1.001","20000"
"pi_U[7,2]","0.854","0.061","0.713","0.819","0.861","0.898","0.948","1.001","20000"
"pi_U[8,1]","0.924","0.032","0.849","0.907","0.929","0.948","0.973","1.001","20000"
"pi_U[8,2]","0.764","0.078","0.592","0.716","0.771","0.82","0.895","1.001","20000"
"pi_U[9,1]","0.86","0.029","0.797","0.842","0.862","0.88","0.912","1.001","20000"
"pi_U[9,2]","0.857","0.054","0.734","0.824","0.863","0.896","0.942","1.001","20000"
"pi_U[10,1]","0.843","0.024","0.792","0.827","0.844","0.86","0.887","1.002","1700"
"pi_U[10,2]","0.778","0.077","0.608","0.73","0.787","0.834","0.905","1.001","20000"
"pi_U[11,1]","0.833","0.036","0.757","0.81","0.835","0.858","0.897","1.001","6000"
"pi_U[11,2]","0.795","0.073","0.631","0.751","0.803","0.848","0.914","1.001","11000"
"pi_U[12,1]","0.92","0.021","0.874","0.907","0.922","0.936","0.956","1.001","17000"
"pi_U[12,2]","0.739","0.077","0.571","0.69","0.746","0.796","0.87","1.001","20000"
"pi_U[13,1]","0.937","0.019","0.896","0.925","0.939","0.95","0.969","1.001","20000"
"pi_U[13,2]","0.826","0.054","0.705","0.792","0.831","0.865","0.917","1.001","20000"
"pi_U[14,1]","0.937","0.022","0.887","0.924","0.94","0.953","0.972","1.001","20000"
"pi_U[14,2]","0.828","0.074","0.655","0.786","0.839","0.882","0.941","1.001","8800"
"pi_U[15,1]","0.915","0.024","0.863","0.9","0.917","0.932","0.955","1.001","20000"
"pi_U[15,2]","0.727","0.095","0.514","0.668","0.738","0.797","0.882","1.001","20000"
"pi_U[16,1]","0.889","0.027","0.831","0.872","0.891","0.908","0.935","1.001","20000"
"pi_U[16,2]","0.719","0.079","0.547","0.669","0.725","0.776","0.855","1.001","20000"
"pi_U[17,1]","0.872","0.05","0.757","0.844","0.879","0.908","0.949","1.001","20000"
"pi_U[17,2]","0.812","0.08","0.626","0.766","0.823","0.871","0.936","1.001","10000"
"pi_U[18,1]","0.885","0.026","0.831","0.869","0.887","0.903","0.93","1.001","20000"
"pi_U[18,2]","0.771","0.072","0.611","0.727","0.779","0.824","0.89","1.001","20000"
"pi_U[19,1]","0.763","0.029","0.704","0.744","0.764","0.783","0.817","1.001","7200"
"pi_U[19,2]","0.831","0.06","0.694","0.795","0.838","0.874","0.929","1.001","20000"
"pi_U[20,1]","0.893","0.045","0.788","0.868","0.899","0.925","0.96","1.001","20000"
"pi_U[20,2]","0.895","0.042","0.8","0.87","0.9","0.925","0.961","1.001","9200"
