"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mup_11_1","0.239","0.042","0.162","0.209","0.236","0.265","0.328","1.001","12000"
"sigmap_11_1","0.552","0.094","0.383","0.491","0.545","0.604","0.76","1.001","9700"
"mup_11_2","0.107","0.014","0.081","0.097","0.107","0.117","0.137","1.001","1e+05"
"sigmap_11_2","0.542","0.086","0.381","0.487","0.538","0.593","0.723","1.001","15000"
"mupi_U[1]","0.885","0.014","0.856","0.876","0.886","0.895","0.91","1.001","1e+05"
"mupi_U[2]","0.828","0.026","0.774","0.811","0.829","0.847","0.877","1.001","1e+05"
"sigmapi_U[1]","0.549","0.073","0.416","0.5","0.545","0.594","0.704","1.001","59000"
"sigmapi_U[2]","0.535","0.086","0.368","0.48","0.532","0.587","0.713","1.001","9000"
"sigmapi_Ol","0.613","0.115","0.445","0.538","0.595","0.665","0.896","1.001","24000"
"eps_Ol[17]","2.134","0.568","1.046","1.749","2.124","2.513","3.274","1.001","1e+05"
"eps_Ol[29]","0.73","0.69","-0.578","0.263","0.715","1.181","2.138","1.001","45000"
"eps_Ol[30]","1.458","0.648","0.241","1.014","1.438","1.884","2.786","1.001","1e+05"
"eps_Ol[31]","-0.189","0.626","-1.392","-0.609","-0.201","0.222","1.074","1.001","28000"
"eps_Ol[32]","-0.171","0.634","-1.398","-0.593","-0.178","0.247","1.094","1.001","1e+05"
"eps_Ol[33]","-0.497","0.699","-1.818","-0.97","-0.512","-0.047","0.937","1.001","15000"
"eps_Ol[34]","0.071","0.723","-1.272","-0.423","0.039","0.531","1.586","1.001","16000"
"eps_Ol[35]","-0.595","0.704","-1.932","-1.069","-0.612","-0.141","0.843","1.001","16000"
"eps_Ol[36]","-0.312","0.624","-1.515","-0.731","-0.322","0.093","0.953","1.001","1e+05"
"eps_Ol[37]","-0.487","0.62","-1.699","-0.903","-0.487","-0.076","0.739","1.001","32000"
"mupi_EF","0.245","0.043","0.169","0.216","0.243","0.272","0.336","1.001","91000"
"sigmapi_EF","0.582","0.101","0.42","0.516","0.57","0.632","0.818","1.001","84000"
"mup_n12[1]","0.719","0.032","0.654","0.698","0.72","0.741","0.779","1.001","1e+05"
"mup_n12[2]","0.607","0.034","0.538","0.584","0.608","0.63","0.672","1.001","1e+05"
"mup_n12[3]","0.579","0.066","0.448","0.534","0.579","0.624","0.705","1.001","1e+05"
"mup_n12[4]","0.506","0.04","0.429","0.478","0.505","0.533","0.586","1.001","1e+05"
"sigmap_12[1]","0.594","0.089","0.449","0.533","0.584","0.643","0.8","1.001","33000"
"sigmap_12[2]","0.573","0.081","0.432","0.518","0.566","0.62","0.754","1.001","27000"
"sigmap_12[3]","0.639","0.167","0.434","0.538","0.602","0.693","1.084","1.001","1e+05"
"sigmap_12[4]","0.596","0.095","0.441","0.531","0.584","0.647","0.817","1.001","55000"
"mup_21","0.646","0.03","0.586","0.626","0.646","0.666","0.704","1.001","66000"
"sigmap_21","0.554","0.079","0.408","0.501","0.549","0.601","0.724","1.001","12000"
"p_11_1[1]","0.228","0.051","0.136","0.191","0.225","0.261","0.336","1.001","3300"
"p_11_1[2]","0.213","0.059","0.11","0.171","0.209","0.251","0.342","1.001","1e+05"
"p_11_1[3]","0.249","0.049","0.16","0.215","0.247","0.282","0.353","1.002","1600"
"p_11_1[4]","0.154","0.04","0.085","0.126","0.151","0.179","0.24","1.001","1e+05"
"p_11_1[5]","0.282","0.055","0.18","0.244","0.28","0.319","0.396","1.001","44000"
"p_11_1[6]","0.349","0.057","0.242","0.31","0.347","0.386","0.465","1.001","13000"
"p_11_1[7]","0.179","0.057","0.083","0.137","0.174","0.214","0.303","1.001","8700"
"p_11_1[8]","0.28","0.056","0.178","0.24","0.277","0.316","0.396","1.001","1e+05"
"p_11_2[9]","0.139","0.049","0.062","0.103","0.132","0.167","0.251","1.001","33000"
"p_11_2[10]","0.141","0.029","0.088","0.12","0.139","0.159","0.204","1.001","43000"
"p_11_2[11]","0.158","0.036","0.093","0.132","0.156","0.182","0.235","1.001","4300"
"p_11_2[12]","0.116","0.035","0.057","0.091","0.112","0.138","0.194","1.001","33000"
"p_11_2[13]","0.074","0.023","0.037","0.058","0.072","0.088","0.127","1.001","37000"
"p_11_2[14]","0.072","0.029","0.028","0.052","0.068","0.088","0.138","1.001","1e+05"
"p_11_2[15]","0.102","0.032","0.05","0.079","0.099","0.122","0.174","1.001","22000"
"p_11_2[16]","0.111","0.035","0.053","0.085","0.107","0.132","0.19","1.001","58000"
"p_11_2[17]","0.099","0.033","0.046","0.076","0.096","0.119","0.175","1.001","1e+05"
"p_11_2[18]","0.136","0.036","0.074","0.11","0.132","0.158","0.213","1.001","1e+05"
"p_11_2[19]","0.119","0.029","0.068","0.098","0.117","0.137","0.181","1.001","8700"
"p_11_2[20]","0.163","0.048","0.083","0.129","0.158","0.193","0.269","1.001","21000"
"p_11_2[21]","0.141","0.046","0.065","0.108","0.136","0.169","0.243","1.001","1e+05"
"p_11_2[22]","0.178","0.056","0.085","0.137","0.172","0.212","0.301","1.001","18000"
"p_11_2[23]","0.161","0.053","0.076","0.123","0.155","0.193","0.279","1.001","54000"
"p_11_2[24]","0.151","0.052","0.067","0.113","0.145","0.182","0.269","1.001","15000"
"p_11_2[25]","0.147","0.05","0.067","0.112","0.142","0.177","0.26","1.001","7100"
"p_11_2[26]","0.123","0.047","0.05","0.089","0.117","0.15","0.231","1.001","9000"
"p_11_2[27]","0.118","0.038","0.056","0.091","0.114","0.141","0.201","1.001","1e+05"
"p_11_2[28]","0.109","0.041","0.044","0.079","0.104","0.133","0.204","1.001","1e+05"
"p_11_2[29]","0.084","0.038","0.028","0.057","0.078","0.105","0.175","1.001","1e+05"
"p_11_2[30]","0.075","0.029","0.029","0.054","0.071","0.092","0.143","1.001","1e+05"
"p_11_2[31]","0.063","0.026","0.022","0.044","0.059","0.078","0.125","1.001","1e+05"
"p_11_2[32]","0.113","0.042","0.046","0.082","0.107","0.138","0.211","1.001","1e+05"
"p_11_2[33]","0.084","0.038","0.028","0.057","0.078","0.105","0.173","1.001","1e+05"
"p_11_2[34]","0.099","0.045","0.035","0.067","0.092","0.123","0.208","1.001","1e+05"
"p_11_2[35]","0.1","0.042","0.037","0.069","0.094","0.124","0.201","1.001","1e+05"
