"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"mup_11_1";0.240768073;0.0428132712247094;0.1617;0.2146;0.2386;0.2645;0.332302499633311
"sigmap_11_1";0.4827400622;0.285020892428863;0.0737197499834664;0.295674996828931;0.437;0.614324998474018;1.158
"mup_11_2";0.125120563;0.0135910501939305;0.0991397499877059;0.1162;0.1248;0.1338;0.1528
"sigmap_11_2";0.283415893;0.163440737701998;0.0371594998687641;0.1554;0.2673;0.387;0.650302499812606
"mupi_U[1]";0.877671582;0.0166783614774386;0.8428;0.8671;0.8783;0.889;0.9089
"mupi_U[2]";0.822053896;0.0242843804830161;0.7752;0.8052;0.8224;0.8375;0.871202499860117
"sigmapi_U[1]";0.638190482;0.133250720189785;0.415297499706491;0.5444;0.6251;0.7172;0.9337
"sigmapi_U[2]";0.3807713888;0.233741693827755;0.018058748309834;0.198;0.3602;0.5258;0.9048
"mupi_EF";0.2487342628;0.0576465510386308;0.1517;0.2122;0.24284999485279;0.2781;0.3803
"sigmapi_EF";0.761957218;0.330810905806034;0.3397;0.5404;0.6943;0.9014;1.59502499236209
"mup_n12[1]";0.69838613;0.0408731329712206;0.6128;0.6725;0.7;0.7263;0.7742
"mup_n12[2]";0.60689651;0.037563349085562;0.5293;0.5828;0.608;0.6319;0.67860249982042
"mup_n12[3]";0.5426365636;0.102248594740728;0.3374;0.4756;0.5438;0.6108;0.7419
"mup_n12[4]";0.449666174;0.0425049377672338;0.3686;0.4212;0.4484;0.4771;0.536902499773031
"sigmap_12[1]";0.811815084;0.181992604925139;0.515797499763686;0.6845;0.7907;0.916324998976929;1.229
"sigmap_12[2]";0.634708128;0.149215965750399;0.3915;0.5289;0.6185;0.7207;0.974602499874957
"sigmap_12[3]";1.531483246;0.590637443110143;0.6063;1.126;1.448;1.843;2.937
"sigmap_12[4]";0.633757982;0.170139528112277;0.3401;0.516;0.6194;0.7347;1.009
"mup_21";0.647156206;0.0336637648765981;0.5802;0.6251;0.6472;0.6692;0.7136
"sigmap_21";0.569359132;0.148639275862382;0.316497499614849;0.4654;0.5561;0.6582;0.8997
"p_11_1[1]";0.2307493878;0.0478615901591189;0.1418;0.1979;0.2305;0.2616;0.3321
"p_11_1[2]";0.2195157672;0.0553357379222617;0.1163;0.1823;0.2187;0.255;0.3352
"p_11_1[3]";0.2483859406;0.0464030695132173;0.1653;0.2168;0.246;0.2754;0.35
"p_11_1[4]";0.1705380322;0.0464459451448043;0.0883;0.1366;0.1682;0.2021;0.2649
"p_11_1[5]";0.274681904;0.0520264126640217;0.1849;0.2376;0.2708;0.3076;0.3868
"p_11_1[6]";0.330579698;0.060525898097555;0.224697499457451;0.2865;0.3279;0.3702;0.4618
"p_11_1[7]";0.18900960046;0.0597441850308182;0.07797;0.1447;0.1897;0.2311;0.303007496382309
"p_11_1[8]";0.277315332;0.0549904353018711;0.1827;0.2378;0.272549995413686;0.312;0.396
"p_11_2[9]";0.1377141664;0.0378711764165463;0.07958;0.1153;0.1322;0.1524;0.230702499471867
"p_11_2[10]";0.138262447;0.0244536460542451;0.09677;0.1218;0.1353;0.1522;0.194002499371992
"p_11_2[11]";0.14654216;0.0295185174822159;0.0997897499877861;0.1262;0.1417;0.1624;0.2175
"p_11_2[12]";0.1258355302;0.027272611425193;0.07506;0.1087;0.1247;0.141;0.1856
"p_11_2[13]";0.1013586298;0.0262187115406011;0.0505494999035357;0.08205;0.103;0.1205;0.1489
"p_11_2[14]";0.10403857916;0.028761722170748;0.0455197499732222;0.0842949995550986;0.1065;0.1247;0.1549
"p_11_2[15]";0.1184596186;0.0263237775125415;0.06757;0.1018;0.1186;0.1345;0.1728
"p_11_2[16]";0.1232473146;0.0272460676501156;0.07003;0.1059;0.1227;0.1395;0.1822
"p_11_2[17]";0.1148647552;0.0269088426692853;0.06046;0.0974574999038009;0.1161;0.1317;0.16830249927613
"p_11_2[18]";0.1338476684;0.0266049455357116;0.08684;0.1166;0.1313;0.1487;0.1943
"p_11_2[19]";0.1257554328;0.0235458537754163;0.0809397499849413;0.1101;0.1251;0.1402;0.1761
"p_11_2[20]";0.1482618922;0.0356509467536231;0.0941294999482027;0.124;0.1418;0.1657;0.2375
"p_11_2[21]";0.1373148442;0.032280503975472;0.08401;0.1168;0.1326;0.15282499386687;0.2153
"p_11_2[22]";0.1535938496;0.0436513226841527;0.09394;0.1252;0.1435;0.1718;0.2653
"p_11_2[23]";0.1454187062;0.0370452213969447;0.09008;0.1214;0.1383;0.1623;0.2389
"p_11_2[24]";0.1418891618;0.0355192096906528;0.08619;0.1189;0.1358;0.1593;0.2294
"p_11_2[25]";0.1405646544;0.0351116564009285;0.0846187496397943;0.1185;0.1349;0.1569;0.2281
"p_11_2[26]";0.129107848;0.0320421006201082;0.0710187495707846;0.1097;0.1268;0.1456;0.2053
"p_11_2[27]";0.1266597266;0.0272647827410161;0.07503;0.1096;0.1254;0.1419;0.187
"p_11_2[28]";0.1225496932;0.0303149404870636;0.0646397499811436;0.1039;0.1221;0.1398;0.187802499351266
"p_11_2[29]";0.1157521504;0.0323367307636209;0.05147;0.09553;0.117;0.1348;0.1819
"p_11_2[30]";0.1083617626;0.0282043154147624;0.05107;0.08975;0.1102;0.127;0.1605
"p_11_2[31]";0.10448935788;0.029847487622365;0.0418;0.08429;0.1074;0.1252;0.1577
"p_11_2[32]";0.130128536;0.0328313121321374;0.0718487495757451;0.11;0.1273;0.1463;0.210102499420101
"pi_U[1,1]";0.896416052;0.039029214954002;0.8078;0.8739;0.9014;0.9249;0.9576
"pi_U[1,2]";0.83245226;0.0561110974834534;0.7109;0.8009;0.8303;0.8674;0.9416
"pi_U[2,1]";0.89830055;0.0515907154664087;0.7717;0.8704;0.9071;0.9361;0.9725
"pi_U[2,2]";0.840599222;0.0526788940441262;0.733197499833762;0.8073;0.8373;0.8751;0.9454
"pi_U[3,1]";0.871243228;0.0406133045755967;0.7801;0.8473;0.8755;0.9002;0.9382
"pi_U[3,2]";0.845608508;0.0525846132632444;0.7443;0.8109;0.8412;0.8807;0.9512
"pi_U[4,1]";0.878472246;0.037910951714784;0.79279749984626;0.8567;0.8827;0.9048;0.9418
"pi_U[4,2]";0.834768384;0.0502764167656188;0.7295;0.804;0.832;0.8669;0.9343
"pi_U[5,1]";0.795904312;0.0572988156150899;0.6697;0.7599;0.8012;0.8376;0.8919
"pi_U[5,2]";0.794112448;0.0612487958946726;0.6415;0.7656;0.8037;0.832;0.89
"pi_U[6,1]";0.916067996;0.0337449442993954;0.837097499854397;0.8963;0.9205;0.9403;0.9682
"pi_U[6,2]";0.80990816;0.0523664146552165;0.6847;0.7839;0.815;0.8428;0.900502499864669
"pi_U[7,1]";0.873068682;0.0354436696528061;0.7951;0.8511;0.8763;0.8987;0.9331
"pi_U[7,2]";0.842852898;0.052372915508373;0.7374;0.8093;0.8387;0.8774;0.947
"pi_U[8,1]";0.92695546;0.0356220223732168;0.8427;0.9073;0.9326;0.9529;0.9791
"pi_U[8,2]";0.789307112;0.0636776767317224;0.6273;0.76;0.8018;0.8295;0.8872
"pi_U[9,1]";0.857470528;0.0297132347570508;0.7941;0.8392;0.8591;0.8781;0.9106
"pi_U[9,2]";0.840201646;0.0489798456142546;0.7428;0.8083;0.8369;0.8724;0.9376
"pi_U[10,1]";0.841942382;0.0241886224278105;0.7916;0.8263;0.8429;0.8588;0.8861
"pi_U[10,2]";0.790938652;0.0664063187807183;0.623797499804604;0.7615;0.803;0.8316;0.8955
"pi_U[11,1]";0.827565456;0.0372331473992915;0.7486;0.8035;0.8289;0.853324998901399;0.8955
"pi_U[11,2]";0.806505;0.0582680326480359;0.6666;0.7796;0.8123;0.8419;0.9068
"pi_U[12,1]";0.922093016;0.0216422709940898;0.8753;0.9085;0.9239;0.9376;0.9592
