"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int[1]","-1.87179884","0.110065110084618","-2.09","-1.943","-1.872","-1.8","-1.654","1.00099243098372","1e+05"
"logit_int[2]","-1.135437126","0.141942987246205","-1.415","-1.228","-1.136","-1.043","-0.854","1.00098932914991","1e+05"
"logit_flow[1]","-0.1221116402532","0.109494082656149","-0.3381","-0.1937","-0.1226","-0.05079","0.09542","1.00100509259068","90000"
"logit_flow[2]","-0.412618107504","0.14286866920862","-0.6943","-0.5058","-0.4131","-0.3193","-0.1304","1.00099095101546","1e+05"
"sigmap[1]","0.534025448","0.0884636154716272","0.3923","0.4713","0.5233","0.5848","0.738702499835028","1.00105511409547","23000"
"sigmap[2]","0.668432622","0.115245732896254","0.4864","0.587","0.6538","0.7335","0.9342","1.00101496359144","57000"
"rho","0.37915827308187","0.185287569620012","-0.02119025","0.2612","0.3944","0.5132","0.6956","1.00106541918069","20000"
"p[1,1]","0.095899231","0.0127694113165523","0.07243","0.08707","0.09531","0.1042","0.1224","1.00099572571644","1e+05"
"p[2,1]","0.1684423274","0.0214418443604114","0.1286","0.1535","0.1676","0.1826","0.2125","1.00098911052191","1e+05"
"p[3,1]","0.212269673","0.00706099215048229","0.1986","0.2074","0.2122","0.217","0.2263","1.00098900537175","1e+05"
"p[3,2]","0.497610225","0.0143859923577463","0.4695","0.4878","0.4976","0.5073","0.5259","1.0009946059132","1e+05"
"p[4,1]","0.1391385424","0.011128131080573","0.1181","0.1314","0.1389","0.1465","0.1616","1.00099338749534","1e+05"
"p[4,2]","0.194741535","0.0151122044696005","0.1662","0.1844","0.1944","0.2047","0.2254","1.00100322671056","1e+05"
"p[5,1]","0.243321559","0.0216296952069757","0.2025","0.2284","0.2428","0.2577","0.2871","1.00103248704345","34000"
"p[5,2]","0.1544836374","0.0144875156111187","0.1273","0.1444","0.1541","0.1641","0.1838","1.00101787604106","51000"
"p[6,1]","0.1358123784","0.0121787449624952","0.1129","0.1274","0.1355","0.1438","0.1606","1.00100271176708","1e+05"
"p[6,2]","0.210951795","0.0186485172507074","0.1758","0.1982","0.2105","0.2232","0.2488","1.00101717031075","52000"
"p[7,1]","0.147348506","0.00919629965188373","0.1297","0.1411","0.1472","0.15342499389085","0.1658","1.00102319142399","43000"
"p[7,2]","0.105778059","0.00695473275975408","0.09258","0.101","0.1057","0.1104","0.1198","1.00101112405942","66000"
"p[8,1]","0.248989622","0.0197730567145","0.2111","0.2355","0.2486","0.2621","0.2888","1.00098907082709","1e+05"
"p[8,2]","0.373621131","0.0271115452259676","0.3212","0.3553","0.3732","0.3918","0.4276","1.00102017371107","47000"
"p[9,1]","0.242665472","0.00657487329967697","0.23","0.2382","0.2426","0.2471","0.2557","1.00099811629039","1e+05"
"p[9,2]","0.50287838","0.0114750714223591","0.4804","0.4952","0.5029","0.5106","0.5254","1.00098907493688","1e+05"
"p[10,1]","0.217579564","0.00654914483599842","0.2049","0.2131","0.2175","0.222","0.2306","1.00098931230271","1e+05"
"p[10,2]","0.533726091","0.0125592851196295","0.5092","0.5252","0.5337","0.5422","0.5584","1.00100286075637","1e+05"
"p[11,1]","0.263291377","0.00748446013519386","0.2488","0.2582","0.2633","0.2683","0.278","1.0010098778624","70000"
"p[11,2]","0.341591115","0.00916961447254304","0.3238","0.3354","0.3416","0.3478","0.3596","1.00100874010364","74000"
"p[12,1]","0.148100321","0.00959097200832114","0.1298","0.1415","0.1479","0.1545","0.1674","1.00098851470413","1e+05"
"p[12,2]","0.19037775","0.0120176945953595","0.1673","0.1822","0.1902","0.1983","0.2146","1.00098931272473","1e+05"
"p[13,1]","0.162354675","0.0073581171479703","0.1482","0.1573","0.1623","0.1673","0.177","1.00112419220712","11000"
"p[13,2]","0.330850053","0.0133799679981915","0.3049","0.3218","0.3308","0.3398","0.3573","1.00103479560506","32000"
"p[14,1]","0.1172433585","0.00766284295892196","0.1026","0.112","0.1171","0.1223","0.1328","1.00100193648266","1e+05"
"p[14,2]","0.16134347","0.0102850379473853","0.1417","0.1543","0.1612","0.1682","0.1819","1.00099186864332","1e+05"
"p[15,1]","0.129003644","0.00650621065052725","0.1165","0.1246","0.1289","0.1334","0.142","1.00100137106634","1e+05"
"p[15,2]","0.189033095","0.00919196369351731","0.1714","0.1828","0.1889","0.1952","0.2073","1.0010109762402","67000"
"p[16,1]","0.0915732819","0.00480815676094767","0.08232","0.08829","0.09151","0.09477","0.1012","1.00098934436432","1e+05"
"p[16,2]","0.344005087","0.0154520683886205","0.314","0.3336","0.3439","0.3544","0.3745","1.00099056266363","1e+05"
"p[17,1]","0.0686242938","0.00586963440338168","0.05759","0.06458","0.06848","0.0725","0.08057","1.00098865426123","1e+05"
"p[17,2]","0.204723052","0.0161002874073056","0.174","0.1937","0.2044","0.2154","0.2372","1.00099127182059","1e+05"
"p[18,1]","0.0840311347","0.00863648332933601","0.06799","0.07803","0.08373","0.08971","0.1018","1.00099866284571","1e+05"
"p[18,2]","0.1233849866","0.0123312618360817","0.1004","0.1149","0.123","0.1315","0.1486","1.00098911167321","1e+05"
"p[19,1]","0.0882946008","0.0134761335998278","0.06391","0.07884","0.08759","0.09701","0.1166","1.00110341875198","13000"
"p[19,2]","0.0481981298","0.00754244528817818","0.03459","0.04292","0.04778","0.05304","0.06421","1.00112084911414","11000"
"p[20,1]","0.0966152435","0.00597891392385146","0.085239749985701","0.0925","0.09648","0.1006","0.1087","1.00106039955845","21000"
