"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int[1]","-1.8639951","0.114627506076192","-2.092","-1.938","-1.865","-1.79","-1.635975","1.00094929256228","20000"
"logit_int[2]","-0.996627255","0.161084421295804","-1.316","-1.103","-0.99515","-0.8901","-0.682887500000001","1.08623506359994","23"
"logit_flow[1]","-0.1180999494747","0.115304908807375","-0.3455025","-0.1935","-0.1187","-0.0430175","0.110107499999999","1.0009519274633","20000"
"logit_flow[2]","-0.24663820694","0.16210349701449","-0.5656","-0.355225","-0.2458","-0.1398","0.0702807499999999","1.02714536677286","64"
"sigmap[1]","0.544043765","0.0921136450277851","0.397897499693654","0.4789","0.5321","0.5966","0.75100249983773","1.00098737972078","20000"
"sigmap[2]","0.650220175","0.125842883311029","0.4507","0.5613","0.6342","0.7222","0.940302499870396","1.00991960460504","170"
"rho","0.49681691631","0.180563525445392","0.09809175","0.3859","0.5167","0.629","0.7929025","1.00413483592867","470"
"l_ML_dim","1.106212614145","0.90315333383732","-0.3326","0.483175","1.014","1.617","3.08909999999999","1.1939368567262","12"
"sigmap_ML_dim","1.24371193","1.0111848152367","0.147252198750126","0.6882","1.05","1.525","3.49312491285407","1.02421028501758","87"
"junk","0.01065697","1.60289671018961","-2.773","-1.051","0.03756","1.049","2.771025","1.02097047585592","1800"
"p[1,1]","0.0954605005","0.0128230020581605","0.07144","0.08677","0.09494","0.1037","0.1222","1.00607491856354","520"
"p[2,1]","0.1691545305","0.0213576260464286","0.1289","0.1545","0.1685","0.1834","0.2118","1.00111583420913","9000"
"p[3,1]","0.21190955","0.00720577531965838","0.1977","0.207","0.2118","0.2167","0.226202499461363","1.00318522630888","670"
"p[3,2]","0.57839455","0.0639622647180577","0.4903","0.5319","0.5668","0.6115","0.7559","1.30086514298561","10"
"p[4,1]","0.13911039","0.011253601700143","0.1178","0.1314","0.1388","0.1466","0.161802499247061","1.00118563772023","6300"
"p[4,2]","0.19508217","0.015320228051843","0.1661","0.1846","0.1947","0.2052","0.2261","1.0012271654607","5400"
"p[5,1]","0.24371268","0.0217694616766397","0.20209749939676","0.2289","0.2432","0.2579","0.288","1.00173893774837","20000"
"p[5,2]","0.2781369","0.11557727476763","0.148197499177266","0.189674995056466","0.2436","0.335124997202815","0.5788","1.09569431798236","21"
"p[6,1]","0.135808642","0.0122157246576812","0.1129","0.1273","0.1354","0.1441","0.1603","1.00229936370334","1100"
"p[6,2]","0.279229465","0.0619425458086995","0.1958","0.2344","0.265","0.3114","0.436104998882474","1.112325543068","20"
"p[7,1]","0.14710464","0.00920394915807368","0.1289","0.141","0.1471","0.1532","0.1653","1.00379539581784","530"
"p[7,2]","0.1682689845","0.0673118516194747","0.1026","0.1233","0.1451","0.189","0.3725","1.05537811229352","520"
"p[8,1]","0.249669755","0.019956009717781","0.211797499424396","0.2358","0.2493","0.2629","0.2898","1.00191343974113","1600"
"p[8,2]","0.37509332","0.027358147338387","0.322897499622484","0.3563","0.3749","0.3934","0.4295","1.00148498448924","2800"
"p[9,1]","0.24249709","0.00648872797329612","0.23","0.238","0.2425","0.2468","0.2552","1.00097597149883","20000"
"p[9,2]","0.502384285","0.0113964785142122","0.480197499746165","0.4946","0.5025","0.5102","0.5246","1.00106120072259","13000"
"p[10,1]","0.21767805","0.00663637440706622","0.2048","0.2132","0.2176","0.2221","0.230802499472096","1.00094880264363","20000"
"p[10,2]","0.533776865","0.012773628754248","0.508797499760435","0.5252","0.5337","0.5425","0.5586","1.00102250647567","20000"
"p[11,1]","0.26313278","0.00750279754959132","0.2485","0.258","0.2632","0.2682","0.277702499561231","1.00097873422609","20000"
"p[11,2]","0.341400905","0.00921612340018846","0.3231","0.3352","0.3415","0.3476","0.3592","1.00105064242815","15000"
"p[12,1]","0.14781823","0.00935995021891169","0.1302","0.1413","0.1476","0.154","0.1666","1.00104595214979","15000"
