"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"p[25,1]","0.112","0.007","0.098","0.107","0.112","0.117","0.127","1.001","20000"
"p[25,2]","0.349","0.019","0.312","0.336","0.349","0.362","0.387","1.001","20000"
"p[26,1]","0.142","0.068","0.047","0.093","0.129","0.176","0.311","1.001","20000"
"p[26,2]","0.257","0.122","0.074","0.165","0.237","0.329","0.544","1.001","20000"
"p[27,1]","0.083","0.006","0.07","0.078","0.082","0.087","0.096","1.001","3000"
"p[27,2]","0.216","0.015","0.187","0.206","0.216","0.226","0.247","1.001","3000"
"epsilon[1,1]","-0.694","0.353","-1.425","-0.922","-0.681","-0.45","-0.031","1.001","3900"
"epsilon[2,1]","0.439","0.368","-0.272","0.188","0.44","0.68","1.17","1.001","20000"
"epsilon[3,1]","0.912","0.326","0.276","0.693","0.913","1.13","1.55","1.001","20000"
"epsilon[3,2]","1.127","0.35","0.457","0.892","1.123","1.36","1.83","1.001","3000"
"epsilon[4,1]","0.304","0.326","-0.329","0.083","0.301","0.526","0.939","1.001","4300"
"epsilon[4,2]","0.111","0.315","-0.505","-0.102","0.111","0.324","0.732","1.002","2400"
"epsilon[5,1]","1.721","0.475","0.812","1.395","1.714","2.044","2.663","1.001","9300"
"epsilon[5,2]","-0.003","0.392","-0.771","-0.266","-0.005","0.259","0.767","1.001","5300"
"epsilon[6,1]","0.246","0.33","-0.398","0.024","0.246","0.464","0.898","1.001","20000"
"epsilon[6,2]","0.244","0.321","-0.383","0.027","0.244","0.458","0.879","1.001","5600"
"epsilon[7,1]","0.625","0.461","-0.264","0.312","0.625","0.941","1.516","1.001","20000"
"epsilon[7,2]","-0.424","0.453","-1.31","-0.728","-0.423","-0.122","0.465","1.001","6700"
"epsilon[8,1]","1.363","0.356","0.682","1.122","1.355","1.596","2.078","1.001","20000"
"epsilon[8,2]","0.584","0.305","-0.005","0.379","0.581","0.786","1.198","1.002","2600"
"epsilon[9,1]","1.174","0.39","0.416","0.912","1.175","1.437","1.948","1.001","20000"
"epsilon[9,2]","0.949","0.384","0.21","0.69","0.947","1.206","1.711","1.001","3000"
"epsilon[10,1]","1.082","0.281","0.536","0.891","1.079","1.27","1.646","1.001","20000"
"epsilon[10,2]","1.702","0.352","1.032","1.463","1.696","1.934","2.411","1.001","20000"
"epsilon[11,1]","1.392","0.398","0.622","1.127","1.393","1.66","2.181","1.001","20000"
"epsilon[11,2]","-0.045","0.344","-0.71","-0.278","-0.044","0.186","0.64","1.002","1700"
"epsilon[12,1]","0.465","0.335","-0.188","0.236","0.466","0.69","1.12","1.001","20000"
"epsilon[12,2]","0.152","0.323","-0.484","-0.066","0.149","0.368","0.791","1.001","13000"
"epsilon[13,1]","0.402","0.243","-0.069","0.24","0.402","0.564","0.883","1.001","20000"
"epsilon[13,2]","0.418","0.247","-0.06","0.25","0.418","0.581","0.913","1.001","10000"
"epsilon[14,1]","-0.271","0.249","-0.763","-0.438","-0.269","-0.101","0.213","1.001","20000"
"epsilon[14,2]","-0.937","0.282","-1.5","-1.125","-0.93","-0.746","-0.395","1.001","4200"
"epsilon[15,1]","-0.124","0.245","-0.613","-0.289","-0.124","0.039","0.363","1.001","20000"
"epsilon[15,2]","-0.794","0.276","-1.333","-0.978","-0.792","-0.607","-0.254","1.002","1400"
"epsilon[16,1]","-0.646","0.277","-1.192","-0.83","-0.643","-0.457","-0.116","1.001","20000"
"epsilon[16,2]","1.113","0.311","0.516","0.9","1.112","1.319","1.728","1.001","20000"
"epsilon[17,1]","-1.615","0.439","-2.496","-1.905","-1.609","-1.316","-0.768","1.001","20000"
"epsilon[17,2]","-1.152","0.409","-1.964","-1.426","-1.151","-0.871","-0.366","1.002","1200"
"epsilon[18,1]","-0.827","0.337","-1.505","-1.048","-0.823","-0.596","-0.18","1.001","15000"
"epsilon[18,2]","-0.887","0.326","-1.54","-1.106","-0.882","-0.667","-0.261","1.001","20000"
"epsilon[19,1]","-0.666","0.436","-1.54","-0.954","-0.661","-0.366","0.166","1.001","20000"
"epsilon[19,2]","-2.186","0.497","-3.189","-2.516","-2.173","-1.849","-1.238","1.001","20000"
"epsilon[20,1]","-0.598","0.259","-1.117","-0.769","-0.594","-0.422","-0.103","1.001","20000"
"epsilon[20,2]","0.039","0.24","-0.427","-0.125","0.039","0.201","0.505","1.001","20000"
"epsilon[21,1]","-0.796","0.289","-1.392","-0.984","-0.79","-0.597","-0.254","1.001","13000"
"epsilon[21,2]","-0.294","0.262","-0.814","-0.468","-0.291","-0.117","0.208","1.002","2400"
"epsilon[22,1]","-0.056","0.242","-0.537","-0.218","-0.056","0.108","0.418","1.001","20000"
"epsilon[22,2]","0.9","0.277","0.365","0.712","0.897","1.083","1.453","1.001","20000"
"epsilon[23,1]","-0.848","0.431","-1.705","-1.139","-0.846","-0.554","-0.01","1.001","20000"
"epsilon[23,2]","-1.223","0.451","-2.105","-1.528","-1.221","-0.916","-0.341","1.002","1400"
"epsilon[24,1]","-1.425","0.45","-2.328","-1.723","-1.418","-1.117","-0.559","1.001","20000"
"epsilon[24,2]","0.891","0.413","0.1","0.609","0.883","1.169","1.707","1.001","5000"
"epsilon[25,1]","-0.38","0.253","-0.884","-0.548","-0.375","-0.211","0.105","1.001","20000"
"epsilon[25,2]","0.644","0.264","0.138","0.466","0.64","0.819","1.173","1.001","14000"
"epsilon[26,1]","-0.011","0.998","-1.984","-0.682","-0.011","0.66","1.954","1.001","20000"
"epsilon[26,2]","-0.006","1","-1.968","-0.688","-0.002","0.669","1.96","1.001","20000"
"epsilon[27,1]","-1.166","0.365","-1.902","-1.408","-1.162","-0.916","-0.465","1.001","20000"
"epsilon[27,2]","-0.846","0.346","-1.524","-1.08","-0.845","-0.613","-0.166","1.001","2800"
"p_MP[1]","0.097","0.013","0.072","0.088","0.096","0.105","0.124","1.001","3000"
"p_MP[2]","0.169","0.021","0.129","0.154","0.168","0.182","0.213","1.001","20000"
"p_MP[3]","0.212","0.007","0.199","0.208","0.212","0.217","0.226","1.001","4900"
"p_MP[4]","0.139","0.011","0.118","0.131","0.139","0.146","0.161","1.002","1700"
"p_MP[5]","0.245","0.021","0.204","0.23","0.244","0.259","0.288","1.001","7300"
"p_MP[6]","0.136","0.012","0.113","0.128","0.136","0.144","0.16","1.001","20000"
"p_MP[7]","0.148","0.009","0.131","0.142","0.148","0.154","0.166","1.001","20000"
"p_MP[8]","0.247","0.02","0.209","0.234","0.247","0.26","0.287","1.001","20000"
"p_MP[9]","0.243","0.007","0.23","0.238","0.243","0.247","0.256","1.001","20000"
"p_MP[10]","0.217","0.007","0.205","0.213","0.217","0.222","0.23","1.001","20000"
"p_MP[11]","0.263","0.007","0.249","0.258","0.263","0.268","0.278","1.001","20000"
"p_MP[12]","0.147","0.009","0.129","0.141","0.147","0.154","0.166","1.001","20000"
"p_MP[13]","0.162","0.007","0.148","0.157","0.162","0.167","0.177","1.001","11000"
"p_MP[14]","0.118","0.008","0.104","0.113","0.118","0.123","0.133","1.001","19000"
"p_MP[15]","0.129","0.006","0.116","0.124","0.129","0.133","0.142","1.001","10000"
"p_MP[16]","0.091","0.005","0.082","0.088","0.091","0.095","0.101","1.001","20000"
"p_MP[17]","0.068","0.006","0.058","0.064","0.068","0.072","0.08","1.001","20000"
"p_MP[18]","0.084","0.009","0.068","0.078","0.083","0.089","0.101","1.001","5100"
"p_MP[19]","0.086","0.013","0.063","0.077","0.086","0.095","0.114","1.001","20000"
"p_MP[20]","0.097","0.006","0.085","0.093","0.097","0.101","0.109","1.001","20000"
"p_MP[21]","0.092","0.008","0.077","0.086","0.092","0.097","0.107","1.001","7700"
"p_MP[22]","0.123","0.006","0.112","0.119","0.123","0.126","0.134","1.001","11000"
"p_MP[23]","0.102","0.008","0.086","0.096","0.102","0.107","0.118","1.001","20000"
"p_MP[24]","0.058","0.007","0.046","0.054","0.058","0.063","0.072","1.001","11000"
"p_MP[25]","0.112","0.007","0.098","0.107","0.112","0.117","0.127","1.001","20000"
"p_MP[26]","0.142","0.068","0.047","0.093","0.129","0.176","0.311","1.001","20000"
"p_MP[27]","0.083","0.006","0.07","0.078","0.082","0.087","0.096","1.001","3000"
"p_ML[3]","0.497","0.014","0.469","0.488","0.497","0.507","0.526","1.001","4600"
"p_ML[4]","0.194","0.015","0.166","0.184","0.194","0.204","0.224","1.002","1200"
"p_ML[5]","0.155","0.014","0.128","0.145","0.155","0.165","0.184","1.001","20000"
"p_ML[6]","0.211","0.018","0.176","0.198","0.21","0.223","0.249","1.001","8000"
"p_ML[7]","0.106","0.007","0.093","0.102","0.106","0.111","0.12","1.001","20000"
"p_ML[8]","0.371","0.027","0.318","0.353","0.371","0.39","0.426","1.001","9500"
"p_ML[9]","0.503","0.012","0.481","0.495","0.503","0.511","0.526","1.001","20000"
"p_ML[10]","0.533","0.013","0.509","0.525","0.533","0.542","0.558","1.001","20000"
"p_ML[11]","0.342","0.009","0.324","0.335","0.341","0.348","0.36","1.001","20000"
"p_ML[12]","0.189","0.012","0.167","0.181","0.189","0.197","0.213","1.001","20000"
"p_ML[13]","0.331","0.013","0.305","0.322","0.331","0.34","0.357","1.001","6300"
"p_ML[14]","0.163","0.01","0.143","0.156","0.162","0.169","0.183","1.001","7700"
"p_ML[15]","0.189","0.009","0.171","0.183","0.189","0.195","0.207","1.001","10000"
"p_ML[16]","0.344","0.015","0.314","0.333","0.344","0.354","0.374","1.001","14000"
"p_ML[17]","0.204","0.016","0.174","0.193","0.204","0.215","0.236","1.001","20000"
"p_ML[18]","0.123","0.012","0.1","0.114","0.122","0.131","0.148","1.001","6200"
"p_ML[19]","0.047","0.007","0.034","0.042","0.047","0.052","0.063","1.001","20000"
"p_ML[20]","0.231","0.013","0.206","0.222","0.231","0.24","0.257","1.001","4300"
"p_ML[21]","0.223","0.018","0.19","0.211","0.223","0.235","0.259","1.001","15000"
"p_ML[22]","0.327","0.013","0.301","0.318","0.327","0.336","0.354","1.001","18000"
"p_ML[23]","0.215","0.016","0.185","0.204","0.215","0.226","0.247","1.001","20000"
"p_ML[24]","0.253","0.024","0.207","0.236","0.252","0.269","0.301","1.001","20000"
"p_ML[25]","0.349","0.019","0.312","0.336","0.349","0.362","0.387","1.001","20000"
"p_ML[26]","0.257","0.122","0.074","0.165","0.237","0.329","0.544","1.001","20000"
"p_ML[27]","0.216","0.015","0.187","0.206","0.216","0.226","0.247","1.001","3000"
"p1c[1]","0.929","0.016","0.894","0.919","0.93","0.94","0.956","1.001","5300"
"p1c[2]","0.903","0.039","0.814","0.879","0.907","0.931","0.966","1.001","9600"
"p1c[3]","0.908","0.011","0.885","0.901","0.908","0.915","0.927","1.002","1600"
"p1c[4]","0.81","0.022","0.765","0.796","0.811","0.825","0.85","1.001","20000"
"p1c[5]","0.825","0.03","0.761","0.805","0.826","0.846","0.879","1.001","20000"
"p1c[6]","0.761","0.042","0.677","0.734","0.762","0.79","0.839","1.001","20000"
"p1c[7]","0.954","0.005","0.943","0.951","0.954","0.958","0.963","1.001","5200"
"p1c[8]","0.749","0.055","0.634","0.712","0.751","0.788","0.851","1.001","20000"
"p1c[9]","0.94","0.009","0.92","0.934","0.94","0.946","0.957","1.001","20000"
"p1c[10]","0.709","0.018","0.674","0.697","0.709","0.721","0.743","1.001","20000"
"p1c[11]","0.77","0.02","0.731","0.757","0.771","0.784","0.808","1.001","20000"
"p1c[12]","0.583","0.024","0.536","0.567","0.583","0.599","0.63","1.001","15000"
"p1c[13]","0.52","0.027","0.468","0.502","0.52","0.539","0.574","1.001","20000"
"p1c[14]","0.76","0.027","0.706","0.742","0.761","0.779","0.812","1.001","20000"
"p1c[15]","0.796","0.017","0.761","0.784","0.796","0.807","0.828","1.001","20000"
"p1c[16]","0.785","0.022","0.74","0.77","0.786","0.8","0.827","1.001","20000"
"p1c[17]","0.779","0.027","0.723","0.761","0.78","0.798","0.829","1.002","2500"
"p1c[18]","0.766","0.039","0.684","0.741","0.768","0.793","0.836","1.001","20000"
"p1c[19]","0.694","0.038","0.616","0.668","0.695","0.72","0.766","1.001","20000"
"p1c[20]","0.798","0.022","0.754","0.784","0.799","0.813","0.839","1.001","7300"
"p1c[21]","0.799","0.027","0.743","0.781","0.799","0.817","0.85","1.001","20000"
"p1c[22]","0.769","0.018","0.732","0.757","0.77","0.782","0.804","1.001","20000"
"p1c[23]","0.74","0.027","0.683","0.723","0.741","0.759","0.791","1.001","20000"
"p1c[24]","0.608","0.029","0.551","0.589","0.608","0.628","0.666","1.001","20000"
"p1c[25]","0.764","0.116","0.503","0.692","0.779","0.851","0.949","1.002","3400"
"p1c[26]","0.665","0.097","0.444","0.606","0.676","0.735","0.824","1.003","600"
"p1c[27]","0.766","0.115","0.512","0.695","0.779","0.851","0.954","1.003","1900"
"p10c","0.87","0.08","0.667","0.829","0.888","0.928","0.972","1.001","20000"
"lambda0","3816.996","2246.027","815.757","2126","3368","5009","9400","1.001","20000"
"N0","3815.946","2246.458","815","2119","3360.5","5018","9381.05","1.001","20000"
"Ntot[1]","6246.987","890.466","4765.975","5621","6155","6775.25","8270.075","1.001","2800"
"Ntot[2]","2037.077","278.586","1558","1839","2013","2206","2648","1.001","20000"
"Ntot[3]","10004.054","273.652","9485","9817","9996","10180","10560","1.001","4100"
"Ntot[4]","4915.507","354.302","4281.975","4665","4893","5142","5673.025","1.002","1400"
"Ntot[5]","2631.659","215.076","2253","2481","2616","2768","3100.025","1.001","7100"
"Ntot[6]","3076.566","249.636","2630","2903","3062","3233","3613","1.001","12000"
"Ntot[7]","11843.698","708.431","10540","11350","11810","12300","13310","1.001","20000"
"Ntot[8]","1268.741","82.433","1121","1211","1263","1320","1447","1.001","7900"
"Ntot[9]","10161.543","209.66","9760","10020","10160","10300","10580","1.001","20000"
"Ntot[10]","7894.002","167.081","7574","7778","7891","8006","8226.025","1.001","20000"
"Ntot[11]","10795.83","252.564","10330","10620","10790","10960","11310","1.001","20000"
"Ntot[12]","7233.488","422.191","6457","6944","7216","7507","8116","1.001","20000"
"Ntot[13]","7582.86","278.272","7054.975","7392","7572.5","7764","8159","1.001","3900"
"Ntot[14]","10505.14","620.173","9368.975","10070","10480","10900","11800","1.001","7200"
"Ntot[15]","13755.216","626.577","12580","13320","13740","14160","15040","1.001","10000"
"Ntot[16]","10601.73","457.836","9760.975","10290","10580","10900","11550","1.001","7600"
"Ntot[17]","8912.224","678.232","7686","8437","8872.5","9346","10350","1.001","20000"
"Ntot[18]","8357.058","811.016","6937.975","7790","8299","8870","10090","1.001","4600"
"Ntot[19]","8582.233","1285.994","6417","7652","8469.5","9387","11410","1.001","20000"
"Ntot[20]","10307.105","557.644","9281.975","9916","10280","10670","11470","1.001","9800"
"Ntot[21]","6655.647","510.463","5751","6300","6623","6980","7749","1.001","12000"
"Ntot[22]","9792.931","376.305","9087","9535","9781","10040","10560","1.001","14000"
"Ntot[23]","6292.401","444.281","5484","5986","6266","6579","7223","1.001","20000"
"Ntot[24]","5201.854","491.002","4342","4857","5163","5503.25","6269.05","1.001","20000"
"Ntot[25]","5279.473","276.667","4776","5088","5265","5459","5854.025","1.001","20000"
"Ntot[26]","9981.213","4063.364","3942.95","7094","9355","12090","19690.25","1.005","380"
"Ntot[27]","8293.017","571.575","7248","7897","8261","8663","9488","1.001","3700"
"N[1]","6297.353","867.733","4854.975","5684","6209","6815","8249.025","1.001","3100"
"N[2]","1769.762","244.829","1348","1597","1750.5","1920","2302","1.001","20000"
"N[3]","10832.723","308.919","10240","10620","10830","11030","11460","1.001","17000"
"N[4]","4829.087","324.213","4236.975","4604","4814","5037","5507.025","1.002","1500"
"N[5]","2081.784","177.793","1756","1959","2072","2195","2454","1.001","13000"
"N[6]","3566.813","300.365","3019","3357.75","3553","3763","4186","1.001","11000"
"N[7]","11515.678","687.357","10240","11040","11490","11960","12940","1.001","20000"
"N[8]","994.905","99.967","816","925","990","1058","1209.025","1.001","20000"
"N[9]","10544.664","242.783","10080","10380","10540","10710","11030","1.001","20000"
"N[10]","10246.554","306.629","9659","10040","10240","10450","10860","1.001","20000"
"N[11]","10136.372","385.045","9383","9874","10130","10390","10900","1.001","11000"
"N[12]","8407.864","424.665","7603","8118","8400","8688","9259.025","1.001","20000"
"N[13]","7848.29","422.108","7058.975","7560","7837","8126","8702.025","1.001","12000"
"N[14]","8861.405","556.944","7811.975","8476","8843.5","9235","10000","1.001","12000"
"N[15]","14616.845","660.133","13360","14170","14600","15050","15950","1.001","11000"
"N[16]","9701.004","489.617","8763.975","9370","9693","10020","10690","1.001","7200"
"N[17]","8757.281","629.33","7610.975","8321","8722","9165","10080","1.001","14000"
"N[18]","8389.541","786.604","6969","7844","8335","8903","10050","1.001","6100"
"N[19]","9498.861","1080.408","7640.975","8722","9409","10170","11850","1.001","20000"
"N[20]","9301.773","529.751","8316","8934","9288","9654","10390","1.001","20000"
"N[21]","5984.435","448.753","5160","5671","5964","6272","6925","1.001","20000"
"N[22]","11164.74","442.621","10330","10860","11160","11450","12070","1.001","19000"
"N[23]","5017.396","344.087","4390","4778","5005.5","5240","5737","1.001","20000"
"N[24]","6403.394","427.443","5639","6105","6377","6672","7326","1.001","20000"
"N[25]","3735.838","769.166","2773","3237","3583","4051.25","5554.075","1.002","2600"
"N[26]","13042.659","4043.587","7141.975","10170","12360","15120","22850","1.005","370"
"N[27]","5724.736","1154.597","4187.975","4958","5510","6237","8471.025","1.003","1300"
"Nc[1,1]","5857.102","860.903","4422.975","5245","5768","6365","7787.025","1.001","2900"
"Nc[1,2]","440.25","86.876","292","379","432","494","631","1.001","20000"
"Nc[2,1]","1596.827","227.84","1205","1437","1580","1735","2097","1.001","20000"
"Nc[2,2]","172.935","77.06","53","117","162","217","351","1.001","20000"
"Nc[3,1]","9831.037","281.079","9296","9638","9826","10020","10400","1.001","3400"
"Nc[3,2]","1001.34","128.582","770","912","995","1082","1275.025","1.002","2700"
"Nc[4,1]","3914.167","302.843","3370","3704","3896","4108","4557","1.002","1900"
"Nc[4,2]","914.92","111.69","716","837","909","984","1156","1.001","5300"
"Nc[5,1]","1716.739","162.112","1427","1604","1708","1818","2062","1.001","20000"
"Nc[5,2]","365.044","70.82","240","315","360","410","516","1.001","19000"
"Nc[6,1]","2711.522","229.422","2300.975","2551","2699","2856","3197.025","1.001","16000"
"Nc[6,2]","855.291","187.485","526","723","842","973","1263","1.001","20000"
"Nc[7,1]","10988.379","685.447","9705","10520","10960","11430","12410","1.001","20000"
"Nc[7,2]","527.267","53.334","429","491","524","562","638","1.001","5200"
"Nc[8,1]","741.474","63.314","626","697","738","782","875","1.001","20000"
"Nc[8,2]","253.431","74.984","127","200","246","299.25","421","1.001","13000"
"Nc[9,1]","9907.907","219.107","9485.975","9759","9906","10050","10340","1.001","20000"
"Nc[9,2]","636.412","105.662","445","562","631","705","856","1.001","20000"
"Nc[10,1]","7257.59","186.286","6897","7130","7256.5","7383","7626","1.001","20000"
"Nc[10,2]","2988.583","243.318","2519","2823","2984","3150","3477","1.001","20000"
"Nc[11,1]","7806.789","297.432","7225","7606.75","7807","8008","8387","1.001","20000"
"Nc[11,2]","2329.267","243.44","1877.975","2160","2320","2487","2834","1.001","20000"
"Nc[12,1]","4904.221","351.009","4251","4662","4893","5134.25","5626","1.001","20000"
"Nc[12,2]","3503.642","235.949","3048","3344","3500","3661","3981","1.001","9600"
"Nc[13,1]","4079.218","246.354","3607","3912","4075","4240","4578","1.001","18000"
"Nc[13,2]","3769.072","342.61","3136","3534","3753","3989","4478.025","1.001","20000"
"Nc[14,1]","6735.698","474.097","5859","6404","6721","7049.25","7716.025","1.001","8000"
"Nc[14,2]","2125.691","284.066","1602","1928","2116","2310","2708","1.001","20000"
"Nc[15,1]","11629.523","598.239","10510","11230","11610","12020","12850","1.001","10000"
"Nc[15,2]","2987.318","276.404","2467.975","2799","2980","3169","3553","1.001","20000"
"Nc[16,1]","7613.95","412.348","6838","7332","7603","7881","8450","1.001","7500"
"Nc[16,2]","2086.926","255.61","1620","1909.75","2072","2253","2626.025","1.001","20000"
"Nc[17,1]","6825.266","559.57","5822","6435","6789","7188","8002.025","1.001","20000"
"Nc[17,2]","1932.001","270.981","1451","1741","1915","2103","2511","1.002","2400"
"Nc[18,1]","6425.037","657.395","5266","5965","6377","6845","7833.025","1.001","9900"
"Nc[18,2]","1964.495","397.525","1297","1686","1926","2199","2846.025","1.001","14000"
"Nc[19,1]","6617.667","1032.018","4881","5879","6518","7265","8878.025","1.001","20000"
"Nc[19,2]","2881.028","291.237","2342","2679","2870","3069.25","3481","1.001","13000"
"Nc[20,1]","7425.734","473.276","6550","7097","7409","7738","8397","1.001","20000"
"Nc[20,2]","1875.988","229.43","1461","1718","1863","2022","2361","1.001","9500"
"Nc[21,1]","4779.659","409.442","4037","4497","4757","5041","5647.025","1.001","20000"
"Nc[21,2]","1204.776","181.015","875.975","1080","1197","1322","1584","1.001","20000"
"Nc[22,1]","8588.023","373.548","7880.975","8333","8579","8833","9340","1.001","11000"
"Nc[22,2]","2576.229","240.124","2139","2408","2566","2729","3082.025","1.001","20000"
"Nc[23,1]","3716.173","303.683","3162","3502","3702","3912","4353","1.001","20000"
"Nc[23,2]","1301.224","156.727","1023","1192","1290","1400","1638.025","1.001","20000"
"Nc[24,1]","3900.63","383.127","3235","3633","3871","4137","4736","1.001","20000"
"Nc[24,2]","2502.765","187.386","2154","2375","2496","2622","2894","1.001","20000"
"Nc[25,1]","2776.708","199.045","2412.975","2640","2768","2908","3184","1.001","9200"
"Nc[25,2]","959.128","728.584","147","483","787","1236","2719.1","1.001","6800"
"Nc[26,1]","9022.026","4002.484","3206.975","6180","8362","11080","18720","1.005","410"
"Nc[26,2]","4020.404","341.404","3397","3783","4003","4239","4728","1.001","6700"
"Nc[27,1]","4272.609","354.951","3627","4026","4257","4501","5018","1.001","4800"
"Nc[27,2]","1452.124","1070.298","202.975","739","1209","1874","4062.025","1.004","710"
"p1c[1]","0.929","0.016","0.894","0.919","0.93","0.94","0.956","1.001","5300"
"p1c[2]","0.903","0.039","0.814","0.879","0.907","0.931","0.966","1.001","9600"
"p1c[3]","0.908","0.011","0.885","0.901","0.908","0.915","0.927","1.002","1600"
"p1c[4]","0.81","0.022","0.765","0.796","0.811","0.825","0.85","1.001","20000"
"p1c[5]","0.825","0.03","0.761","0.805","0.826","0.846","0.879","1.001","20000"
"p1c[6]","0.761","0.042","0.677","0.734","0.762","0.79","0.839","1.001","20000"
"p1c[7]","0.954","0.005","0.943","0.951","0.954","0.958","0.963","1.001","5200"
"p1c[8]","0.749","0.055","0.634","0.712","0.751","0.788","0.851","1.001","20000"
"p1c[9]","0.94","0.009","0.92","0.934","0.94","0.946","0.957","1.001","20000"
"p1c[10]","0.709","0.018","0.674","0.697","0.709","0.721","0.743","1.001","20000"
"p1c[11]","0.77","0.02","0.731","0.757","0.771","0.784","0.808","1.001","20000"
"p1c[12]","0.583","0.024","0.536","0.567","0.583","0.599","0.63","1.001","15000"
