"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"lambda[20]";10319.353;581.677436405265;9240.97499868106;9917.99999999999;10300;10690;11530;1.00215875337393;1200
"lambda[21]";6633.90475;498.995008570593;5736;6285;6603;6958;7667.04999364266;1.00094982462241;20000
"lambda[22]";9792.87145;381.316836569525;9062.99999999999;9531;9788.00000000001;10050;10570;1.00100726322696;20000
"Nesc[1]";6235.97775;868.145092452877;4770;5602;6164.99999999999;6797.24998620834;8113.0499939921;1.00577138425258;320
"Nesc[2]";2003.6399;284.642550749312;1526;1807;1978;2169;2635.02499537592;1.01101791856203;170
"Nesc[3]";9974.51705;272.656334757037;9461;9787;9968;10150;10530;1.00157953647314;2400
"Nesc[4]";4764.81085;354.684301626064;4117;4515;4746;4996;5497;1.00190691160057;1600
"Nesc[5]";2633.32065;224.04060489833;2243;2475;2615;2775;3112;1.00252858063274;950
"Nesc[6]";3181.3446;250.990641988817;2731;3006;3165;3342;3711;1.00312714026024;690
"Nesc[7]";11957.75345;695.629644993115;10680;11480;11930;12400;13410;1.00273572504386;850
"Nesc[8]";1244.6803;79.6233174738674;1103;1190;1240;1294;1415;1.00159873700783;2300
"Nesc[9]";10129.7881;209.906977362229;9729;9988;10130;10270;10560;1.0027541848002;830
"Nesc[10]";7834.1305;166.473193145178;7522;7718;7830.99999999999;7946;8167;1.00249313891948;970
"Nesc[11]";10769.65615;256.151205324466;10290;10590;10760;10940;11290;1.0021758368543;1200
"Nesc[12]";7159.0966;423.833265565942;6389;6861.00000000001;7143;7431.00000000001;8042.02499848463;1.00380143750295;2700
"Nesc[13]";7547.15225;284.483331687883;7012;7354;7540;7730.99999999999;8130.02499850104;1.00166668965604;2100
"Nesc[14]";10563.38995;661.64821711175;9335.00000000001;10110;10540;10980;11950;1.00116314302159;7000
"Nesc[15]";13711.9855;635.435230126828;12540;13280;13680;14110;15050;1.00121678831627;5600
"Nesc[16]";10564.97575;449.191665238285;9734.00000000001;10250;10550;10850;11510;1.00380804471808;900
"Nesc[17]";8824.04065;682.905999335028;7602.97499839688;8349;8783;9264;10270;1.00282032589781;3100
"Nesc[18]";8208.2739;812.167694381511;6778.99999999999;7636;8147;8719.99999999999;9931.02499877287;1.01337561729821;390
"Nesc[19]";8673.8302;1367.57164970572;6277.94999223316;7738;8540.00000000001;9494.24999012596;11750;1.01167211694663;190
"Nesc[20]";10278.6754;573.295687609903;9211.99999999999;9883;10260;10640;11470;1.0022192929484;1200
"Nesc[21]";6617.27705;492.927497578692;5732;6271.99999999999;6588.99999999999;6938;7649.02499840678;1.00096044475188;20000
"Nesc[22]";9792.31435;369.169991681631;9083.99999999999;9543.99999999999;9788.00000000001;10040;10540;1.0009937909809;20000
"test[1]";0.16105;0.367586253119828;0;0;0;0;1;1.00108071905505;11000
"test[2]";0.035;0.183784354161179;0;0;0;0;1;1.06276481615762;210
"R2[1]";0.006386480652855;0.0911704371747567;-0.2400025;-0.0114475;0.0333;0.0566825;0.0947705;1.00105848177839;14000
"R2[2]";0.1753804321065;0.12526981872788;-0.1020075;0.1033;0.1814;0.265925;0.372305;1.06836306484503;43
