"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int[1]","-1.905","0.106","-2.116","-1.975","-1.906","-1.836","-1.695","1.001","7900"
"logit_int[2]","-1.114","0.128","-1.369","-1.196","-1.114","-1.029","-0.865","1.001","10000"
"logit_flow[1]","-0.082","0.107","-0.296","-0.152","-0.081","-0.012","0.129","1.001","10000"
"logit_flow[2]","-0.4","0.131","-0.657","-0.486","-0.401","-0.315","-0.143","1.002","2000"
"sigmap[1]","0.538","0.086","0.399","0.479","0.528","0.589","0.736","1.001","10000"
"sigmap[2]","0.639","0.103","0.472","0.566","0.625","0.698","0.874","1.001","10000"
"rho","0.395","0.176","0.01","0.283","0.408","0.523","0.692","1.001","10000"
"p[1,1]","0.097","0.013","0.073","0.087","0.096","0.105","0.123","1.001","7300"
"p[2,1]","0.168","0.021","0.129","0.153","0.168","0.182","0.212","1.001","10000"
"p[3,1]","0.212","0.007","0.199","0.208","0.212","0.217","0.226","1.001","10000"
"p[3,2]","0.498","0.014","0.47","0.488","0.498","0.507","0.526","1.001","10000"
"p[4,1]","0.139","0.011","0.118","0.131","0.138","0.146","0.161","1.001","10000"
"p[4,2]","0.194","0.015","0.166","0.184","0.194","0.204","0.224","1.001","6000"
"p[5,1]","0.245","0.021","0.204","0.23","0.244","0.259","0.288","1.001","10000"
"p[5,2]","0.155","0.014","0.129","0.146","0.155","0.165","0.185","1.001","10000"
"p[6,1]","0.136","0.012","0.113","0.127","0.136","0.144","0.16","1.002","2200"
"p[6,2]","0.211","0.018","0.175","0.198","0.21","0.223","0.248","1.001","9400"
"p[7,1]","0.148","0.009","0.131","0.142","0.148","0.154","0.167","1.002","2700"
"p[7,2]","0.106","0.007","0.093","0.102","0.106","0.111","0.12","1.002","1400"
"p[8,1]","0.247","0.02","0.209","0.233","0.246","0.26","0.287","1.001","7800"
"p[8,2]","0.37","0.027","0.318","0.352","0.37","0.389","0.424","1.001","5400"
"p[9,1]","0.243","0.007","0.23","0.238","0.243","0.247","0.256","1.001","10000"
"p[9,2]","0.503","0.012","0.48","0.495","0.503","0.511","0.526","1.001","10000"
"p[10,1]","0.217","0.006","0.205","0.213","0.217","0.222","0.23","1.001","10000"
"p[10,2]","0.533","0.013","0.508","0.524","0.533","0.541","0.558","1.002","1700"
"p[11,1]","0.263","0.007","0.249","0.258","0.263","0.268","0.278","1.001","10000"
"p[11,2]","0.342","0.009","0.324","0.336","0.341","0.348","0.36","1.001","10000"
"p[12,1]","0.147","0.01","0.129","0.141","0.147","0.154","0.166","1.001","10000"
"p[12,2]","0.189","0.012","0.167","0.181","0.189","0.197","0.213","1.001","2500"
"p[13,1]","0.162","0.007","0.148","0.157","0.162","0.167","0.177","1.001","3200"
"p[13,2]","0.331","0.013","0.304","0.322","0.33","0.339","0.357","1.001","10000"
