"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int[1]","-1.8728382","0.109538860409484","-2.089","-1.944","-1.873","-1.801","-1.657","1.00113482916217","9300"
"logit_int[2]","-1.13652379","0.140528987902663","-1.413","-1.229","-1.137","-1.045","-0.8590975","1.00099922346015","40000"
"logit_flow[1]","-0.12515921025925","0.11156372961721","-0.346","-0.197325","-0.1259","-0.0514275","0.09662075","1.00101235256922","39000"
"logit_flow[2]","-0.4214990523675","0.146029827777908","-0.7093025","-0.5168","-0.42175","-0.326475","-0.1316","1.00111352740822","11000"
"sigmap[1]","0.5345020175","0.0882187658973197","0.3941","0.4719","0.5239","0.5852","0.738102499834895","1.00098344516523","40000"
"sigmap[2]","0.6690771225","0.114616503765572","0.487297499749864","0.5882","0.6549","0.7335","0.9363","1.00103729387494","24000"
"rho","0.38172929517175","0.185925457156361","-0.03011","0.2637","0.399","0.5171","0.6955","1.00098809509432","40000"
"p[1,1]","0.09579741475","0.0127745826126729","0.0725097499831905","0.08687","0.09526","0.1041","0.1224","1.00098652537056","40000"
"p[2,1]","0.1683650745","0.0216241134402431","0.1284","0.1534","0.1677","0.1826","0.2132","1.00106481115352","16000"
"p[3,1]","0.2122870225","0.00704378174037384","0.1987","0.2075","0.2122","0.217","0.2263","1.0010116346866","39000"
"p[3,2]","0.497676035","0.0143990831311806","0.4696","0.4879","0.4976","0.5073","0.5262","1.00098783615285","40000"
"p[4,1]","0.13896525575","0.0111700015055027","0.1178","0.1313","0.1387","0.1463","0.1616","1.001042537726","22000"
"p[4,2]","0.1945694325","0.0150901187427414","0.1662","0.1842","0.1943","0.2045","0.2252","1.00104310765709","22000"
"p[5,1]","0.2433609375","0.0215668871220813","0.2026","0.2286","0.2428","0.2575","0.2871","1.00098380104441","40000"
"p[5,2]","0.15449071675","0.0144380709075367","0.1273","0.1445","0.1541","0.1641","0.183802499337153","1.00097535124572","40000"
"p[6,1]","0.135827062","0.0120218758821429","0.1132","0.1276","0.1356","0.1438","0.1603","1.00113743399242","9200"
"p[6,2]","0.211044045","0.0184549839392718","0.1759","0.1984","0.2106","0.2231","0.24840249950949","1.00121580186551","6200"
"p[7,1]","0.147414075","0.00918808165045813","0.1299","0.1411","0.1472","0.1536","0.1658","1.0009800743762","40000"
"p[7,2]","0.10580737425","0.00692231608238424","0.09278","0.101","0.1057","0.1104","0.1197","1.00097355151996","40000"
"p[8,1]","0.249093005","0.0198625275977162","0.2115","0.2354","0.2487","0.2624","0.2895","1.00103837269174","23000"
"p[8,2]","0.37372725","0.0271097829472275","0.322097499621546","0.3554","0.3734","0.3918","0.4278","1.00099984297353","40000"
"p[9,1]","0.24264503","0.00654423085419798","0.23","0.2382","0.2426","0.247","0.2556","1.00097782171442","40000"
"p[9,2]","0.5028350925","0.0113544104352605","0.4805","0.4951","0.5028","0.5106","0.5252","1.00100223534824","40000"
"p[10,1]","0.2175947675","0.00658702247548701","0.2047","0.2131","0.2176","0.2221","0.2305","1.00098227114408","40000"
"p[10,2]","0.5337578225","0.0126557045627631","0.5089","0.5252","0.5338","0.5423","0.5586","1.00105715022312","18000"
"p[11,1]","0.2632348875","0.00749737559939248","0.2486","0.2582","0.2632","0.2683","0.2781","1.00097462678149","40000"
"p[11,2]","0.34152792","0.00921713835008372","0.3235","0.3353","0.3415","0.3477","0.3597","1.00097864578585","40000"
"p[12,1]","0.1481396925","0.00958346676971997","0.1301","0.1415","0.1479","0.1546","0.1676","1.00104624003565","21000"
"p[12,2]","0.1904188125","0.0120065225712714","0.1675","0.1822","0.1902","0.1984","0.2143","1.00103539038394","24000"
"p[13,1]","0.162366805","0.00736146716843503","0.1482","0.1574","0.1622","0.1673","0.1772","1.00099103410061","40000"
"p[13,2]","0.3308482","0.0133368708872481","0.3049","0.3218","0.3307","0.3398","0.3573","1.00107536742575","15000"
"p[14,1]","0.117205039","0.00772617191672507","0.1026","0.1119","0.1171","0.122324992338078","0.1327","1.00098046754396","40000"
"p[14,2]","0.1613163425","0.0103325955227111","0.1415","0.1543","0.1612","0.1682","0.1819","1.00097396574304","40000"
"p[15,1]","0.1291196125","0.00651825358440346","0.1168","0.1247","0.129","0.1334","0.1423","1.00098371812175","40000"
"p[15,2]","0.1891977725","0.00920671265312384","0.1715","0.1829","0.1891","0.1954","0.2075","1.00097568895596","40000"
"p[16,1]","0.091519827","0.00480568210606815","0.08239","0.08824","0.09143","0.09474","0.1011","1.00097792481104","40000"
"p[16,2]","0.343763075","0.0153455046889058","0.3141","0.3333","0.343649996362578","0.3541","0.374","1.00097409988956","40000"
"p[17,1]","0.068518263","0.00583286721487209","0.05761","0.06452","0.06834","0.07233","0.08045","1.0012532944017","5400"
"p[17,2]","0.2045119025","0.0160452585002082","0.1738","0.1935","0.2042","0.2151","0.237002499485902","1.00128308901146","4900"
"p[18,1]","0.08390862025","0.00864885554893522","0.0677594999280409","0.07795","0.08365","0.08951","0.1017","1.00097525362375","40000"
"p[18,2]","0.123222691","0.0123818776021992","0.1001","0.1147","0.1229","0.1313","0.1486","1.0009737466317","40000"
"p[19,1]","0.0882966475","0.0135281690431368","0.0638797499809193","0.07886","0.08758","0.09703","0.1168","1.0010278655662","28000"
"p[19,2]","0.0482104175","0.00757244089427056","0.03448","0.04294","0.04781","0.05309","0.06412","1.00100739254803","40000"
"p[20,1]","0.0966674995","0.00596044509874423","0.08532","0.09256","0.09657","0.1006","0.1088","1.00098971605538","40000"
"p[20,2]","0.230547515","0.0131043408235014","0.2054","0.2216","0.2304","0.2393","0.2567","1.00097969974976","40000"
"p[21,1]","0.0916819935","0.00786953783881891","0.07691","0.08629","0.09148","0.0968124999031667","0.1079","1.00127990100814","4900"
"p[21,2]","0.22325985","0.017888857838285","0.1894","0.211","0.2229","0.235","0.2597","1.00113701493346","9200"
"p[22,1]","0.1227137895","0.00575743773408982","0.1117","0.1188","0.1226","0.1265","0.1342","1.00099188806507","40000"
"p[22,2]","0.327655175","0.0134453111949558","0.3017","0.3185","0.3276","0.3367","0.3542","1.0009797104591","40000"
"p[23,1]","0.1019488145","0.0080597904948057","0.08678","0.09644","0.1018","0.1073","0.1182","1.0009745227883","40000"
"p[23,2]","0.2155772125","0.015914222052662","0.1856","0.2047","0.2153","0.2262","0.2475","1.00097516171571","40000"
"p[24,1]","0.059047264","0.00667760784191961","0.04668","0.05445","0.0588","0.06344","0.0727902499832581","1.00099083605973","40000"
"p[24,2]","0.25585473","0.0247524785679532","0.2086","0.2389","0.2554","0.2723","0.3054","1.00101403023158","37000"
"p[25,1]","0.1115080895","0.00747463728819362","0.09727","0.1064","0.1113","0.1165","0.1265","1.00116457504252","7900"
"p[25,2]","0.34759249","0.019414435868907","0.3101","0.3345","0.3475","0.3606","0.3864","1.00101242560595","39000"
"epsilon[1,1]","-0.76160534379025","0.355193980691183","-1.486","-0.9933","-0.7516","-0.5187","-0.0916259999999998","1.00112992381304","9600"
"epsilon[2,1]","0.35056460509","0.375811063860057","-0.38531","0.100875","0.3513","0.5983","1.101","1.00097372905012","40000"
"epsilon[3,1]","0.8293478557855","0.329209177542387","0.1841975","0.6088","0.8278","1.052","1.476","1.00105936034655","17000"
"epsilon[3,2]","1.063672106575","0.356700883306989","0.368995","0.823975","1.06","1.301","1.776","1.0011462658372","8700"
"epsilon[4,1]","0.313040335043275","0.330059471845862","-0.328905","0.08931","0.31185","0.5333","0.9671","1.00108582329757","13000"
"epsilon[4,2]","0.124388840916688","0.313766860310704","-0.4961025","-0.085595","0.1252","0.336","0.737705","1.00097938050835","40000"
"epsilon[5,1]","1.74934636125","0.476309403047938","0.8310925","1.425","1.741","2.066","2.707","1.00097593540073","40000"
"epsilon[5,2]","-0.000896412863575","0.385881683905666","-0.7632025","-0.2607","0.0006914","0.2609","0.752105","1.00099207023356","40000"
"epsilon[6,1]","0.24677608908585","0.329921739476737","-0.40111","0.0250525","0.2457","0.4681","0.8943","1.0009807309358","40000"
"epsilon[6,2]","0.2427572914075","0.316752113144884","-0.3764025","0.02831","0.24205","0.4556","0.8599","1.00105996256078","17000"
"epsilon[7,1]","0.6667804271995","0.460439707367395","-0.2322","0.3569","0.66455","0.976725","1.57","1.00097349003295","40000"
"epsilon[7,2]","-0.3992026423725","0.445807446823556","-1.286","-0.6988","-0.3947","-0.09407","0.4608025","1.0010283130717","27000"
"epsilon[8,1]","1.310489741375","0.365433080159594","0.6157975","1.059","1.303","1.551","2.054","1.00112741563037","9800"
"epsilon[8,2]","0.51373030256425","0.313510653915267","-0.09526125","0.3013","0.5094","0.723","1.139","1.00117750944021","7400"
"epsilon[9,1]","1.01274558140425","0.428678970997889","0.168495","0.724475","1.013","1.301","1.852025","1.00105610164337","18000"
"epsilon[9,2]","0.70786239133175","0.425705026215186","-0.1264025","0.4205","0.70685","0.9926","1.554","1.00113224491439","9500"
"epsilon[10,1]","1.05441633475","0.279017545983264","0.5155","0.8667","1.051","1.241","1.606","1.00106421675925","17000"
"epsilon[10,2]","1.7143580575","0.360631148899697","1.028","1.46874993615572","1.707","1.954","2.442","1.00106951070341","16000"
"epsilon[11,1]","1.3068227056","0.396389117271484","0.5298925","1.041","1.304","1.573","2.086","1.00105206498142","19000"
"epsilon[11,2]","-0.0969510663255","0.350192978578325","-0.7857025","-0.3341","-0.0971","0.1375","0.5908075","1.00109296585991","13000"
"epsilon[12,1]","0.493021595443","0.338492589224432","-0.1657","0.2626","0.4896","0.719025","1.167","1.00097370000384","40000"
"epsilon[12,2]","0.175287018311025","0.320576076542793","-0.4555025","-0.0400325","0.1758","0.392725","0.7992025","1.0009967670498","40000"
"epsilon[13,1]","0.3518768498607","0.245114689021386","-0.127605","0.1871","0.35175","0.517125","0.8329025","1.00116023586592","8000"
"epsilon[13,2]","0.4017494146185","0.249768441833133","-0.084352","0.2323","0.4019","0.5681","0.8949","1.00117157297727","7600"
"epsilon[14,1]","-0.335169106450033","0.253650144151994","-0.8385025","-0.5046","-0.3327","-0.1635","0.1563","1.00117625775208","7400"
"epsilon[14,2]","-0.943519215175","0.284938405140011","-1.519","-1.132","-0.93765","-0.7497","-0.3983975","1.00097375853743","40000"
"epsilon[15,1]","-0.17729254404325","0.24701073783","-0.669705","-0.343","-0.1763","-0.008752","0.3029025","1.00110470531799","11000"
"epsilon[15,2]","-0.78981708812","0.277133780857118","-1.340025","-0.9759","-0.7866","-0.6001","-0.2565975","1.00098902520104","40000"
"epsilon[16,1]","-0.68037334133","0.275668501210291","-1.23","-0.8636","-0.677","-0.4933","-0.153995","1.00106984187372","16000"
"epsilon[16,2]","1.0736632089075","0.305384955227139","0.4844","0.8664","1.069","1.277","1.684","1.00098878822991","40000"
"epsilon[17,1]","-1.762562574","0.469374605077636","-2.695","-2.077","-1.757","-1.443","-0.861987499999999","1.00099542479824","40000"
"epsilon[17,2]","-1.2618794047625","0.437808915571166","-2.129","-1.554","-1.258","-0.9663","-0.4137975","1.00097359192509","40000"
"epsilon[18,1]","-0.85497929510625","0.336438833099016","-1.54","-1.08","-0.84755","-0.6234","-0.215195","1.00104402078452","21000"
"epsilon[18,2]","-0.915027877555","0.324886435328962","-1.573","-1.13","-0.908","-0.692","-0.299695","1.00099362859089","40000"
"epsilon[19,1]","-0.628829888139","0.434396499938325","-1.501","-0.9192","-0.62285","-0.3328","0.2011025","1.00106557667704","16000"
"epsilon[19,2]","-2.149669846","0.494749946616084","-3.154","-2.474","-2.14","-1.809","-1.218","1.00100519645016","40000"
"epsilon[20,1]","-0.6475429981625","0.262443111214023","-1.18","-0.8222","-0.6433","-0.4674","-0.1451975","1.00106457238793","16000"
"epsilon[20,2]","0.0007463196963","0.237305298804329","-0.4640025","-0.158025","0.002269","0.1597","0.4675025","1.0009787171614","40000"
"epsilon[21,1]","-0.8650702850775","0.299731284108679","-1.474","-1.063","-0.8583","-0.659675","-0.2931","1.00097394555045","40000"
"epsilon[21,2]","-0.33252382649675","0.269270998380984","-0.874105","-0.5102","-0.3287","-0.148675","0.1848","1.00097939230918","40000"
