"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.806","0.085","0.644","0.75","0.806","0.861","0.976","1.001","9300"
"logit_int_MP[2]","-0.041","0.113","-0.258","-0.117","-0.042","0.036","0.18","1.002","2000"
"logit_flow_MP[1]","-0.158","0.083","-0.323","-0.213","-0.158","-0.103","0.003","1.002","1900"
"logit_flow_MP[2]","-0.276","0.103","-0.477","-0.344","-0.278","-0.207","-0.073","1.001","9300"
"sigmapi_MP","0.342","0.067","0.221","0.296","0.34","0.384","0.483","1.001","5300"
"mupi_F[1,1]","0.054","0.006","0.042","0.049","0.053","0.058","0.067","1.002","2200"
"mupi_F[1,2]","0.079","0.011","0.06","0.071","0.078","0.086","0.101","1.001","3600"
"mupi_F[2,1]","0.072","0.012","0.052","0.064","0.072","0.08","0.097","1.001","7000"
"mupi_F[2,2]","0.192","0.026","0.145","0.174","0.191","0.209","0.247","1.001","8800"
"sigmapi_F","0.609","0.077","0.474","0.555","0.604","0.657","0.776","1.001","9300"
"rho_F","0.67","0.153","0.316","0.58","0.691","0.783","0.906","1.004","460"
"logit_int_R[1]","-2.101","0.072","-2.242","-2.149","-2.101","-2.053","-1.962","1.001","9300"
"logit_int_R[2]","-1.731","0.133","-1.981","-1.82","-1.734","-1.646","-1.462","1.001","9300"
"logit_effort_R[1]","0.239","0.076","0.088","0.189","0.238","0.289","0.389","1.001","9300"
"logit_effort_R[2]","0.216","0.128","-0.034","0.13","0.215","0.3","0.466","1.001","9300"
"logit_flow_R[1]","-0.347","0.077","-0.499","-0.398","-0.347","-0.296","-0.192","1.002","2300"
"logit_flow_R[2]","-0.244","0.12","-0.48","-0.325","-0.242","-0.162","-0.013","1.002","2400"
"sigmapi_R","0.311","0.06","0.208","0.268","0.305","0.348","0.442","1.001","9300"
"pi_R_pulsium[27,1]","0.044","0.01","0.027","0.037","0.043","0.05","0.065","1.001","9300"
"pi_R_pulsium[27,2]","0.065","0.044","0.01","0.035","0.056","0.083","0.175","1.001","8100"
"pi_R_pulsium[28,1]","0.123","0.168","0.009","0.037","0.061","0.123","0.707","1.001","9300"
"pi_R_pulsium[28,2]","0.144","0.176","0.009","0.045","0.08","0.159","0.725","1.001","9300"
"pi_R_pulsium[29,1]","0.069","0.024","0.033","0.052","0.065","0.083","0.126","1.001","9300"
"pi_R_pulsium[29,2]","0.079","0.046","0.028","0.053","0.071","0.094","0.175","1.001","9300"
"pi_R_pulsium[30,1]","0.029","0.015","0.007","0.018","0.028","0.038","0.063","1.001","9300"
"pi_R_pulsium[30,2]","0.044","0.034","0.003","0.02","0.038","0.06","0.127","1.001","9300"
"pi_R_pulsium[31,1]","0.041","0.021","0.01","0.027","0.038","0.052","0.09","1.001","9300"
"pi_R_pulsium[31,2]","0.083","0.083","0.006","0.035","0.062","0.102","0.306","1.001","7700"
"mu_logit_pi_R_pulsium[1]","-2.505","0.706","-3.478","-2.998","-2.668","-2.151","-0.74","1.001","3000"
"mu_logit_pi_R_pulsium[2]","-2.283","0.699","-3.454","-2.761","-2.359","-1.901","-0.679","1.002","2400"
"sigmapi_R_pulsium","0.993","0.642","0.163","0.519","0.854","1.338","2.559","1.002","1900"
"mupi_D[1,1]","0.018","0.009","0.006","0.012","0.016","0.022","0.041","1.002","1100"
"mupi_D[1,2]","0.01","0.006","0.003","0.006","0.009","0.013","0.026","1.001","3200"
"mupi_D[2,1]","0.129","0.073","0.035","0.076","0.113","0.164","0.312","1.001","9300"
"mupi_D[2,2]","0.06","0.036","0.016","0.035","0.052","0.076","0.15","1.001","9300"
"sigmapi_D[1]","1.647","0.323","1.107","1.415","1.616","1.844","2.37","1.001","9300"
"sigmapi_D[2]","1.945","0.412","1.256","1.653","1.905","2.194","2.866","1.001","9300"
"rho_D","0.863","0.103","0.607","0.81","0.886","0.942","0.991","1.001","9300"
"test[1]","0.027","0.162","0","0","0","0","1","1.001","9300"
"test[2]","0.005","0.069","0","0","0","0","0","1.002","9300"
"test[3]","0.004","0.059","0","0","0","0","0","1.004","9300"
"test[4]","0","0","0","0","0","0","0","1","1"
"test[5]","0.947","0.224","0","1","1","1","1","1.001","9300"
"test[6]","0.965","0.184","0","1","1","1","1","1.001","9300"
"test[7]","0.999","0.031","1","1","1","1","1","1.006","9300"
"test[8]","0.957","0.202","0","1","1","1","1","1.002","4500"
"test[9]","0","0","0","0","0","0","0","1","1"
"test[10]","0.019","0.138","0","0","0","0","0","1.003","9300"
"diffF_1SW","-0.411","0.145","-0.694","-0.508","-0.411","-0.314","-0.12","1.003","800"
"diffF_MSW","-1.121","0.2","-1.525","-1.254","-1.12","-0.986","-0.728","1.001","2700"
"diff1SW","0.602","0.4","-0.141","0.334","0.586","0.852","1.434","1.001","6300"
"diffMSW","0.856","0.473","-0.08","0.543","0.856","1.165","1.78","1.001","9300"
"pi_MP[1,1]","0.636","0.084","0.458","0.581","0.641","0.694","0.786","1.001","3500"
"pi_MP[1,2]","0.386","0.092","0.216","0.322","0.382","0.445","0.573","1.001","9300"
"pi_MP[2,1]","0.664","0.042","0.579","0.636","0.665","0.694","0.742","1.001","9300"
"pi_MP[2,2]","0.498","0.061","0.378","0.457","0.497","0.539","0.62","1.002","1300"
"pi_MP[3,1]","0.737","0.04","0.656","0.71","0.738","0.765","0.814","1.01","170"
"pi_MP[3,2]","0.453","0.067","0.322","0.407","0.453","0.498","0.582","1.001","2800"
"pi_MP[4,1]","0.714","0.047","0.619","0.683","0.716","0.747","0.801","1.002","980"
"pi_MP[4,2]","0.571","0.069","0.435","0.527","0.571","0.618","0.703","1.001","4700"
"pi_MP[5,1]","0.767","0.038","0.69","0.741","0.767","0.793","0.837","1.002","2000"
"pi_MP[5,2]","0.421","0.077","0.277","0.368","0.418","0.472","0.577","1.001","9300"
"pi_MP[6,1]","0.66","0.052","0.555","0.626","0.662","0.695","0.757","1.001","9300"
"pi_MP[6,2]","0.445","0.066","0.322","0.399","0.441","0.489","0.581","1.001","9300"
"pi_MP[7,1]","0.538","0.062","0.415","0.497","0.54","0.582","0.655","1.001","9300"
"pi_MP[7,2]","0.332","0.065","0.21","0.288","0.331","0.376","0.467","1.002","1400"
"pi_MP[8,1]","0.724","0.045","0.632","0.694","0.725","0.755","0.807","1.001","9300"
"pi_MP[8,2]","0.445","0.079","0.297","0.39","0.441","0.497","0.605","1.001","9300"
"pi_MP[9,1]","0.717","0.045","0.629","0.687","0.718","0.749","0.801","1.001","2900"
"pi_MP[9,2]","0.467","0.081","0.304","0.414","0.468","0.524","0.62","1.001","7100"
"pi_MP[10,1]","0.612","0.056","0.498","0.575","0.614","0.651","0.716","1.001","9300"
"pi_MP[10,2]","0.524","0.07","0.384","0.477","0.525","0.572","0.66","1.001","9300"
"pi_MP[11,1]","0.684","0.027","0.63","0.666","0.685","0.703","0.735","1.002","1900"
"pi_MP[11,2]","0.549","0.065","0.42","0.505","0.549","0.593","0.676","1.001","9300"
"pi_MP[12,1]","0.747","0.035","0.674","0.723","0.748","0.772","0.811","1.002","1800"
"pi_MP[12,2]","0.609","0.058","0.49","0.57","0.61","0.649","0.72","1.003","790"
"pi_MP[13,1]","0.748","0.033","0.679","0.726","0.749","0.77","0.81","1.001","2600"
