"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.753807535661392","0.0908472269342546","0.574787499048479","0.6937","0.754","0.8139","0.932","1.00097903935788","51000"
"logit_int_MP[2]","-0.253206854001676","0.12744186114584","-0.508","-0.3378","-0.2523","-0.1679","-0.004344375","1.00098037752836","51000"
"logit_flow_MP[1]","-0.154920938073349","0.0881651207935483","-0.3294","-0.213","-0.1551","-0.09621","0.01726125","1.00098924648589","51000"
"logit_flow_MP[2]","-0.313241653725933","0.106254483821976","-0.5207","-0.3847","-0.31345","-0.2424","-0.1044","1.00099344380044","51000"
"sigmapi_MP","0.35123120001559","0.0692198764128274","0.2257","0.3032","0.3477","0.3952","0.4979","1.00104330187749","23000"
"mupi_F[1,1]","0.0603813044664432","0.0075768510360125","0.04653","0.05514","0.06001","0.06517","0.0763812499284066","1.00098754616896","51000"
"mupi_F[1,2]","0.0754536058928989","0.0105357769341825","0.05652","0.06811","0.07483","0.0821324998858598","0.09779","1.00098675192138","51000"
"mupi_F[2,1]","0.0755341162600359","0.012535019340354","0.05337","0.06671","0.0747","0.0834124998876112","0.1022","1.00124125116346","5700"
"mupi_F[2,2]","0.168352126822044","0.0260623345147016","0.122","0.1502","0.1667","0.1847","0.2241","1.00101858164334","38000"
"sigmapi_F","0.608605664899836","0.0781143844739271","0.471387498839738","0.554","0.6031","0.6571","0.7779","1.00097987109087","51000"
"rho_F","0.511135212649076","0.1784313613676","0.113975","0.401","0.5302","0.6415","0.8029","1.00102155146006","35000"
"logit_int_R[1]","-2.15048789851119","0.0663432632457554","-2.283","-2.194","-2.15","-2.106","-2.021875","1.00099007289568","51000"
"logit_int_R[2]","-1.95074105542131","0.126950937172902","-2.202","-2.035","-1.95","-1.866","-1.702","1.00098466437464","51000"
"logit_effort_R[1]","0.275806202909424","0.0715406940656523","0.1378","0.2281","0.27485","0.3232","0.4182125","1.00098137549519","51000"
"logit_effort_R[2]","0.270891752336503","0.123740925931881","0.027295","0.1882","0.2708","0.3536","0.514825","1.00105231728339","20000"
"logit_flow_R[1]","-0.341083313411022","0.070162856618651","-0.4794","-0.3874","-0.3413","-0.295","-0.2024875","1.00098120669602","51000"
"logit_flow_R[2]","-0.167730226961562","0.118952146081963","-0.4035","-0.247025","-0.1673","-0.08826","0.06389875","1.00102255299832","34000"
"sigmapi_R","0.25908578708395","0.0517489295989703","0.1696","0.2227","0.255","0.2906","0.3731","1.00097904910688","51000"
"pi_R_pulsium[27,1]","0.0422112678306961","0.0100413815733536","0.02488","0.03509","0.0414","0.0484","0.06395","1.000998480721","51000"
"pi_R_pulsium[27,2]","0.0562685415503936","0.046138683765306","0.0058264998497725","0.02425","0.04418","0.07477","0.1763","1.00097915592127","51000"
"mupi_D[1,1]","0.0131641284277808","0.00684239902874217","0.004056","0.008368","0.01183","0.01639","0.029961249817503","1.00097901605746","51000"
"mupi_D[1,2]","0.00790939102229324","0.00476654287464641","0.001955","0.004592","0.0069","0.01004","0.0198912497251366","1.00099829040185","51000"
