"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.774436241","0.0972419437714313","0.582","0.7103","0.7747","0.8388","0.9664","1.00107539243751","17000"
"logit_int_MP[2]","-0.19533203310917","0.133478825948406","-0.4614","-0.2838","-0.1951","-0.1049","0.0634814999999996","1.00105445152812","23000"
"logit_flow_MP[1]","-0.15565169000408","0.0965304254062315","-0.347","-0.2193","-0.1556","-0.09182","0.03392","1.00376474471979","540"
"logit_flow_MP[2]","-0.27948961914387","0.116747694205383","-0.5077","-0.3576","-0.2801","-0.2021","-0.0473492500000002","1.00115070089513","9300"
"sigmapi_MP","0.3669302703","0.0722793639286791","0.237","0.3168","0.3626","0.4123","0.5212","1.00167363708351","2200"
"mupi_F[1,1]","0.0634057362","0.00674708829407279","0.05099","0.05879","0.0631349998020116","0.06766","0.07751","1.00502444440319","370"
"mupi_F[1,2]","0.0948964787","0.011360476146079","0.07417","0.087","0.09437","0.1022","0.1187","1.01298075984676","130"
"mupi_F[2,1]","0.0858564619","0.0132424391659089","0.0616597499802322","0.07671","0.08528","0.09422","0.1138","1.00118056468045","7800"
"mupi_F[2,2]","0.1623944659","0.0249929342017366","0.1177","0.145","0.161","0.1781","0.2159","1.00107912356989","17000"
"sigmapi_F[1]","0.482882701","0.082678069653788","0.3417","0.4251","0.4755","0.5329","0.6656","1.01071030895654","160"
"sigmapi_F[2]","0.5465198392","0.131859446714253","0.310497499607405","0.4556","0.5387","0.629","0.829402499853068","1.00350096761177","600"
"rho_F[1]","0.33430411285033","0.260839330519551","-0.2244","0.1629","0.3554","0.5282","0.7753","1.02578925479956","65"
"rho_F[2]","0.24512641391153","0.382044341247788","-0.5363","-0.0232475","0.2688","0.5352","0.9057","1.00098997780355","1e+05"
"logit_int_R[1]","-2.0519956","0.0709323769139379","-2.194","-2.099","-2.051","-2.005","-1.915","1.00113656018479","10000"
"logit_int_R[2]","-1.89665711","0.130487427923675","-2.153","-1.984","-1.896","-1.809","-1.64","1.00098875931243","1e+05"
