"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.75","0.086","0.58","0.693","0.75","0.807","0.923","1.001","20000"
"logit_int_MP[2]","-0.265","0.125","-0.515","-0.348","-0.264","-0.18","-0.021","1.001","20000"
"logit_flow_MP[1]","-0.141","0.086","-0.31","-0.198","-0.141","-0.084","0.029","1.001","20000"
"logit_flow_MP[2]","-0.288","0.104","-0.493","-0.357","-0.289","-0.22","-0.083","1.001","17000"
"sigmapi_MP","0.341","0.069","0.216","0.294","0.336","0.385","0.486","1.001","4100"
"mupi_F[1,1]","0.059","0.007","0.047","0.054","0.058","0.063","0.073","1.002","2200"
"mupi_F[1,2]","0.082","0.01","0.063","0.074","0.081","0.088","0.103","1.001","7200"
"mupi_F[2,1]","0.077","0.012","0.056","0.069","0.077","0.085","0.103","1.001","8400"
"mupi_F[2,2]","0.161","0.023","0.119","0.145","0.159","0.176","0.21","1.001","13000"
"sigmapi_F","0.545","0.069","0.422","0.496","0.54","0.588","0.695","1.001","9600"
"rho_F","0.599","0.179","0.19","0.492","0.62","0.731","0.882","1.001","20000"
"logit_int_R[1]","-2.129","0.07","-2.267","-2.174","-2.128","-2.083","-1.993","1.001","20000"
"logit_int_R[2]","-1.894","0.129","-2.148","-1.98","-1.893","-1.807","-1.642","1.001","20000"
"logit_effort_R[1]","0.25","0.075","0.104","0.199","0.248","0.299","0.398","1.001","16000"
"logit_effort_R[2]","0.206","0.127","-0.043","0.122","0.207","0.29","0.456","1.001","7800"
"logit_flow_R[1]","-0.346","0.074","-0.492","-0.396","-0.347","-0.297","-0.2","1.001","20000"
"logit_flow_R[2]","-0.196","0.117","-0.43","-0.274","-0.195","-0.118","0.034","1.002","1900"
"sigmapi_R","0.288","0.056","0.192","0.249","0.284","0.322","0.409","1.001","18000"
"pi_R_pulsium[27,1]","0.043","0.01","0.025","0.036","0.042","0.049","0.065","1.001","7900"
"pi_R_pulsium[27,2]","0.058","0.047","0.006","0.025","0.045","0.078","0.183","1.001","20000"
"mupi_D[1,1]","0.013","0.007","0.004","0.008","0.012","0.016","0.029","1.001","20000"
"mupi_D[1,2]","0.008","0.005","0.002","0.005","0.007","0.01","0.02","1.001","20000"
"mupi_D[2,1]","0.103","0.064","0.024","0.059","0.089","0.132","0.27","1.001","20000"
"mupi_D[2,2]","0.047","0.034","0.01","0.025","0.039","0.06","0.133","1.001","20000"
"sigmapi_D[1]","1.754","0.434","1.089","1.45","1.687","1.993","2.766","1.001","7300"
"sigmapi_D[2]","2.523","0.69","1.501","2.042","2.416","2.885","4.153","1.001","20000"
"rho_D","0.869","0.099","0.616","0.82","0.892","0.943","0.992","1.001","9300"
"test[1]","0.051","0.22","0","0","0","0","1","1.002","5700"
"test[2]","0.004","0.061","0","0","0","0","0","1.006","20000"
"test[3]","0.011","0.103","0","0","0","0","0","1.006","7400"
"test[4]","0","0","0","0","0","0","0","1","1"
"test[5]","0.912","0.283","0","1","1","1","1","1.001","20000"
"test[6]","0.948","0.222","0","1","1","1","1","1.001","20000"
"test[7]","0.999","0.026","1","1","1","1","1","1.01","20000"
"test[8]","0.949","0.22","0","1","1","1","1","1.001","7700"
"test[9]","0","0","0","0","0","0","0","1","1"
"test[10]","0.047","0.211","0","0","0","0","1","1.001","18000"
"diffF_1SW","-0.352","0.147","-0.636","-0.449","-0.355","-0.257","-0.056","1.001","20000"
"diffF_MSW","-0.827","0.21","-1.243","-0.966","-0.826","-0.685","-0.42","1.001","20000"
"diff1SW","0.551","0.421","-0.237","0.273","0.534","0.814","1.436","1.001","11000"
"diffMSW","0.881","0.542","-0.198","0.531","0.884","1.231","1.957","1.001","20000"
"pi_MP[1,1]","0.626","0.085","0.445","0.572","0.631","0.686","0.782","1.001","10000"
"pi_MP[1,2]","0.324","0.086","0.173","0.263","0.318","0.378","0.51","1.001","12000"
"pi_MP[2,1]","0.657","0.042","0.573","0.63","0.658","0.686","0.736","1.002","2100"
"pi_MP[2,2]","0.452","0.061","0.333","0.41","0.451","0.492","0.574","1.001","20000"
"pi_MP[3,1]","0.726","0.041","0.643","0.699","0.727","0.755","0.805","1.002","1600"
"pi_MP[3,2]","0.401","0.066","0.275","0.356","0.4","0.444","0.532","1.001","20000"
"pi_MP[4,1]","0.702","0.048","0.605","0.67","0.703","0.736","0.792","1.001","20000"
"pi_MP[4,2]","0.521","0.072","0.381","0.472","0.52","0.569","0.662","1.001","20000"
"pi_MP[5,1]","0.759","0.038","0.682","0.734","0.761","0.786","0.83","1.001","20000"
"pi_MP[5,2]","0.357","0.074","0.222","0.305","0.354","0.406","0.509","1.001","20000"
"pi_MP[6,1]","0.644","0.054","0.535","0.609","0.646","0.681","0.745","1.001","20000"
"pi_MP[6,2]","0.393","0.064","0.276","0.348","0.39","0.435","0.527","1.001","20000"
"pi_MP[7,1]","0.512","0.064","0.383","0.469","0.513","0.556","0.634","1.001","7500"
"pi_MP[7,2]","0.286","0.062","0.173","0.243","0.283","0.326","0.414","1.001","20000"
"pi_MP[8,1]","0.712","0.046","0.62","0.681","0.713","0.743","0.799","1.001","4300"
"pi_MP[8,2]","0.376","0.076","0.241","0.322","0.371","0.424","0.539","1.001","20000"
"pi_MP[9,1]","0.711","0.045","0.618","0.68","0.712","0.742","0.796","1.001","20000"
"pi_MP[9,2]","0.406","0.08","0.253","0.352","0.407","0.461","0.562","1.001","20000"
"pi_MP[10,1]","0.593","0.057","0.477","0.555","0.595","0.633","0.7","1.001","5200"
"pi_MP[10,2]","0.475","0.072","0.334","0.426","0.475","0.523","0.615","1.001","20000"
"pi_MP[11,1]","0.681","0.027","0.627","0.664","0.682","0.7","0.733","1.001","17000"
"pi_MP[11,2]","0.496","0.067","0.368","0.45","0.495","0.541","0.628","1.001","20000"
"pi_MP[12,1]","0.737","0.036","0.662","0.713","0.738","0.761","0.804","1.001","20000"
"pi_MP[12,2]","0.563","0.062","0.44","0.521","0.563","0.605","0.681","1.001","20000"
"pi_MP[13,1]","0.741","0.033","0.673","0.719","0.742","0.764","0.804","1.001","20000"
"pi_MP[13,2]","0.367","0.056","0.263","0.328","0.365","0.404","0.48","1.001","20000"
"pi_MP[14,1]","0.661","0.043","0.574","0.632","0.662","0.691","0.744","1.001","20000"
"pi_MP[14,2]","0.495","0.065","0.369","0.451","0.495","0.539","0.625","1.001","20000"
"pi_MP[15,1]","0.658","0.051","0.554","0.624","0.659","0.693","0.754","1.001","20000"
"pi_MP[15,2]","0.364","0.059","0.251","0.324","0.364","0.405","0.483","1.001","20000"
"pi_MP[16,1]","0.691","0.057","0.576","0.654","0.692","0.73","0.797","1.001","6600"
"pi_MP[16,2]","0.463","0.063","0.341","0.42","0.463","0.505","0.587","1.001","20000"
"pi_MP[17,1]","0.693","0.033","0.626","0.671","0.694","0.716","0.755","1.001","4500"
"pi_MP[17,2]","0.474","0.072","0.34","0.425","0.471","0.522","0.62","1.001","11000"
"pi_MP[18,1]","0.78","0.043","0.691","0.752","0.782","0.81","0.859","1.001","20000"
"pi_MP[18,2]","0.624","0.058","0.509","0.586","0.624","0.664","0.734","1.001","20000"
"pi_MP[19,1]","0.591","0.057","0.476","0.553","0.592","0.63","0.7","1.001","20000"
"pi_MP[19,2]","0.373","0.057","0.268","0.332","0.371","0.41","0.491","1.001","20000"
"pi_MP[20,1]","0.647","0.04","0.567","0.621","0.647","0.674","0.724","1.001","20000"
"pi_MP[20,2]","0.397","0.062","0.281","0.353","0.394","0.438","0.525","1.001","8100"
"pi_MP[21,1]","0.635","0.039","0.556","0.609","0.636","0.662","0.708","1.001","20000"
"pi_MP[21,2]","0.523","0.062","0.406","0.48","0.521","0.564","0.647","1.001","20000"
"pi_MP[22,1]","0.649","0.039","0.571","0.624","0.65","0.676","0.722","1.001","20000"
"pi_MP[22,2]","0.419","0.052","0.318","0.383","0.419","0.454","0.522","1.001","4000"
"pi_MP[23,1]","0.622","0.037","0.547","0.597","0.622","0.647","0.692","1.001","20000"
"pi_MP[23,2]","0.443","0.064","0.321","0.4","0.442","0.485","0.572","1.001","10000"
"pi_MP[24,1]","0.792","0.027","0.737","0.774","0.792","0.811","0.843","1.001","20000"
"pi_MP[24,2]","0.628","0.06","0.507","0.586","0.628","0.67","0.743","1.001","20000"
"pi_MP[25,1]","0.659","0.056","0.542","0.623","0.661","0.698","0.762","1.001","8500"
"pi_MP[25,2]","0.313","0.056","0.213","0.275","0.311","0.349","0.431","1.001","10000"
