"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.812","0.083","0.651","0.756","0.812","0.866","0.975","1.001","2800"
"logit_int_MP[2]","-0.041","0.113","-0.262","-0.118","-0.042","0.034","0.179","1.001","10000"
"logit_flow_MP[1]","-0.16","0.083","-0.324","-0.214","-0.159","-0.104","0.001","1.002","2400"
"logit_flow_MP[2]","-0.275","0.1","-0.467","-0.342","-0.276","-0.209","-0.075","1.001","4500"
"sigmapi_MP","0.329","0.071","0.199","0.281","0.326","0.374","0.479","1.002","1500"
"mupi_F[1,1]","0.055","0.007","0.043","0.051","0.055","0.059","0.069","1.001","10000"
"mupi_F[1,2]","0.081","0.011","0.062","0.074","0.081","0.088","0.104","1.001","10000"
"mupi_F[2,1]","0.073","0.012","0.052","0.065","0.072","0.08","0.097","1.001","10000"
"mupi_F[2,2]","0.192","0.026","0.143","0.173","0.19","0.209","0.246","1.001","10000"
"sigmapi_F","0.593","0.076","0.46","0.539","0.587","0.641","0.758","1.001","10000"
"rho_F","0.658","0.159","0.296","0.567","0.678","0.774","0.904","1.001","4800"
"logit_int_R[1]","-2.228","0.088","-2.401","-2.287","-2.229","-2.169","-2.057","1.001","10000"
"logit_int_R[2]","-1.98","0.157","-2.291","-2.083","-1.978","-1.877","-1.673","1.001","4600"
"logit_effort_R[1]","0.275","0.084","0.112","0.219","0.274","0.33","0.445","1.001","10000"
"logit_effort_R[2]","0.196","0.135","-0.072","0.108","0.197","0.284","0.465","1.001","10000"
"logit_flow_R[1]","-0.676","0.224","-1.155","-0.823","-0.658","-0.514","-0.291","1.001","5000"
"logit_flow_R[2]","-1.111","0.433","-2.048","-1.391","-1.081","-0.797","-0.362","1.001","10000"
"sigmapi_R","0.354","0.066","0.239","0.307","0.349","0.394","0.497","1.001","10000"
"pi_R_pulsium[27,1]","0.043","0.01","0.026","0.036","0.043","0.05","0.066","1.001","10000"
"pi_R_pulsium[27,2]","0.078","0.061","0.008","0.034","0.062","0.104","0.237","1.001","10000"
"pi_R_pulsium[28,1]","0.503","0.289","0.026","0.251","0.506","0.755","0.976","1.001","10000"
"pi_R_pulsium[28,2]","0.497","0.289","0.024","0.247","0.496","0.748","0.975","1.001","10000"
"pi_R_pulsium[29,1]","0.079","0.029","0.036","0.059","0.075","0.094","0.146","1.001","10000"
"pi_R_pulsium[29,2]","0.096","0.084","0.03","0.058","0.08","0.109","0.27","1.001","10000"
"pi_R_pulsium[30,1]","0.136","0.036","0.077","0.111","0.133","0.158","0.214","1.002","1200"
"pi_R_pulsium[30,2]","0.066","0.061","0.007","0.029","0.052","0.087","0.194","1.001","8100"
"mupi_D[1,1]","0.017","0.009","0.005","0.011","0.015","0.021","0.04","1.001","2900"
"mupi_D[1,2]","0.01","0.006","0.002","0.005","0.008","0.012","0.025","1.001","6400"
"mupi_D[2,1]","0.115","0.071","0.026","0.064","0.099","0.146","0.299","1.001","6300"
"mupi_D[2,2]","0.052","0.035","0.011","0.028","0.043","0.067","0.139","1.001","10000"
"sigmapi_D[1]","1.878","0.435","1.198","1.57","1.824","2.114","2.891","1.002","2000"
"sigmapi_D[2]","2.426","0.625","1.473","1.989","2.337","2.775","3.915","1.001","10000"
"rho_D","0.881","0.094","0.641","0.836","0.903","0.95","0.994","1.001","6600"
"test[1]","0.026","0.159","0","0","0","0","1","1.003","6300"
"test[2]","0.004","0.064","0","0","0","0","0","1.061","1800"
"test[3]","0.003","0.051","0","0","0","0","0","1.003","10000"
"test[4]","0","0","0","0","0","0","0","1","1"
"test[5]","0.948","0.223","0","1","1","1","1","1.001","10000"
"test[6]","0.96","0.196","0","1","1","1","1","1.002","5300"
"test[7]","1","0.022","1","1","1","1","1","1.019","10000"
"test[8]","0.928","0.258","0","1","1","1","1","1.001","10000"
"test[9]","0","0.01","0","0","0","0","0","1.291","10000"
"test[10]","0","0.02","0","0","0","0","0","1.105","10000"
"diffF_1SW","-0.413","0.143","-0.689","-0.511","-0.415","-0.319","-0.127","1.001","10000"
"diffF_MSW","-1.106","0.204","-1.509","-1.239","-1.104","-0.97","-0.715","1.001","4500"
"diff1SW","0.614","0.404","-0.134","0.339","0.593","0.865","1.471","1.001","10000"
"diffMSW","0.884","0.515","-0.121","0.548","0.878","1.214","1.93","1.001","7000"
"pi_MP[1,1]","0.635","0.082","0.463","0.583","0.639","0.691","0.784","1.001","10000"
"pi_MP[1,2]","0.38","0.088","0.219","0.32","0.376","0.436","0.568","1.001","10000"
"pi_MP[2,1]","0.664","0.041","0.58","0.636","0.665","0.692","0.741","1.001","10000"
"pi_MP[2,2]","0.498","0.06","0.378","0.458","0.498","0.539","0.615","1.001","10000"
"pi_MP[3,1]","0.731","0.042","0.644","0.704","0.733","0.76","0.808","1.002","1200"
"pi_MP[3,2]","0.453","0.065","0.325","0.409","0.454","0.497","0.58","1.001","10000"
"pi_MP[4,1]","0.713","0.046","0.619","0.683","0.714","0.745","0.8","1.002","1300"
"pi_MP[4,2]","0.569","0.068","0.434","0.524","0.57","0.615","0.702","1.001","10000"
"pi_MP[5,1]","0.762","0.037","0.687","0.738","0.763","0.788","0.833","1.001","10000"
"pi_MP[5,2]","0.418","0.075","0.275","0.368","0.417","0.466","0.571","1.001","7100"
"pi_MP[6,1]","0.661","0.051","0.556","0.628","0.663","0.697","0.757","1.001","10000"
"pi_MP[6,2]","0.44","0.066","0.318","0.394","0.436","0.484","0.575","1.001","10000"
"pi_MP[7,1]","0.552","0.06","0.431","0.513","0.554","0.594","0.664","1.001","10000"
"pi_MP[7,2]","0.333","0.066","0.21","0.288","0.331","0.377","0.464","1.001","10000"
"pi_MP[8,1]","0.717","0.045","0.623","0.687","0.718","0.747","0.801","1.003","930"
"pi_MP[8,2]","0.434","0.079","0.29","0.379","0.43","0.486","0.6","1.001","10000"
"pi_MP[9,1]","0.717","0.045","0.628","0.687","0.718","0.747","0.801","1.004","580"
"pi_MP[9,2]","0.467","0.079","0.309","0.414","0.469","0.521","0.618","1.001","10000"
"pi_MP[10,1]","0.613","0.057","0.496","0.576","0.616","0.653","0.717","1.001","3000"
"pi_MP[10,2]","0.526","0.069","0.389","0.48","0.528","0.574","0.657","1.002","2400"
"pi_MP[11,1]","0.685","0.027","0.632","0.668","0.686","0.704","0.737","1.001","10000"
"pi_MP[11,2]","0.543","0.064","0.418","0.499","0.544","0.586","0.67","1.001","5600"
"pi_MP[12,1]","0.747","0.035","0.676","0.725","0.748","0.771","0.813","1.001","10000"
"pi_MP[12,2]","0.604","0.058","0.49","0.565","0.605","0.643","0.715","1.001","10000"
"pi_MP[13,1]","0.751","0.032","0.686","0.729","0.752","0.773","0.811","1.001","10000"
"pi_MP[13,2]","0.409","0.055","0.305","0.371","0.408","0.445","0.521","1.001","5900"
"pi_MP[14,1]","0.664","0.043","0.576","0.635","0.664","0.693","0.747","1.001","10000"
"pi_MP[14,2]","0.541","0.063","0.419","0.498","0.541","0.585","0.664","1.002","1500"
"pi_MP[15,1]","0.666","0.05","0.563","0.633","0.668","0.701","0.76","1.001","10000"
"pi_MP[15,2]","0.413","0.061","0.297","0.371","0.413","0.455","0.531","1.001","3000"
"pi_MP[16,1]","0.711","0.052","0.605","0.677","0.713","0.748","0.809","1.001","9300"
"pi_MP[16,2]","0.51","0.061","0.389","0.469","0.51","0.551","0.631","1.001","10000"
"pi_MP[17,1]","0.702","0.032","0.637","0.681","0.703","0.724","0.763","1.001","10000"
"pi_MP[17,2]","0.522","0.07","0.39","0.474","0.52","0.569","0.663","1.001","8000"
"pi_MP[18,1]","0.789","0.041","0.705","0.762","0.791","0.818","0.864","1.002","980"
"pi_MP[18,2]","0.655","0.055","0.543","0.618","0.656","0.693","0.761","1.001","10000"
"pi_MP[19,1]","0.612","0.054","0.503","0.576","0.613","0.649","0.713","1.001","10000"
"pi_MP[19,2]","0.418","0.058","0.309","0.378","0.416","0.456","0.535","1.001","5900"
"pi_MP[20,1]","0.657","0.039","0.577","0.632","0.658","0.684","0.731","1.001","10000"
"pi_MP[20,2]","0.448","0.064","0.329","0.403","0.447","0.49","0.576","1.001","4400"
"pi_MP[21,1]","0.646","0.038","0.569","0.621","0.646","0.672","0.717","1.001","10000"
"pi_MP[21,2]","0.563","0.059","0.449","0.523","0.562","0.603","0.679","1.002","2200"
"pi_MP[22,1]","0.659","0.037","0.583","0.634","0.66","0.684","0.728","1.001","10000"
"pi_MP[22,2]","0.462","0.052","0.359","0.426","0.462","0.497","0.565","1.001","10000"
"pi_MP[23,1]","0.623","0.037","0.546","0.599","0.624","0.649","0.693","1.001","3900"
"pi_MP[23,2]","0.494","0.062","0.374","0.452","0.493","0.536","0.618","1.001","3800"
"pi_MP[24,1]","0.794","0.027","0.741","0.776","0.794","0.812","0.845","1.001","10000"
"pi_MP[24,2]","0.662","0.057","0.548","0.625","0.664","0.701","0.771","1.001","3400"
"pi_MP[25,1]","0.676","0.053","0.564","0.642","0.678","0.712","0.774","1.001","10000"
"pi_MP[25,2]","0.359","0.057","0.25","0.32","0.357","0.396","0.476","1.001","10000"
"pi_MP[26,1]","0.709","0.055","0.596","0.673","0.709","0.747","0.813","1.001","10000"
"pi_MP[26,2]","0.513","0.071","0.374","0.464","0.512","0.56","0.653","1.001","10000"
"pi_MP[27,1]","0.636","0.049","0.536","0.604","0.638","0.67","0.726","1.001","10000"
"pi_MP[27,2]","0.492","0.086","0.32","0.435","0.493","0.549","0.66","1.001","10000"
"pi_MP[28,1]","0.678","0.042","0.595","0.651","0.679","0.707","0.757","1.001","10000"
"pi_MP[28,2]","0.454","0.077","0.299","0.402","0.455","0.507","0.599","1.001","10000"
"pi_MP[29,1]","0.793","0.048","0.694","0.761","0.795","0.826","0.881","1.001","10000"
"pi_MP[29,2]","0.622","0.064","0.493","0.58","0.622","0.666","0.743","1.001","10000"
"pi_MP[30,1]","0.664","0.058","0.542","0.626","0.666","0.705","0.768","1.001","6300"
"pi_MP[30,2]","0.493","0.085","0.336","0.433","0.488","0.549","0.671","1.001","5700"
"pi_MP94[1]","0.56","0.128","0.343","0.467","0.546","0.639","0.853","1.001","7700"
"pi_MP94[2]","0.362","0.167","0.124","0.241","0.331","0.45","0.776","1.001","10000"
"p_MP94_tot[1]","0.35","0.066","0.23","0.304","0.346","0.393","0.486","1.001","3900"
"p_MP94_tot[2]","0.131","0.052","0.05","0.092","0.124","0.161","0.252","1.001","10000"
"pi_MP20[2]","0.356","0.167","0.114","0.233","0.327","0.449","0.762","1.001","10000"
"p_MP20_tot[1]","0.636","0.049","0.536","0.604","0.638","0.67","0.726","1.001","10000"
"p_MP20_tot[2]","0.17","0.074","0.058","0.115","0.159","0.213","0.342","1.001","10000"
"epsilon_MP[1,1]","-0.103","0.998","-2.061","-0.789","-0.125","0.573","1.867","1.001","10000"
"epsilon_MP[1,2]","-0.196","1.004","-2.152","-0.877","-0.196","0.475","1.792","1.001","10000"
"epsilon_MP[2,1]","-0.786","0.613","-2.018","-1.19","-0.785","-0.375","0.413","1.001","7900"
"epsilon_MP[2,2]","-0.267","0.731","-1.68","-0.752","-0.271","0.211","1.197","1.001","10000"
"epsilon_MP[3,1]","0.351","0.669","-0.96","-0.107","0.346","0.804","1.657","1.002","1700"
"epsilon_MP[3,2]","-0.776","0.777","-2.295","-1.308","-0.784","-0.259","0.755","1.001","10000"
"epsilon_MP[4,1]","0.174","0.707","-1.217","-0.3","0.165","0.646","1.571","1.002","2400"
"epsilon_MP[4,2]","0.201","0.821","-1.403","-0.337","0.2","0.735","1.807","1.001","10000"
"epsilon_MP[5,1]","1.552","0.636","0.324","1.121","1.535","1.963","2.855","1.002","1400"
"epsilon_MP[5,2]","-0.165","0.9","-1.952","-0.764","-0.155","0.428","1.579","1.001","10000"
"epsilon_MP[6,1]","-0.09","0.715","-1.492","-0.577","-0.084","0.393","1.305","1.001","10000"
"epsilon_MP[6,2]","0.556","0.789","-0.987","0.022","0.542","1.091","2.113","1.001","5200"
"epsilon_MP[7,1]","-1.188","0.735","-2.614","-1.68","-1.193","-0.696","0.255","1.001","10000"
"epsilon_MP[7,2]","-1.014","0.832","-2.608","-1.59","-1.026","-0.447","0.629","1.001","10000"
"epsilon_MP[8,1]","0.627","0.697","-0.728","0.168","0.615","1.092","2.01","1.001","3300"
"epsilon_MP[8,2]","0.658","0.863","-1.005","0.053","0.656","1.245","2.35","1.001","3700"
"epsilon_MP[9,1]","0.727","0.679","-0.546","0.26","0.726","1.184","2.045","1.002","1700"
"epsilon_MP[9,2]","-0.677","0.908","-2.427","-1.296","-0.686","-0.061","1.107","1.001","9500"
"epsilon_MP[10,1]","-1.715","0.698","-3.078","-2.182","-1.719","-1.26","-0.342","1.001","10000"
"epsilon_MP[10,2]","-0.703","0.798","-2.253","-1.237","-0.711","-0.165","0.867","1.001","4300"
"epsilon_MP[11,1]","-0.108","0.45","-0.978","-0.406","-0.11","0.185","0.787","1.001","10000"
"epsilon_MP[11,2]","0.138","0.781","-1.385","-0.379","0.135","0.653","1.677","1.001","5800"
"epsilon_MP[12,1]","0.153","0.641","-1.08","-0.272","0.148","0.57","1.427","1.001","7700"
"epsilon_MP[12,2]","0.362","0.74","-1.098","-0.133","0.358","0.855","1.842","1.001","10000"
"epsilon_MP[13,1]","0.296","0.604","-0.857","-0.117","0.284","0.699","1.492","1.001","10000"
"epsilon_MP[13,2]","-0.323","0.715","-1.739","-0.8","-0.325","0.153","1.077","1.001","10000"
"epsilon_MP[14,1]","0.534","0.686","-0.803","0.073","0.535","0.99","1.86","1.001","3800"
"epsilon_MP[14,2]","0.297","0.766","-1.194","-0.22","0.295","0.817","1.801","1.001","2800"
"epsilon_MP[15,1]","0.066","0.705","-1.321","-0.413","0.061","0.536","1.447","1.001","10000"
"epsilon_MP[15,2]","-0.927","0.74","-2.367","-1.433","-0.928","-0.428","0.521","1.001","3700"
"epsilon_MP[16,1]","0.364","0.778","-1.147","-0.164","0.354","0.878","1.902","1.001","10000"
"epsilon_MP[16,2]","-0.163","0.745","-1.61","-0.663","-0.164","0.333","1.302","1.001","8900"
"epsilon_MP[17,1]","-0.263","0.537","-1.327","-0.617","-0.266","0.088","0.786","1.001","10000"
"epsilon_MP[17,2]","0.667","0.803","-0.911","0.124","0.671","1.201","2.24","1.001","10000"
"epsilon_MP[18,1]","1.055","0.733","-0.377","0.568","1.048","1.534","2.512","1.002","1000"
"epsilon_MP[18,2]","0.718","0.749","-0.741","0.222","0.713","1.222","2.188","1.001","10000"
"epsilon_MP[19,1]","-0.007","0.734","-1.473","-0.493","-0.002","0.495","1.415","1.001","3400"
"epsilon_MP[19,2]","0.169","0.729","-1.242","-0.325","0.169","0.658","1.594","1.002","1100"
"epsilon_MP[20,1]","-0.27","0.578","-1.431","-0.641","-0.266","0.109","0.849","1.001","10000"
"epsilon_MP[20,2]","0.341","0.763","-1.166","-0.174","0.343","0.862","1.83","1.001","10000"
"epsilon_MP[21,1]","-0.552","0.557","-1.671","-0.924","-0.555","-0.18","0.546","1.001","10000"
"epsilon_MP[21,2]","1.012","0.711","-0.375","0.53","1.002","1.491","2.417","1.001","10000"
"epsilon_MP[22,1]","-0.626","0.554","-1.736","-0.982","-0.612","-0.267","0.446","1.001","10000"
"epsilon_MP[22,2]","-0.492","0.66","-1.786","-0.926","-0.501","-0.053","0.805","1.001","10000"
"epsilon_MP[23,1]","-1.052","0.533","-2.15","-1.393","-1.041","-0.689","-0.049","1.001","3100"
"epsilon_MP[23,2]","0.209","0.75","-1.242","-0.298","0.2","0.71","1.709","1.001","10000"
"epsilon_MP[24,1]","0.901","0.613","-0.275","0.479","0.893","1.299","2.144","1.001","10000"
"epsilon_MP[24,2]","0.92","0.765","-0.601","0.406","0.919","1.424","2.432","1.001","2800"
"epsilon_MP[25,1]","-0.195","0.747","-1.654","-0.692","-0.2","0.302","1.279","1.001","10000"
"epsilon_MP[25,2]","-0.685","0.746","-2.149","-1.19","-0.689","-0.196","0.786","1.001","10000"
"epsilon_MP[26,1]","0.226","0.813","-1.338","-0.323","0.214","0.76","1.85","1.001","10000"
"epsilon_MP[26,2]","0.051","0.842","-1.6","-0.509","0.047","0.61","1.728","1.001","10000"
"epsilon_MP[27,1]","-0.798","0.656","-2.08","-1.234","-0.797","-0.367","0.513","1.001","10000"
"epsilon_MP[27,2]","-0.163","1.005","-2.153","-0.842","-0.169","0.519","1.811","1.001","10000"
"epsilon_MP[28,1]","0.019","0.621","-1.177","-0.394","0.018","0.423","1.266","1.001","10000"
"epsilon_MP[28,2]","-1.202","0.858","-2.864","-1.779","-1.213","-0.635","0.489","1.001","10000"
"epsilon_MP[29,1]","0.893","0.836","-0.745","0.33","0.882","1.456","2.518","1.001","10000"
"epsilon_MP[29,2]","0.453","0.804","-1.12","-0.081","0.453","0.996","2.045","1.001","10000"
"epsilon_MP[30,1]","-0.168","0.793","-1.745","-0.7","-0.174","0.376","1.363","1.001","10000"
"epsilon_MP[30,2]","0.923","0.922","-0.882","0.304","0.923","1.539","2.747","1.001","10000"
"piF_1SW[1,1]","0.073","0.027","0.03","0.053","0.069","0.088","0.136","1.006","330"
"piF_1SW[1,2]","0.099","0.027","0.055","0.08","0.096","0.116","0.162","1.001","4000"
"piF_1SW[2,1]","0.094","0.017","0.065","0.082","0.093","0.104","0.129","1.001","7400"
"piF_1SW[2,2]","0.102","0.027","0.054","0.084","0.101","0.12","0.158","1.001","7000"
"piF_1SW[3,1]","0.119","0.023","0.072","0.104","0.12","0.135","0.164","1.001","6000"
"piF_1SW[3,2]","0.156","0.045","0.076","0.124","0.154","0.185","0.253","1.002","1700"
"piF_1SW[4,1]","0.069","0.015","0.043","0.058","0.067","0.078","0.101","1.001","2500"
"piF_1SW[4,2]","0.097","0.029","0.05","0.076","0.093","0.114","0.161","1.001","10000"
"piF_1SW[5,1]","0.117","0.016","0.088","0.106","0.116","0.127","0.151","1.001","10000"
"piF_1SW[5,2]","0.124","0.036","0.061","0.099","0.122","0.147","0.201","1.001","10000"
"piF_1SW[6,1]","0.093","0.021","0.057","0.078","0.091","0.106","0.138","1.001","10000"
"piF_1SW[6,2]","0.098","0.031","0.048","0.076","0.095","0.117","0.167","1.001","4400"
"piF_1SW[7,1]","0.12","0.025","0.077","0.102","0.118","0.135","0.173","1.001","10000"
"piF_1SW[7,2]","0.159","0.041","0.089","0.13","0.155","0.183","0.252","1.001","10000"
"piF_1SW[8,1]","0.085","0.019","0.051","0.071","0.084","0.097","0.127","1.001","10000"
"piF_1SW[8,2]","0.117","0.036","0.058","0.092","0.114","0.139","0.2","1.001","4100"
