"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MP[1]","0.767901955","0.0945706304773603","0.581897499790533","0.7056","0.7677","0.8292","0.956302499872564","1.00213801301697","1300"
"logit_int_MP[2]","-0.236350622076","0.130706582781406","-0.4928025","-0.3242","-0.2362","-0.1483","0.0157919999999998","1.00590906919554","300"
"logit_flow_MP[1]","-0.1578010313905","0.0943136100440532","-0.3448","-0.2194","-0.158","-0.0960775","0.0277944999999996","1.00348537166825","590"
"logit_flow_MP[2]","-0.31141215906","0.111961393887947","-0.5334","-0.385725","-0.312","-0.2364","-0.0905935000000006","1.03777096061879","46"
"sigmapi_MP","0.360247803","0.0719487111080157","0.229897499469726","0.3109","0.35654999649418","0.404924997684947","0.512802499762364","1.02761525659792","66"
"mupi_F[1,1]","0.0638668825","0.0070134852658983","0.05096","0.05912","0.0635","0.0682","0.0788102499845369","1.04316246658859","44"
"mupi_F[1,2]","0.088813319","0.0112614039646574","0.0680794999283792","0.08108","0.08829","0.096","0.1125","1.14186239227177","15"
"mupi_F[2,1]","0.083560335","0.0127244053960257","0.0603097499797897","0.07486","0.08298","0.09155","0.1102","1.01341989594375","310"
"mupi_F[2,2]","0.1584918285","0.0238565661908647","0.1156","0.1418","0.1574","0.1734","0.2088","1.01806954523084","130"
"sigmapi_F[1]","0.50315531","0.0855651224116028","0.35489749965653","0.4431","0.4964","0.5556","0.687604999291147","1.1610786659879","14"
"sigmapi_F[2]","0.5345031735","0.14301153732047","0.281397499566796","0.4337","0.526","0.6247","0.837109997671261","1.64787065709411","5"
"rho_F[1]","0.275331984338015","0.271165848228614","-0.2944175","0.0935625","0.29125","0.477125","0.744507499999999","1.221959815578","11"
"rho_F[2]","0.22213584399665","0.405440441464913","-0.573805","-0.0732425","0.24125","0.5358","0.9187","1.3433677648538","8"
"logit_int_R[1]","-2.0819111","0.0683740385471515","-2.22","-2.127","-2.082","-2.037","-1.949975","1.00107483818283","12000"
"logit_int_R[2]","-1.89177405","0.125708053927895","-2.14","-1.976","-1.89","-1.807","-1.647","1.00113265938477","8200"
"logit_effort_R[1]","0.2611721587","0.0742657840134134","0.1159975","0.2114","0.2606","0.3105","0.4079","1.00298455104275","740"
"logit_effort_R[2]","0.236356872569","0.126167533135827","-0.011653","0.152575","0.2369","0.3189","0.483605","1.00144463203878","3000"
"logit_flow_R[1]","-0.3057311039","0.0717473076017979","-0.4468025","-0.3536","-0.3068","-0.2579","-0.1633","1.00104773484027","15000"
"logit_flow_R[2]","-0.1285913715944","0.120072619210488","-0.3639025","-0.209025","-0.12915","-0.04834","0.1078025","1.00322462456077","660"
"sigmapi_R","0.267369945","0.0541331543706542","0.1752","0.229474995913994","0.2627","0.3006","0.386904998740413","1.03080869695202","55"
"mupi_D[1,1]","0.011183306095","0.00637532004836489","0.00306992496424817","0.00675074998611197","0.009837","0.01416","0.027","1.00657090806179","270"
"mupi_D[1,2]","0.00754787755","0.00495706912838536","0.001685","0.00422074997778655","0.0064429999223964","0.00960224999023701","0.0196402499379663","1.00578315606782","310"
"mupi_D[2,1]","0.10447958545","0.0636786847941715","0.0244797499502011","0.05982","0.0900549998611959","0.1336","0.266502499542796","1.00298878750772","740"
"mupi_D[2,2]","0.05220723165","0.0352930834372588","0.011329749892369","0.02807","0.0437949997145793","0.06634","0.143202499149308","1.00252091295496","960"
"sigmapi_D[1]","1.860256555","0.497644164794253","1.135","1.517","1.784","2.115","3.02202499596795","1.00127169619582","4600"
"sigmapi_D[2]","2.45234092","0.649151493620431","1.48","2","2.353","2.793","3.99602499695058","1.00106137374294","13000"
"rho_D[1]","0.84974912475","0.14916834561461","0.4451","0.788675","0.8972","0.9574","0.9968","1.00115648762053","7200"
"rho_D[2]","0.74957391105","0.178011545874692","0.309285","0.656275","0.7898","0.883325","0.9780025","1.00195220346504","1500"
"mupi_oF","0.64343546","0.0605449226109927","0.516","0.6073","0.6452","0.682224998625887","0.7579","1.00102330480246","20000"
"sigmapi_oF","0.71675525","0.263440619911677","0.362697499663918","0.5388","0.6657","0.8412","1.371","1.00094964668942","20000"
"test[1]","0.0462","0.209923232130628","0","0","0","0","1","1.01320954331435","810"
"test[2]","0.00275","0.0523695964155867","0","0","0","0","0","1.06594487507311","2500"
"test[3]","0.02205","0.14684984080273","0","0","0","0","0","1.22680184503194","72"
"test[4]","0.0011","0.0331488301791649","0","0","0","0","0","1.12219172213421","3100"
"test[5]","0.84645","0.360525860993109","0","1","1","1","1","1.000976204786","20000"
"test[6]","0.9061","0.291696836376773","0","1","1","1","1","1.00107709785039","12000"
"test[7]","0.9998","0.0141410748707418","1","1","1","1","1","1.10551565795758","20000"
"test[8]","0.96935","0.172371874455072","0","1","1","1","1","1.0009940594616","20000"
"test[9]","5e-05","0.00707106781186547","0","0","0","0","0","1.29097509013039","20000"
"test[10]","0.14105","0.348081823064315","0","0","0","0","1","1.00138721197392","3400"
"diffF_1SW","-0.3547448957846","0.168188956202751","-0.6729075","-0.4674","-0.3597","-0.2455","-0.00842925000000007","1.24076587843989","10"
"diffF_MSW","-0.726035427285","0.23462163419754","-1.191","-0.8776","-0.726","-0.5706","-0.262585000000001","1.03391360773038","87"
"diff1SW","0.436089228367","0.448386799698082","-0.428405","0.144","0.42275","0.7108","1.368025","1.00096794867966","20000"
"diffMSW","0.7786346147415","0.607986133378509","-0.451805","0.387175","0.78695","1.174","1.967025","1.00098354714853","20000"
"pi_MP[1,1]","0.628643225","0.0908321897921354","0.433494998875091","0.5722","0.6352","0.6918","0.790002499845741","1.00095031159672","20000"
"pi_MP[1,2]","0.337227551","0.090995903919676","0.1745","0.2732","0.3318","0.3953","0.531002499770508","1.01355397903262","140"
"pi_MP[2,1]","0.66183916","0.0457050918855396","0.5714","0.6311","0.662","0.6934","0.7496","1.5682404028365","6"
"pi_MP[2,2]","0.468452345","0.0653805596823719","0.343597499645232","0.4229","0.4678","0.5124","0.598402499796354","1.05133235241793","35"
"pi_MP[3,1]","0.698812555","0.0366978703136334","0.6242","0.6747","0.6997","0.7243","0.7678","1.01116060194208","150"
"pi_MP[3,2]","0.39620957","0.0658552271271013","0.270297499549002","0.3511","0.3953","0.4402","0.528402499769379","1.02067938328974","80"
"pi_MP[4,1]","0.705839065","0.0465306163868355","0.6107","0.6753","0.7077","0.7379","0.791702499846072","1.00905886699674","190"
"pi_MP[4,2]","0.531701275","0.0744964551704712","0.3859","0.481074998051104","0.5314","0.5824","0.677402499820101","1.0146809939996","110"
"pi_MP[5,1]","0.77290415","0.0388671749248879","0.69359749982427","0.7472","0.774049998385117","0.8004","0.8454","1.14708803365068","15"
"pi_MP[5,2]","0.355491635","0.0756957037717812","0.21589749943533","0.3024","0.352749996456414","0.4052","0.512002499761993","1.00632262335561","320"
"pi_MP[6,1]","0.64928647","0.054417744527728","0.5391","0.6133","0.6507","0.6872","0.7523","1.06608649975573","29"
"pi_MP[6,2]","0.415275595","0.0678645596303304","0.291997499582526","0.3669","0.4119","0.4599","0.5558","1.00761654192211","230"
"pi_MP[7,1]","0.490339765","0.065805155042491","0.360997499662335","0.446","0.491","0.536","0.61550499920813","1.00171648860542","2000"
"pi_MP[7,2]","0.2967812215","0.0663197500528711","0.1758","0.2501","0.293549995741782","0.3404","0.433004998874476","1.10215790385875","20"
"pi_MP[8,1]","0.716529525","0.0435386262573039","0.627797499805849","0.6877","0.7178","0.7466","0.7979","1.01011183248708","170"
"pi_MP[8,2]","0.382020955","0.0790357585903037","0.2413","0.325474997119299","0.3767","0.4331","0.548302499777749","1.05022727073772","36"
"pi_MP[9,1]","0.73517663","0.0440489981787909","0.645594999244734","0.7062","0.7362","0.7658","0.8179","1.00133166571969","3900"
"pi_MP[9,2]","0.41618935","0.0836796059646568","0.255297499522497","0.3587","0.4157","0.4727","0.581502499790436","1.00201554406954","1900"
"pi_MP[10,1]","0.58898059","0.057898807948437","0.4717","0.549674998294343","0.5907","0.629","0.6987","1.00540057410998","340"
"pi_MP[10,2]","0.489957685","0.0761857313033319","0.338494998559262","0.4382","0.4911","0.5422","0.635602499808272","1.00105462050382","14000"
"pi_MP[11,1]","0.680456205","0.0274189481460148","0.625997499805291","0.6622","0.6811","0.6994","0.7323","1.00361900700054","560"
"pi_MP[11,2]","0.5014328","0.0688389712180384","0.369","0.454","0.5011","0.5482","0.6374","1.00675224763813","260"
"pi_MP[12,1]","0.737881045","0.0365389703470921","0.6626","0.7139","0.7389","0.7634","0.8062","1.00110535371817","9600"
"pi_MP[12,2]","0.55332289","0.063844629311184","0.4271","0.5099","0.5546","0.5971","0.676802499819942","1.01689485583109","96"
"pi_MP[13,1]","0.743565875","0.0337764037940252","0.675097499819454","0.721","0.7445","0.7673","0.807","1.00127307550106","4600"
"pi_MP[13,2]","0.369310215","0.0586052843446854","0.2598","0.3278","0.3677","0.4088","0.4874","1.04128412653882","43"
"pi_MP[14,1]","0.65383359","0.0458645976519776","0.561097499782767","0.6232","0.6544","0.6854","0.7399","1.00450661973102","420"
"pi_MP[14,2]","0.49253425","0.0673877608579865","0.364094998660598","0.4469","0.491549997457024","0.538","0.6256","1.0019122428238","1600"
"pi_MP[15,1]","0.661574335","0.0519669054088336","0.5544","0.6272","0.6629","0.6974","0.7596","1.00246506963908","990"
"pi_MP[15,2]","0.36070249","0.0610227692891636","0.2455","0.3182","0.36","0.4003","0.4845","1.00862238988292","200"
"pi_MP[16,1]","0.706889105","0.0563871112322189","0.5904","0.6699","0.7091","0.7459","0.811902499849901","1.00303072778303","720"
"pi_MP[16,2]","0.46863701","0.0646930840508945","0.343097499644715","0.4246","0.4681","0.5117","0.5979","1.00198961478756","1400"
"pi_MP[17,1]","0.69718333","0.0331117640055144","0.630297499806619","0.6752","0.6979","0.7198","0.7599","1.00103173873614","18000"
"pi_MP[17,2]","0.489613075","0.0736741158162854","0.3514","0.4388","0.4875","0.5373","0.641502499810035","1.00096342112737","20000"
"pi_MP[18,1]","0.788831095","0.042793230172872","0.7004","0.7607","0.7907","0.8187","0.8675","1.00250158070509","970"
"pi_MP[18,2]","0.64379885","0.059473540333307","0.5253","0.6039","0.6452","0.684524998630504","0.7577","1.00900755028938","190"
"pi_MP[19,1]","0.59564745","0.0568587507985765","0.4806","0.557974998319717","0.5971","0.6349","0.703202499826701","1.00148249605254","2800"
"pi_MP[19,2]","0.381961445","0.0585359693607053","0.272697499552972","0.3418","0.3797","0.42072499777188","0.500502499756525","1.01436698558573","110"
"pi_MP[20,1]","0.65366093","0.0404832569124522","0.5718","0.6268","0.6546","0.6817","0.7301","1.00095175558993","20000"
"pi_MP[20,2]","0.403489585","0.063328163149109","0.284897499572119","0.3594","0.401649996887838","0.44462499789164","0.5327","1.00097297629361","20000"
"pi_MP[21,1]","0.632668225","0.0394036865454876","0.5538","0.6064","0.6336","0.6597","0.707702499827803","1.00388309046181","510"
"pi_MP[21,2]","0.53382086","0.0622179734776984","0.415697499706773","0.4908","0.5327","0.5758","0.657502499814657","1.0016099058377","2300"
"pi_MP[22,1]","0.653744205","0.0381217364079512","0.577197499788827","0.6278","0.6547","0.6799","0.726802499832328","1.01025913618477","160"
"pi_MP[22,2]","0.41482474","0.0537025172124189","0.310997499608036","0.3786","0.4144","0.451","0.5213","1.00096212979314","20000"
"pi_MP[23,1]","0.625704575","0.0372114810412786","0.551297499778905","0.6008","0.6264","0.6512","0.6961","1.00182966542312","1700"
"pi_MP[23,2]","0.442219565","0.0658642415626765","0.31659749961497","0.3967","0.441149997166497","0.486","0.5743","1.0019322798064","1500"
"pi_MP[24,1]","0.79746461","0.0270292248038595","0.7422974998358","0.7793","0.7984","0.8164","0.8477","1.00098668073066","20000"
"pi_MP[24,2]","0.632788115","0.0615957711551531","0.508697499760388","0.5918","0.6333","0.6754","0.7495","1.01640030042604","100"
"pi_MP[25,1]","0.659472595","0.0587134091131358","0.535997499772593","0.6216","0.6619","0.7003249986614","0.7682","1.00122262826338","5500"
"pi_MP[25,2]","0.314938415","0.0564224634920091","0.212297499425752","0.2755","0.3124","0.3519","0.433","1.00463617139684","410"
"pi_MP94[1]","0.50699522","0.119051326015559","0.316697499615092","0.423574997786522","0.492349997461156","0.573324998364897","0.793804999385967","1.00198169726253","1500"
"pi_MP94[2]","0.3361906735","0.167718319728407","0.107297498863469","0.2136","0.302","0.424","0.7626","1.00615756676975","290"
"p_MP94_tot[1]","0.31167168","0.0543839818407189","0.2127","0.273374996570227","0.309249995957963","0.3473","0.4241","1.00259214548012","910"
"p_MP94_tot[2]","0.1060395045","0.045509636825091","0.0380797499679895","0.07283","0.098644999873283","0.131924992895484","0.214302499431462","1.0242421559995","68"
"epsilon_MP[1,1]","-0.13306330047595","1.01334710138543","-2.134","-0.8158","-0.13785","0.552225","1.831","1.0009593908808","20000"
"epsilon_MP[1,2]","-0.216236592555","1.00832888752397","-2.155","-0.903725","-0.23055","0.4624","1.76405","1.00121579523568","5600"
"epsilon_MP[2,1]","-0.486055347415","0.611446150648605","-1.662025","-0.898425","-0.4973","-0.0771675","0.735109999999999","1.41039060858898","7"
"epsilon_MP[2,2]","-0.009149373085","0.731682551655402","-1.4291","-0.498725","-0.014505","0.4787","1.45","1.05109324799295","36"
"epsilon_MP[3,1]","-1.29033294999987e-05","0.540445252821967","-1.063025","-0.36035","-0.0058845","0.35815","1.076","1.00488244508234","380"
"epsilon_MP[3,2]","-0.9566515816835","0.743143892531565","-2.409025","-1.451","-0.9569","-0.4649","0.507017499999998","1.03744380768392","47"
"epsilon_MP[4,1]","0.068615676199","0.654086602249965","-1.206","-0.362825","0.065145","0.499625","1.373025","1.01487271545656","110"
"epsilon_MP[4,2]","0.178896809745","0.808950599080211","-1.392025","-0.3648","0.1747","0.723725","1.783","1.00824345558413","210"
"epsilon_MP[5,1]","1.605756818725","0.626780178265926","0.4101975","1.179","1.598","2.019","2.884","1.08099409986192","24"
"epsilon_MP[5,2]","-0.317925389895","0.869515449862844","-2.01","-0.907525","-0.3228","0.264825","1.399025","1.00132265533447","4000"
"epsilon_MP[6,1]","-0.146803176315","0.688373269132853","-1.471025","-0.615325","-0.1514","0.302825","1.235025","1.06192899513672","31"
"epsilon_MP[6,2]","0.8460310997915","0.764076594455602","-0.656325","0.333375","0.8451","1.35125","2.351","1.03981658014036","45"
"epsilon_MP[7,1]","-1.73627584193","0.710832535696843","-3.150025","-2.218","-1.738","-1.258","-0.334022500000007","1.00180387761362","1800"
"epsilon_MP[7,2]","-0.812162180325","0.820276405299269","-2.404","-1.367","-0.8153","-0.259975","0.817622499999998","1.03555265393265","49"
"epsilon_MP[8,1]","0.6668321064134","0.626173408641645","-0.5360075","0.2431","0.662","1.081","1.920025","1.01628758885574","110"
"epsilon_MP[8,2]","0.630834811571","0.842345943287959","-1.00805","0.05886","0.6356","1.209","2.25909999999999","1.01438126330078","110"
"epsilon_MP[9,1]","0.966765024195","0.650133772012181","-0.2708125","0.527275","0.95695","1.395","2.275025","1.00123932243264","5200"
"epsilon_MP[9,2]","-0.829030710865","0.8949795896017","-2.548","-1.432","-0.83205","-0.244425","0.959207499999999","1.00101876901987","20000"
"epsilon_MP[10,1]","-1.72942975623","0.68160850081263","-3.076025","-2.182","-1.73","-1.27","-0.399285000000001","1.00310064386191","700"
"epsilon_MP[10,2]","-0.885853116562","0.798832739854291","-2.457","-1.417","-0.8875","-0.352475","0.702807499999999","1.00514013333921","360"
"epsilon_MP[11,1]","-0.037262963385","0.431997909250151","-0.89941","-0.319","-0.035255","0.2475","0.8161","1.00563894798324","360"
"epsilon_MP[11,2]","0.16748624853","0.759820877694762","-1.308","-0.342625","0.1659","0.675525","1.663","1.01004956143506","170"
"epsilon_MP[12,1]","0.2412600740471","0.598134455388754","-0.915125","-0.1619","0.2312","0.638425","1.441","1.00283919330699","800"
