"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"int_width","-0.181","0.191","-0.577","-0.303","-0.177","-0.051","0.178","1.001","10000"
"width_coef","0.409","0.092","0.229","0.346","0.41","0.47","0.592","1.001","10000"
"rate_lcpu","1.199","1.532","0.357","0.611","0.873","1.317","4.08","1.001","10000"
"p_cpue","0.483","0.139","0.263","0.379","0.466","0.569","0.803","1.001","10000"
"mup_rem","0.533","0.067","0.4","0.487","0.534","0.579","0.658","1.001","10000"
"sd_prem","1.005","0.178","0.692","0.881","0.992","1.113","1.391","1.001","10000"
"eps","0.902","0.119","0.657","0.824","0.907","0.986","1.119","1.001","10000"
"mu_d","2.155","0.21","1.737","2.016","2.156","2.294","2.574","1.001","10000"
"sigma_d","1.293","0.155","1.017","1.182","1.282","1.392","1.631","1.001","6800"
"log_k_inter","-0.022","0.112","-0.236","-0.097","-0.025","0.052","0.202","1.001","5100"
"sigma_dSc","0.46","0.051","0.363","0.424","0.458","0.494","0.563","1.001","10000"
"int_ydSc","1.794","0.157","1.485","1.689","1.791","1.898","2.11","1.002","2000"
"log_flow","-0.431","0.099","-0.627","-0.496","-0.43","-0.367","-0.238","1.001","10000"
"sigma_ySc","0.53","0.076","0.403","0.477","0.522","0.576","0.701","1.001","10000"
"sigma_siteSc","0.672","0.083","0.527","0.614","0.664","0.723","0.855","1.001","10000"
"eps_ydSc[1]","-0.165","0.21","-0.574","-0.3","-0.168","-0.026","0.254","1.001","3400"
"eps_ydSc[2]","0.37","0.219","-0.06","0.223","0.371","0.517","0.796","1.001","6600"
"eps_ydSc[3]","-0.279","0.164","-0.597","-0.387","-0.276","-0.168","0.044","1.001","10000"
"eps_ydSc[4]","-0.025","0.142","-0.303","-0.122","-0.025","0.07","0.249","1.001","7600"
"eps_ydSc[5]","-0.484","0.187","-0.858","-0.607","-0.483","-0.359","-0.118","1.001","10000"
"eps_ydSc[6]","-0.789","0.177","-1.146","-0.905","-0.787","-0.673","-0.442","1.001","5000"
"eps_ydSc[7]","-0.285","0.248","-0.774","-0.449","-0.286","-0.124","0.204","1.001","5800"
