"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"d_Sc_pred[1,17]";2.86510936;1.01308038844361;1.334;2.141;2.718;3.425;5.26002499768327;1.00097256972645;20000
"d_Sc_pred[1,18]";4.100192005;1.3859277138242;1.98394997541211;3.108;3.898;4.894;7.34007498506021;1.00097396319534;20000
"d_Sc_pred[1,19]";3.25905583;1.16330438599222;1.49097499182234;2.431;3.091;3.894;6.00102499796931;1.00095151162719;20000
"d_Sc_pred[1,20]";10.13029475;3.75266880350903;4.389;7.43774998739482;9.56649998693357;12.27;18.8302499352988;1.00128589922098;4500
"d_Sc_pred[1,21]";5.65824365;1.86905753485229;2.75897499558158;4.332;5.414;6.69424998599614;10.0002498782052;1.00219406050369;1200
"d_Sc_pred[1,22]";3.91788394;1.37228140257692;1.84297499338478;2.941;3.721;4.668;7.145;1.00097068064562;20000
"d_Sc_pred[1,23]";5.9636337;2.14610135901743;2.74697499556228;4.423;5.65;7.139;11.17;1.00098661144389;20000
"d_Sc_pred[1,24]";2.7399711;0.983084637533828;1.258;2.033;2.598;3.288;5.042;1.00113441904759;8100
"d_Sc_pred[2,1]";4.47342232;2.28718593400223;1.58797499232207;2.896;3.975;5.492;10.390249882774;1.0009620141665;20000
"d_Sc_pred[2,2]";8.4624213;3.21316690924789;3.73997499674074;6.158;7.971;10.21;16.0802499242381;1.0009962377552;20000
"d_Sc_pred[2,3]";2.686940945;1.01340966598043;1.18297498969207;1.959;2.529;3.239;5.10402499761247;1.00124910268901;5000
"d_Sc_pred[2,4]";4.21956883;1.40628921344723;2.06497499409618;3.209;4.021;5.016;7.5;1.00110873909368;9400
"d_Sc_pred[2,5]";3.25778185;1.20110835675047;1.475;2.399;3.071;3.906;6.12602499801074;1.00111676715475;8900
"d_Sc_pred[2,6]";2.897423975;1.19955194891201;1.18797498973547;2.034;2.688;3.536;5.78907498105888;1.00099453806291;20000
"d_Sc_pred[2,7]";7.76953208;3.9429592036615;2.485;4.919;7.01349998217723;9.76924999040389;17.5502499305816;1.00130355769925;4200
"d_Sc_pred[2,8]";11.26508805;3.74870104893347;5.21697499766359;8.56974998905993;10.86;13.48;19.6802499380923;1.00223485626086;1200
"d_Sc_pred[2,9]";1.34251398;0.555653430842751;0.552394999117277;0.9465;1.24649989971921;1.635;2.69302499547548;1.00111953860312;8800
"d_Sc_pred[2,10]";7.436541;2.25822843060689;3.82297499681151;5.83;7.16249998254799;8.736;12.66;1.00108754175639;11000
"d_Sc_pred[2,11]";4.223182625;1.6376070854005;1.86794997388416;3.072;3.947;5.047;8.13102499850123;1.00099219192705;20000
"d_Sc_pred[2,12]";7.4276444;2.3337338051548;3.763;5.755;7.12849998246475;8.7412499892754;12.86;1.000958980135;20000
"d_Sc_pred[2,13]";6.0952408;2.03419389728608;2.994;4.673;5.8;7.202;10.89;1.00132053648672;4000
"d_Sc_pred[2,14]";4.066530215;1.36272857514438;1.988;3.096;3.879;4.833;7.26402499832235;1.00095208925763;20000
"d_Sc_pred[2,15]";11.1829311;3.61915388150237;5.44494999104467;8.58749995632849;10.71;13.24;19.64;1.00095078719061;20000
"d_Sc_pred[2,16]";9.6262961;2.96651131983266;4.87094998998908;7.53174998755214;9.2584999864989;11.34;16.4202499258062;1.00131106023067;4100
"d_Sc_pred[2,17]";8.26720155;2.4875314856846;4.20397499710052;6.48474998554226;7.985;9.70124999033663;13.9102499124246;1.00211958191308;1300
"d_Sc_pred[2,18]";7.0620512;2.15039852910344;3.63997499665118;5.536;6.793;8.268;12.0102498985776;1.00106407800558;13000
