"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"int_width","-0.184","0.192","-0.581","-0.306","-0.177","-0.053","0.176","1.002","1900"
"width_coef","0.409","0.092","0.228","0.347","0.408","0.47","0.592","1.001","3200"
"rate_lcpu","1.246","1.862","0.355","0.618","0.876","1.334","4.262","1.001","17000"
"p_cpue","0.486","0.141","0.262","0.382","0.467","0.572","0.81","1.001","24000"
"mup_rem","0.531","0.067","0.399","0.486","0.532","0.578","0.658","1.001","3600"
"sd_prem","1.003","0.176","0.699","0.88","0.989","1.111","1.391","1.001","70000"
"eps","0.905","0.117","0.659","0.829","0.91","0.986","1.118","1.001","8100"
"mu_d","2.154","0.21","1.74","2.015","2.156","2.295","2.56","1.001","23000"
"sigma_d","1.293","0.156","1.021","1.184","1.281","1.39","1.635","1.001","8000"
"log_k_inter","-0.03","0.114","-0.252","-0.106","-0.031","0.046","0.196","1.001","4800"
"sigma_dSc","0.46","0.051","0.364","0.424","0.458","0.494","0.562","1.001","28000"
"int_ydSc","1.835","0.156","1.534","1.73","1.832","1.937","2.147","1.001","8400"
"log_flow","-0.412","0.097","-0.603","-0.475","-0.411","-0.347","-0.22","1.001","1e+05"
"sigma_ySc","0.514","0.076","0.391","0.461","0.506","0.559","0.685","1.001","18000"
"sigma_siteSc","0.676","0.084","0.531","0.618","0.67","0.729","0.861","1.001","40000"
"eps_ydSc[1]","-0.223","0.208","-0.635","-0.36","-0.223","-0.086","0.189","1.001","1e+05"
"eps_ydSc[2]","0.304","0.215","-0.117","0.161","0.302","0.447","0.727","1.001","1e+05"
"eps_ydSc[3]","-0.324","0.163","-0.645","-0.434","-0.324","-0.214","-0.005","1.001","1e+05"
"eps_ydSc[4]","-0.041","0.138","-0.313","-0.132","-0.041","0.051","0.23","1.001","1e+05"
"eps_ydSc[5]","-0.482","0.181","-0.84","-0.601","-0.481","-0.361","-0.128","1.001","1e+05"
"eps_ydSc[6]","-0.834","0.176","-1.182","-0.952","-0.833","-0.716","-0.494","1.001","55000"
"eps_ydSc[7]","-0.354","0.244","-0.837","-0.516","-0.353","-0.192","0.126","1.001","1e+05"
"eps_ydSc[8]","0.284","0.155","-0.021","0.181","0.284","0.387","0.59","1.001","1e+05"
"eps_ydSc[9]","-1.439","0.159","-1.756","-1.545","-1.437","-1.331","-1.131","1.001","71000"
"eps_ydSc[10]","0.255","0.128","0.004","0.168","0.254","0.34","0.509","1.001","71000"
"eps_ydSc[11]","0.022","0.235","-0.441","-0.133","0.022","0.178","0.485","1.001","1e+05"
"eps_ydSc[12]","0.514","0.145","0.232","0.418","0.514","0.61","0.802","1.001","1e+05"
"eps_ydSc[13]","0.08","0.173","-0.261","-0.034","0.08","0.195","0.422","1.001","47000"
"eps_ydSc[14]","0.109","0.136","-0.16","0.018","0.109","0.2","0.378","1.001","1e+05"
"eps_ydSc[15]","0.59","0.171","0.259","0.476","0.589","0.703","0.929","1.001","1e+05"
"eps_ydSc[16]","0.429","0.139","0.157","0.337","0.428","0.521","0.703","1.001","1e+05"
"eps_ydSc[17]","0.244","0.131","-0.014","0.157","0.244","0.332","0.504","1.001","1e+05"
"eps_ydSc[18]","-0.012","0.155","-0.317","-0.115","-0.012","0.091","0.292","1.001","1e+05"
"eps_ydSc[19]","0.36","0.149","0.068","0.261","0.36","0.459","0.654","1.001","45000"
