"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"int_width";-0.1596954123374;0.194281241488021;-0.5495075;-0.2869;-0.161;-0.02734;0.2151025
"width_coef";0.418798194;0.0975462517154752;0.2224;0.3547;0.4197;0.4851;0.6067
"rate_lcpu";0.650270752;0.358818604855404;0.2637;0.4295;0.5663;0.767724998778913;1.53802499207914
"sigma_dSc";0.423633464;0.0458595188338262;0.335397499636557;0.3919;0.4232;0.4547;0.5159
"int_ydSc";1.80871604;0.167841272577915;1.495;1.695;1.803;1.917;2.157
"log_flow";-0.47897223472;0.116033256096672;-0.7107;-0.5543;-0.4783;-0.4033;-0.2499975
"sigma_ySc";0.528413184;0.0934050176988837;0.3799;0.4627;0.5163;0.5807;0.7451
"sigma_siteSc";0.662284128;0.0873838187075562;0.5113;0.6011;0.6551;0.7152;0.854702499857417
"year_dSc[1]";0.88112526;0.162785454409218;0.567;0.7714;0.8804;0.9866;1.21
"year_dSc[2]";1.395007936;0.159970700879638;1.091;1.288;1.392;1.498;1.73
"year_dSc[3]";1.116482596;0.164881773120873;0.8051;1.007;1.111;1.224;1.461
"year_dSc[4]";2.01273318;0.149971262096032;1.731;1.914;2.008;2.108;2.329
"year_dSc[5]";1.88806482;0.151590442876901;1.6;1.784;1.883;1.982;2.20002499446189
"year_dSc[6]";0.569822110696;0.168754113882707;0.257;0.4543;0.5646;0.6826;0.9127
"year_dSc[7]";0.60267486898;0.170933407107257;0.2804;0.4892;0.59835;0.713;0.9549
"year_dSc[8]";1.73341264;0.152738077985287;1.447;1.631;1.73;1.828;2.056
"year_dSc[9]";0.24689610029432;0.175696497424302;-0.09994;0.1336;0.2442;0.3624;0.5977
"year_dSc[10]";2.17087998;0.1504951539121;1.89397499356297;2.07;2.164;2.27;2.489
"year_dSc[11]";2.70393212;0.149833003410076;2.423;2.603;2.696;2.796;3.028
"year_dSc[12]";2.03631986;0.153536787319787;1.758;1.929;2.031;2.134;2.358
"year_dSc[13]";2.41732506;0.14891398075221;2.141;2.317;2.41;2.511;2.731
"year_dSc[14]";2.15798626;0.148181740129392;1.882;2.059;2.153;2.248;2.478
"year_dSc[15]";1.90783596;0.155510047258608;1.616;1.804;1.9;2.006;2.229
"year_dSc[16]";2.01924932;0.152812257464047;1.735;1.915;2.014;2.119;2.339
"year_dSc[17]";2.23273996;0.15220068593858;1.953;2.124;2.228;2.333;2.551
"year_dSc[18]";2.19101034;0.151401726155081;1.91;2.087;2.186;2.289;2.509
"year_dSc[19]";2.53058948;0.148874951917224;2.259;2.426;2.524;2.632;2.827
"year_dSc[20]";2.01589296;0.15604777012367;1.719;1.911;2.011;2.116;2.343
"year_dSc[21]";2.27799154;0.148582492385776;1.997;2.176;2.274;2.371;2.59
"year_dSc[22]";2.12554808;0.152025354077796;1.843;2.021;2.122;2.222;2.447
"year_dSc[23]";2.37022242;0.149633879837768;2.097;2.266;2.363;2.463;2.691
"site_Sc[1]";-0.478511900424;0.191475583931569;-0.862905;-0.6043;-0.47975;-0.3496;-0.1014975
"site_Sc[2]";0.0130995954068;0.174973761971255;-0.3365;-0.1011;0.01524;0.1288;0.3580075
"site_Sc[3]";0.60235133536;0.188302382448868;0.2397;0.4747;0.6006;0.7275;0.9707
"site_Sc[4]";0.7275500474;0.176893092274067;0.3822;0.6088;0.7267;0.8468;1.079
"site_Sc[5]";0.4013401682872;0.181612603483049;0.03787;0.2816;0.4024;0.5247;0.7592
"site_Sc[6]";0.30529292822508;0.188016111115301;-0.0715;0.1831;0.3041;0.4284;0.6839
"site_Sc[7]";-0.14058488239416;0.183256968271821;-0.5114;-0.2583;-0.1423;-0.01803;0.2128
"site_Sc[8]";-0.14143368708796;0.181379814392805;-0.4968;-0.2653;-0.1421;-0.02127;0.2194
"site_Sc[9]";0.2086837940736;0.175291035228619;-0.1365;0.0902825;0.2065;0.3257;0.5538
"site_Sc[10]";0.01067095026226;0.17657541569008;-0.3262;-0.1057;0.008921;0.1265;0.3545
"site_Sc[11]";0.72827386078;0.175122055916079;0.3924;0.608175;0.72705;0.8484;1.067
"site_Sc[12]";0.4400387148796;0.197770061837468;0.06055;0.3096;0.4357;0.569625;0.8387
"site_Sc[13]";0.45460940518;0.189595139822097;0.08152;0.3299;0.4525;0.58;0.8355075
"site_Sc[14]";1.076975934;0.175394499928703;0.731692498500518;0.9617;1.076;1.195;1.423
"site_Sc[15]";0.558531425635;0.184040054475927;0.201595;0.4341;0.5608;0.6815;0.9188025
"site_Sc[16]";0.5273349509136;0.176580399291353;0.1735;0.4098;0.525;0.6452;0.873910000000001
"site_Sc[17]";0.18040590262698;0.18881454664892;-0.1988;0.0557;0.1792;0.3066;0.546132500000002
"site_Sc[18]";0.428418719348;0.170441083712097;0.0889;0.3146;0.42965;0.542;0.7621
"site_Sc[19]";0.57154319124;0.168829538740675;0.2508;0.457675;0.56835;0.6856;0.9115
"site_Sc[20]";0.23790503059;0.166336641339407;-0.08743;0.1257;0.239;0.349325;0.5635075
"site_Sc[21]";0.403831079932;0.164660123346005;0.07177;0.2955;0.4057;0.5111;0.7277
"site_Sc[22]";0.2114121169524;0.175285705373603;-0.131505;0.09344;0.2113;0.3286;0.5531075
"site_Sc[23]";-0.41508324149;0.180698834577941;-0.7617;-0.5367;-0.4127;-0.2959;-0.05801
"site_Sc[24]";-0.54845215162;0.184182547671536;-0.9142;-0.6691;-0.5481;-0.4228;-0.1873
"site_Sc[25]";-0.35563271891;0.175305305341815;-0.7081;-0.4724;-0.3518;-0.2383;-0.01609
"site_Sc[26]";-0.000751250867780001;0.173169543309618;-0.3444;-0.1135;0.002795;0.1151;0.3325
"site_Sc[27]";0.3039516426752;0.174060584776479;-0.03757;0.187175;0.3054;0.4173;0.6462
"site_Sc[28]";0.0042518084386;0.167708509569225;-0.3304025;-0.1074;0.004895;0.1202;0.3304
"site_Sc[29]";0.4547812783856;0.163784813270252;0.1292;0.3457;0.455;0.565125;0.7686
"site_Sc[30]";0.7072225744;0.174483279711331;0.3577;0.5937;0.70625;0.8215;1.049
"site_Sc[31]";0.6115303166;0.160746709725193;0.292;0.5039;0.61385;0.7188;0.9285
"site_Sc[32]";0.1070378923182;0.170124595726128;-0.2295025;-0.004764;0.1089;0.2213;0.437
"site_Sc[33]";0.538323639702;0.164306864585703;0.2059;0.4275;0.5393;0.6504;0.854
"site_Sc[34]";0.20100723577036;0.167460519767935;-0.1345;0.08866;0.2054;0.3154;0.524805
"site_Sc[35]";0.53788051668;0.163052131654305;0.2168;0.429475;0.539;0.6488;0.8535075
"site_Sc[36]";-0.0600511725894;0.176708066825321;-0.414905;-0.1764;-0.0579;0.05605;0.2812025
"site_Sc[37]";0.29859935193;0.163310584736958;-0.02803225;0.1893;0.3003;0.4085;0.6162
"site_Sc[38]";-0.57690450332;0.191023847717066;-0.9611;-0.702;-0.571;-0.4505;-0.209
"site_Sc[39]";-0.479674459396;0.187357539466198;-0.8683;-0.6017;-0.4769;-0.3529;-0.1231
"site_Sc[40]";-0.06819023897792;0.171039172155876;-0.4069;-0.183725;-0.06669;0.04995;0.258012500000001
"site_Sc[41]";0.00253783152400001;0.631998479642891;-1.19;-0.4485;-0.008603;0.4298;1.267
"site_Sc[42]";-0.04318981892;0.589882338673202;-1.226;-0.422;-0.06975;0.3445;1.152
"site_Sc[43]";-0.644189879496;0.38241992604409;-1.396;-0.8943;-0.6453;-0.3842;0.08087
"site_Sc[44]";-0.186715591134;0.364514767066447;-0.898;-0.4308;-0.1842;0.06864;0.5408
"site_Sc[45]";-1.263847698;0.277131625481932;-1.822;-1.445;-1.264;-1.075;-0.736
"site_Sc[46]";-1.377845958;0.254749322157302;-1.882;-1.554;-1.374;-1.204;-0.89
"site_Sc[47]";-0.204023279988;0.198529255362354;-0.6028;-0.337;-0.2028;-0.07185;0.1796
"site_Sc[48]";-1.771023928;0.2978098817648;-2.38;-1.97;-1.764;-1.566;-1.204
"site_Sc[49]";-1.400999042;0.277482533310492;-1.977;-1.584;-1.387;-1.203;-0.8963
"site_Sc[50]";-1.1780632176;0.350136890999049;-1.894;-1.408;-1.186;-0.9343;-0.5007
"site_Sc[51]";-0.3505909950128;0.327279293111073;-1.005;-0.5695;-0.3396;-0.12725;0.257025000000001
"site_Sc[52]";-0.36033716387;0.431031295200138;-1.228;-0.6579;-0.3575;-0.05248;0.4541
"site_Sc[53]";0.186826947376;0.719860312507164;-1.044;-0.3055;0.1783;0.5819;1.903
