"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"site_Sc[14]","1.046","0.168","0.719","0.931","1.046","1.16","1.38","1.001","40000"
"site_Sc[15]","0.6","0.176","0.256","0.482","0.601","0.718","0.948","1.001","40000"
"site_Sc[16]","0.562","0.17","0.233","0.446","0.56","0.676","0.899","1.001","40000"
"site_Sc[17]","0.203","0.179","-0.145","0.081","0.202","0.322","0.554","1.001","40000"
"site_Sc[18]","0.438","0.162","0.124","0.328","0.436","0.546","0.759","1.001","40000"
"site_Sc[19]","0.547","0.164","0.227","0.437","0.547","0.657","0.872","1.001","40000"
"site_Sc[20]","0.148","0.157","-0.159","0.043","0.147","0.252","0.457","1.001","40000"
"site_Sc[21]","0.365","0.157","0.059","0.259","0.364","0.469","0.673","1.001","40000"
"site_Sc[22]","0.159","0.168","-0.17","0.045","0.158","0.271","0.492","1.001","40000"
"site_Sc[23]","-0.405","0.169","-0.734","-0.519","-0.405","-0.292","-0.075","1.001","40000"
"site_Sc[24]","-0.559","0.171","-0.898","-0.675","-0.56","-0.445","-0.225","1.001","40000"
"site_Sc[25]","-0.278","0.163","-0.593","-0.388","-0.28","-0.169","0.045","1.001","40000"
"site_Sc[26]","0.072","0.161","-0.24","-0.035","0.072","0.179","0.391","1.001","40000"
"site_Sc[27]","0.397","0.165","0.075","0.286","0.395","0.507","0.724","1.001","40000"
"site_Sc[28]","0.069","0.158","-0.241","-0.037","0.069","0.175","0.38","1.001","40000"
"site_Sc[29]","0.594","0.152","0.295","0.493","0.593","0.695","0.89","1.001","40000"
"site_Sc[30]","0.705","0.166","0.381","0.593","0.703","0.816","1.034","1.001","40000"
"site_Sc[31]","0.653","0.15","0.357","0.551","0.653","0.754","0.945","1.001","40000"
"site_Sc[32]","0.011","0.162","-0.305","-0.098","0.011","0.119","0.331","1.001","40000"
"site_Sc[33]","0.477","0.153","0.178","0.374","0.478","0.578","0.779","1.001","40000"
"site_Sc[34]","0.194","0.156","-0.111","0.088","0.194","0.297","0.502","1.001","40000"
"site_Sc[35]","0.558","0.153","0.259","0.455","0.557","0.66","0.86","1.001","30000"
"site_Sc[36]","-0.046","0.168","-0.374","-0.159","-0.046","0.068","0.285","1.001","40000"
"site_Sc[37]","0.288","0.152","-0.01","0.186","0.289","0.39","0.588","1.001","29000"
"site_Sc[38]","-0.689","0.17","-1.024","-0.803","-0.688","-0.573","-0.358","1.001","40000"
"site_Sc[39]","-0.425","0.17","-0.76","-0.539","-0.424","-0.31","-0.093","1.001","40000"
"site_Sc[40]","0.156","0.156","-0.148","0.052","0.156","0.259","0.461","1.001","40000"
"site_Sc[41]","-0.485","0.484","-1.458","-0.806","-0.48","-0.156","0.451","1.001","40000"
"site_Sc[42]","-0.015","0.66","-1.274","-0.466","-0.024","0.427","1.308","1.001","21000"
"site_Sc[43]","-0.646","0.38","-1.41","-0.898","-0.64","-0.388","0.077","1.001","9800"
"site_Sc[44]","-0.219","0.366","-0.95","-0.463","-0.214","0.03","0.487","1.001","15000"
"site_Sc[45]","-1.431","0.271","-1.965","-1.612","-1.429","-1.249","-0.909","1.001","40000"
"site_Sc[46]","-1.346","0.219","-1.783","-1.491","-1.344","-1.197","-0.925","1.001","40000"
"site_Sc[47]","-0.066","0.18","-0.417","-0.187","-0.066","0.053","0.287","1.001","12000"
"site_Sc[48]","-1.944","0.26","-2.464","-2.115","-1.94","-1.767","-1.446","1.001","40000"
"site_Sc[49]","-1.417","0.23","-1.879","-1.569","-1.413","-1.262","-0.976","1.001","40000"
"site_Sc[50]","-0.986","0.244","-1.476","-1.148","-0.982","-0.819","-0.519","1.001","25000"
"site_Sc[51]","-0.14","0.208","-0.555","-0.279","-0.138","0","0.262","1.001","40000"
"site_Sc[52]","-0.754","0.281","-1.316","-0.943","-0.749","-0.562","-0.216","1.001","40000"
"site_Sc[53]","-0.144","0.265","-0.672","-0.321","-0.141","0.036","0.373","1.001","29000"
"d_Sc_pred[1,1]","3.071","1.398","1.127","2.066","2.821","3.782","6.512","1.001","40000"
"d_Sc_pred[1,2]","8.132","3.575","2.882","5.517","7.581","10.18","16.56","1.001","35000"
"d_Sc_pred[1,3]","5.587","2.665","1.694","3.586","5.18","7.164","11.79","1.001","26000"
"d_Sc_pred[1,4]","4.776","1.7","2.096","3.559","4.56","5.764","8.685","1.001","40000"
"d_Sc_pred[1,5]","1.75","0.696","0.737","1.252","1.635","2.122","3.422","1.001","40000"
"d_Sc_pred[1,6]","2.448","1.307","0.75","1.491","2.174","3.116","5.705","1.001","40000"
"d_Sc_pred[1,7]","2.468","1.182","0.873","1.628","2.23","3.052","5.425","1.001","40000"
"d_Sc_pred[1,8]","3.692","1.369","1.624","2.709","3.488","4.449","6.946","1.001","40000"
"d_Sc_pred[1,9]","1.536","0.921","0.418","0.872","1.308","1.969","3.903","1.001","40000"
"d_Sc_pred[1,10]","4.118","1.405","1.956","3.114","3.929","4.901","7.404","1.001","40000"
"d_Sc_pred[1,11]","4.471","1.713","1.942","3.259","4.197","5.383","8.58","1.001","40000"
"d_Sc_pred[1,12]","7.539","2.547","3.427","5.708","7.25","9.048","13.31","1.001","40000"
"d_Sc_pred[1,13]","3.266","1.175","1.497","2.431","3.098","3.904","6.047","1.001","40000"
"d_Sc_pred[1,14]","2.032","0.772","0.899","1.479","1.91","2.449","3.88","1.001","18000"
"d_Sc_pred[1,15]","4.304","1.586","1.925","3.165","4.065","5.176","8.049","1.001","40000"
"d_Sc_pred[1,16]","4.293","1.501","1.97","3.207","4.083","5.161","7.78","1.001","40000"
"d_Sc_pred[1,17]","2.653","0.947","1.221","1.977","2.509","3.18","4.884","1.001","40000"
"d_Sc_pred[1,18]","3.845","1.315","1.824","2.906","3.663","4.58","6.9","1.001","40000"
"d_Sc_pred[1,19]","2.711","1.026","1.176","1.98","2.549","3.267","5.146","1.001","40000"
"d_Sc_pred[1,20]","10.402","3.716","4.56","7.742","9.943","12.54","18.94","1.001","40000"
"d_Sc_pred[1,21]","5.644","1.834","2.734","4.33","5.415","6.699","9.878","1.001","8000"
"d_Sc_pred[1,22]","3.456","1.241","1.578","2.571","3.276","4.147","6.362","1.001","15000"
"d_Sc_pred[1,23]","5.026","1.863","2.238","3.698","4.742","6.038","9.445","1.001","40000"
"d_Sc_pred[1,24]","2.376","0.893","1.029","1.736","2.236","2.866","4.488","1.001","40000"
"d_Sc_pred[1,25]","2.815","1.057","1.224","2.057","2.657","3.389","5.306","1.001","21000"
"d_Sc_pred[1,26]","2.82","1.069","1.224","2.057","2.656","3.402","5.328","1.001","40000"
"d_Sc_pred[1,27]","8.086","2.79","3.834","6.094","7.682","9.65","14.64","1.001","40000"
"d_Sc_pred[1,28]","2.222","0.888","0.927","1.588","2.078","2.7","4.353","1.001","32000"
"d_Sc_pred[1,29]","4.482","1.689","1.974","3.277","4.206","5.393","8.528","1.001","40000"
"d_Sc_pred[1,30]","2.109","0.841","0.88","1.502","1.971","2.56","4.11","1.001","40000"
"d_Sc_pred[2,1]","4.998","2.793","1.636","3.102","4.361","6.163","12.18","1.001","9900"
"d_Sc_pred[2,2]","8.802","3.198","3.93","6.527","8.328","10.58","16.27","1.001","40000"
"d_Sc_pred[2,3]","2.543","1.003","1.055","1.825","2.379","3.093","4.94","1.001","33000"
"d_Sc_pred[2,4]","4.421","1.419","2.206","3.409","4.228","5.229","7.695","1.001","40000"
"d_Sc_pred[2,5]","3.63","1.277","1.696","2.723","3.44","4.326","6.625","1.001","40000"
"d_Sc_pred[2,6]","3.164","1.292","1.277","2.233","2.957","3.866","6.233","1.001","14000"
"d_Sc_pred[2,7]","9.734","4.521","3.221","6.403","8.994","12.22","20.49","1.001","37000"
"d_Sc_pred[2,8]","12.777","3.849","6.368","10.05","12.38","15.12","21.35","1.001","5400"
"d_Sc_pred[2,9]","1.406","0.593","0.559","0.981","1.304","1.716","2.839","1.001","27000"
"d_Sc_pred[2,10]","8.157","2.343","4.321","6.485","7.904","9.541","13.45","1.001","40000"
"d_Sc_pred[2,11]","4.689","1.706","2.183","3.486","4.423","5.59","8.765","1.001","40000"
"d_Sc_pred[2,12]","7.46","2.272","3.816","5.856","7.188","8.761","12.7","1.001","40000"
"d_Sc_pred[2,13]","6.89","2.137","3.514","5.372","6.61","8.112","11.84","1.001","40000"
"d_Sc_pred[2,14]","4.153","1.365","2.046","3.176","3.97","4.911","7.323","1.001","40000"
"d_Sc_pred[2,15]","11.888","3.619","6.025","9.299","11.49","14","20.01","1.001","40000"
"d_Sc_pred[2,16]","10.435","3.009","5.454","8.299","10.13","12.23","17.15","1.001","40000"
"d_Sc_pred[2,17]","9.353","2.632","5.064","7.485","9.088","10.91","15.28","1.001","40000"
"d_Sc_pred[2,18]","7.31","2.147","3.855","5.787","7.06","8.553","12.18","1.001","14000"
"d_Sc_pred[2,19]","9.974","2.697","5.536","8.072","9.69","11.57","16.04","1.001","26000"
"d_Sc_pred[2,20]","18.27","5.446","9.34","14.39","17.69","21.48","30.51","1.001","30000"
"d_Sc_pred[2,21]","7.226","2.128","3.82","5.701","6.963","8.461","12.1","1.001","40000"
"d_Sc_pred[2,22]","11.229","3.193","6.012","8.948","10.87","13.11","18.48","1.001","40000"
"d_Sc_pred[2,23]","17.432","5.016","9.369","13.86","16.86","20.35","28.88","1.001","40000"
"d_Sc_pred[2,24]","5.422","1.701","2.751","4.217","5.207","6.389","9.381","1.001","40000"
"d_Sc_pred[2,25]","7.128","2.193","3.64","5.571","6.848","8.39","12.12","1.001","40000"
"d_Sc_pred[2,26]","7.409","2.354","3.622","5.712","7.14","8.787","12.76","1.001","40000"
"d_Sc_pred[2,27]","23.771","6.588","12.87","19.09","23.09","27.7","38.52","1.001","40000"
"d_Sc_pred[2,28]","4.145","1.477","1.908","3.085","3.939","4.961","7.607","1.001","5900"
"d_Sc_pred[2,29]","19.196","5.678","9.924","15.18","18.59","22.53","32.04","1.001","40000"
"d_Sc_pred[2,30]","14.086","4.016","7.252","11.25","13.71","16.49","23.02","1.001","25000"
"d_Sc_pred[3,1]","6.876","2.486","3.164","5.107","6.488","8.232","12.71","1.001","40000"
"d_Sc_pred[3,2]","7.718","2.831","3.508","5.7","7.269","9.24","14.4","1.001","40000"
"d_Sc_pred[3,3]","5.848","1.974","2.825","4.45","5.571","6.946","10.51","1.001","40000"
"d_Sc_pred[3,4]","8.944","2.554","4.904","7.147","8.615","10.39","14.87","1.001","40000"
"d_Sc_pred[3,5]","12.539","3.783","6.625","9.871","12.04","14.66","21.29","1.001","28000"
"d_Sc_pred[3,6]","8.046","2.886","3.499","5.967","7.687","9.7","14.67","1.001","40000"
"d_Sc_pred[3,7]","13.382","5.114","5.618","9.746","12.63","16.22","25.36","1.001","20000"
"d_Sc_pred[3,8]","11.554","3.352","6.224","9.184","11.12","13.48","19.29","1.001","40000"
"d_Sc_pred[3,9]","2.452","0.944","1.053","1.777","2.306","2.961","4.699","1.001","40000"
"d_Sc_pred[3,10]","15.475","3.981","8.979","12.66","15.05","17.78","24.55","1.001","40000"
"d_Sc_pred[3,11]","10.862","3.741","5.303","8.219","10.29","12.82","19.75","1.001","40000"
"d_Sc_pred[3,12]","16.972","4.448","9.749","13.82","16.47","19.59","27.02","1.001","40000"
"d_Sc_pred[3,13]","13.716","3.967","7.477","10.92","13.2","15.94","22.96","1.001","40000"
"d_Sc_pred[3,14]","6.666","1.994","3.571","5.247","6.396","7.788","11.35","1.001","40000"
"d_Sc_pred[3,15]","20.582","5.634","11.43","16.63","19.95","23.83","33.49","1.001","39000"
"d_Sc_pred[3,16]","18.543","4.765","10.67","15.19","18.05","21.31","29.21","1.001","40000"
"d_Sc_pred[3,17]","16.639","4.264","9.612","13.63","16.16","19.15","26.26","1.001","40000"
"d_Sc_pred[3,18]","12.484","3.3","7.17","10.13","12.12","14.4","20.02","1.001","40000"
"d_Sc_pred[3,19]","24.189","5.739","14.74","20.16","23.57","27.54","37.15","1.001","40000"
"d_Sc_pred[3,20]","30.599","8.324","17.07","24.73","29.66","35.43","49.56","1.001","40000"
"d_Sc_pred[3,21]","17.684","4.417","10.4","14.58","17.24","20.25","27.57","1.001","40000"
"d_Sc_pred[3,22]","22.266","5.564","13.06","18.38","21.69","25.48","34.84","1.001","40000"
"d_Sc_pred[3,23]","21","5.889","11.68","16.85","20.23","24.33","34.66","1.001","40000"
"d_Sc_pred[3,24]","15.905","4.065","9.215","13.04","15.48","18.27","25.11","1.001","40000"
"d_Sc_pred[3,25]","19.747","5.062","11.42","16.19","19.22","22.67","31.26","1.001","40000"
"d_Sc_pred[3,26]","14.046","3.887","7.69","11.29","13.64","16.32","22.77","1.001","40000"
"d_Sc_pred[3,27]","44.653","11.55","25.92","36.53","43.27","51.33","70.95","1.001","40000"
"d_Sc_pred[3,28]","10.353","3.116","5.382","8.134","9.978","12.15","17.52","1.001","40000"
"d_Sc_pred[3,29]","16.26","4.752","8.796","12.9","15.63","18.97","27.35","1.001","37000"
"d_Sc_pred[3,30]","21.585","5.568","12.33","17.65","21.03","24.89","33.93","1.001","40000"
"d_Sc_pred[4,1]","10.078","3.433","4.766","7.648","9.588","11.97","18.15","1.001","40000"
"d_Sc_pred[4,2]","11.777","3.955","5.778","8.981","11.21","13.942","21.09","1.001","40000"
"d_Sc_pred[4,3]","10.093","3.073","5.145","7.908","9.723","11.9","17.03","1.001","40000"
"d_Sc_pred[4,4]","5.742","1.752","3.032","4.497","5.51","6.725","9.805","1.001","40000"
"d_Sc_pred[4,5]","9.992","2.993","5.254","7.89","9.615","11.67","16.88","1.001","40000"
"d_Sc_pred[4,6]","6.384","2.221","2.964","4.789","6.075","7.645","11.56","1.001","40000"
"d_Sc_pred[4,7]","12.01","4.527","5.235","8.788","11.34","14.48","22.71","1.001","40000"
"d_Sc_pred[4,8]","12.503","3.48","6.876","10.02","12.09","14.53","20.42","1.001","25000"
"d_Sc_pred[4,9]","2.306","0.887","0.994","1.671","2.168","2.784","4.432","1.001","40000"
"d_Sc_pred[4,10]","13.757","3.485","8.067","11.28","13.39","15.8","21.72","1.001","40000"
"d_Sc_pred[4,11]","9.571","3.236","4.753","7.279","9.062","11.31","17.27","1.001","40000"
"d_Sc_pred[4,12]","24.617","5.905","14.68","20.45","24.04","28.17","37.88","1.001","29000"
"d_Sc_pred[4,13]","13.57","3.823","7.488","10.87","13.1","15.76","22.4","1.001","40000"
"d_Sc_pred[4,14]","11.662","3.075","6.686","9.5","11.31","13.43","18.7","1.001","40000"
"d_Sc_pred[4,15]","25.471","6.561","14.69","20.86","24.8","29.32","40.41","1.001","29000"
"d_Sc_pred[4,16]","15.165","3.872","8.82","12.44","14.75","17.41","23.93","1.001","40000"
"d_Sc_pred[4,17]","15.241","3.799","9.026","12.56","14.8","17.48","23.85","1.001","40000"
"d_Sc_pred[4,18]","11.82","3.068","6.87","9.649","11.46","13.57","18.83","1.001","40000"
"d_Sc_pred[4,19]","37.525","7.928","24.04","32","36.82","42.27","55.13","1.001","40000"
"d_Sc_pred[4,20]","36.889","9.479","21.41","30.217","35.88","42.37","58.35","1.001","40000"
"d_Sc_pred[4,21]","28.582","6.391","17.72","24.13","27.98","32.4","42.76","1.001","40000"
"d_Sc_pred[4,22]","29.517","6.792","18.01","24.81","28.85","33.53","44.64","1.001","40000"
"d_Sc_pred[4,23]","39.154","9.662","23.33","32.36","38.12","44.77","61.161","1.001","40000"
"d_Sc_pred[4,24]","14.414","3.613","8.446","11.86","14.03","16.55","22.52","1.001","40000"
"d_Sc_pred[4,25]","31.949","7.339","19.49","26.81","31.28","36.33","48.06","1.001","40000"
"d_Sc_pred[4,26]","20.37","5.148","11.59","16.73","19.92","23.46","31.78","1.001","12000"
"d_Sc_pred[4,27]","30.245","7.876","17.46","24.67","29.33","34.76","48.13","1.001","40000"
"d_Sc_pred[4,28]","17.034","4.697","9.277","13.7","16.58","19.82","27.53","1.001","40000"
"d_Sc_pred[4,29]","21.555","5.934","12","17.33","20.86","25.01","35.2","1.001","40000"
"d_Sc_pred[4,30]","23.868","5.872","13.99","19.71","23.31","27.4","36.97","1.001","40000"
"d_Sc_pred[5,1]","4.464","1.754","1.902","3.218","4.172","5.389","8.65","1.001","40000"
"d_Sc_pred[5,2]","9.054","3.192","4.224","6.776","8.575","10.79","16.66","1.001","29000"
"d_Sc_pred[5,3]","5.546","1.903","2.634","4.185","5.272","6.62","10.02","1.001","40000"
"d_Sc_pred[5,4]","5.521","1.723","2.868","4.298","5.288","6.482","9.555","1.001","40000"
"d_Sc_pred[5,5]","6.423","2.068","3.22","4.948","6.148","7.591","11.25","1.001","40000"
"d_Sc_pred[5,6]","3.901","1.465","1.705","2.849","3.682","4.691","7.401","1.001","40000"
"d_Sc_pred[5,7]","7.093","2.854","2.971","5.063","6.618","8.597","13.96","1.001","40000"
"d_Sc_pred[5,8]","13.063","3.722","6.963","10.43","12.67","15.21","21.43","1.001","40000"
"d_Sc_pred[5,9]","1.579","0.649","0.644","1.117","1.471","1.919","3.161","1.001","15000"
"d_Sc_pred[5,10]","13.282","3.463","7.622","10.84","12.9","15.34","21.09","1.001","40000"
"d_Sc_pred[5,11]","11.367","3.886","5.606","8.618","10.79","13.44","20.54","1.001","40000"
"d_Sc_pred[5,12]","16.634","4.394","9.35","13.52","16.2","19.24","26.47","1.001","40000"
"d_Sc_pred[5,13]","12.027","3.486","6.474","9.564","11.6","14.002","20.15","1.001","40000"
"d_Sc_pred[5,14]","7.066","2.086","3.795","5.589","6.795","8.243","11.89","1.001","40000"
"d_Sc_pred[5,15]","13.039","3.858","6.957","10.31","12.58","15.22","21.9","1.001","40000"
"d_Sc_pred[5,16]","17.188","4.451","9.743","14.07","16.73","19.79","27.17","1.001","40000"
"d_Sc_pred[5,17]","11.139","3.002","6.24","9.014","10.8","12.9","17.93","1.001","40000"
"d_Sc_pred[5,18]","18.566","4.599","10.85","15.37","18.09","21.26","28.96","1.001","40000"
"d_Sc_pred[5,19]","30.583","6.934","18.83","25.75","29.985","34.68","45.98","1.001","40000"
"d_Sc_pred[5,20]","20.675","5.914","11.17","16.49","19.95","24.06","34.14","1.001","18000"
"d_Sc_pred[5,21]","12.516","3.304","7.198","10.18","12.14","14.44","20.01","1.001","31000"
"d_Sc_pred[5,22]","15.664","4.129","8.886","12.77","15.21","18.08","24.94","1.001","36000"
"d_Sc_pred[5,23]","20.575","5.754","11.35","16.51","19.87","23.83","33.83","1.001","40000"
"d_Sc_pred[5,24]","12.489","3.323","7.033","10.15","12.14","14.42","20.02","1.001","40000"
"d_Sc_pred[5,25]","18.649","4.857","10.64","15.24","18.16","21.48","29.55","1.001","40000"
"d_Sc_pred[5,26]","7.448","2.267","3.867","5.828","7.157","8.739","12.63","1.001","40000"
"d_Sc_pred[5,27]","24.933","6.832","13.98","20.12","24.08","28.84","40.57","1.001","40000"
"d_Sc_pred[5,28]","11.148","3.384","5.652","8.764","10.76","13.12","18.89","1.001","40000"
"d_Sc_pred[5,29]","13.653","4.136","7.174","10.71","13.13","15.98","23.21","1.001","40000"
"d_Sc_pred[5,30]","25.369","6.44","14.44","20.85","24.79","29.26","39.61","1.001","40000"
"d_Sc_pred[6,1]","4.942","1.913","2.144","3.573","4.647","5.961","9.589","1.001","40000"
"d_Sc_pred[6,2]","7.827","2.836","3.576","5.815","7.402","9.351","14.54","1.001","40000"
