"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"int_width","-0.16367704355841","0.209612028891924","-0.593205","-0.2995","-0.1571","-0.02149","0.233402499999999","1.00334528794955","640"
"width_coef","0.42861619042","0.101962793966841","0.2311975","0.3601","0.4275","0.4957","0.632202499999999","1.00099941222025","1e+05"
"rate_lcpu","0.518813553","0.283310877721542","0.2143","0.3468","0.457","0.612","1.186","1.02139869238356","79"
"sigma_dSc","0.381804011","0.0486882740718153","0.2869","0.3488","0.3818","0.4145","0.478","1.03004237040551","58"
"int_ydSc","1.80361733","0.157840961069556","1.497","1.698","1.801","1.907","2.119","1.00114522780532","9600"
"log_flow","-0.46114097395","0.104922429530119","-0.6694","-0.5295","-0.4607","-0.3923","-0.2544","1.00099098741728","1e+05"
"sigma_ySc","0.497175442","0.0835264816093431","0.3629","0.4383","0.4872","0.545","0.6898","1.0013111642138","4700"
"sigma_siteSc","0.662589092","0.0860835098397027","0.5137","0.6022","0.6556","0.715824998690383","0.8504","1.00132307299952","4500"
"year_dSc[1]","0.854541229","0.160470413349019","0.543497499775732","0.7461","0.8543","0.9622","1.171","1.00101456587745","58000"
"year_dSc[2]","1.364968216","0.153880717389572","1.065","1.262","1.364","1.466","1.672","1.00103340099643","33000"
"year_dSc[3]","1.066900545","0.164525427401863","0.7471","0.9563","1.066","1.177","1.393","1.00156342458725","2600"
"year_dSc[4]","1.98979618","0.146926826523719","1.705","1.891","1.988","2.088","2.283","1.00121516861013","6600"
"year_dSc[5]","1.87319997","0.146770169710423","1.587","1.775","1.872","1.971","2.165","1.00153684723455","2700"
"year_dSc[6]","0.55431530372","0.167077965555164","0.227095","0.4425","0.5541","0.665625","0.8826","1.00209394308819","1400"
"year_dSc[7]","0.601102228239","0.163189338997935","0.2835","0.4914","0.6003","0.711","0.9242","1.00233501847824","1100"
"year_dSc[8]","1.71247429","0.147685335523129","1.426","1.613","1.712","1.811","2.005","1.00106835071688","19000"
"year_dSc[9]","0.24964794475572","0.173043856771744","-0.09042175","0.1351","0.2481","0.3641","0.5944","1.00281974433856","820"
"year_dSc[10]","2.14664434","0.145606403012403","1.866","2.049","2.144","2.243","2.435","1.00116537034911","8500"
"year_dSc[11]","2.66977811","0.145336558243202","2.388","2.572","2.668","2.766","2.961","1.00101842230413","50000"
"year_dSc[12]","2.0110513","0.1458878222501","1.727","1.913","2.01","2.108","2.302","1.00118023619135","7800"
"year_dSc[13]","2.39146638","0.145059043740669","2.111","2.293","2.39","2.488","2.679","1.00100543572323","89000"
"year_dSc[14]","2.13566671","0.145300385924461","1.855","2.038","2.134","2.232","2.428","1.00109582231393","14000"
"year_dSc[15]","1.87599115","0.149229014218631","1.585","1.776","1.875","1.975","2.173","1.00098926915843","1e+05"
"year_dSc[16]","1.99800006","0.146750011024374","1.715","1.899","1.996","2.095","2.29","1.00115436200733","9100"
"year_dSc[17]","2.20987245","0.14509868502947","1.929","2.113","2.208","2.305","2.5","1.00111194724167","12000"
"year_dSc[18]","2.1557275","0.147934008829815","1.869","2.057","2.154","2.253","2.451","1.0009956531139","1e+05"
"year_dSc[19]","2.50639732","0.144155642502506","2.226","2.409","2.505","2.601","2.794","1.00112254689066","11000"
"year_dSc[20]","1.97839607","0.147853644816616","1.692","1.879","1.976","2.076","2.272","1.00101170972094","65000"
