"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"int_width","-0.187","0.195","-0.588","-0.312","-0.18","-0.055","0.181","1.002","1600"
"width_coef","0.409","0.093","0.224","0.347","0.408","0.47","0.593","1.001","3400"
"rate_lcpu","1.286","3.303","0.357","0.624","0.881","1.36","4.385","1.001","16000"
"p_cpue","0.488","0.142","0.263","0.384","0.468","0.576","0.814","1.001","12000"
"mup_rem","0.529","0.068","0.395","0.482","0.53","0.576","0.657","1.001","7400"
"sd_prem","1.004","0.176","0.7","0.88","0.99","1.115","1.384","1.001","16000"
"eps","0.909","0.118","0.664","0.833","0.914","0.989","1.124","1.001","11000"
"mu_d","2.158","0.209","1.744","2.018","2.161","2.295","2.568","1.001","15000"
"sigma_d","1.291","0.156","1.017","1.182","1.279","1.388","1.629","1.001","16000"
"sigma_dSc","0.453","0.048","0.36","0.419","0.452","0.485","0.548","1.001","4400"
"int_ydSc","1.876","0.156","1.57","1.772","1.876","1.979","2.184","1.001","3100"
"log_flow","-0.407","0.1","-0.605","-0.472","-0.408","-0.342","-0.21","1.001","6600"
"sigma_ySc","0.509","0.078","0.384","0.455","0.501","0.554","0.688","1.001","16000"
"sigma_siteSc","0.661","0.082","0.516","0.603","0.654","0.712","0.839","1.001","16000"
"eps_ydSc[1]","-0.308","0.208","-0.721","-0.445","-0.306","-0.169","0.1","1.001","4400"
"eps_ydSc[2]","0.271","0.215","-0.156","0.13","0.272","0.415","0.696","1.001","2700"
"eps_ydSc[3]","-0.342","0.163","-0.663","-0.451","-0.339","-0.232","-0.023","1.001","7200"
"eps_ydSc[4]","-0.062","0.137","-0.332","-0.152","-0.06","0.03","0.205","1.001","16000"
"eps_ydSc[5]","-0.505","0.183","-0.874","-0.625","-0.504","-0.383","-0.147","1.001","16000"
"eps_ydSc[6]","-0.854","0.175","-1.207","-0.969","-0.853","-0.736","-0.517","1.002","2300"
"eps_ydSc[7]","-0.409","0.244","-0.899","-0.57","-0.408","-0.248","0.067","1.001","5000"
"eps_ydSc[8]","0.245","0.155","-0.057","0.142","0.244","0.348","0.549","1.001","7900"
"eps_ydSc[9]","-1.471","0.158","-1.787","-1.574","-1.471","-1.365","-1.163","1.001","12000"
"eps_ydSc[10]","0.227","0.129","-0.028","0.141","0.227","0.313","0.479","1.001","16000"
"eps_ydSc[11]","0.015","0.237","-0.455","-0.14","0.014","0.171","0.48","1.001","9300"
"eps_ydSc[12]","0.484","0.144","0.203","0.387","0.484","0.582","0.766","1.002","2300"
"eps_ydSc[13]","0.065","0.175","-0.284","-0.052","0.065","0.181","0.41","1.001","16000"
"eps_ydSc[14]","0.085","0.136","-0.184","-0.004","0.085","0.176","0.355","1.001","16000"
"eps_ydSc[15]","0.554","0.171","0.216","0.44","0.554","0.667","0.895","1.001","4000"
"eps_ydSc[16]","0.403","0.138","0.13","0.311","0.403","0.494","0.675","1.002","2100"
"eps_ydSc[17]","0.219","0.133","-0.045","0.131","0.219","0.306","0.48","1.001","9200"
