"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC","0.39213329785","0.118967228287416","0.1555","0.3139","0.39315","0.4714","0.6235025","1.000973831632","40000"
"logit_flow_MC","-0.1680298752645","0.123897055742834","-0.4129","-0.2499","-0.1677","-0.08585","0.07436075","1.00099122614162","40000"
"log_cess_MC","-0.17215112031325","0.237617380906686","-0.653805","-0.3284","-0.1657","-0.00967075","0.275405","1.00099285609966","40000"
"shape_lambda","2.544528115","0.601688259108548","1.513","2.119","2.494","2.919","3.876","1.00103154839135","26000"
"rate_lambda","0.002031527055","0.000530668910681459","0.001129","0.001653","0.001988","0.002359","0.003182","1.0010205064482","32000"
"mean_gamma","1268.74069","144.091475484001","1018","1168","1258","1356","1586","1.00097348137872","40000"
"var_gamma","680425.5975","250126.986279469","355997.499657591","509600","630800","792500","1298000","1.00100408119272","40000"
"lambda[1]","751.5535425","64.5631143985807","640.097499809581","706.3","746.3","791.7","892.2","1.00099043216219","40000"
"lambda[2]","370.4657675","46.4500805180728","297.7","337.9","364.2","396.2","477.8","1.00097625295066","40000"
"lambda[3]","418.8974375","42.6012158837452","347","388.6","414.7","445","513.5","1.00097349593648","40000"
"lambda[4]","834.96492","83.5598388285917","695","775.7","826.7","885.5","1022","1.00097566153465","40000"
"lambda[5]","821.093925","53.0594813799427","734.9","784.3","815","851.4","943.6","1.00099154779095","40000"
"lambda[6]","204.9185775","26.8928353142854","160.5","185.9","202","220.8","266.3","1.00101532454436","36000"
"lambda[7]","679.8354825","50.1753817122047","595.697499795386","644.6","675","709.5","790.9","1.00097371015008","40000"
"lambda[8]","232.7063325","22.4136103048486","195.3","217.2","230.5","245.6","282.9","1.00102940211291","27000"
"lambda[9]","618.6979425","148.630977000758","417.597499708108","514.2","589.7","691.1","984.102499876165","1.00098501497279","40000"
"lambda[10]","749.561415","52.9120436508254","658.697499814958","712.4","745.1","781.7","866.1","1.00098468479978","40000"
"lambda[11]","1012.404215","75.4561513032769","883.9","959.4","1006","1058","1178","1.00100369939651","40000"
"lambda[12]","493.955385","77.1619304909468","367.6","439.7","485.4","539","670.302499818197","1.00106592945694","16000"
"lambda[13]","1092.2367925","126.723730775496","879.1","1003","1080","1169","1376","1.00099394669333","40000"
"lambda[14]","267.929525","28.2003900562449","219.1","248.1","265.7","285.2","329.6","1.00110584204086","11000"
"lambda[15]","2167.72185","73.8651462739589","2030","2117","2165","2216","2319","1.00100873092149","40000"
"lambda[16]","1374.1733","104.470151562177","1186","1302","1369","1440","1596","1.00111119043938","11000"
"lambda[17]","2365.465825","79.3094000203801","2217","2311","2363","2418","2528","1.00098845865494","40000"
"lambda[18]","1243.882525","63.0798133414776","1126","1200","1242","1285","1373","1.00098840966267","40000"
"lambda[19]","1234.09124","64.7835925378406","1116","1189","1231","1276","1368","1.00097548195446","40000"
"lambda[20]","848.4290525","43.4847747360279","767.3","818.3","847.1","876.7","938","1.00097382858793","40000"
"lambda[21]","1360.4131","70.0242353276944","1230","1312","1358","1406","1505","1.00097525628436","40000"
"lambda[22]","958.1616675","53.0256055150759","862.1","921.3","955.8","992","1069","1.00099378253266","40000"
"lambda[23]","2167.482375","117.432677522924","1953","2086","2163","2243","2411","1.00106148113143","17000"
"lambda[24]","3397.837375","183.519276811003","3063","3270","3391","3517","3782","1.00097387076419","40000"
"lambda[25]","1421.8420025","123.998202934148","1206","1334","1413","1499","1690","1.00101674502614","35000"
"lambda[26]","1808.243325","100.530355498992","1624","1738","1804","1874","2017","1.00099252623269","40000"
"lambda[27]","1364.62325","76.1988183368705","1227","1311","1361","1414","1526","1.00101139219512","40000"
"lambda[28]","1301.35918","103.459852741321","1113","1229","1296","1367","1521","1.0009830964099","40000"
"lambda[29]","1582.63875","116.88532543874","1370","1501","1576","1657","1828","1.00098979947289","40000"
"lambda[30]","2313.440075","128.387020915951","2077","2224","2308","2396","2579","1.00097503874584","40000"
"lambda[31]","2026.01445","259.42168554589","1584","1843","2003","2184","2596","1.00099829070337","40000"
"lambda[32]","1659.930275","100.813498587549","1475","1590","1655","1724","1871","1.00098060215494","40000"
"lambda[33]","2245.267425","298.475779341709","1736","2034","2219","2428","2909","1.00119357118454","6800"
"lambda[34]","1240.3218","71.2555171792207","1109","1191","1237","1286","1389","1.00097355519255","40000"
"Ntot[1]","750.743875","58.7798128752076","653","709","745","786","881","1.00099845046273","40000"
"Ntot[2]","368.754925","42.3766811798903","307","338","362","391","470","1.00097601454754","40000"
"Ntot[3]","417.189425","37.4732337709278","357","391","413","439","503","1.00097763106219","40000"
"Ntot[4]","833.9669","78.4276212611629","706","778","825","880","1013","1.00097349473708","40000"
"Ntot[5]","820.122675","45.0389824329196","759","788","811","843","930","1.00097355653283","40000"
"Ntot[6]","202.85645","22.8525534542091","169","186","199","215","258","1.00101796630233","34000"
"Ntot[7]","678.6562","43.0167753630379","613","647","673","703","779","1.00098278970916","40000"
"Ntot[8]","230.624075","16.6923506810352","210","219","227","238","273","1.00114960943487","8500"
"Ntot[9]","617.344875","146.687531395927","423","514","588","688","981","1.0009903869044","40000"
"Ntot[10]","748.42705","45.1767528909786","677","716","743","775","852","1.00099971278745","40000"
"Ntot[11]","1011.985025","68.6120918004101","899","963","1005","1052","1166","1.00102139657981","31000"
"Ntot[12]","492.4479","74.128757324041","373","440","484","535","662","1.00108465661041","14000"
"Ntot[13]","1091.571575","122.605566472908","888","1004","1080","1165","1367","1.0010314138252","26000"
"Ntot[14]","266.00895","23.0267458767656","229","250","263","279","319","1.00102140786133","31000"
"Ntot[15]","2169.478175","57.4046514319138","2067","2129","2166","2206","2293","1.00106364582449","17000"
"Ntot[16]","1374.1389","97.8463906063676","1199","1306","1368","1436","1583","1.00106603141626","16000"
"Ntot[17]","2367.632275","62.5524877496289","2253","2324","2365","2408","2498","1.00097364293094","40000"
"Ntot[18]","1243.77895","52.4647148143875","1149","1207","1241","1278","1354","1.00098400563719","40000"
"Ntot[19]","1234.146775","54.8343788359724","1136","1196","1231","1269","1350","1.00098309951028","40000"
"Ntot[20]","847.68095","32.3453367986456","790","825","846","868","917","1.00100521252356","40000"
"Ntot[21]","1360.67515","59.5979468636232","1252","1319","1358","1400","1486","1.00097416130921","40000"
"Ntot[22]","957.61075","43.04038331965","882","927","955","984","1051","1.00099830743252","40000"
"Ntot[23]","2169.8416","107.885271192288","1974","2094","2165","2239","2396","1.00099895083378","40000"
"Ntot[24]","3401.91065","174.355685781126","3086","3280","3393","3514","3767","1.00097348626915","40000"
"Ntot[25]","1422.133025","118.34146165604","1217","1338","1414","1495","1679","1.00099718581431","40000"
"Ntot[26]","1809.10665","91.3762962505343","1643","1745.74994628789","1804","1868","2001","1.00099834886237","40000"
"Ntot[27]","1364.9655","66.8110713335097","1248","1318","1361","1407","1509","1.00097773978672","40000"
"Ntot[28]","1301.37495","97.2256341357351","1128","1234","1295","1362","1510","1.00097851339539","40000"
"Ntot[29]","1583.158825","110.335048127014","1385","1506","1576","1653","1817","1.00101620515039","35000"
"Ntot[30]","2315.264775","118.883779394098","2099","2233","2310","2392","2566","1.00097534926912","40000"
"Ntot[31]","2027.00605","255.471076445397","1592","1846","2005","2183","2585.0249952865","1.00099024826146","40000"
"Ntot[32]","1661.168625","92.4698405286532","1493","1597","1657","1720","1859","1.00099657131701","40000"
"Ntot[33]","2247.31345","294.953017497975","1748","2038","2219","2428","2905","1.00121788123231","6100"
"Ntot[34]","1240.2078","62.129791339858","1128","1197","1237","1280","1371","1.00097386582644","40000"
"Nesc[1]","749.743875","58.7798128752076","652","708","744","785","880","1.00099845498009","40000"
"Nesc[2]","362.754925","42.3766811798903","301","332","356","385","464","1.00097603581806","40000"
"Nesc[3]","417.189425","37.4732337709278","357","391","413","439","503","1.00097763106219","40000"
"Nesc[4]","831.9669","78.4276212611629","704","776","823","878","1011","1.00097349489674","40000"
"Nesc[5]","814.122675","45.0389824329196","753","782","805","837","924","1.00097355666197","40000"
"Nesc[6]","202.85645","22.8525534542091","169","186","199","215","258","1.00101796630233","34000"
"Nesc[7]","678.6562","43.0167753630379","613","647","673","703","779","1.00098278970916","40000"
"Nesc[8]","230.624075","16.6923506810352","210","219","227","238","273","1.00114960943487","8500"
"Nesc[9]","604.344875","146.687531395927","410","501","575","675","968","1.00099039373615","40000"
"Nesc[10]","747.42705","45.1767528909786","676","715","742","774","851","1.00099971911042","40000"
"Nesc[11]","1004.985025","68.6120918004101","892","956","998","1045","1159","1.00102138258299","31000"
"Nesc[12]","487.4479","74.128757324041","368","435","479","530","657","1.00108447972825","14000"
