"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC","0.697","0.14","0.427","0.604","0.697","0.789","0.976","1.001","30000"
"logit_flow_MC","-0.275","0.139","-0.551","-0.366","-0.274","-0.181","-0.004","1.001","16000"
"sigma_MC","0.815","0.108","0.633","0.739","0.805","0.88","1.055","1.001","30000"
"shape_lambda","2.082","0.464","1.283","1.752","2.046","2.368","3.101","1.001","30000"
"rate_lambda","0.002","0","0.001","0.001","0.002","0.002","0.003","1.001","30000"
"mean_gamma","1243.778","145.008","990.1","1143","1233","1333","1561","1.001","30000"
"var_gamma","793252.193","279849.245","420297.5","600600","738100","921100","1493000","1.001","30000"
"lambda[1]","919.128","68.479","797.5","871.4","915.2","962","1067","1.001","30000"
"lambda[2]","219.043","28.328","169.597","199.4","216.7","236.3","282.5","1.001","4400"
"lambda[3]","476.725","43.87","400.5","446","473.7","504.2","571.4","1.001","30000"
"lambda[4]","778.98","72.549","654.3","728","772.7","823.3","940.402","1.001","9200"
"lambda[5]","870.094","55.892","774.3","831.2","864.9","903.6","996","1.001","8600"
"lambda[6]","184.839","25.16","140.3","167.3","183.2","200.6","238.8","1.001","16000"
"lambda[7]","686.914","49.046","600.5","652.7","683.5","717.3","791.8","1.001","30000"
"lambda[8]","214.208","23.75","172.9","197.8","212.4","228.6","266.2","1.001","30000"
"lambda[9]","679.124","125.074","499.197","591.2","658.2","743.8","978.007","1.001","4500"
"lambda[10]","894.77","57.107","791.797","855.5","891.6","930.9","1016","1.001","30000"
"lambda[11]","836.268","62.793","725.9","792.3","832.3","875.7","971.1","1.001","30000"
"lambda[12]","568.441","78.354","437.2","513","560.3","615.4","744.002","1.001","26000"
"lambda[13]","1167.09","111.11","973.6","1090","1158","1235","1409","1.001","16000"
"lambda[14]","76.67","13.822","52.159","66.93","75.88","85.52","106.1","1.001","6400"
"lambda[15]","2248.549","75.27","2108","2197","2247","2298","2403","1.001","30000"
"lambda[16]","1577.264","105.212","1386","1504","1571","1645","1801","1.001","8000"
"lambda[17]","2573.337","85.519","2410","2514","2572","2631","2744","1.001","17000"
"lambda[18]","847.768","54.217","746.1","810.5","846.5","883.5","958.6","1.001","30000"
"lambda[19]","1492.808","73.151","1357","1442","1491","1541","1642","1.001","10000"
"lambda[20]","487.963","42.261","408.497","459","487","515.8","573.1","1.001","30000"
"lambda[21]","1487.511","76.221","1345","1435","1485","1538","1642","1.001","30000"
"lambda[22]","917.392","55.548","812.3","879","915.8","953.9","1032","1.001","30000"
"lambda[23]","2849.131","149.381","2569","2746","2845","2946","3156","1.001","30000"
"lambda[24]","2836.712","171.878","2517","2718","2831","2948","3191","1.001","30000"
"lambda[25]","1550.206","122.654","1327","1465","1544","1629","1807.025","1.001","30000"
"lambda[26]","1958.39","108.542","1753","1884","1956","2030","2178","1.001","30000"
"lambda[27]","1484.154","94.267","1307","1420","1481","1546","1677","1.001","30000"
"lambda[28]","1026.987","86.161","867","967.6","1024","1083","1205","1.001","26000"
"lambda[29]","2013.88","131.307","1768","1924","2011","2099","2283","1.001","4200"
"lambda[30]","2001.351","138.234","1745","1906","1996","2092","2286","1.001","30000"
"lambda[31]","2324.163","218.62","1938","2171","2309","2460","2795","1.001","30000"
"lambda[32]","1120.677","89.394","955.5","1059","1118","1179","1306","1.001","30000"
"lambda[33]","2312.39","284.204","1831","2112","2286","2483","2942","1.001","30000"
"lambda[34]","1137.29","72.09","1001","1088","1135","1185","1285","1.001","30000"
"lambda[35]","1398.424","77.662","1254","1345","1397","1449","1557","1.001","30000"
"lambda[36]","1376.577","62.017","1259.975","1334","1375","1418","1502","1.001","30000"
"lambda[37]","687.369","44.203","603.6","657","686.4","716.3","777.7","1.001","30000"
"lambda[38]","1226.375","432.548","872.297","993.2","1096","1278","2487.1","1.001","30000"
"Ntot[1]","755.648","57.912","658","715","750","790","884","1.001","30000"
"Ntot[2]","372.491","38.734","315","345","367","393","466","1.001","8000"
"Ntot[3]","418.506","36.159","360","393","414","440","501","1.001","25000"
"Ntot[4]","820.851","72.95","701","769","813","864","986.025","1.001","10000"
"Ntot[5]","847.759","47.421","778","814","840","874","961","1.001","16000"
"Ntot[6]","205.292","22.146","172","189","202","217","257","1.001","30000"
"Ntot[7]","686.339","41.216","622","657","681","710","781","1.001","30000"
"Ntot[8]","244.112","18.819","218","231","241","254","290","1.001","30000"
"Ntot[9]","605.931","123.982","433","518","583","669","906.025","1.001","4100"
"Ntot[10]","762.814","46.305","688.975","730","757","790","869","1.001","30000"
"Ntot[11]","1002.661","64.31","896","957","996","1041","1147","1.001","30000"
"Ntot[12]","505.94","78.351","380","450","496","552","685","1.001","14000"
"Ntot[13]","1072.195","114.964","878","991","1062","1142","1326","1.001","25000"
"Ntot[14]","265.61","22.359","230","250","263","279","316","1.001","13000"
"Ntot[15]","2159.987","55.876","2060","2121","2157","2196","2278","1.001","30000"
"Ntot[16]","1382.154","98.591","1207","1313","1376","1445","1590","1.001","7900"
"Ntot[17]","2351.842","60.967","2239","2310","2350","2391","2477","1.001","30000"
"Ntot[18]","1234.951","51.868","1141","1199","1232","1268","1344","1.001","30000"
"Ntot[19]","1228.641","54.858","1130","1190","1225","1264","1344","1.001","30000"
"Ntot[20]","840.69","31.308","785","819","839","861","908","1.001","30000"
