"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC","0.695","0.139","0.431","0.601","0.692","0.783","0.973","1.001","2000"
"logit_flow_MC","-0.277","0.14","-0.559","-0.367","-0.27","-0.187","-0.001","1.001","1800"
"sigma_MC","0.813","0.109","0.625","0.735","0.806","0.884","1.045","1.001","2000"
"shape_lambda","2.075","0.456","1.307","1.753","2.038","2.362","3.075","1.003","630"
"rate_lambda","0.002","0","0.001","0.001","0.002","0.002","0.003","1.003","600"
"mean_gamma","1236.946","140.755","980.6","1138","1230.5","1321","1555.075","1.001","2000"
"var_gamma","785402.6","268341.59","411072.464","597374.998","739149.511","904424.999","1430149.694","1.002","760"
"lambda[1]","918.925","68.827","796.097","871.175","914.8","963.35","1065","1.001","2000"
"lambda[2]","220.067","29.283","170.095","199.5","218.6","236.8","287.002","1.001","2000"
"lambda[3]","477.895","43.273","400.697","447.7","474.25","506.1","569.717","1.001","2000"
"lambda[4]","784.189","74.241","656.69","732.75","777.25","827.85","946.7","1.001","2000"
"lambda[5]","870.686","55.237","779.497","831.5","865.55","902.2","991.05","1.001","2000"
"lambda[6]","184.364","25.864","139.692","166.1","183.05","199.9","239.01","1.001","2000"
"lambda[7]","688.686","47.754","604.697","654.875","685.85","718.5","792.315","1.003","720"
"lambda[8]","214.594","23.586","172.695","198.275","212.8","229.5","264","1.005","340"
"lambda[9]","675.632","119.45","495.275","589.475","659","739.75","963.802","1.006","620"
"lambda[10]","896.053","57.826","791.575","856.075","893.2","931.375","1019.025","1.002","2000"
"lambda[11]","834.816","62.54","723.3","791.6","830.55","874.425","969.14","1.005","360"
"lambda[12]","573.996","77.246","444.7","519.2","565.55","621.825","740.817","1.002","890"
"lambda[13]","1160.136","105.087","975.192","1086","1152","1223","1392","1.003","510"
"lambda[14]","77.84","13.818","52.308","68.342","77.365","87.037","105.405","1.001","2000"
"lambda[15]","2244.685","74.756","2099.975","2195","2244","2292","2395.025","1.005","760"
"lambda[16]","1579.852","107.512","1384","1503","1575","1655","1799.05","1.005","300"
"lambda[17]","2569.401","84.641","2413","2509","2568","2626.25","2740","1.001","2000"
"lambda[18]","849.624","54.309","748.995","810.7","847.6","885.025","958.84","1.002","1100"
"lambda[19]","1491.874","73.857","1347.975","1442","1490","1539.25","1646.025","1.001","2000"
"lambda[20]","487.761","42.707","405.292","459.3","486.55","515.3","571.302","1.001","2000"
"lambda[21]","1487.881","76.54","1343.975","1437","1485","1537","1650.075","1.001","2000"
"lambda[22]","917.998","54.717","814.995","881","916.4","953.925","1032.025","1.003","620"
"lambda[23]","2845.548","150.671","2569","2738","2845","2946","3155","1.001","2000"
"lambda[24]","2835.732","171.032","2518.95","2716","2829.5","2950","3185","1.002","1100"
"lambda[25]","1549.414","125.097","1328.975","1463","1545","1630","1810.025","1.004","660"
"lambda[26]","1963.35","105.687","1770","1887","1960","2032.25","2172.025","1.001","2000"
"lambda[27]","1480.698","96.364","1301.975","1413","1478","1546","1671.025","1.001","2000"
"lambda[28]","1029.538","86.263","867.465","971.45","1027","1085","1206.025","1.002","2000"
"lambda[29]","2011.102","131.852","1764","1919","2011","2101","2266","1.001","2000"
