"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"overdisp_MC[30]";20.153017;5.11607520612186;11.6597498954169;16.51;19.65;23.26;31.54;1.00101085973713;30000
"overdisp_MC[31]";12.3157248333333;3.12647460993468;7.12294999315471;10.09;12.01;14.21;19.28;1.00101073813153;30000
"mean_MC[1]";0.614832386666667;0.0280977956544847;0.55799749978156;0.5963;0.6153;0.6339;0.668102499817598;1.00111496730778;10000
"mean_MC[2]";0.623294116666667;0.0276174704346511;0.5681;0.6049;0.624;0.642;0.676602499819889;1.00124005981346;5500
"mean_MC[3]";0.618781796666667;0.0273173556596534;0.5639;0.6007;0.6193;0.637324998529085;0.6713;1.00117580485159;7100
"mean_MC[4]";0.619283256666667;0.0272870966975662;0.5644;0.6012;0.6198;0.6378;0.6717;1.0011832170198;6900
"mean_MC[5]";0.64928304;0.0475468312760926;0.5529;0.618;0.6504;0.6815;0.7398;1.00126240227212;5100
"mean_MC[6]";0.64276899;0.0407048831832709;0.5609;0.6158;0.6436;0.6701;0.7206;1.00128460062847;4700
"mean_MC[7]";0.64408048;0.0420238930675858;0.5594;0.6163;0.6449;0.6723;0.7244;1.00128086111449;4800
"mean_MC[8]";0.640781773333333;0.0387742798336024;0.5628;0.6153;0.6415;0.6669;0.715;1.00129058027522;4600
"mean_MC[9]";0.597537363333333;0.0399900459919791;0.5172;0.5712;0.598049997909874;0.6244;0.674702499819381;1.00097385859307;30000
"mean_MC[10]";0.616437033333333;0.0276667900603105;0.5605;0.5981;0.617;0.6353;0.669;1.00113934950371;8600
"mean_MC[11]";0.65329893;0.0520650242044818;0.5473;0.6191;0.6549;0.6886;0.752;1.00124889913356;5300
"mean_MC[12]";0.65689354;0.056254394431293;0.5414;0.6201;0.6588;0.6953;0.7626;1.00123759525049;5500
"mean_MC[13]";0.623879296666667;0.0277495900095271;0.5684;0.605474998451544;0.6246;0.6427;0.6776;1.00124671353523;5300
"mean_MC[14]";0.609129796666667;0.0307545097910492;0.5477;0.5887;0.6096;0.6299;0.6682;1.00104144246891;20000
"mean_MC[15]";0.592335636666667;0.0451134348181857;0.502;0.5627;0.5929;0.6228;0.679202499820578;1.0009664542728;30000
"mean_MC[16]";0.559938293333333;0.0813617595238557;0.396397499692494;0.5057;0.5611;0.6161;0.715702499829728;1.00098297158556;30000
"mean_MC[17]";0.619356183333333;0.0272838771945059;0.5645;0.6012;0.6199;0.6379;0.6717;1.00118491032092;6800
"mean_MC[18]";0.622841266666667;0.0275293941084838;0.567797499785331;0.6046;0.6235;0.6415;0.676;1.00123406332385;5600
"mean_MC[19]";0.645626973333333;0.0436200970066327;0.5576;0.6168;0.6466;0.6749;0.729;1.00127522629807;4800
"mean_MC[20]";0.629485343333333;0.0300166071601311;0.5693;0.6095;0.6301;0.649724998557156;0.6874;1.00129169163382;4600
"mean_MC[21]";0.615173733333333;0.0279933268287364;0.5585;0.5967;0.6157;0.6342;0.6684;1.00111993276811;9700
"mean_MC[22]";0.6163527;0.027685856201277;0.5604;0.598;0.6169;0.6352;0.669;1.00113800095734;8700
"mean_MC[23]";0.607730726666667;0.0316382558281323;0.5448;0.5868;0.6082;0.6291;0.6685;1.00102766703094;24000
"mean_MC[24]";0.63245083;0.0318598881938866;0.5683;0.6116;0.633;0.6539;0.6939;1.00130023846439;4500
"mean_MC[25]";0.633509836666667;0.0326095681823279;0.567897499785369;0.6121;0.6341;0.6555;0.6961;1.00130148388858;4500
"mean_MC[26]";0.654011396666667;0.0528853960618607;0.5462;0.6192;0.6557;0.69;0.753902499838355;1.00124658586294;5300
"mean_MC[27]";0.634794926666667;0.0335762319065078;0.5672;0.6128;0.6354;0.6574;0.6994;1.00130135581802;4500
"mean_MC[28]";0.602682133333333;0.0354171970099793;0.531997499770883;0.5793;0.6032;0.6266;0.6709;1.00099199366252;30000
"mean_MC[29]";0.616205836666667;0.027719722852772;0.560197499782418;0.5979;0.6168;0.6351;0.669;1.00113539586366;8800
"mean_MC[30]";0.606335663333333;0.0325963575962756;0.5414;0.5848;0.6069;0.6284;0.669;1.00101577883347;30000
"mean_MC[31]";0.591613703333333;0.0458536271744794;0.4998;0.5616;0.5922;0.6227;0.6799;1.00096599974205;30000
"p_MC[1]";0.68116158;0.0494532230154162;0.5802;0.6486;0.6826;0.715524998689834;0.7741;1.00097125684484;30000
"p_MC[2]";0.756153093333333;0.0758477303046771;0.592997499794454;0.7074;0.7617;0.81;0.889102499862933;1.00112358938057;9500
"p_MC[3]";0.71452997;0.0574991525492672;0.5961;0.6771;0.717;0.7548;0.8207;1.00096589003996;30000
"p_MC[4]";0.653990533333333;0.0575620423485784;0.5377;0.6158;0.6553;0.693724998648665;0.7621;1.00096519279802;30000
"p_MC[5]";0.905469173333333;0.045134644722819;0.8006;0.8789;0.912;0.9388;0.9737;1.00969983722615;280
"p_MC[6]";0.750559756666667;0.0712409758123461;0.6007;0.7043;0.7548;0.8015;0.8762;1.00104225584322;19000
"p_MC[7]";0.84774854;0.0495834518815678;0.738;0.8168;0.8522;0.8833;0.9316;1.00103095264323;23000
"p_MC[8]";0.904365983333333;0.058807405618382;0.761;0.872;0.916;0.9485;0.9845;1.00145226710544;3100
"p_MC[9]";0.56166908;0.110467952708343;0.341797499643363;0.4866;0.5634;0.639824998534832;0.7709;1.00238229150722;1200
"p_MC[10]";0.82752302;0.0455731619031325;0.7304;0.7978;0.8307;0.8604;0.9073;1.00099031832836;30000
"p_MC[11]";0.757912806666667;0.048245992391583;0.6587;0.7262;0.7601;0.7919;0.845902499855934;1.00176682083052;1900
"p_MC[12]";0.42957476;0.0559822712838538;0.3218;0.3911;0.429;0.4672;0.5404;1.0009671335486;30000
"p_MC[13]";0.484399616666667;0.0502306955384739;0.3874;0.45;0.484;0.5185;0.5829;1.0024158122507;1000
"p_MC[14]";0.73982561;0.054494806907881;0.6264;0.704;0.7425;0.7782;0.8395;1.00096596768419;30000
"p_MC[15]";0.84648007;0.0208574449432831;0.803997499848402;0.8326;0.8472;0.8609;0.8856;1.0009651480236;30000
"p_MC[16]";0.501825186666667;0.0319618995326083;0.438797499722212;0.4803;0.5016;0.5235;0.5644;1.00108853852896;12000
"p_MC[17]";0.789223933333333;0.0187617471281523;0.7509;0.7767;0.7896;0.8021;0.8247;1.00161940292028;2300
"p_MC[18]";0.676680156666667;0.0249279552044248;0.6271;0.66;0.6768;0.6934;0.7248;1.0010165353601;29000
"p_MC[19]";0.687998566666667;0.0270713260573257;0.6335;0.6699;0.6885;0.7063;0.74;1.0010779571175;13000
"p_MC[20]";0.777125453333333;0.0254298210372734;0.725797499832067;0.7602;0.7776;0.7947;0.8254;1.00111181932699;10000
"p_MC[21]";0.65403436;0.0249445771619416;0.6041;0.6372;0.6543;0.6711;0.7018;1.00102263892311;26000
"p_MC[22]";0.760237396666667;0.030928254025285;0.6971;0.7396;0.7611;0.7818;0.8186;1.00096745399289;30000
"p_MC[23]";0.575485426666667;0.0262382725647643;0.5234;0.557974998319717;0.5757;0.5931;0.6266;1.00097197396487;30000
"p_MC[24]";0.54007338;0.0258030099901753;0.4894;0.5226;0.5399;0.5575;0.5902;1.00144340116302;3100
"p_MC[25]";0.487395133333333;0.0368633842896389;0.4162;0.4622;0.4872;0.5122;0.5605;1.00149796931333;2800
"p_MC[26]";0.5539027;0.025352329466875;0.5038;0.5369;0.5541;0.571;0.6035;1.00104903786932;18000
"p_MC[27]";0.713479153333333;0.032332707210321;0.6484;0.6919;0.7141;0.7356;0.775202499842796;1.00122826290923;5700
"p_MC[28]";0.44505766;0.0293681762511216;0.387097499685105;0.4254;0.445;0.4648;0.5025;1.00105610880809;17000
"p_MC[29]";0.47184463;0.0296657668211549;0.414;0.4518;0.4717;0.4916;0.5308;1.00096513714713;30000
"p_MC[30]";0.543013113333333;0.0251015862253402;0.4941;0.5259;0.5431;0.5601;0.5921;1.00099515092071;30000
"p_MC[31]";0.2603785;0.0304416227474246;0.2038;0.2391;0.2594;0.2808;0.3219;1.00126482327116;5000
"alpha_MC[1]";0.689218436666667;0.180819116709273;0.3873;0.560249993305763;0.671949998139743;0.7981;1.091;1.00103995051341;20000
"alpha_MC[2]";0.69885979;0.183783181167588;0.3925;0.5675;0.6816;0.8096;1.107;1.00105142845004;17000
"alpha_MC[3]";2.08115301;0.546291829604266;1.169;1.691;2.03;2.41;3.298;1.00104518032988;19000
"alpha_MC[4]";2.77715581333333;0.729084669228045;1.56097499218921;2.256;2.70849995384899;3.216;4.40002499723053;1.00104611185967;19000
"alpha_MC[5]";1.45704590666667;0.395912664831337;0.798094999389074;1.175;1.418;1.695;2.344;1.00108467657328;13000
"alpha_MC[6]";1.44216161;0.387433743458233;0.798689997557727;1.167;1.404;1.674;2.30702499471867;1.00107688504674;13000
"alpha_MC[7]";1.44515518;0.389072936534397;0.7988;1.169;1.407;1.678;2.316;1.00107854914024;13000
"alpha_MC[8]";0.718809623333333;0.192511694039963;0.3991;0.582;0.6998;0.834424998876517;1.15;1.00107439856498;14000
"alpha_MC[9]";1.33905454;0.35483589273787;0.74629749983668;1.085;1.305;1.554;2.133;1.00101683801748;29000
"alpha_MC[10]";2.07313438666667;0.54394253057418;1.165;1.685;2.022;2.4;3.281;1.00104210468459;20000
"alpha_MC[11]";2.19935212666667;0.602354672831442;1.195;1.771;2.142;2.563;3.546;1.00108925721649;12000
"alpha_MC[12]";8.84678083333333;2.44142434075405;4.76897499744408;7.112;8.612;10.32;14.31;1.00109329521069;12000
"alpha_MC[13]";3.49763593333333;0.920092241341712;1.96597499379879;2.84;3.411;4.052;5.54107498021143;1.00105229946451;17000
"alpha_MC[14]";4.09633670333333;1.07580449561322;2.298;3.329;3.994;4.744;6.491;1.00103211784069;22000
"alpha_MC[15]";7.9632761;2.12514184321829;4.41094998894478;6.437;7.757;9.253;12.73;1.00101039212518;30000
"alpha_MC[16]";7.520835;2.18311455668591;3.849;5.968;7.31;8.846;12.38;1.00097856277941;30000
"alpha_MC[17]";14.5817821333333;3.8282429892768;8.19597499851287;11.85;14.22;16.88;23.1002499472553;1.00104596675086;19000
"alpha_MC[18]";15.3635574333333;4.0392889601197;8.63094999435089;12.4774992484468;14.99;17.8;24.34;1.0010508867854;18000
"alpha_MC[19]";15.2112513333333;4.10596980591672;8.37592498690146;12.29;14.81;17.67;24.4;1.00108012186799;13000
"alpha_MC[20]";9.1769241;2.42422220980598;5.143;7.451;8.949;10.64;14.57;1.00105983469297;16000
"alpha_MC[21]";12.4129441333333;3.25659376323026;6.97597499825277;10.09;12.1;14.37;19.65;1.00104042863695;20000
"alpha_MC[22]";7.60044086666667;1.9941691535383;4.27097499714601;6.178;7.412;8.8002499893473;12.03;1.00104214606817;19000
"alpha_MC[23]";11.5792014666667;3.04276371780315;6.49397499812308;9.40874999003552;11.29;13.41;18.36;1.00103020889479;23000
"alpha_MC[24]";11.3488087666667;3.00681984980535;6.35197499808111;9.21274998982352;11.06;13.16;18.04;1.0010637346173;15000
"alpha_MC[25]";4.97356443333333;1.31926831360334;2.779;4.037;4.847;5.766;7.913;1.00106505672147;15000
"alpha_MC[26]";8.07326496666667;2.21434351764426;4.379;6.497;7.86149998409972;9.408;13.03;1.00109009847506;12000
"alpha_MC[27]";5.69580603333333;1.51311538357646;3.181;4.622;5.552;6.604;9.07302499865682;1.00106675476081;15000
"alpha_MC[28]";8.1045803;2.13663873384994;4.533;6.577;7.90349998418422;9.392;12.88;1.00102357753884;26000
"alpha_MC[29]";8.9801566;2.3561183300638;5.047;7.299;8.75749998572652;10.4;14.21;1.00104183197327;20000
"alpha_MC[30]";12.2317643333333;3.21657836280625;6.85497499822193;9.93674999056501;11.92;14.17;19.4002499371991;1.00102837922418;24000
"alpha_MC[31]";7.29063813333333;1.94783847422639;4.033;5.89274998408972;7.102;8.472;11.6502498954453;1.0010094411094;30000
"beta_MC[1]";0.430393713333333;0.110364515740744;0.2468;0.3517;0.4198;0.4971;0.6759;1.00097341800345;30000
"beta_MC[2]";0.42075164;0.107235090582011;0.242;0.344174997275831;0.4106;0.4851;0.659804999261287;1.00096818293444;30000
"beta_MC[3]";1.27768172333333;0.326212964046843;0.734397499834033;1.045;1.247;1.474;2.004;1.00097071178195;30000
"beta_MC[4]";1.70129000666667;0.434204839928768;0.977694999501314;1.391;1.661;1.964;2.669;1.00097045684141;30000
"beta_MC[5]";0.78217439;0.213356744762879;0.4235;0.630374998512711;0.7605;0.9117;1.25602499030166;1.0009689876165;30000
"beta_MC[6]";0.797063556666667;0.210968240921486;0.4437;0.6475;0.7771;0.9255;1.266;1.00096624287284;30000
"beta_MC[7]";0.794066686666667;0.211306289107737;0.4395;0.6441;0.7739;0.9228;1.265;1.00096667138351;30000
"beta_MC[8]";0.400801192666667;0.105298077310527;0.224197499456241;0.3258;0.390849996801842;0.4651;0.635302499808181;1.00096572075474;30000
"beta_MC[9]";0.900168673333333;0.241062802392094;0.499097499755778;0.7294;0.876049998573141;1.047;1.43602499151677;1.00098862901365;30000
"beta_MC[10]";1.28569579666667;0.329007386968775;0.738897499835044;1.051;1.254;1.484;2.018;1.00097230732131;30000
"beta_MC[11]";1.15947966666667;0.323558083593973;0.617897499802738;0.9287;1.12749988913525;1.356;1.878;1.00097142497623;30000
"beta_MC[12]";4.58856021666667;1.31016863761664;2.395974994912;3.652;4.454;5.384;7.5040499935046;1.00097397636535;30000
"beta_MC[13]";2.10041975333333;0.535346068824257;1.207;1.718;2.05;2.422;3.29502499630195;1.00096791972868;30000
"beta_MC[14]";2.62132922;0.679184348918259;1.49197499182783;2.14;2.555;3.03524996911631;4.13704998821984;1.00097795073714;30000
"beta_MC[15]";5.4720646;1.4930480251844;2.986;4.412;5.321;6.378;8.8;1.00099370166623;30000
"beta_MC[16]";5.91450217;1.8535770059472;2.836;4.59;5.728;7.051;10.04;1.00102218650503;26000
