"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC","0.485","0.115","0.259","0.409","0.487","0.562","0.709","1.001","19000"
"logit_flow_MC","-0.248","0.119","-0.485","-0.327","-0.248","-0.169","-0.014","1.001","40000"
"log_cess_MC","-0.193","0.23","-0.659","-0.345","-0.188","-0.036","0.246","1.001","40000"
"shape_lambda","2.735","0.621","1.676","2.293","2.68","3.125","4.099","1.001","17000"
"rate_lambda","0.002","0.001","0.001","0.002","0.002","0.003","0.003","1.001","15000"
"mean_gamma","1257.634","130.675","1026","1167","1249","1339","1540.025","1.001","40000"
"var_gamma","616920.145","206916.448","335100","472400","577200","716924.999","1125000","1.001","17000"
"lambda[1]","752.079","64.702","640.2","706.6","747.1","791.5","894.1","1.001","40000"
"lambda[2]","370.947","46.439","298","338.5","364.8","396.7","479.2","1.001","40000"
"lambda[3]","418.532","42.647","345.7","388.6","414.8","444.3","513.002","1.001","14000"
"lambda[4]","834.873","83.451","694.7","776","826.6","885.2","1021","1.001","20000"
"lambda[5]","819.921","52.857","733.9","783.1","813.4","849.8","939.9","1.001","40000"
"lambda[6]","204.58","26.885","160.2","185.7","201.6","220.1","266.302","1.001","14000"
"lambda[7]","678.545","49.848","595.1","643.6","673.7","708.2","790.5","1.001","40000"
"lambda[8]","232.686","22.597","195.1","216.9","230.3","245.7","283.602","1.001","40000"
"lambda[9]","620.09","148.349","417.4","515.575","591.8","692.8","988.91","1.001","16000"
"lambda[10]","748.986","52.796","659.1","711.9","744.5","781.025","866.4","1.001","11000"
"lambda[11]","1010.463","75.22","881.3","957.2","1004","1056","1175","1.001","40000"
"lambda[12]","488.704","75.841","363.3","435.1","480.4","533.225","659.502","1.001","18000"
"lambda[13]","1090.431","125.168","877.5","1002.75","1079","1167","1367","1.001","16000"
"lambda[14]","267.802","28.069","218.797","248.2","265.8","285.1","328.7","1.001","40000"
"lambda[15]","2167.052","73.694","2030","2117","2164","2215","2319","1.001","40000"
"lambda[16]","1376.747","105.569","1188","1303","1371","1444","1601","1.001","40000"
