"Parameters","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"logit_int_MC","0.439","0.118","0.204","0.36","0.44","0.518","0.668","1.001","20000"
"logit_flow_MC","-0.141","0.125","-0.391","-0.223","-0.14","-0.058","0.103","1.001","20000"
"log_cess_MC","-0.215","0.231","-0.677","-0.369","-0.209","-0.057","0.222","1.001","20000"
"shape_lambda","2.692","0.617","1.623","2.257","2.64","3.081","4.024","1.001","20000"
"rate_lambda","0.002","0.001","0.001","0.002","0.002","0.002","0.003","1.001","20000"
"mean_gamma","1271.81","136.225","1033","1177","1263","1356","1566.025","1.001","20000"
"var_gamma","642458.235","221722.362","345100","489000","600300","746100","1178000","1.001","20000"
"lambda[1]","751.921","65.244","639.397","705.7","746.8","791.7","893.7","1.001","20000"
"lambda[2]","370.585","46.091","297.9","338.1","364.5","395.9","476.502","1.001","5200"
"lambda[3]","419.319","42.783","347.297","389.2","415.1","444.9","515.2","1.001","8200"
"lambda[4]","834.919","83.462","695.2","776.1","826.3","884.4","1022","1.001","8600"
"lambda[5]","820.252","52.917","735.3","783.3","813.3","850.8","942.8","1.001","20000"
"lambda[6]","205.05","27.074","161.1","186.1","201.85","220.7","266.4","1.001","6700"
"lambda[7]","679.237","50.254","594.097","643.8","674.5","709.9","790.4","1.001","20000"
"lambda[8]","232.539","22.957","194.8","216.7","230","245.6","284.7","1.001","8200"
"lambda[9]","617.089","147.078","417.1","513.575","589","689.5","981.91","1.001","20000"
"lambda[10]","749.068","52.509","658.897","712.6","744.65","781.1","865.302","1.001","15000"
"lambda[11]","1013.238","75.943","883.195","960.3","1006","1059","1182","1.001","20000"
"lambda[12]","495.843","77.509","368.5","440.8","487.2","541.7","670.602","1.001","20000"
"lambda[13]","1090.142","127.187","877.5","1001","1077","1167","1370","1.001","20000"
"lambda[14]","267.83","28.723","218.197","247.7","265.5","285.5","330.8","1.001","20000"
"lambda[15]","2164.943","74.154","2026.975","2114","2162","2214","2320","1.001","20000"
"lambda[16]","1369.058","104.603","1180","1295","1363","1438","1589","1.001","20000"
"lambda[17]","2362.483","79.429","2212.975","2308","2361","2415","2523","1.001","20000"
"lambda[18]","1242.235","63.128","1125","1199","1240","1283","1371","1.001","20000"
"lambda[19]","1233.124","65.433","1112.975","1188","1230","1276","1369","1.001","20000"
"lambda[20]","847.848","43.657","767.2","817.4","846.3","876.7","936.9","1.001","19000"
"lambda[21]","1359.063","69.927","1231","1311","1356","1404","1504","1.001","20000"
"lambda[22]","957.181","52.99","860.8","920.4","954.8","991","1068","1.001","13000"
"lambda[23]","2163.485","115.998","1950","2083","2159","2237","2403","1.001","20000"
"lambda[24]","3392.224","182.63","3056","3267","3383","3509","3773","1.001","20000"
"lambda[25]","1421.262","124.314","1204","1334","1412","1498","1689","1.001","20000"
"lambda[26]","1807.911","101.19","1623","1737","1803","1873","2019","1.001","20000"
"lambda[27]","1363.931","75.887","1225","1312","1360","1413","1523","1.001","20000"
"lambda[28]","1299.77","103.03","1114.975","1227","1295","1366","1518","1.001","20000"
"lambda[29]","1581.423","117.039","1372","1500","1575","1656","1828","1.001","20000"
"lambda[30]","2308.822","128.422","2074.975","2219","2302","2391","2580","1.001","20000"
"lambda[31]","2019.572","259.282","1577","1837","1997","2178","2588","1.001","16000"
"lambda[32]","1660.415","100.981","1474","1590","1657","1725","1869.025","1.001","20000"
"lambda[33]","2236.009","294.43","1730","2026","2211","2417","2881.025","1.001","20000"
"lambda[34]","1239.062","70.98","1107","1190","1237","1285","1386","1.001","7500"
"lambda[35]","1331.376","73.527","1197","1280","1328","1379","1485","1.001","20000"
"lambda[36]","1365.203","56.772","1260","1326","1363","1402","1481","1.001","20000"
"Ntot[1]","751.161","59.419","653","709","745","788","883","1.001","20000"
"Ntot[2]","368.822","42.023","308","339","362","391","469","1.001","5000"
"Ntot[3]","417.447","37.641","358","391","413","439","504","1.001","5100"
"Ntot[4]","833.982","78.622","706","778","825","880","1013","1.001","7900"
"Ntot[5]","819.54","44.403","758","787","811","842","928","1.001","20000"
"Ntot[6]","202.961","23.137","169","186","199","216","258","1.001","20000"
"Ntot[7]","678.105","42.717","612","647","672","702","778","1.001","20000"
"Ntot[8]","230.635","17.027","210","218","227","239","274","1.001","11000"
"Ntot[9]","615.507","144.73","423","513","587","685","973","1.001","20000"
"Ntot[10]","747.972","44.972","677","716","742","774","851","1.001","20000"
"Ntot[11]","1012.582","68.787","900.975","964","1005","1053","1168","1.001","20000"
"Ntot[12]","494.238","74.454","374","441","485","538","665","1.001","20000"
"Ntot[13]","1090.146","123.166","887","1003","1076.5","1163","1366.025","1.001","20000"
"Ntot[14]","265.668","23.37","228","249","263","279","320","1.001","20000"
"Ntot[15]","2166.807","57.353","2064","2127","2163","2203","2290","1.001","18000"
"Ntot[16]","1369.253","97.378","1196","1300","1363","1432","1576","1.001","20000"
"Ntot[17]","2364.34","63.014","2249","2321","2362","2405","2496","1.001","20000"
"Ntot[18]","1241.868","52.074","1149","1206","1239","1275","1353","1.001","20000"
"Ntot[19]","1233.329","55.155","1135","1195","1230","1269","1350","1.001","19000"
"Ntot[20]","847.019","32.352","789","824","845","868","916","1.001","18000"
"Ntot[21]","1359.257","59.373","1253","1318","1356","1397","1485","1.001","20000"
"Ntot[22]","956.336","43.17","881","926","953","983","1050","1.001","2900"
"Ntot[23]","2165.427","107.06","1972","2091","2160","2233","2390","1.001","20000"
"Ntot[24]","3397.144","173.096","3082","3278","3389","3507","3761","1.001","20000"
"Ntot[25]","1421.835","118.64","1216.975","1338","1412","1495","1681","1.001","20000"
"Ntot[26]","1808.732","91.682","1643","1745","1804","1868","2002","1.001","20000"
"Ntot[27]","1364.068","66.465","1247","1318","1359","1405","1506","1.001","20000"
"Ntot[28]","1300.234","96.402","1130","1232","1295","1361","1507","1.001","20000"
"Ntot[29]","1582.137","109.971","1385","1506","1576","1652","1817","1.001","20000"
"Ntot[30]","2311.323","119.653","2095","2228","2304","2388","2566","1.001","20000"
"Ntot[31]","2021.018","255.539","1589","1841","1997","2174","2585.025","1.001","20000"
"Ntot[32]","1661.127","92.426","1494","1596","1657","1720","1857","1.001","20000"
"Ntot[33]","2238.443","290.887","1747","2032","2213","2419","2874","1.001","20000"
"Ntot[34]","1238.986","61.747","1126","1196","1236","1279","1368","1.001","4400"
"Ntot[35]","1331.824","63.82","1218","1287","1328","1372","1469","1.001","20000"
"Ntot[36]","1365.153","43.562","1287","1334","1363","1393","1458","1.001","19000"
"Nesc[1]","750.161","59.419","652","708","744","787","882","1.001","20000"
"Nesc[2]","362.822","42.023","302","333","356","385","463","1.001","5000"
"Nesc[3]","417.447","37.641","358","391","413","439","504","1.001","5100"
"Nesc[4]","831.982","78.622","704","776","823","878","1011","1.001","7900"
"Nesc[5]","813.54","44.403","752","781","805","836","922","1.001","20000"
"Nesc[6]","202.961","23.137","169","186","199","216","258","1.001","20000"
"Nesc[7]","678.105","42.717","612","647","672","702","778","1.001","20000"
"Nesc[8]","230.635","17.027","210","218","227","239","274","1.001","11000"
"Nesc[9]","602.507","144.73","410","500","574","672","960","1.001","20000"
"Nesc[10]","746.972","44.972","676","715","741","773","850","1.001","20000"
"Nesc[11]","1005.582","68.787","893.975","957","998","1046","1161","1.001","20000"
"Nesc[12]","489.238","74.454","369","436","480","533","660","1.001","20000"
"Nesc[13]","1089.146","123.166","886","1002","1075.5","1162","1365.025","1.001","20000"
"Nesc[14]","263.668","23.37","226","247","261","277","318","1.001","20000"
"Nesc[15]","2162.807","57.353","2060","2123","2159","2199","2286","1.001","18000"
"Nesc[16]","1369.253","97.378","1196","1300","1363","1432","1576","1.001","20000"
"Nesc[17]","2363.34","63.014","2248","2320","2361","2404","2495","1.001","20000"
"Nesc[18]","1232.868","52.074","1140","1197","1230","1266","1344","1.001","20000"
"Nesc[19]","1232.329","55.155","1134","1194","1229","1268","1349","1.001","19000"
"Nesc[20]","846.019","32.352","788","823","844","867","915","1.001","18000"
"Nesc[21]","1359.257","59.373","1253","1318","1356","1397","1485","1.001","20000"
"Nesc[22]","955.336","43.17","880","925","952","982","1049","1.001","2900"
"Nesc[23]","2161.427","107.06","1968","2087","2156","2229","2386","1.001","20000"
"Nesc[24]","3397.144","173.096","3082","3278","3389","3507","3761","1.001","20000"
"Nesc[25]","1421.835","118.64","1216.975","1338","1412","1495","1681","1.001","20000"
"Nesc[26]","1807.732","91.682","1642","1744","1803","1867","2001","1.001","20000"
"Nesc[27]","1364.068","66.465","1247","1318","1359","1405","1506","1.001","20000"
"Nesc[28]","1300.234","96.402","1130","1232","1295","1361","1507","1.001","20000"
"Nesc[29]","1582.137","109.971","1385","1506","1576","1652","1817","1.001","20000"
"Nesc[30]","2311.323","119.653","2095","2228","2304","2388","2566","1.001","20000"
"Nesc[31]","2020.018","255.539","1588","1840","1996","2173","2584.025","1.001","20000"
"Nesc[32]","1661.127","92.426","1494","1596","1657","1720","1857","1.001","20000"
"Nesc[33]","2238.443","290.887","1747","2032","2213","2419","2874","1.001","20000"
"Nesc[34]","1237.986","61.747","1125","1195","1235","1278","1367","1.001","4400"
"Nesc[35]","1331.824","63.82","1218","1287","1328","1372","1469","1.001","20000"
"Nesc[36]","1364.153","43.562","1286","1333","1362","1392","1457","1.001","19000"
"eps_p_MC[1]","0.375","0.259","-0.123","0.199","0.372","0.55","0.884","1.001","20000"
"eps_p_MC[2]","0.728","0.449","-0.107","0.419","0.715","1.019","1.65","1.001","4900"
"eps_p_MC[3]","0.522","0.31","-0.071","0.313","0.517","0.727","1.152","1.001","4600"
"eps_p_MC[4]","0.23","0.28","-0.309","0.038","0.227","0.414","0.792","1.001","5700"
"eps_p_MC[5]","1.801","0.623","0.689","1.373","1.759","2.187","3.152","1.001","20000"
"eps_p_MC[6]","0.561","0.436","-0.275","0.266","0.552","0.846","1.443","1.001","20000"
"eps_p_MC[7]","1.204","0.442","0.379","0.902","1.189","1.488","2.12","1.001","20000"
"eps_p_MC[8]","1.927","0.787","0.591","1.375","1.859","2.397","3.669","1.001","6100"
"eps_p_MC[9]","-0.041","0.505","-1.017","-0.39","-0.051","0.297","0.962","1.001","20000"
"eps_p_MC[10]","1.216","0.354","0.55","0.972","1.208","1.448","1.936","1.001","20000"
"eps_p_MC[11]","0.51","0.352","-0.173","0.271","0.507","0.746","1.201","1.001","20000"
"eps_p_MC[12]","-1.009","0.32","-1.643","-1.222","-1.006","-0.793","-0.393","1.001","20000"
"eps_p_MC[13]","-0.518","0.233","-0.974","-0.676","-0.519","-0.361","-0.056","1.001","16000"
"eps_p_MC[14]","0.714","0.32","0.11","0.494","0.705","0.93","1.353","1.001","20000"
"eps_p_MC[15]","1.478","0.241","1.008","1.319","1.476","1.637","1.954","1.001","20000"
"eps_p_MC[16]","-0.06","0.351","-0.749","-0.294","-0.058","0.174","0.63","1.001","20000"
"eps_p_MC[17]","0.913","0.163","0.6","0.802","0.91","1.021","1.236","1.001","20000"
"eps_p_MC[18]","0.303","0.162","-0.012","0.194","0.3","0.411","0.62","1.001","20000"
"eps_p_MC[19]","0.203","0.222","-0.237","0.056","0.203","0.353","0.638","1.001","20000"
"eps_p_MC[20]","0.777","0.194","0.403","0.645","0.775","0.905","1.167","1.001","9300"
"eps_p_MC[21]","0.244","0.16","-0.065","0.137","0.244","0.351","0.562","1.001","20000"
"eps_p_MC[22]","0.77","0.204","0.373","0.634","0.77","0.906","1.179","1.001","18000"
"eps_p_MC[23]","-0.045","0.167","-0.374","-0.158","-0.046","0.069","0.281","1.001","20000"
"eps_p_MC[24]","-0.348","0.169","-0.681","-0.463","-0.349","-0.236","-0.017","1.001","20000"
"eps_p_MC[25]","-0.57","0.204","-0.969","-0.706","-0.57","-0.431","-0.171","1.001","20000"
"eps_p_MC[26]","-0.44","0.254","-0.943","-0.609","-0.439","-0.268","0.054","1.001","20000"
"eps_p_MC[27]","0.401","0.214","-0.012","0.257","0.398","0.542","0.829","1.001","9100"
"eps_p_MC[28]","-0.549","0.188","-0.915","-0.674","-0.548","-0.424","-0.181","1.001","20000"
"eps_p_MC[29]","-0.524","0.165","-0.848","-0.637","-0.523","-0.413","-0.199","1.001","20000"
